META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-06 22:23:47 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 13/10; 23/17; 6/4; 37/25; 13/10; 5/4; ; 7/5; 27/20; 7/5; 11/8; 11/8; 27/20; 11/8; 11/8; 16/11; 23/17; 16/11; 23/17; 11/8; 13/10; ; 11/8; 7/5; ; 11/8; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 15/8; ; 2; 19/10; 19/10; 19/10; 2; 39/20; 9/5; 15/8; 2; 19/10; 2; 31/16; 37/19; 9/5; ; 39/20; 19/10; ; 9/5; 9/5; 19/10
Sevilla B; 12/5; 11/5; 21/10; 19/10; 123/50; 11/5; 9/4; ; 11/5; 21/10; 23/10; 11/5; 11/5; 43/20; 12/5; 11/5; 21/10; 40/17; 21/10; 133/67; 11/5; 85/40; ; 9/4; 40/17; ; 21/10; 11/5; 5/2
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-13 22:23:53 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 13/10; 23/17; 6/4; 37/25; 13/10; 5/4; ; 7/5; 27/20; 7/5; 11/8; 11/8; 27/20; 11/8; 11/8; 7/5; 23/17; 7/5; 23/17; 11/8; 13/10; ; 11/8; 23/17; ; 11/8; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 15/8; ; 2; 19/10; 19/10; 19/10; 2; 39/20; 9/5; 15/8; 2; 19/10; 2; 31/16; 37/19; 9/5; ; 39/20; 19/10; ; 9/5; 9/5; 2
Sevilla B; 12/5; 11/5; 11/5; 19/10; 123/50; 11/5; 9/4; ; 11/5; 11/5; 23/10; 11/5; 11/5; 43/20; 12/5; 11/5; 9/4; 40/17; 9/4; 133/67; 11/5; 85/40; ; 9/4; 12/5; ; 11/5; 9/4; 5/2
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-14 02:23:54 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 13/10; 13/10; 6/4; 37/25; 13/10; 5/4; ; 7/5; 13/10; 11/8; 11/8; 13/10; 27/20; 11/8; 11/8; 7/5; 23/17; 7/5; 23/17; 11/8; 13/10; ; 11/8; 23/17; ; 11/8; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 15/8; ; 2; 19/10; 2; 19/10; 2; 39/20; 9/5; 19/10; 2; 19/10; 2; 2; 37/19; 9/5; ; 39/20; 19/10; ; 9/5; 9/5; 2
Sevilla B; 12/5; 11/5; 11/5; 19/10; 123/50; 11/5; 9/4; ; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 12/5; 11/5; 9/4; 40/17; 9/4; 21/10; 11/5; 85/40; ; 9/4; 12/5; ; 23/10; 21/10; 5/2
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-14 10:23:53 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 6/4; 29/20; 16/11; 6/4; 163/100; 29/20; 7/5; ; 7/5; 29/20; 6/4; 31/20; 6/4; 29/20; 6/4; 6/4; 17/11; 6/4; 17/11; 6/4; 11/8; 7/5; ; 31/20; 17/11; ; 13/8; 13/8; 13/8
Draw; 19/10; 15/8; 19/10; 19/10; 2; 15/8; 15/8; ; 2; 19/10; 2; 15/8; 15/8; 19/10; 15/8; 19/10; 24/13; 19/10; 24/13; 19/10; 37/19; 9/5; ; 19/10; 19/10; ; 19/10; 19/10; 2
Sevilla B; 21/10; 2; 19/10; 19/10; 11/5; 2; 2; ; 11/5; 19/10; 21/10; 2; 2; 2; 21/10; 2; 21/10; 21/10; 21/10; 37/19; 11/5; 15/8; ; 2; 21/10; ; 21/10; 11/5; 21/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-14 14:24:17 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 6/4; 7/5; 16/11; 6/4; 151/100; 29/20; 7/5; ; 7/5; 29/20; 6/4; 6/4; 7/5; 7/5; 6/4; 7/5; 17/11; 16/11; 17/11; 6/4; 11/8; 7/5; ; 29/20; 16/11; ; 6/4; 7/5; 6/4
Draw; 19/10; 15/8; 19/10; 19/10; 2; 15/8; 15/8; ; 2; 19/10; 19/10; 9/5; 15/8; 19/10; 15/8; 15/8; 24/13; 24/13; 24/13; 19/10; 37/19; 9/5; ; 19/10; 19/10; ; 19/10; 19/10; 19/10
Sevilla B; 21/10; 21/10; 2; 19/10; 12/5; 2; 2; ; 11/5; 2; 11/5; 21/10; 21/10; 41/20; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 11/5; 2; ; 11/5; 9/4; ; 9/4; 23/10; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-14 18:24:24 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 6/4; 7/5; 7/5; 6/4; 147/100; 7/5; 7/5; ; 7/5; 7/5; 6/4; 7/5; 7/5; 11/8; 6/4; 7/5; 16/11; 7/5; 16/11; 22/15; 11/8; 13/10; ; 29/20; 16/11; ; 6/4; 7/5; 6/4
Draw; 19/10; 19/10; 2; 19/10; 41/20; 19/10; 15/8; ; 2; 2; 19/10; 19/10; 2; 39/20; 15/8; 19/10; 24/13; 19/10; 24/13; 37/19; 37/19; 9/5; ; 39/20; 37/19; ; 19/10; 19/10; 2
Sevilla B; 21/10; 2; 2; 19/10; 121/50; 2; 2; ; 11/5; 2; 11/5; 21/10; 21/10; 41/20; 21/10; 21/10; 23/10; 9/4; 23/10; 79/40; 11/5; 2; ; 21/10; 9/4; ; 11/5; 23/10; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-14 22:24:09 GMT+2; 2018-01-14 19:00; In Play; Xlenovo
Osasuna; 2/9; 2/7; 1/3; 1/5; 27/100; ; 1/4; 2/9; 5/19; 1/4; 2/7; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 2/9; 1/4; 3/13; ; ; ; 1/4; 2/9; ; ; 2/7; 2/7
Draw; 15/4; 7/2; 3; 10/3; 79/20; ; 7/2; 16/5; 57/17; 18/5; 7/2; 33/10; 16/5; 10/3; 16/5; 10/3; 17/5; 15/4; 17/5; 19/5; ; ; ; 7/2; 19/5; ; ; 7/2; 10/3
Sevilla B; 20; 16; 12; 14; 33/2; ; 20; 19; 17; 20; 16; 16; 14; 13; 14; 14; 18; 20; 18; 31/2; ; ; ; 22; 20; ; ; 21; 3
