META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-20 14:26:45 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 10/11; 1; ; ; ; ; ; 10/11; 10/11; 10/11; ; ; ; ; ; 13/15; 49/50; ; ; ; ; 9/10; 10/11; ; 1/50; 5/6; 
Alcorcon; 10/11; 5/6; 19/20; 10/11; 7/8; 17/20; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 10/11; 10/11; 49/50; 19/20; 9/10; 5/6; ; 17/20; 19/20; ; 5/6; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; ; 11/5; 2; 11/5; 21/10; ; 41/20; 2; 21/10; 11/5; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 11/5
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 13/4; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-24 02:24:30 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 7/8; 17/20; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 9/10; 5/6; ; 17/20; 19/20; ; 4/5; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 41/20; 21/10; 2; ; 11/5; 2; 11/5; 21/10; ; 41/20; 2; 21/10; 11/5; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 13/4; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-24 10:24:30 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 20/21; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 9/10; 5/6; ; 17/20; 19/20; ; 5/6; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 21/10; 21/10; ; 41/20; 2; 2; 9/4; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-24 14:24:48 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 9/10; 5/6; ; 17/20; 19/20; ; 4/5; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 11/5; 21/10; ; 41/20; 2; 21/10; 9/4; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-24 18:27:16 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 9/10; 5/6; ; 19/20; 19/20; ; 4/5; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 11/5; 21/10; ; 41/20; 2; 21/10; 9/4; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-24 22:24:59 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 10/11; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 19/20; 9/10; 5/6; ; 19/20; 19/20; ; 5/6; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 11/5; 21/10; ; 41/20; 2; 21/10; 9/4; 28/13; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; 21/10; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-25 02:24:10 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 5/6; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 20/21; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 49/50; 22/23; 9/10; 5/6; ; 19/20; 19/20; ; 5/6; 10/11; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 21/10; 21/10; ; 41/20; 2; 2; 9/4; 21/10; 109/50; 21/10; 28/13; 2; ; 11/5; 28/13; ; 19/10; ; 21/10
Sevilla B; 7/2; 10/3; 16/5; 10/3; 3; 7/2; 10/3; ; 17/5; 16/5; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 17/5; 77/20; 14/5; 57/17; 3; ; 7/2; 38/11; ; 3; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-25 10:24:26 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 10/11; 19/20; 10/11; 17/20; 17/20; 10/11; ; 9/10; 19/20; 20/21; 10/11; ; 19/20; 19/20; 10/11; 10/11; 19/20; 51/50; 28/29; 9/10; 5/6; ; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; ; 11/5; 2; 21/10; 21/10; ; 41/20; 2; 2; 9/4; 39/19; 52/25; 21/10; 28/13; 2; ; 11/5; 39/19; ; 2; 19/10; 2
Sevilla B; 7/2; 16/5; 3; 10/3; 3; 7/2; 10/3; ; 17/5; 3; 7/2; 16/5; ; 31/10; 7/2; 10/3; 10/3; 7/2; 77/20; 3; 57/17; 3; ; 7/2; 39/11; ; 7/2; 3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-25 14:24:47 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 10/11; 1; 10/11; 9/10; 9/10; 10/11; ; 9/10; 1; 20/21; 10/11; ; 1; 19/20; 19/20; 19/20; 19/20; 51/50; 42/41; 9/10; 9/10; ; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 21/10; 2; 2; 21/10; 39/20; 21/10; 2; ; 11/5; 2; 21/10; 2; ; 41/20; 2; 2; 21/10; 39/19; 21/10; 28/13; 28/13; 2; ; 11/5; 39/19; ; 2; 2; 2
Sevilla B; 7/2; 10/3; 29/10; 10/3; 3; 10/3; 10/3; ; 17/5; 29/10; 7/2; 10/3; ; 3; 7/2; 10/3; 17/5; 38/11; 19/5; 27/10; 57/17; 3; ; 10/3; 38/11; ; 7/2; 10/3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-25 18:23:59 GMT+2; 2017-11-25 19:00; Nothing; Xlenovo
Alcorcon; 10/11; 10/11; 1; 10/11; 9/10; 9/10; 10/11; ; 9/10; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 21/20; 68/67; 9/10; 9/10; ; 19/20; 1; ; 1; 20/21; 1
Draw; 21/10; 2; 2; 21/10; 39/20; 21/10; 2; ; 11/5; 2; 21/10; 21/10; ; 41/20; 2; 2; 21/10; 39/19; 103/50; 28/13; 28/13; 2; ; 11/5; 39/19; ; 2; 2; 2
Sevilla B; 7/2; 10/3; 29/10; 10/3; 3; 10/3; 10/3; ; 17/5; 29/10; 7/2; 3; ; 3; 7/2; 16/5; 17/5; 57/17; 15/4; 11/4; 57/17; 3; ; 10/3; 17/5; ; 7/2; 10/3; 7/2
META; spain/la-liga-segunda/alcorcon-v-sevilla-b; 2017-11-25 22:22:33 GMT+2; 2017-11-25 19:00; In Play; Xlenovo
Draw; 5/6; 4/5; 23/17; ; 5/6; ; 6/5; 4/7; 13/11; 5/4; ; 9/10; ; 10/11; 4/5; 5/6; 5/6; 23/17; ; ; 39/40; ; ; 19/20; 1; ; ; ; 
Alcorcon; 2; 2; 10/11; ; 2; ; 9/10; 23/10; 17/16; 19/20; ; 11/8; ; 2; 21/10; 15/8; 21/10; 9/10; ; ; 2; ; ; 2; 9/4; ; ; ; 
Sevilla B; 4; 4; 7; ; 29/10; ; 7; 9/2; 13/2; 7; ; 5; ; 10/3; 7/2; 4; 10/3; 27/4; ; ; 33/10; ; ; 15/4; 14/5; ; ; ; 
