META; english/league-1/blackburn-v-wigan; 2018-02-25 14:20:42 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Wigan; 15/8; 9/5; 15/8; 9/5; 51/25; 2; 9/5; 15/8; 15/8; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 24/13; 17/10; 19/10; 15/8; 9/5; 39/20; 24/13; 15/8; 19/10; 
Draw; 23/10; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 23/10; 11/5; 21/10; 21/10; ; 
META; english/league-1/blackburn-v-wigan; 2018-03-03 02:22:14 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 6/4; 31/20; 6/4; 153/00; 13/8; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; 7/5; 8/5; 6/4; 6/4; 6/4; 6/4; 14/9; 31/21; 31/20; 6/4; 6/4; 6/4; 6/4; 7/5
Wigan; 15/8; 9/5; 15/8; 9/5; 51/25; 2; 9/5; 15/8; 15/8; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 15/8; 24/13; 9/5; 19/10; 15/8; 9/5; 39/20; 24/13; 15/8; 19/10; 2
Draw; 23/10; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 23/10; 11/5; 21/10; 21/10; ; 
META; english/league-1/blackburn-v-wigan; 2018-03-03 10:22:44 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 6/4; 31/20; 6/4; 31/20; 13/8; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; 7/5; 8/5; 6/4; 6/4; 6/4; 6/4; 14/9; 31/21; 31/20; 6/4; 6/4; 6/4; 8/5; 6/4
Wigan; 15/8; 9/5; 15/8; 9/5; 199/00; 2; 9/5; 15/8; 15/8; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 15/8; 24/13; 9/5; 19/10; 15/8; 15/8; 39/20; 24/13; 15/8; 19/10; 
Draw; 23/10; 23/10; 21/10; 9/4; 117/0; 23/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 23/10; 11/5; 9/4; 21/10; ; 
META; english/league-1/blackburn-v-wigan; 2018-03-03 14:21:46 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 6/4; 31/20; 6/4; 31/20; 13/8; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 14/9; 31/21; 31/20; 6/4; 17/11; 6/4; 6/4; 6/4
Wigan; 15/8; 9/5; 15/8; 9/5; 199/00; 2; 15/8; 15/8; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 19/10; 15/8; 15/8; 39/20; 9/5; 19/10; 19/10; 19/10; 
Draw; 23/10; 23/10; 21/10; 9/4; 117/0; 23/10; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 23/10; 11/5; 11/5; 2; 21/10; 9/4
META; english/league-1/blackburn-v-wigan; 2018-03-03 18:22:15 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 6/4; 31/20; 6/4; 31/20; 13/8; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 14/9; 31/21; 8/5; 6/4; 17/11; 6/4; 6/4; 6/4
Wigan; 15/8; 9/5; 15/8; 9/5; 199/00; 2; 15/8; 24/13; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 19/10; 24/13; 15/8; 39/20; 9/5; 19/10; 19/10; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 117/0; 23/10; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 9/4; 9/4; 11/5; 9/4; 21/10; 11/5; 
META; english/league-1/blackburn-v-wigan; 2018-03-03 22:21:51 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 6/4; 31/20; 6/4; 39/25; 13/8; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 17/11; 6/4; 14/9; 31/21; 31/20; 6/4; 17/11; 6/4; 6/4; 6/4
Wigan; 15/8; 9/5; 15/8; 9/5; 2; 15/8; 24/13; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 19/10; 24/13; 15/8; 39/20; 9/5; 19/10; 19/10; 19/10; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 58/25; 23/10; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 9/4; 23/10; 11/5; 9/4; 21/10; 21/10; 9/4
META; english/league-1/blackburn-v-wigan; 2018-03-04 02:21:25 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 33/20; 8/5; 31/20; 6/4; 31/20; 13/8; 6/4; 31/21; 31/20; 6/4; 31/20; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 14/9; 31/21; 31/20; 6/4; 6/4; 8/5; 6/4; 6/4
Wigan; 15/8; 9/5; 15/8; 9/5; 101/0; 2; 15/8; 24/13; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 9/5; 24/13; 9/5; 19/10; 24/13; 15/8; 39/20; 24/13; 19/10; 19/10; 19/10
Draw; 23/10; 9/4; 21/10; 9/4; 23/10; 23/10; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 11/5; 11/5; 11/5; 2; 9/4; 23/10; 11/5; 11/5; 21/10; 21/10; 21/10
META; english/league-1/blackburn-v-wigan; 2018-03-04 10:21:29 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 13/8; 13/8; 8/5; 6/4; 83/50; 13/8; 6/4; 17/11; 8/5; 6/4; 31/20; 8/5; 8/5; 6/4; 6/4; 17/11; 17/11; 53/35; 17/11; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8
Wigan; 2; 15/8; 9/5; 9/5; 47/25; 2; 15/8; 9/5; 9/5; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 24/13; 7/4; 9/5; 15/8; 9/5; 9/5; 19/10; 19/10; 9/5
Draw; 9/4; 11/5; 21/10; 9/4; 23/10; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4; 11/5; 11/5; 21/10; 21/10; 11/5
META; english/league-1/blackburn-v-wigan; 2018-03-04 14:22:06 GMT+2; 2018-03-04 12:00; Nothing; Xlenovo
Blackburn; 1/8; 1/8; 2/15; 1/7; 14/25; 1/8; 1/9; 1/10; 1/9; 1/8; 2/13; 2/13; 3/25; 1/9; 10/21; 1/9; 1/9; 2/17; 1/9; 10/21; 1/2; 1/6
Draw; 7; 15/2; 7; 16/5; 15/2; 13/2; 13/2; 7; 6; 6; 13/2; 56/19; 34/5; 7; 15/2; 15/2; 56/19; 3; ; ; ; 
Wigan; 20; 22; 18; 16; 20; 18; 17; 17; 16; 14; 14; 17; 16; 29/5; 27/2; 17; 18; 22; 76/13; 29/5; 21; 
