META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-28 14:22:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 1; 10/11; ; ; 27/25; 1; 20/21; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; ; ; 20/21; 19/20; 1; ; 4/6; ; 
AFC Wimbledon; 12/5; 3; 27/10; 13/5; 69/25; 29/10; 5/2; ; 45/17; 27/10; 5/2; 13/5; ; ; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 45/17; 14/5; 13/5; 27/10; 5/2; ; 12/5; ; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-29 14:21:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 10/11; 21/20; 21/20; 109/100; 21/20; 1; ; 1; 21/20; 21/20; 1; ; ; 21/20; 1; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; ; 
Draw; 5/2; 5/2; 11/5; 12/5; 61/25; 13/5; 23/10; ; 5/2; 11/5; 12/5; 23/10; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 40/17; ; 2; ; 
AFC Wimbledon; 12/5; 3; 11/4; 13/5; 29/10; 29/10; 13/5; ; 45/17; 27/10; 13/5; 14/5; ; ; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 45/17; ; 12/5; ; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-29 18:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 21/20; 21/20; 1; 1; 21/20; 21/20; 1; ; ; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; 1; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 13/5; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 40/17; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 29/10; 13/5; 13/5; 45/17; 27/10; 13/5; 14/5; ; ; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 45/17; ; 12/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-29 22:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; 21/20; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; 1; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 40/17; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; 13/5; 11/4; 45/17; 27/10; 13/5; 14/5; ; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 45/17; ; 12/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-30 02:20:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; 21/20; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; 1; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 40/17; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; 13/5; 11/4; 45/17; 27/10; 13/5; 14/5; ; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 45/17; ; 5/2; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-30 10:21:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; 21/20; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; 20/21; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 40/17; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; 13/5; 11/4; 45/17; 27/10; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 45/17; ; 5/2; 9/4; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-30 14:21:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; 21/20; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 1; ; 20/21; 20/21; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 40/17; ; 23/10; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; 13/5; 11/4; 45/17; 27/10; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 45/17; ; 13/5; 9/4; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-30 18:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; 20/21; 20/21; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; ; 12/5; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; 23/10; 9/4; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; ; 11/4; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; 13/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-30 22:21:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; 20/21; 1; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; ; 12/5; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 12/5; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; ; 11/4; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; 13/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-31 02:20:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; 1; 1; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; ; 12/5; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 12/5; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; 2; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; ; 11/4; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; 13/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-31 10:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; ; ; ; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; 1; 20/21; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; ; ; ; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; 11/5; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; ; ; ; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; 13/5; 13/5; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-31 14:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 21/20; ; ; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 13/5; ; ; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 29/10; ; ; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; ; 9/4; 
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-31 18:21:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 21/20; ; ; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 13/5; ; ; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 12/5; 12/5
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 29/10; ; ; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; ; 27/10; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-01-31 22:20:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 21/20; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 13/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 12/5; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 12/5
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 29/10; ; 11/4; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; ; 12/5; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-01 02:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 1; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 5/2; ; 12/5; 5/2; 9/4; 12/5; 23/10; ; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; ; ; 21/10; 12/5
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 14/5; ; 11/4; 45/17; 14/5; 13/5; 14/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 27/10; ; ; 12/5; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-01 10:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 1; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 5/2; ; 12/5; 5/2; 9/4; 12/5; 9/4; ; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; ; ; 21/10; 12/5
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 14/5; ; 11/4; 45/17; 14/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 11/4; 27/10; 27/10; ; ; 12/5; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-01 14:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 21/20; 21/20; 21/20; 109/100; 1; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; ; ; 20/21; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 5/2; ; 12/5; 5/2; 9/4; 12/5; 9/4; ; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 9/4; 12/5
AFC Wimbledon; 12/5; 11/4; 11/4; 13/5; 29/10; 14/5; ; 11/4; 45/17; 14/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 14/5; 13/5; 27/10; 27/10; ; ; 27/10; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-01 18:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 1; 21/20; 21/20; 109/100; 1; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 1; 1; 24/23; 1; 21/20; 21/20; 1; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 5/2; ; 12/5; 5/2; 9/4; 12/5; 9/4; ; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 11/5; 12/5
AFC Wimbledon; 12/5; 14/5; 11/4; 13/5; 29/10; 14/5; ; 11/4; 45/17; 11/4; 13/5; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 45/17; 14/5; 27/10; 27/10; 27/10; ; ; 11/4; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-01 22:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 1; 21/20; 21/20; 109/100; 1; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 1; 1; 24/23; 1; 21/20; 21/20; 1; 21/20; ; ; 1; 21/20
Draw; 5/2; 23/10; 11/5; 12/5; 61/25; 5/2; ; 12/5; 5/2; 9/4; 12/5; 9/4; ; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 12/5
AFC Wimbledon; 12/5; 14/5; 11/4; 13/5; 29/10; 14/5; ; 11/4; 45/17; 11/4; 5/2; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 45/17; 14/5; 27/10; 27/10; 27/10; ; ; 11/4; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-02 02:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 1; 21/20; 21/20; 107/100; 1; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 24/23; 1; 21/20; 21/20; 1; 21/20; ; ; 1; 21/20
Draw; 5/2; 23/10; 9/4; 12/5; 127/50; 5/2; ; 12/5; 5/2; 23/10; 12/5; 12/5; ; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 11/5; 12/5
AFC Wimbledon; 12/5; 14/5; 27/10; 13/5; 57/20; 14/5; ; 11/4; 45/17; 11/4; 13/5; 13/5; ; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 45/17; 14/5; 13/5; 27/10; 45/17; ; ; 11/4; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-02 10:20:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 11/10; 21/20; 21/20; 21/20; 53/50; 21/20; ; 1; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20; 1; 1; 24/23; 1; 21/20; 21/20; 1; 21/20; ; ; 1; 21/20
Draw; 5/2; 23/10; 9/4; 12/5; 64/25; 5/2; ; 12/5; 5/2; 23/10; 23/10; 12/5; ; 9/4; 12/5; 23/10; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 11/5; 12/5
AFC Wimbledon; 14/5; 11/4; 27/10; 13/5; 143/50; 29/10; ; 11/4; 45/17; 11/4; 13/5; 13/5; ; 27/10; 13/5; 13/5; 45/17; 13/5; 13/5; 45/17; 14/5; 13/5; 27/10; 45/17; ; ; 11/4; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-02 14:21:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 11/10; 21/20; 21/20; 11/10; 53/50; 21/20; ; 1; 1; 21/20; 21/20; 1; ; 21/20; 21/20; 21/20; ; 1; 24/23; 1; 21/20; 21/20; 1; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 23/10; 9/4; 11/5; 64/25; 5/2; ; 12/5; 5/2; 23/10; 12/5; 12/5; ; 9/4; 12/5; 23/10; ; 12/5; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; ; ; 23/10; 12/5
AFC Wimbledon; 14/5; 11/4; 27/10; 11/4; 143/50; 29/10; ; 11/4; 45/17; 11/4; 13/5; 13/5; ; 27/10; 13/5; 13/5; ; 13/5; 13/5; 45/17; 14/5; 11/4; 27/10; 45/17; ; ; 14/5; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-02 18:25:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 19/20; 1; 1; 1; 1; ; 10/11; 1; 1; 1; 1; ; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 1; 1; 1; ; ; ; 20/21
Draw; 5/2; 23/10; 23/10; 23/10; 51/20; 13/5; ; 12/5; 5/2; 23/10; 12/5; 12/5; ; 23/10; 5/2; 23/10; 12/5; 12/5; 40/17; 5/2; 5/2; 5/2; 12/5; 27/11; ; ; ; 5/2
AFC Wimbledon; 29/10; 29/10; 29/10; 14/5; 31/10; 31/10; ; 11/4; 45/17; 29/10; 11/4; 14/5; ; 29/10; 14/5; 14/5; 14/5; 13/5; 27/10; 45/17; 14/5; 29/10; 59/20; 14/5; ; ; ; 3
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-02 22:21:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 19/20; 1; 1; 1; 1; ; 10/11; 1; 1; 1; 1; 1; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 1; 1; 1; ; ; 1; 20/21
Draw; 5/2; 23/10; 23/10; 23/10; 51/20; 13/5; ; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 40/17; 5/2; 5/2; 5/2; 12/5; 27/11; ; ; 23/10; 5/2
AFC Wimbledon; 29/10; 29/10; 29/10; 14/5; 31/10; 31/10; ; 11/4; 45/17; 29/10; 11/4; 14/5; 11/4; 29/10; 14/5; 14/5; 14/5; 13/5; 27/10; 45/17; 14/5; 29/10; 59/20; 14/5; ; ; 14/5; 3
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-03 02:20:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 19/20; 1; 1; 1; 1; ; 10/11; 1; 1; 1; 1; 1; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 21/20; 1; 1; ; ; ; 20/21
Draw; 5/2; 23/10; 23/10; 23/10; 51/20; 13/5; ; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 40/17; 5/2; 5/2; 5/2; 12/5; 27/11; ; ; ; 5/2
AFC Wimbledon; 29/10; 29/10; 29/10; 14/5; 31/10; 31/10; ; 11/4; 45/17; 29/10; 11/4; 14/5; 11/4; 3; 14/5; 14/5; 14/5; 13/5; 27/10; 45/17; 14/5; 14/5; 59/20; 37/13; ; ; 14/5; 3
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-03 10:20:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 21/20; 19/20; 1; 1; 103/100; 1; ; 10/11; 1; 1; 1; 1; 1; 1; 19/20; 1; 1; 1; 1; 39/40; 1; 1; 1; 1; ; ; ; 1
Draw; 5/2; 12/5; 9/4; 23/10; 51/20; 13/5; ; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 40/17; 27/11; 5/2; 5/2; 12/5; 27/11; ; ; 12/5; 5/2
AFC Wimbledon; 29/10; 3; 14/5; 14/5; 149/50; 31/10; ; 11/4; 45/17; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 14/5; 27/10; 13/5; 27/10; 27/10; 14/5; 14/5; 59/20; 37/13; ; ; 3; 14/5
META; english/league-1/rotherham-v-afc-wimbledon; 2018-02-03 14:21:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rotherham; 1; 1; 1; 1; 49/50; 1; ; 10/11; 15/16; 1; 1; 20/21; 1; 1; 19/20; 19/20; 19/20; 1; 1; 15/16; 1; ; 19/20; 1; ; ; 20/21; 1
Draw; 13/5; 23/10; 23/10; 23/10; 129/50; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 13/5; 49/20; 27/11; ; ; 12/5; 5/2
