META; english/league-1/bradford-v-portsmouth; 2018-02-25 14:20:19 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 11/8; 69/50; ; 7/5; 11/8; 23/18; 29/20; 29/20; 29/20; 23/20; ; 11/8; 7/5; 7/5; 23/17; 17/13; 23/18; 29/20; 7/5; 7/5; ; 10/11; ; 
Portsmouth; 9/5; 19/10; 28/15; 2; 85/40; ; 15/8; 9/5; 39/19; 15/8; 15/8; 15/8; 5/2; ; 19/10; 19/10; 9/5; 37/19; 17/10; 39/19; 15/8; 37/20; 24/13; ; 2/7; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 5/2; ; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; ; 12/5; 23/10; 11/5; 9/4; 12/5; 40/17; 12/5; 23/10; 11/5; ; 9/5; ; 
META; english/league-1/bradford-v-portsmouth; 2018-02-26 18:20:29 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 11/8; 38/25; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 29/20; 11/8; 7/5; 7/5; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 7/5; 
Portsmouth; 9/5; 19/10; 28/15; 2; 199/100; 19/10; 15/8; 9/5; 37/19; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 19/10; 9/5; 37/19; 17/10; 37/19; 15/8; 37/20; 9/5; ; 7/4; 17/10; 
Draw; 23/10; 23/10; 11/5; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 11/5; 9/4; 12/5; 9/4; 12/5; 23/10; 11/5; ; 2; 21/10; 
META; english/league-1/bradford-v-portsmouth; 2018-02-26 22:20:27 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 11/8; 38/25; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 29/20; 11/8; 7/5; 7/5; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 7/5; 
Portsmouth; 9/5; 19/10; 28/15; 2; 199/100; 19/10; 15/8; 9/5; 37/19; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 19/10; 9/5; 37/19; 17/10; 37/19; 15/8; 37/20; 9/5; ; 7/4; 13/8; 
Draw; 23/10; 23/10; 11/5; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 11/5; 9/4; 12/5; 9/4; ; 23/10; 11/5; ; 2; 2; 
META; english/league-1/bradford-v-portsmouth; 2018-02-27 02:20:22 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 11/8; 157/100; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 29/20; 11/8; 7/5; 7/5; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 7/5; 
Portsmouth; 9/5; 19/10; 28/15; 2; 97/50; 19/10; 15/8; 9/5; 37/19; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 19/10; 9/5; 37/19; 17/10; 37/19; 15/8; 37/20; 24/13; ; 7/4; 13/8; 
Draw; 23/10; 23/10; 11/5; 9/4; 119/50; 23/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 11/5; 9/4; 12/5; 9/4; ; 23/10; 11/5; ; 2; 2; 
META; english/league-1/bradford-v-portsmouth; 2018-02-27 10:20:23 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 11/8; 38/25; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 6/4; 11/8; 7/5; 23/17; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 11/8; 
Portsmouth; 9/5; 19/10; 28/15; 2; 199/100; 19/10; 15/8; 9/5; 37/19; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 19/10; 9/5; 37/19; 17/10; 37/19; 15/8; 37/20; 24/13; ; 9/5; 17/10; 
Draw; 23/10; 23/10; 11/5; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 11/5; 9/4; 12/5; 9/4; ; 23/10; 11/5; ; 2; 2; 
META; english/league-1/bradford-v-portsmouth; 2018-02-27 14:21:20 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 6/4; 38/25; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 6/4; 11/8; 7/5; 7/5; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 11/8; 
Portsmouth; 9/5; 19/10; 28/15; 9/5; 199/100; 19/10; 15/8; 9/5; 37/19; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 15/8; 9/5; 37/19; 17/10; 37/19; 15/8; 37/20; 24/13; ; 9/5; 17/10; 
Draw; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 12/5; 9/4; ; 23/10; 11/5; ; 2; 2; 
META; english/league-1/bradford-v-portsmouth; 2018-02-27 18:20:27 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 29/20; 7/5; 16/11; 6/4; 151/100; 29/20; 7/5; 11/8; 11/8; 29/20; 29/20; 29/20; 7/5; 6/4; 11/8; 7/5; 7/5; 23/17; 17/13; 11/8; 29/20; 7/5; 7/5; ; 11/8; 11/8; 
Portsmouth; 9/5; 19/10; 28/15; 9/5; 2; 19/10; 15/8; 9/5; 37/19; 19/10; 15/8; 19/10; 9/5; 15/8; 19/10; 15/8; 24/13; 37/19; 17/10; 37/19; 15/8; 37/20; 24/13; ; 9/5; 17/10; 
Draw; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 9/4; 11/5; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 9/4; 9/4; 12/5; 9/4; ; 23/10; 9/4; ; 2; 2; 
META; english/league-1/bradford-v-portsmouth; 2018-03-02 17:44:26 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 8/5; 16/11
Portsmouth; 7/4; 9/5
Draw; 21/10; 9/4
META; english/league-1/bradford-v-portsmouth; 2018-03-02 22:22:04 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 8/5; 16/11
Portsmouth; 7/4; 9/5
Draw; 21/10; 9/4
META; english/league-1/bradford-v-portsmouth; 2018-03-03 02:21:45 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 8/5; 16/11
Portsmouth; 7/4; 9/5
Draw; 21/10; 9/4
META; english/league-1/bradford-v-portsmouth; 2018-03-03 10:22:20 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Bradford; 8/5
Portsmouth; 7/4
Draw; 21/10
META; english/league-1/bradford-v-portsmouth; 2018-04-14 22:19:49 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 6/5; 13/10; 11/10; 11/10; 6/5; 6/5; 6/5; 8/11; 5/4
Bradford; 11/5; 2; 11/5; 11/5; 9/4; 11/5; 23/10; 5/4; 19/10
Draw; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 9/5; 11/5
META; english/league-1/bradford-v-portsmouth; 2018-04-15 02:20:07 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 6/5; 13/10; 11/10; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 8/11; 5/4
Bradford; 11/5; 2; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 23/10; 11/5; 13/8; 19/10
Draw; 12/5; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 19/10; 11/5
META; english/league-1/bradford-v-portsmouth; 2018-04-15 10:20:09 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 23/20; 13/10; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 21/20; 6/5
Bradford; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 12/5; 9/4; 23/10; 47/20; 11/5; 23/10; 11/5; 12/5; 23/10; 13/8; 21/10
Draw; 12/5; 9/4; 11/5; 21/10; 23/10; 40/17; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 40/17; 12/5; 23/10; 9/5; 9/4
META; english/league-1/bradford-v-portsmouth; 2018-04-15 14:20:49 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 23/20; 13/10; 5/4; 23/20; 133/100; 11/10; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 15/13; 7/6; 6/5; 6/5; 5/4; 5/6; 6/5; 5/4
Bradford; 23/10; 2; 12/5; 23/10; 12/5; 12/5; 11/5; 12/5; 23/10; 23/10; 47/20; 23/10; 23/10; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 13/8; 2; 23/10
Draw; 12/5; 9/4; 21/10; 21/10; 23/10; 9/4; 40/17; 21/10; 12/5; 9/4; 43/20; 23/10; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 9/5; 2; 9/4
META; english/league-1/bradford-v-portsmouth; 2018-04-15 18:20:24 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 23/20; 5/4; 5/4; 23/20; 27/20; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 29/20; 13/10; 6/5; 6/5; 5/4; 15/13; 7/6; 6/5; 5/4; 5/4; 10/9; 6/5; 13/10
Bradford; 23/10; 23/10; 23/10; 23/10; 57/25; 12/5; 9/4; 11/5; 23/10; 23/10; 23/10; 15/8; 47/20; 23/10; 23/10; 11/5; 9/4; 28/13; 11/5; 9/4; 9/4; 21/10; 19/10; 11/5
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 5/2; 12/5; 40/17; 21/10; 12/5; 9/4; 11/5; 43/20; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 9/4; 21/10; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-15 22:20:33 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 23/20; 5/4; 5/4; 23/20; 27/20; 6/5; 11/10; 6/5; 13/10; 6/5; 6/5; 29/20; 13/10; 6/5; 6/5; 5/4; 15/13; 17/14; 6/5; 5/4; 5/4; 11/10; 6/5; 13/10
Bradford; 23/10; 23/10; 23/10; 23/10; 57/25; 12/5; 9/4; 11/5; 23/10; 23/10; 23/10; 15/8; 47/20; 23/10; 23/10; 11/5; 9/4; 21/10; 11/5; 9/4; 9/4; 12/5; 19/10; 11/5
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 5/2; 12/5; 40/17; 21/10; 12/5; 9/4; 11/5; 43/20; 23/10; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 21/10; 21/10; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-16 02:20:17 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 23/20; 5/4; 5/4; 23/20; 5/4; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 29/20; 13/10; 6/5; 6/5; 6/5; 15/13; 17/14; 6/5; 5/4; 6/5; 11/10; 10/9; 6/5; 27/20
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 12/5; 23/10; 40/17; 21/10; 23/10; 9/4; 11/5; 43/20; 23/10; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 9/4; 19/10; 23/10; 21/10
Bradford; 23/10; 23/10; 23/10; 23/10; 5/2; 5/2; 12/5; 11/5; 23/10; 12/5; 23/10; 15/8; 47/20; 23/10; 12/5; 23/10; 9/4; 21/10; 11/5; 9/4; 40/17; 12/5; 7/4; 5/2; 12/5
META; english/league-1/bradford-v-portsmouth; 2018-04-16 10:20:18 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 5/4; 23/20; 5/4; 6/5; 11/10; 6/5; 5/4; 5/4; 6/5; 29/20; 13/10; 6/5; 6/5; 6/5; 15/13; 17/14; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 12/5; 23/10; 40/17; 21/10; 23/10; 9/4; 11/5; 43/20; 23/10; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 9/4; 9/4; 21/10; 23/10; 21/10
Bradford; 5/2; 23/10; 23/10; 23/10; 5/2; 5/2; 12/5; 11/5; 23/10; 23/10; 23/10; 15/8; 47/20; 23/10; 12/5; 23/10; 9/4; 21/10; 11/5; 9/4; 40/17; 12/5; 19/10; 5/2; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-16 14:20:53 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 13/10; 5/4; 67/50; 5/4; 6/5; 6/5; 13/10; 5/4; 13/10; 29/20; 13/10; 5/4; 5/4; 5/4; 15/13; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 9/4; 58/25; 23/10; 9/4; 40/17; 21/10; 23/10; 11/5; 11/5; 21/10; 12/5; 11/5; 11/5; 12/5; 40/17; 40/17; 12/5; 11/5; 11/5; 23/10; 9/4; 23/10
Bradford; 5/2; 23/10; 9/4; 9/4; 59/25; 12/5; 23/10; 11/5; 23/10; 9/4; 9/4; 15/8; 23/10; 23/10; 23/10; 9/4; 9/4; 39/19; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-16 18:21:07 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 13/10; 5/4; 67/50; 5/4; 5/4; 6/5; 6/5; 13/10; 5/4; 13/10; 29/20; 5/4; 13/10; 5/4; 5/4; 15/13; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 40/17; 21/10; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 11/5; 12/5; 9/4; 40/17; 12/5; 11/5; 11/5; 23/10; 9/4; 12/5
Bradford; 5/2; 23/10; 11/5; 9/4; 59/25; 12/5; 11/5; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 12/5; 23/10; 23/10; 9/4; 9/4; 39/19; 11/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-16 22:21:05 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 13/10; 5/4; 133/100; 13/10; 5/4; 6/5; 6/5; 13/10; 5/4; 13/10; 29/20; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 5/4; 6/5; 5/4; 5/4; 13/10
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 23/10; 11/5; 11/5; 40/17; 21/10; 9/4; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 40/17; 12/5; 11/5; 11/5; 23/10; 9/4; 23/10
Bradford; 5/2; 23/10; 9/4; 9/4; 12/5; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 9/4; 9/4; 23/10; 12/5; 12/5
META; english/league-1/bradford-v-portsmouth; 2018-04-17 02:20:58 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 13/10; 5/4; 133/100; 13/10; 5/4; 6/5; 13/11; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 6/5; 6/5; 5/4; 13/11; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 12/5; 11/5; 11/5; 9/4; 9/4; 23/10
Bradford; 5/2; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 40/17; 9/4; 40/17; 12/5; 11/5; 12/5; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-17 10:20:59 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 11/8; 5/4; 11/8; 5/4; 143/100; 13/10; 13/10; 13/10; 16/13; 11/8; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 6/5; 23/18; 16/13; 11/8; 13/10; 13/10; 7/5; 6/5; 7/5
Bradford; 11/5; 23/10; 21/10; 9/4; 111/50; 23/10; 11/5; 11/5; 23/10; 11/5; 21/10; 21/10; 9/4; 11/5; 11/5; 21/10; 28/13; 23/10; 39/19; 23/10; 85/40; 28/13; 11/5; 11/5; 19/10; 11/5
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 23/10; 11/5; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 43/20; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 12/5; 11/5; 11/5; 23/10; 9/5; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-17 14:21:08 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 7/5; 13/10; 27/20; 29/20; 139/100; 7/5; 11/8; 13/10; 23/18; 27/20; 13/10; 13/10; 13/10; 27/20; 13/10; 11/8; 13/10; 23/17; 17/13; 23/18; 13/10; 13/10; 13/10; 27/20; 27/20; 7/5
Draw; 23/10; 21/10; 2; 111/50; 9/4; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 21/10; 2; 11/5; 11/5; 23/10; 28/13; 21/10; 11/5; 9/4; 9/4; 
Bradford; 9/4; 23/10; 9/4; 19/10; 59/25; 23/10; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; 47/20; 12/5; 11/5; 11/5; 11/5; 39/19; 11/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-1/bradford-v-portsmouth; 2018-04-17 18:21:11 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Portsmouth; 27/20; 5/4; 13/10; 5/4; 34/25; 13/10; 13/10; 6/5; 16/13; 13/10; 5/4; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 6/5; 16/13; 16/13; 5/4; 5/4; 13/10; 27/20; 13/10; 11/8
Draw; 9/4; 21/10; 21/10; 21/10; 23/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 2; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 
Bradford; 12/5; 12/5; 12/5; 12/5; 117/50; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 49/20; 12/5; 12/5; 23/10; 5/2; 9/4; 23/10; 5/2; 23/10; 9/4; 12/5; 23/10; 12/5
META; english/league-1/bradford-v-portsmouth; 2018-04-17 22:21:18 GMT+3; 2018-04-17 19:45; In Play; Xlenovo
Bradford; 4/6; 8/13; 4/6; 7/10; 47/20; 8/13; 13/20; 8/13; 3/5; 8/13; 8/13; 4/6; 4/6; 13/20; 3/5; 19/29; 4/7; 5/8; 3/5; 19/29; 8/13; 4/6; 8/13; 8/13
Draw; 5/2; 5/2; 12/5; 5/2; 109/50; 5/2; 5/2; 12/5; 27/11; 11/4; 9/4; 9/4; 49/20; 12/5; 12/5; 13/5; 12/5; 23/10; 27/11; 28/11; 12/5; 5/2; 5/2; 5/2
Portsmouth; 5; 9/2; 9/2; 9/2; 13/10; 5; 9/2; 23/5; 5/4; 9/2; 15/4; 5; 5; 19/4; 22/5; 23/5; 22/5; 11/2; 5; 24/5; 24/5; ; ; 
