META; english/league-1/wigan-v-afc-wimbledon; 2018-04-22 14:21:45 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 1/2; 1/2; 14/25; 40/85; 1/2; 2/5; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 1/2; 1/2; 10/21; 4/9; 1/2
Draw; 10/3; 3; 7/2; 10/3; 16/5; 3; 31/10; 10/3; 10/3; 3; 16/5; 31/10; 31/10; 10/3; 41/13; 14/5; 3
AFC Wimbledon; 5; 26/5; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 49/10; 11/2; 6; 94/19; 26/5; 5; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-23 14:21:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 1/2; 1/2; 14/25; 40/85; 1/2; 2/5; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 1/2; 1/2; 10/21; 4/9; 1/2
Draw; 10/3; 3; 7/2; 10/3; 16/5; 3; 31/10; 10/3; 10/3; 3; 16/5; 31/10; 31/10; 10/3; 41/13; 14/5; 3
AFC Wimbledon; 5; 26/5; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 49/10; 11/2; 6; 94/19; 26/5; 5; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-23 18:21:24 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 1/2; 1/2; 11/20; 40/85; 1/2; 2/5; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 1/2; 1/2; 10/21; 4/9; 1/2
Draw; 10/3; 3; 7/2; 10/3; 16/5; 3; 31/10; 10/3; 10/3; 3; 16/5; 31/10; 31/10; 10/3; 41/13; 14/5; 3
AFC Wimbledon; 5; 53/10; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 49/10; 11/2; 6; 94/19; 26/5; 5; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-23 22:21:21 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 8/15; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 11/20; 8/15; 9/20; 1/2; 7/15; 10/21; 1/2; 1/2; 10/21; 4/9; 1/2
Draw; 7/2; 3; 17/5; 16/5; 16/5; 3; 31/10; 29/10; 10/3; 14/5; 29/10; 3; 31/10; 16/5; 31/10; 10/3; 41/13; 2/9; 14/5; ; 
AFC Wimbledon; 11/2; 5; 11/2; 57/10; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 96/19; 11/2; 11/2; 11/2; 51/10; 2/9; 28/5
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-24 02:21:01 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 8/15; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 11/20; 8/15; 9/20; 1/2; 17/35; 10/21; 1/2; 1/2; 17/35; 4/9; 1/2
Draw; 7/2; 3; 17/5; 16/5; 16/5; 3; 31/10; 29/10; 10/3; 14/5; 29/10; 3; 3; 16/5; 31/10; 10/3; 58/19; 1/7; 3; ; 
AFC Wimbledon; 11/2; 5; 11/2; 57/10; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 94/19; 11/2; 11/2; 11/2; 5; 2/9; 27/5
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-24 10:20:57 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 1/2; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 17/35; 4/9; 1/2
Draw; 7/2; 3; 17/5; 16/5; 16/5; 3; 31/10; 29/10; 10/3; 14/5; 29/10; 3; 3; 16/5; 58/19; 31/10; 10/3; 58/19; 11/4; 3; ; 
AFC Wimbledon; 11/2; 5; 11/2; 57/10; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 9/2; 11/2; 94/19; 11/2; 47/10; 11/2; 11/2; 5; 2/9; 27/5
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-24 14:21:17 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 1/2; 8/15; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 17/35; 4/9; 1/2
Draw; 7/2; 3; 69/20; 16/5; 16/5; 3; 31/10; 29/10; 10/3; 14/5; 16/5; 3; 3; 58/19; 16/5; 58/19; 31/10; 10/3; 58/19; 11/4; 3; ; 
AFC Wimbledon; 11/2; 5; 57/10; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 94/19; 11/2; 47/10; 11/2; 11/2; 5; 21/5; 27/5; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-24 18:21:07 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 1/2; 8/15; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 1/2; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 1/2
Draw; 7/2; 3; 69/20; 16/5; 16/5; 3; 31/10; 3; 10/3; 14/5; 16/5; 3; 16/5; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 3; ; 
AFC Wimbledon; 11/2; 5; 57/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 96/19; 11/2; 47/10; 11/2; 11/2; 51/10; 26/5; 27/5; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-24 22:21:10 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 1/2; 1/2; 4/9; 8/15; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 1/2; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 1/2
Draw; 7/2; 3; 3; 69/20; 16/5; 16/5; 3; 31/10; 3; 10/3; 14/5; 16/5; 3; 16/5; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 3; ; 
AFC Wimbledon; 11/2; 5; 11/2; 57/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 96/19; 11/2; 47/10; 11/2; 11/2; 51/10; 26/5; 27/5; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-25 02:20:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 9/20; 1/2; 1/2; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2
Draw; 7/2; 3; 3; 69/20; 16/5; 16/5; 3; 31/10; 3; 10/3; 14/5; 16/5; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 14/5; 3; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 57/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 51/10; 11/2; 47/10; 11/2; 11/2; 67/13; 26/5; 5; 27/5
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-25 10:20:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 14/25; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 9/20; 1/2; 1/2; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 16/5; 3; 31/10; 3; 10/3; 14/5; 16/5; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 14/5; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 29/5; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 51/10; 11/2; 47/10; 11/2; 11/2; 26/5; 28/5; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-25 14:20:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 10/21; 10/21; 10/21; 1/2; 1/2; 17/35; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 14/5; 3; 3; 58/19; 16/5; 58/19; 31/10; 10/3; 58/19; 14/5; 14/5; 3; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 60/11; 11/2; 47/10; 11/2; 11/2; 11/2; 26/5; 5; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-25 18:20:55 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 13/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 28/5; 11/2; 47/10; 11/2; 11/2; 96/17; 26/5; 9/2; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-25 22:20:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 14/5; 13/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 28/5; 11/2; 47/10; 11/2; 11/2; 96/17; 26/5; 9/2; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-26 02:20:31 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 3; 14/5; 13/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 28/5; 11/2; 47/10; 11/2; 11/2; 96/17; 11/2; 26/5; 9/2; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-26 10:20:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 17/35; 1/2; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 3; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 41/13; 3; 14/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 9/2; 11/2; 96/17; 11/2; 47/10; 11/2; 6; 57/10; 11/2; 26/5; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-26 14:21:01 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 17/35; 10/21; 10/21; 1/2; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 16/5; 3; 31/10; 3; 16/5; 3; 3; 3; 31/10; 16/5; 58/19; 31/10; 10/3; 31/10; 3; 14/5; 14/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 6; 9/2; 11/2; 28/5; 11/2; 47/10; 11/2; 11/2; 57/10; 11/2; 26/5; 5; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-26 18:20:49 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 8/15; 1/2; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 10/3; 3; 31/10; 3; 16/5; 3; 3; 3; 16/5; 3; 31/10; 10/3; 31/10; 3; 14/5; 3; ; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 61/10; 6; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 6; 9/2; 11/2; 28/5; 11/2; 5; 11/2; 11/2; 96/17; 11/2; 26/5; 26/5; 6
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-26 22:20:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 9/20; 8/15; 1/2; 4/9; 27/50; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 8/15; 1/2; 1/2; 17/35; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 7/2; 3; 3; 13/4; 10/3; 3; 31/10; 3; 10/3; 3; 3; 3; 16/5; 3; 31/10; 10/3; 41/13; 3; 14/5; 3; ; ; ; ; 
AFC Wimbledon; 11/2; 11/2; 6; 11/2; 61/10; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 9/2; 11/2; 96/17; 11/2; 5; 11/2; 11/2; 57/10; 11/2; 28/5; 26/5; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-27 02:20:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 4/9; 8/15; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 17/35; 1/2; 1/2; 17/35; 1/2; 4/9; 1/2; 8/15
Draw; 10/3; 3; 3; 33/10; 10/3; 3; 31/10; 3; 16/5; 3; 3; 3; 16/5; 3; 31/10; 10/3; 41/13; 3; 3; ; ; ; ; 
AFC Wimbledon; 6; 11/2; 6; 11/2; 61/10; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 9/2; 11/2; 96/17; 11/2; 28/5; 11/2; 11/2; 57/10; 11/2; 26/5; 6; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-27 10:20:40 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 5/11; 1/2; 1/2; 1/2; 1/2; 9/20; 8/15; 10/21; 17/35; 5/11; 1/2; 17/35; 1/2; 4/9; 4/9; 1/2
Draw; 10/3; 3; 11/4; 33/10; 10/3; 3; 33/10; 3; 16/5; 3; 3; 3; 58/19; 16/5; 3; 33/10; 10/3; 31/10; 3; 13/5; 3; ; ; 
AFC Wimbledon; 6; 11/2; 6; 61/10; 6; 11/2; 6; 11/2; 11/2; 6; 9/2; 11/2; 23/4; 11/2; 28/5; 6; 11/2; 29/5; 11/2; 26/5; 9/2; 6; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-27 14:20:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 8/15; 10/21; 17/35; 1/2; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 10/3; 3; 11/4; 33/10; 10/3; 3; 31/10; 3; 16/5; 3; 3; 3; 58/19; 16/5; 3; 31/10; 10/3; 31/10; 3; 14/5; 3; ; ; ; 
AFC Wimbledon; 6; 11/2; 6; 61/10; 6; 11/2; 27/5; 6; 11/2; 11/2; 6; 9/2; 11/2; 57/10; 11/2; 28/5; 27/5; 6; 23/4; 11/2; 11/2; 5; 6; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-27 18:21:31 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 8/15; 51/00; 1/2; 4/9; 1/2; 1/2; 1/2; 8/15; 1/2; 9/20; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 17/35; 40/85; 4/9; 4/9; 1/2; 1/2
Draw; 10/3; 3; 11/4; 33/10; 17/5; 3; 16/5; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 29/10; 31/10; 10/3; 31/10; 3; 10/3; 3; ; ; 
AFC Wimbledon; 6; 11/2; 6; 33/5; 6; 27/5; 6; 6; 11/2; 6; 9/2; 6; 59/10; 11/2; 26/5; 27/5; 6; 113/9; 6; 26/5; 26/5; 32/5; 36/5; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-27 22:21:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 1/2; 1/2; 8/15; 51/00; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 17/35; 40/85; 4/9; 4/9; 1/2; 1/2
Draw; 10/3; 3; 11/4; 33/10; 17/5; 3; 16/5; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 29/10; 31/10; 10/3; 31/10; 3; 10/3; 3; ; ; 
AFC Wimbledon; 6; 6; 33/5; 6; 27/5; 6; 6; 11/2; 6; 9/2; 6; 76/13; 11/2; 26/5; 27/5; 6; 113/9; 6; 29/5; 27/5; 32/5; 36/5; ; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-28 02:21:45 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 8/15; 1/2; 1/2; 8/15; 51/00; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 10/21; 40/85; 4/9; 4/9; 1/2; 1/2
Draw; 10/3; 3; 11/4; 33/10; 17/5; 3; 16/5; 31/10; 3; 16/5; 14/5; 3; 3; 31/10; 16/5; 29/10; 31/10; 10/3; 41/13; 3; 14/5; 3; ; ; 
AFC Wimbledon; 6; 6; 33/5; 6; 27/5; 6; 6; 11/2; 6; 9/2; 6; 59/10; 11/2; 26/5; 27/5; 6; 113/9; 6; 28/5; 28/5; 32/5; 36/5; ; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-28 10:21:52 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 1/2; 4/9; 1/2; 1/2; 49/00; 7/15; 4/9; 7/15; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 7/15; 10/21; 8/15; 7/15; 1/2; 7/15; 40/85; 4/9; 4/9; 4/9; 4/9
Draw; 10/3; 16/5; 3; 17/5; 17/5; 16/5; 16/5; 31/10; 3; 16/5; 16/5; 16/5; 31/10; 11/4; 3; 41/13; 16/5; 29/10; 31/10; 10/3; 16/5; 3; 10/3; 10/3; 
AFC Wimbledon; 7; 13/2; 6; 34/5; 6; 6; 6; 13/2; 6; 5; 113/9; 11/2; 26/5; 6; 13/2; 6; 11/2; 32/5; 31/5; 31/5; 31/5; ; ; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-28 14:22:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Wigan; 2/5; 4/9; 2/5; 4/9; 2/5; 2/5; 2/5; 4/11; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 7/18; 4/9; 4/11; 3/8; 4/11; 2/5; 2/5; 2/5; 2/5
Draw; 19/5; 10/3; 17/5; 16/5; 77/20; 18/5; 7/2; 10/3; 57/17; 7/2; 7/2; 10/3; 7/2; 17/5; 3; 10/3; 39/11; 7/2; 17/5; 57/17; 19/5; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2
AFC Wimbledon; 8; 13/2; 8; 13/2; 43/5; 8; 15/2; 15/2; 6; 15/2; 15/2; 7; 11/2; 15/2; 15/2; 13/2; 7; 17/2; 15/2; 8; 39/5; 41/5; 42/5; 41/5; ; ; 
META; english/league-1/wigan-v-afc-wimbledon; 2018-04-28 18:22:02 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Draw; 2; 15/8; 17/10; 9/4; 109/0; 19/10; 15/8; 15/8; 19/10; 2; 15/8; 9/5; 9/5; 15/8; 15/8; 37/19; 2; 17/9; 2; 37/19; 9/5; 19/10; 15/8; 19/10
Wigan; 9/2; 7/2; 5/2; 7/10; 58/25; 27/10; 12/5; 11/4; 33/10; 4; 7/2; 11/4; 5/2; 10/3; 45/17; 12/5; 27/11; 22/5; 27/10; 13/5; 3; 13/5; 3; 
AFC Wimbledon; 5/6; 5/6; 13/10; 5; 33/25; 5/4; 5/4; 1; 10/11; 5/6; 17/20; 13/10; 23/20; 1; 15/13; 11/10; 22/19; 5/6; 15/13; 13/10; 23/20; 5/4; 23/20; 
