META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-28 14:21:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 11/8; ; ; 36/25; 29/20; 11/8; ; ; ; ; ; ; ; ; 7/5; ; 13/10; ; ; ; ; 7/5; 11/8; 23/17; ; 5/6; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 121/ 50; 23/10; 9/4; ; 27/11; 21/10; 23/10; 2; ; ; 23/10; 23/10; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 19/10; ; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-29 14:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 11/8; 26/19; 6/4; 143/100; 7/5; 11/8; ; 11/8; 27/20; 13/10; 7/5; ; ; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 13/10; 7/5; 23/17; ; 10/9; ; 
Shrewsbury; 2; 15/8; 21/10; 19/10; 109/50; 2; 2; ; 24/13; 21/10; 2; 11/5; ; ; 21/10; 2; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 13/8; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 117/50; 23/10; 11/5; ; 27/11; 21/10; 23/10; 2; ; ; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 19/10; ; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-29 18:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 27/20; 13/10; 7/5; ; ; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 13/10; 7/5; 23/17; ; 6/5; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; ; 21/10; 21/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 9/5; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 23/10; 2; ; ; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-29 22:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; ; 11/8; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 11/8; 7/5; 23/17; ; 6/5; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; 21/10; 21/10; 21/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 9/5; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 9/4; 2; ; 43/20; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-30 02:20:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; ; 11/8; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 11/8; 7/5; 23/17; ; 6/5; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; 21/10; 21/10; 21/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 9/5; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 9/4; 2; ; 43/20; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-30 10:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; ; 11/8; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 11/8; 7/5; 23/17; ; 5/4; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; 21/10; 21/10; 21/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 9/4; 2; ; 43/20; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-30 14:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; ; 11/8; 13/10; 11/8; 23/17; 13/10; 23/17; 25/19; 11/8; 7/5; 11/8; 7/5; 23/17; ; 13/10; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; 21/10; 21/10; 21/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 2; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 9/4; 2; ; 43/20; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-30 18:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 13/10; 13/10; 26/19; 11/8; 143/100; 7/5; 11/8; 11/8; 11/8; 11/8; 13/10; 7/5; ; 11/8; 13/10; 11/8; 23/17; 23/17; 23/17; 25/19; 11/8; 7/5; 13/10; 7/5; 23/17; ; 13/10; 13/10; 
Shrewsbury; 2; 21/10; 21/10; 21/10; 109/50; 2; 2; 2; 24/13; 21/10; 2; 11/5; ; 21/10; 21/10; 2; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 39/20; 39/19; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; 11/5; 23/10; 27/11; 21/10; 23/10; 2; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-30 22:20:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 13/10; 16/11; 11/8; 38/25; 7/5; 7/5; 11/8; 11/8; 29/20; 7/5; 29/20; ; 6/4; 13/10; 7/5; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 7/5; 7/5; 16/11; ; 7/5; 7/5; 
Shrewsbury; 15/8; 21/10; 2; 21/10; 41/20; 2; 19/10; 2; 24/13; 2; 19/10; 2; ; 39/20; 21/10; 2; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 23/10; 11/5; 23/10; 27/11; 21/10; 23/10; 11/5; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-31 02:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 7/5; 7/5; 11/8; 11/8; 29/20; 7/5; 29/20; ; 6/4; 13/10; ; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 7/5; 7/5; 16/11; ; 7/5; 7/5; 
Shrewsbury; 15/8; 19/10; 2; 21/10; 41/20; 2; 19/10; 2; 24/13; 2; 15/8; 2; ; 39/20; 21/10; 19/10; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 23/10; 11/5; 23/10; 27/11; 21/10; 23/10; 11/5; ; 43/20; 23/10; ; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-31 10:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 6/4; 7/5; ; 11/8; 29/20; 29/20; 29/20; ; 6/4; 13/10; ; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 29/20; 7/5; 16/11; ; 7/5; 7/5; 
Shrewsbury; 15/8; 19/10; 2; 21/10; 41/20; 2; 19/10; ; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; 11/5; ; 27/11; 21/10; 9/4; 11/5; ; 43/20; 11/5; ; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-31 14:20:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 6/4; 7/5; ; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 29/20; 7/5; 16/11; ; 7/5; 7/5; 
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 2; 19/10; ; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 7/4; 13/8; 
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; 11/5; ; 27/11; 21/10; 9/4; 11/5; ; 43/20; 11/5; 11/5; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-31 18:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 6/4; 7/5; ; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 29/20; 7/5; 16/11; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 2; 19/10; ; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 9/5; 19/10; 2
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; 11/5; ; 27/11; 21/10; 9/4; 11/5; ; 43/20; 11/5; 11/5; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 11/5; 9/4
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-01-31 22:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 6/4; 7/5; 7/5; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 23/17; 16/11; 23/17; 15/11; 11/8; 6/4; 29/20; 7/5; 16/11; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 2; 15/8; 15/8; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 24/13; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 9/5; 9/5; 2
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; 11/5; 23/10; 27/11; 21/10; 9/4; 11/5; ; 43/20; 11/5; 11/5; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-01 02:19:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 29/20; 7/5; 7/5; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 16/11; 23/17; 15/11; 11/8; 6/4; 6/4; 7/5; 16/11; ; 11/8; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 19/10; 15/8; 15/8; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 9/5; 9/5; 2
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 23/10; 11/5; 23/10; 27/11; 21/10; 9/4; 11/5; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-01 10:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 29/20; ; 7/5; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 16/11; 23/17; 15/11; 11/8; 6/4; 6/4; 7/5; 16/11; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 19/10; ; 15/8; 24/13; 2; 15/8; 2; ; 39/20; 2; 19/10; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 19/10; 9/5; 2
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 23/10; ; 23/10; 27/11; 21/10; 9/4; 21/10; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 23/10; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-01 14:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 11/8; 38/25; 29/20; ; 7/5; 11/8; 6/4; 29/20; 29/20; ; 6/4; 13/10; ; 16/11; 23/17; 15/11; 11/8; 6/4; 29/20; 7/5; 16/11; ; 11/8; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 19/10; 21/10; 41/20; 19/10; ; 15/8; 24/13; 2; 9/5; 2; ; 39/20; 2; 19/10; 19/10; 24/13; 45/23; 24/13; 2; 19/10; 39/20; 19/10; ; 9/5; 9/5; 2
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 23/10; ; 23/10; 27/11; 21/10; 23/10; 21/10; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-01 18:20:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 7/5; 16/11; 6/4; 147/100; 6/4; ; 7/5; 11/8; 29/20; 7/5; 29/20; ; 29/20; 7/5; 7/5; 7/5; 23/17; 10/7; 11/8; 7/5; 7/5; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 19/10; 2; 15/8; 85/40; 19/10; ; 15/8; 24/13; 2; 19/10; 2; ; 2; 2; 19/10; 37/19; 24/13; 24/13; 24/13; 2; 19/10; 2; 37/19; ; 19/10; 19/10; 21/10
Draw; 12/5; 23/10; 21/10; 11/5; 47/20; 23/10; ; 9/4; 27/11; 21/10; 23/10; 21/10; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-01 22:19:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 11/8; 16/11; 6/4; 147/100; 6/4; ; 7/5; 11/8; 29/20; 29/20; 29/20; ; 29/20; 7/5; 7/5; 7/5; 23/17; 10/7; 11/8; 7/5; 7/5; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 2; 2; 15/8; 85/40; 19/10; ; 15/8; 24/13; 2; 15/8; 2; ; 2; 2; 19/10; 37/19; 24/13; 24/13; 24/13; 2; 19/10; 2; 37/19; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 23/10; ; 9/4; 27/11; 21/10; 9/4; 21/10; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-02 02:19:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 11/8; 11/8; 16/11; 6/4; 147/100; 6/4; ; 7/5; 11/8; 29/20; 7/5; 29/20; ; 29/20; 7/5; 7/5; 7/5; 23/17; 10/7; 11/8; 7/5; 7/5; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 15/8; 2; 2; 15/8; 85/40; 19/10; ; 15/8; 24/13; 2; 19/10; 2; ; 2; 2; 19/10; 37/19; 24/13; 24/13; 24/13; 2; 19/10; 2; 37/19; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 23/10; ; 9/4; 27/11; 21/10; 23/10; 21/10; ; 43/20; 11/5; 11/5; 9/4; 12/5; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-02 10:20:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 6/4; 11/8; 16/11; 6/4; 37/25; 6/4; ; 7/5; 11/8; 29/20; 7/5; 29/20; ; 29/20; 7/5; 7/5; 7/5; 23/17; 10/7; 11/8; 7/5; 7/5; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 2; 2; 2; 15/8; 85/40; 21/10; ; 15/8; 24/13; 2; 2; 2; ; 2; 2; 19/10; 37/19; 19/10; 24/13; 24/13; 2; 19/10; 2; 37/19; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 58/25; 12/5; ; 9/4; 27/11; 21/10; 11/5; 21/10; ; 43/20; 11/5; 21/10; 11/5; 23/10; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 11/5; 2; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-02 14:20:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 6/4; 11/8; 16/11; 6/4; 37/25; 6/4; ; 7/5; 11/8; 29/20; 7/5; 29/20; ; 29/20; 7/5; 7/5; ; 23/17; 10/7; 11/8; 7/5; 29/20; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 2; 2; 2; 19/10; 85/40; 21/10; ; 15/8; 24/13; 2; 19/10; 2; ; 2; 2; 19/10; ; 19/10; 24/13; 24/13; 2; 2; 2; 37/19; ; 19/10; 2; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 58/25; 12/5; ; 9/4; 27/11; 21/10; 9/4; 21/10; ; 43/20; 11/5; 21/10; ; 23/10; 9/4; 27/11; 9/4; 12/5; 11/5; 9/4; ; 11/5; 9/4; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-02 18:24:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 29/20; 13/10; 26/19; 6/4; 73/50; 6/4; ; 7/5; 11/8; 7/5; 11/8; 29/20; ; 7/5; 7/5; 11/8; 23/17; 23/17; 23/17; 11/8; 7/5; 11/8; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 21/10; 21/10; 21/10; 19/10; 43/20; 21/10; ; 15/8; 24/13; 21/10; 2; 2; ; 21/10; 2; 2; 2; 19/10; 133/67; 24/13; 2; 21/10; 2; 2; ; 19/10; 2; 21/10
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; ; 9/4; 27/11; 21/10; 9/4; 21/10; ; 43/20; 11/5; 11/5; 11/5; 23/10; 11/5; 27/11; 9/4; 12/5; 11/5; 9/4; ; 11/5; 9/4; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-02 22:20:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 29/20; 13/10; 26/19; 6/4; 73/50; 6/4; ; 7/5; 11/8; 7/5; 11/8; 29/20; 11/8; 7/5; 7/5; 11/8; 23/17; 23/17; 23/17; 11/8; 7/5; 11/8; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 21/10; 21/10; 21/10; 19/10; 43/20; 21/10; ; 15/8; 39/19; 21/10; 2; 2; 2; 21/10; 2; 2; 2; 19/10; 133/67; 39/19; 2; 21/10; 2; 2; ; 2; 21/10; 21/10
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; ; 9/4; 11/5; 21/10; 9/4; 21/10; 9/4; 43/20; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 9/4; 12/5; 11/5; 9/4; ; 9/4; 23/10; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-03 02:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 29/20; 13/10; 7/5; 7/5; 73/50; 29/20; ; 11/8; 11/8; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 23/17; 23/17; 11/8; 7/5; 7/5; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 21/10; 21/10; 2; 2; 43/20; 11/5; ; 2; 39/19; 2; 2; 2; 2; 41/20; 2; 2; 2; 19/10; 133/67; 39/19; 2; 2; 2; 39/19; ; 2; 2; 21/10
Draw; 12/5; 23/10; 21/10; 11/5; 58/25; 12/5; ; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 43/20; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 9/4; 12/5; 11/5; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/bristol-rovers-v-shrewsbury; 2018-02-03 10:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bristol Rovers; 29/20; 7/5; 7/5; 7/5; 73/50; 6/4; ; 7/5; 11/8; 29/20; 29/20; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; 23/17; 23/17; 11/8; 7/5; 29/20; 29/20; 7/5; ; 7/5; 7/5; 7/5
Shrewsbury; 21/10; 19/10; 2; 2; 43/20; 21/10; ; 15/8; 39/19; 2; 19/10; 2; 2; 39/20; 2; 2; 37/19; 19/10; 133/67; 39/19; 2; 2; 2; 39/19; ; 19/10; 2; 21/10
