META; english/league-1/plymouth-v-blackburn; 2018-01-28 14:21:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 8/11; 2/3; ; ; 79/ 100; 3/4; 7/10; ; ; ; ; ; ; ; ; 7/10; ; 9/13; ; ; ; ; 7/10; 7/10; 5/7; ; 8/15; ; 
META; english/league-1/plymouth-v-blackburn; 2018-01-29 14:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 2/3; 5/6; 5/6; 17/20; 3/4; 4/5; ; 11/14; 4/5; 3/4; 5/6; ; ; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 4/5; 4/5; 4/5; ; 8/11; ; 
Draw; 14/5; 11/4; 12/5; 13/5; 66/25; 11/4; 5/2; ; 13/5; 12/5; 13/5; 12/5; ; ; 5/2; 13/5; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 5/2; ; 19/10; ; 
Plymouth; 10/3; 4; 7/2; 16/5; 15/4; 18/5; 7/2; ; 57/17; 17/5; 7/2; 7/2; ; ; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 23/10; ; 
META; english/league-1/plymouth-v-blackburn; 2018-01-29 18:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 3/4; 5/6; 5/6; 17/20; 3/4; 4/5; 8/11; 11/14; 4/5; 3/4; 5/6; ; ; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 4/5; 4/5; 4/5; ; 8/11; 4/5; 
Draw; 14/5; 13/5; 12/5; 13/5; 66/25; 11/4; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; ; ; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 5/2; ; 19/10; 23/10; 
Plymouth; 10/3; 19/5; 7/2; 16/5; 15/4; 18/5; 7/2; 7/2; 57/17; 17/5; 7/2; 7/2; ; ; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 11/4; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-29 22:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 17/20; 3/4; 4/5; 8/11; 11/14; 4/5; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 4/6; 4/5; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 5/2; ; 19/10; 23/10; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; 7/2; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 11/4; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-30 02:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 17/20; 3/4; 4/5; 8/11; 11/14; 4/5; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 4/6; 4/5; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 5/2; ; 19/10; 23/10; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; 7/2; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 11/4; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-30 10:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 17/20; 3/4; 4/5; 8/11; 11/14; 4/5; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 4/6; 8/11; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 5/2; ; 2; 21/10; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; 7/2; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 5/2; 3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-30 14:21:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 17/20; 3/4; ; 8/11; 11/14; 4/5; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 10/13; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; ; 13/5; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 5/2; ; 5/2; 21/10; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; ; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 38/11; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 38/11; ; 3; 3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-30 18:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 17/20; 3/4; ; 8/11; 11/14; 5/6; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 4/6; 8/11; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; ; 13/5; 13/5; 12/5; 11/4; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 28/11; ; 5/2; 12/5; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; ; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 7/2; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 7/2; ; 3; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-30 22:21:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; ; 3/4; ; 8/11; 11/14; 5/6; 3/4; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 4/6; 4/5; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; ; 13/5; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 13/5; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 28/11; ; 9/4; 12/5; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 18/5; ; 7/2; 57/17; 7/2; 7/2; 7/2; ; 18/5; 100/30; 10/3; 10/3; 7/2; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 7/2; ; 3; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-31 02:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; ; 17/20; ; 4/5; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 16/19; 11/14; 4/5; 5/6; 4/5; 4/5; ; 8/11; 4/5; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; ; 5/2; 13/5; 12/5; 13/5; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 13/5; 49/20; 28/11; ; 23/10; 12/5; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 15/4; ; 7/2; 57/17; 7/2; 10/3; 7/2; ; 18/5; 100/30; 7/2; 10/3; 7/2; 10/3; 13/4; 57/17; 7/2; 17/5; 7/2; 7/2; ; 3; 10/3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-31 10:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; ; 17/20; ; ; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 4/5; 11/14; 4/5; 4/5; 4/5; 4/5; ; 8/11; 8/11; 
Draw; 14/5; 5/2; 12/5; 13/5; 66/25; 11/4; ; ; 13/5; 12/5; 5/2; 12/5; ; 12/5; 5/2; 5/2; 11/4; 5/2; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 28/11; ; 23/10; 11/5; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 15/4; ; ; 57/17; 18/5; 7/2; 7/2; ; 18/5; 100/30; 7/2; 10/3; 7/2; 10/3; 17/5; 57/17; 7/2; 7/2; 7/2; 7/2; ; 10/3; 3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-31 14:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 21/25; 17/20; ; ; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 13/16; 11/14; 4/5; 4/5; 4/5; 4/5; ; 4/6; 8/11; 
Draw; 14/5; 5/2; 12/5; 13/5; 67/25; 11/4; ; ; 13/5; 12/5; 13/5; 23/10; ; 12/5; 5/2; 5/2; 11/4; 28/11; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 13/5; ; 12/5; 9/4; 
Plymouth; 10/3; 10/3; 7/2; 16/5; 15/4; 15/4; ; ; 57/17; 7/2; 10/3; 7/2; ; 18/5; 100/30; 10/3; 10/3; 38/11; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 7/2; ; 3; 3; 
META; english/league-1/plymouth-v-blackburn; 2018-01-31 18:21:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 4/5; 5/6; 21/25; 17/20; ; ; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 13/16; 11/14; 4/5; 4/5; 4/5; 4/5; ; 8/11; 4/5; 4/5
Draw; 14/5; 5/2; 5/2; 13/5; 68/25; 11/4; ; ; 13/5; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 11/4; 28/11; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 28/11; ; 5/2; 23/10; 13/5
Plymouth; 10/3; 10/3; 17/5; 16/5; 37/10; 15/4; ; ; 57/17; 7/2; 10/3; 7/2; ; 7/2; 100/30; 10/3; 10/3; 38/11; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 38/11; ; 3; 3; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-01-31 22:20:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 4/5; 5/6; 21/25; 17/20; ; 4/5; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 3/4; 4/5; 3/4; 13/16; 11/14; 4/5; 4/5; 4/5; 4/5; ; 8/11; 8/11; 4/5
Draw; 14/5; 5/2; 5/2; 13/5; 68/25; 11/4; ; 13/5; 13/5; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 11/4; 28/11; 11/4; 27/11; 13/5; 13/5; 27/10; 49/20; 13/5; ; 5/2; 23/10; 13/5
Plymouth; 10/3; 10/3; 17/5; 16/5; 37/10; 15/4; ; 7/2; 57/17; 7/2; 10/3; 7/2; ; 17/5; 100/30; 10/3; 10/3; 38/11; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 38/11; ; 3; 3; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-01 02:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 4/5; 5/6; 17/20; 4/5; ; 8/11; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 4/5; 3/4; 13/16; 11/14; 5/6; 5/6; 4/5; 4/5; ; 5/6; 4/5; 4/5
Draw; 14/5; 5/2; 5/2; 13/5; 137/50; 27/10; ; 13/5; 13/5; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 11/4; 27/11; 13/5; 13/5; 13/5; 5/2; 13/5; ; 12/5; 9/4; 27/10
Plymouth; 10/3; 10/3; 10/3; 16/5; 18/5; 18/5; ; 7/2; 57/17; 17/5; 10/3; 7/2; ; 17/5; 100/30; 10/3; 17/5; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 17/5; ; 3; 3; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-01 10:20:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 4/5; 5/6; 17/20; 4/5; ; 8/11; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 4/5; 3/4; 13/16; 11/14; 5/6; 5/6; 4/5; 4/5; ; 5/6; 4/5; 4/5
Draw; 14/5; 5/2; 5/2; 13/5; 137/50; 27/10; ; 13/5; 13/5; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 11/4; 27/11; 13/5; 13/5; 13/5; 5/2; 45/17; ; 5/2; 23/10; 27/10
Plymouth; 10/3; 10/3; 10/3; 16/5; 18/5; 18/5; ; 7/2; 57/17; 17/5; 10/3; 7/2; ; 17/5; 100/30; 10/3; 17/5; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 38/11; ; 3; 3; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-01 14:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 4/5; 5/6; 17/20; 4/5; ; 8/11; 11/14; 5/6; 4/5; 5/6; ; 5/6; 5/6; 4/5; 4/5; 3/4; 13/16; 11/14; 5/6; 4/5; 4/5; 4/5; ; 5/6; 5/6; 4/5
Draw; 14/5; 5/2; 5/2; 13/5; 137/50; 27/10; ; 13/5; 13/5; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 11/4; 27/11; 13/5; 13/5; 27/10; 5/2; 13/5; ; 5/2; 13/5; 27/10
Plymouth; 10/3; 10/3; 10/3; 16/5; 18/5; 18/5; ; 7/2; 57/17; 17/5; 10/3; 7/2; ; 17/5; 100/30; 10/3; 17/5; 10/3; 17/5; 57/17; 7/2; 17/5; 7/2; 17/5; ; 3; 10/3; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-01 18:20:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 3/4; 5/6; 39/50; 3/4; ; 8/11; 11/14; 4/5; 3/4; ; ; 3/4; 4/5; 8/11; 14/19; 3/4; 13/16; 11/14; 8/11; 4/5; 3/4; 14/19; ; 8/11; 8/11; 8/11
Draw; 14/5; 5/2; 13/5; 13/5; 14/5; 11/4; ; 13/5; 13/5; 13/5; 11/4; ; ; 13/5; 5/2; 13/5; 13/5; 11/4; 27/11; 13/5; 11/4; 11/4; 27/10; 45/17; ; 13/5; 13/5; 11/4
Plymouth; 10/3; 10/3; 18/5; 16/5; 4; 15/4; ; 7/2; 57/17; 18/5; 7/2; ; ; 37/10; 7/2; 7/2; 62/17; 10/3; 17/5; 57/17; 19/5; 7/2; 15/4; 37/10; ; 7/2; 7/2; 4
META; english/league-1/plymouth-v-blackburn; 2018-02-01 22:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 7/10; 3/4; 3/4; 3/4; 77/100; 3/4; ; 8/11; 11/14; 4/5; 3/4; ; ; 3/4; 4/5; 8/11; 14/19; 3/4; 13/16; 11/14; 8/11; 3/4; 3/4; 14/19; ; 8/11; 8/11; 8/11
Draw; 3; 13/5; 13/5; 13/5; 139/50; 11/4; ; 13/5; 13/5; 13/5; 11/4; ; ; 13/5; 5/2; 13/5; 45/17; 11/4; 27/11; 13/5; 11/4; 14/5; 27/10; 27/10; ; 13/5; 5/2; 11/4
Plymouth; 7/2; 18/5; 18/5; 15/4; 41/10; 15/4; ; 7/2; 57/17; 18/5; 7/2; ; ; 37/10; 7/2; 15/4; 37/10; 10/3; 17/5; 57/17; 19/5; 18/5; 15/4; 15/4; ; 7/2; 7/2; 4
META; english/league-1/plymouth-v-blackburn; 2018-02-02 02:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 7/10; 3/4; 3/4; 3/4; 77/100; 3/4; ; 8/11; 11/14; 4/5; 8/11; ; ; 3/4; 4/5; 8/11; 14/19; 3/4; 13/16; 11/14; 8/11; 3/4; 3/4; 14/19; ; 8/11; 8/11; 8/11
Draw; 3; 13/5; 13/5; 13/5; 139/50; 11/4; ; 13/5; 13/5; 13/5; 11/4; ; ; 13/5; 5/2; 13/5; 45/17; 11/4; 27/11; 13/5; 11/4; 14/5; 27/10; 27/10; ; 13/5; 5/2; 11/4
Plymouth; 7/2; 18/5; 18/5; 15/4; 41/10; 15/4; ; 7/2; 57/17; 18/5; 18/5; ; ; 37/10; 7/2; 15/4; 37/10; 10/3; 17/5; 57/17; 19/5; 18/5; 15/4; 15/4; ; 7/2; 7/2; 4
META; english/league-1/plymouth-v-blackburn; 2018-02-02 10:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 3/4; 3/4; 3/4; 77/100; 4/5; ; 8/11; 11/14; 3/4; 3/4; ; ; 3/4; 4/5; 8/11; 14/19; 3/4; 3/4; 11/14; 8/11; 3/4; 3/4; 14/19; ; 8/11; 8/11; 8/11
Draw; 3; 13/5; 13/5; 13/5; 139/50; 14/5; ; 13/5; 13/5; 13/5; 13/5; ; ; 13/5; 5/2; 13/5; 45/17; 11/4; 27/11; 13/5; 11/4; 14/5; 27/10; 45/17; ; 13/5; 5/2; 11/4
Plymouth; 4; 18/5; 15/4; 15/4; 41/10; 4; ; 7/2; 57/17; 15/4; 18/5; ; ; 37/10; 7/2; 15/4; 15/4; 10/3; 15/4; 57/17; 19/5; 18/5; 15/4; 15/4; ; 7/2; 7/2; 4
META; english/league-1/plymouth-v-blackburn; 2018-02-02 14:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 3/4; 3/4; 3/4; 4/5; 77/100; 4/5; ; 8/11; 11/14; 3/4; 3/4; ; ; 4/5; 4/5; 8/11; ; 3/4; 3/4; 11/14; 8/11; 4/5; 3/4; 14/19; ; 8/11; 8/11; 8/11
Draw; 3; 13/5; 13/5; 5/2; 139/50; 14/5; ; 13/5; 13/5; 13/5; 13/5; ; ; 13/5; 5/2; 13/5; ; 11/4; 27/11; 13/5; 11/4; 14/5; 27/10; 45/17; ; 13/5; 13/5; 11/4
Plymouth; 4; 15/4; 15/4; 7/2; 41/10; 4; ; 7/2; 57/17; 15/4; 7/2; ; ; 18/5; 7/2; 15/4; ; 10/3; 15/4; 57/17; 19/5; 18/5; 15/4; 15/4; ; 7/2; 7/2; 4
META; english/league-1/plymouth-v-blackburn; 2018-02-02 22:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 4/5; 3/4; 3/4; 4/5; 81/100; 4/5; ; 8/11; 11/14; 3/4; 3/4; ; 3/4; 3/4; 3/4; 4/5; 10/13; 3/4; 14/19; 11/14; 4/5; 3/4; 3/4; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 14/5; 14/5; ; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 14/5; 27/10; 45/17; ; 27/10; 11/4; 11/4
Plymouth; 15/4; 19/5; 18/5; 7/2; 15/4; 4; ; 7/2; 57/17; 15/4; 18/5; ; 15/4; 37/10; 15/4; 7/2; 39/11; 10/3; 18/5; 57/17; 7/2; 19/5; 15/4; 18/5; ; 7/2; 7/2; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-03 02:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 4/5; 3/4; 4/5; 4/5; 81/100; 4/5; ; 8/11; 11/14; 4/5; 3/4; ; 3/4; 3/4; 3/4; 4/5; 10/13; 3/4; 7/9; 11/14; 4/5; 4/5; 3/4; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 139/50; 14/5; ; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 28/11; 13/5; 11/4; 14/5; 27/10; 45/17; ; 27/10; 13/5; 11/4
Plymouth; 15/4; 19/5; 7/2; 7/2; 19/5; 15/4; ; 7/2; 57/17; 18/5; 7/2; ; 15/4; 37/10; 7/2; 7/2; 39/11; 10/3; 17/5; 57/17; 7/2; 18/5; 15/4; 39/11; ; 7/2; 7/2; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-03 10:20:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 4/5; 3/4; 4/5; 4/5; 81/100; 4/5; ; 8/11; 3/4; 4/5; 3/4; ; 4/5; 3/4; 3/4; 4/5; 10/13; 3/4; 7/9; 14/19; 4/5; 4/5; 3/4; 10/13; ; 8/11; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 14/5; 14/5; ; 13/5; 45/17; 13/5; 13/5; ; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 45/17; 11/4; 14/5; 27/10; 45/17; ; 27/10; 13/5; 11/4
Plymouth; 15/4; 18/5; 7/2; 7/2; 15/4; 15/4; ; 7/2; 18/5; 18/5; 7/2; ; 7/2; 37/10; 7/2; 7/2; 39/11; 10/3; 17/5; 18/5; 7/2; 18/5; 15/4; 39/11; ; 7/2; 7/2; 7/2
META; english/league-1/plymouth-v-blackburn; 2018-02-03 14:21:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackburn; 4/5; 3/4; 4/5; 4/5; 81/100; 4/5; ; 8/11; ; 4/5; 4/5; ; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 14/19; 4/5; 4/5; 3/4; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 139/50; 14/5; ; 13/5; ; 13/5; 13/5; ; 13/5; 5/2; 11/4; 5/2; 13/5; 11/4; 45/17; 45/17; 11/4; 14/5; 27/10; 45/17; ; 13/5; 13/5; 11/4
Plymouth; 15/4; 15/4; 18/5; 7/2; 19/5; 15/4; ; 7/2; ; 18/5; 18/5; ; 7/2; 18/5; 7/2; 7/2; 7/2; 10/3; 16/5; 18/5; 7/2; 18/5; 15/4; 39/11; ; 7/2; 7/2; 7/2
