META; english/league-1/fleetwood-v-scunthorpe; 2018-01-28 14:21:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 17/10; ; ; 8/5; 13/8; 6/4; ; ; ; ; ; ; ; ; 6/4; ; 16/11; ; ; ; ; 8/5; 6/4; 16/11; ; 20/21; ; 
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 9/5; 9/5; 7/4; 7/4; 9/5; 7/4; 9/5; ; ; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; ; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 9/4; ; 9/5; 2; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-29 22:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 9/5; 9/5; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 9/4; ; 9/5; 2; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-30 02:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 9/5; 9/5; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 9/4; ; 9/5; 2; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-30 10:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 9/5; 9/5; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 9/4; ; 9/5; 19/10; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-30 14:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; 6/4; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 6/4; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; 7/4; 9/5; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 9/5; 9/5; 7/4; ; 7/4; 13/8; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 9/4; ; 23/10; 19/10; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-30 18:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 17/11; ; 6/4; 6/4; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; 9/5; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 9/5; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 7/4; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; 23/10; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; 23/10; 23/10; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-30 22:21:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 17/11; ; 5/4; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; 9/5; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 9/5; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 8/5; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; 23/10; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; 21/10; 2; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-31 02:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; 6/4; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 17/11; ; ; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; 9/5; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 9/5; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 17/10; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; 23/10; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; ; 2; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-31 10:20:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; ; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 17/11; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; ; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 7/4; 13/8; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; ; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; ; 21/10; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-31 14:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; ; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; ; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 7/4; 17/10; 9/5; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; ; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; ; 19/10; 
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-31 18:21:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 17/11; 6/4; 79/50; 8/5; ; ; 31/21; 31/20; 6/4; 31/20; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 52/35; 31/21; 6/4; 31/20; 6/4; 17/11; ; 7/5; 6/4; 6/4
Fleetwood; 17/10; 9/5; 9/5; 19/10; 97/50; 15/8; ; ; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 7/4; 17/10; 9/5; 17/10; 30/17; 7/4; 15/8; 7/4; 9/5; 9/5; ; 7/4; 17/10; 19/10
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; ; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; 9/4; 23/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-01-31 22:20:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 8/5; 6/4; 169/100; 8/5; ; 6/4; 31/21; 8/5; 8/5; 31/20; ; 8/5; 6/4; 6/4; 6/4; 8/5; 6/4; 52/35; 31/21; 13/8; 31/20; 8/5; 8/5; ; 7/5; 7/5; 13/8
Fleetwood; 17/10; 9/5; 7/4; 19/10; 181/100; 15/8; ; 9/5; 7/4; 9/5; 17/10; 9/5; ; 9/5; 17/10; 7/4; 17/10; 17/10; 17/10; 30/17; 7/4; 9/5; 7/4; 17/10; 17/10; ; 7/4; 17/10; 7/4
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 5/2; ; 23/10; 12/5; 11/5; 23/10; 11/5; ; 43/20; 12/5; 11/5; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; 9/4; 2; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-01 02:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 6/4; 8/5; 6/4; 169/100; 13/8; ; 6/4; 31/21; 8/5; 6/4; 31/20; ; 8/5; 6/4; 6/4; 8/5; 6/4; 52/35; 31/21; 13/8; 8/5; 8/5; 8/5; ; 6/4; 7/5; 13/8
Fleetwood; 17/10; 9/5; 7/4; 19/10; 181/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 7/4; 17/10; 17/10; 30/17; 7/4; 9/5; 7/4; 17/10; 17/10; ; 13/8; 13/8; 7/4
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; ; 23/10; 12/5; 11/5; 9/4; 11/5; ; 43/20; 12/5; 11/5; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-01 10:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 8/5; 6/4; 169/100; 13/8; ; 6/4; 31/21; 8/5; 6/4; 31/20; ; 8/5; 6/4; 6/4; 17/11; 6/4; 52/35; 31/21; 13/8; 8/5; 8/5; 8/5; ; 6/4; 7/5; 13/8
Fleetwood; 17/10; 7/4; 7/4; 19/10; 181/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 7/4; 17/10; 17/10; 30/17; 7/4; 9/5; 7/4; 17/10; 7/4; ; 13/8; 13/8; 7/4
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; ; 23/10; 12/5; 11/5; 9/4; 11/5; ; 43/20; 12/5; 11/5; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-01 14:20:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 8/5; 6/4; 83/50; 13/8; ; 6/4; 31/21; 8/5; 6/4; 31/20; ; 8/5; 6/4; 6/4; 8/5; 6/4; 52/35; 31/21; 13/8; 31/20; 8/5; 8/5; ; 6/4; 6/4; 13/8
Fleetwood; 17/10; 7/4; 7/4; 9/5; 181/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; 9/5; ; 9/5; 17/10; 7/4; ; 17/10; 30/17; 7/4; 9/5; 7/4; 17/10; 17/10; ; 17/10; 7/4; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 12/5; 23/10; ; 23/10; 12/5; 11/5; 9/4; 11/5; ; 43/20; 12/5; 11/5; ; 23/10; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; ; 21/10; 19/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-01 18:20:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 8/5; 6/4; 167/100; 13/8; ; 6/4; 31/21; 13/8; 6/4; ; ; 13/8; 8/5; 6/4; 17/11; 6/4; 23/15; 31/21; 13/8; 8/5; 8/5; 8/5; ; 6/4; 6/4; 13/8
Fleetwood; 17/10; 7/4; 7/4; 9/5; 183/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; ; ; 9/5; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 17/10; 17/10; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 59/25; 23/10; ; 23/10; 12/5; 21/10; 9/4; ; ; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-01 22:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 8/5; 6/4; 167/100; 13/8; ; 6/4; 31/21; 13/8; 6/4; ; ; 13/8; 8/5; 6/4; 17/11; 6/4; 23/15; 31/21; 13/8; 8/5; 8/5; 8/5; ; 8/5; 8/5; 13/8
Fleetwood; 17/10; ; 7/4; 9/5; 183/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; ; ; 9/5; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 17/10; 7/4; 9/5
Draw; 12/5; 21/10; 21/10; 11/5; 59/25; 23/10; ; 23/10; 12/5; 21/10; 9/4; ; ; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 9/4; ; 2; 2; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-02 02:20:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 8/5; 6/4; 167/100; 13/8; ; 6/4; 31/21; 13/8; 6/4; ; ; 13/8; 8/5; 6/4; 17/11; 6/4; 23/15; 31/21; 13/8; 8/5; 8/5; 8/5; ; 8/5; 8/5; 13/8
Fleetwood; 17/10; ; 7/4; 9/5; 183/100; 9/5; ; 17/10; 7/4; 9/5; 7/4; ; ; 9/5; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 17/10; 7/4; 9/5
Draw; 12/5; 21/10; 21/10; 11/5; 59/25; 23/10; ; 23/10; 12/5; 21/10; 9/4; ; ; 43/20; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-02 10:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 17/10; 13/8; 8/5; 6/4; 167/100; 13/8; ; 6/4; 31/21; 13/8; 8/5; ; ; 13/8; 8/5; 6/4; 8/5; 6/4; 23/15; 31/21; 13/8; 8/5; 8/5; 8/5; ; 13/8; 8/5; 13/8
Fleetwood; 9/5; ; 7/4; 9/5; 46/25; 9/5; ; 17/10; 7/4; 9/5; 17/10; ; ; 9/5; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 17/10; 13/8; 9/5
Draw; 12/5; 21/10; 21/10; 11/5; 47/20; 12/5; ; 23/10; 12/5; 21/10; 11/5; ; ; 21/10; 11/5; 21/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-02 14:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 17/10; 13/8; 8/5; 17/10; 167/100; 13/8; ; 6/4; 31/21; 13/8; 8/5; ; ; 13/8; 8/5; 8/5; ; 6/4; 23/15; 31/21; 13/8; 8/5; 8/5; 8/5; ; 13/8; 13/8; 13/8
Fleetwood; 9/5; ; 7/4; 17/10; 46/25; 9/5; ; 17/10; 7/4; 9/5; 17/10; ; ; 9/5; 7/4; 17/10; ; 17/10; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 9/5; 9/5; 9/5
Draw; 12/5; 21/10; 21/10; 21/10; 47/20; 12/5; ; 23/10; 12/5; 21/10; 9/4; ; ; 21/10; 11/5; 21/10; ; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 9/4; ; 11/5; 9/4; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-02 22:20:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 17/10; 13/8; 8/5; 17/10; 163/100; 13/8; ; 6/4; 31/21; 8/5; 6/4; ; 13/8; 13/8; 8/5; 8/5; 17/11; 6/4; 6/4; 31/21; 8/5; 8/5; 8/5; 8/5; ; 13/8; 13/8; 13/8
Fleetwood; 9/5; ; 9/5; 17/10; 15/8; 9/5; ; 17/10; 7/4; 9/5; 7/4; ; 7/4; 9/5; 7/4; 7/4; 7/4; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; ; 9/5; 9/5; 15/8
Draw; 12/5; 21/10; 21/10; 21/10; 59/25; 12/5; ; 23/10; 12/5; 21/10; 9/4; ; 11/5; 21/10; 11/5; 21/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 11/5; 9/4; ; 9/4; 23/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-03 02:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Scunthorpe; 17/10; 13/8; 28/17; 17/10; 87/50; 13/8; ; 6/4; 8/5; 17/10; 13/8; ; 13/8; 17/10; 8/5; 8/5; 28/17; 6/4; 27/17; 8/5; 13/8; 17/10; 33/20; 28/17; ; 13/8; 17/10; 17/10
Fleetwood; 9/5; ; 17/10; 17/10; 89/50; 9/5; ; 17/10; 7/4; 17/10; 17/10; ; 17/10; 17/10; 7/4; 17/10; 28/17; 17/10; 48/29; 7/4; 7/4; 17/10; 7/4; 17/10; ; 13/8; 13/8; 7/4
Draw; 12/5; 21/10; 21/10; 21/10; 58/25; 12/5; ; 23/10; 11/5; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 11/5; 21/10; 23/10
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-03 10:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fleetwood; 7/4; 17/10; 17/10; 17/10; 43/25; 7/4; ; ; 17/11; 17/10; 13/8; ; 17/10; 17/10; 17/10; 8/5; 28/17; 17/10; 13/8; 13/8; 13/8; 17/10; 33/20; 17/10; ; 13/8; 17/10; 17/10
Scunthorpe; 7/4; 17/10; 17/10; 17/10; 183/100; 9/5; ; ; 7/4; 7/4; 17/10; ; 17/10; 7/4; ; 17/10; 17/10; 6/4; 5/3; 17/10; 9/5; 7/4; 7/4; 28/17; ; 7/4; 7/4; 9/5
Draw; 12/5; 21/10; 21/10; 21/10; 57/25; 23/10; ; ; 11/5; 21/10; 11/5; ; 21/10; 41/20; 21/10; 21/10; 28/13; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 9/4; ; 11/5; 21/10; 11/5
META; english/league-1/fleetwood-v-scunthorpe; 2018-02-03 14:21:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fleetwood; 7/4; 17/10; 17/10; 17/10; 43/25; 7/4; ; ; 8/5; 17/10; 17/10; ; 17/10; 17/10; 17/10; 17/10; 28/17; 17/10; 18/11; 8/5; 13/8; 17/10; 33/20; 17/10; ; 13/8; 17/10; 17/10
