META; english/league-2/notts-county-v-crewe; 2018-01-28 02:21:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Crewe; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Notts County; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-28 10:21:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Crewe; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Notts County; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-28 14:22:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 2/3; ; ; 18/25; 7/10; 13/20; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 4/6; 13/20; ; ; 8/13; ; 
Draw; 14/5; 14/5; ; 27/10; 74/25; 31/10; 14/5; 11/4; 14/5; ; 11/4; 14/5; ; 27/10; 11/4; ; 11/4; 11/4; 11/4; ; 14/5; 14/5; 14/5; 14/5; ; ; 14/5; ; 
Crewe; 4; 4; ; 7/2; 21/5; 4; 4; 4; 39/10; ; 4; 15/4; ; 19/5; 17/4; ; 4; 39/10; 4; ; 39/10; 4; 17/4; 4; 39/10; ; 7/2; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-30 02:21:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; ; 4/6; 18/25; 7/10; 13/20; 8/13; 4/6; ; 4/6; 4/6; ; 13/20; 4/6; ; 11/17; 4/6; 11/17; ; 4/6; 4/6; 4/6; 13/20; ; ; 8/13; ; 
Draw; 14/5; 14/5; ; 27/10; 74/25; 31/10; 14/5; 11/4; 14/5; ; 11/4; 14/5; ; 27/10; 11/4; ; 11/4; 11/4; 11/4; ; 14/5; 14/5; 14/5; 14/5; ; ; 14/5; ; 
Crewe; 4; 4; ; 7/2; 21/5; 4; 4; 4; 39/10; ; 4; 15/4; ; 19/5; 17/4; ; 4; 50/13; 4; ; 39/10; 4; 17/4; 4; 39/10; ; 7/2; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-30 10:21:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; ; 4/6; 18/25; 7/10; 13/20; 8/13; 4/6; ; 4/6; 4/6; ; 13/20; 4/6; ; 11/17; 4/6; 11/17; ; 4/6; 4/6; 4/6; 13/20; ; ; 8/13; ; 
Draw; 14/5; 14/5; ; 27/10; 74/25; 31/10; 14/5; 11/4; 14/5; ; 11/4; 14/5; ; 27/10; 11/4; ; 11/4; 11/4; 11/4; ; 14/5; 14/5; 14/5; 14/5; ; ; 27/10; ; 
Crewe; 4; 4; ; 7/2; 21/5; 4; 4; 4; 39/10; ; 4; 15/4; ; 19/5; 17/4; ; 4; 50/13; 4; ; 39/10; 4; 17/4; 4; 39/10; ; 7/2; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-30 14:22:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; ; 4/6; 18/25; 7/10; 13/20; 8/13; 4/6; ; 4/6; 4/6; ; 13/20; 4/6; ; 11/17; 4/6; 11/17; ; 4/6; 4/6; 4/6; 13/20; ; ; 8/13; ; 
Draw; 14/5; 14/5; ; 27/10; 74/25; 31/10; 14/5; 11/4; 14/5; ; 11/4; 14/5; ; 27/10; 11/4; ; 11/4; 11/4; 11/4; ; 14/5; 14/5; 14/5; 14/5; ; ; 27/10; ; 
Crewe; 4; 4; ; 7/2; 21/5; 4; 4; 4; 39/10; ; 4; 15/4; ; 19/5; 17/4; ; 4; 50/13; 4; ; 39/10; 4; 17/4; 4; 39/10; ; 7/2; ; 
META; english/league-2/notts-county-v-crewe; 2018-01-30 18:21:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 4/6; 3/5; 4/6; 61/100; ; ; ; 4/7; 6/10; 3/5; 6/10; ; 4/7; 8/13; 8/13; 11/17; 10/17; 11/17; 6/11; 4/7; 4/7; 3/5; 4/7; 10/17; ; 4/7; 4/7; 
Draw; 3; 14/5; 29/10; 27/10; 63/20; ; ; ; 56/19; 29/10; 3; 11/4; ; 11/4; 3; 14/5; 11/4; 56/19; 11/4; 56/19; 56/19; 3; 3; 59/20; 56/19; ; 11/4; 14/5; 
Crewe; 19/4; 4; 19/4; 7/2; 51/10; ; ; ; 9/2; 19/4; 9/2; 5; ; 9/2; ; 9/2; 4; 50/11; 4; 75/19; 9/2; 9/2; 19/4; 9/2; 23/5; ; 9/2; 23/5; 
META; english/league-2/notts-county-v-crewe; 2018-01-30 22:22:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 4/6; 4/7; 4/7; 61/100; ; ; ; 4/7; 6/10; 3/5; 6/10; ; 4/7; 8/13; 8/13; 11/17; 10/17; 11/17; 4/7; 4/7; 4/7; 3/5; 4/7; 11/18; ; 8/15; 8/15; 
Draw; 3; 14/5; 29/10; 14/5; 63/20; ; ; ; 56/19; 29/10; 3; 11/4; ; 11/4; 3; 14/5; 11/4; 37/13; 11/4; 3; 56/19; 3; 3; 59/20; 29/10; ; 27/10; 5/2; 
Crewe; 19/4; 4; 19/4; 4; 51/10; ; ; ; 9/2; 24/5; 9/2; 5; ; 9/2; ; 9/2; 4; 79/17; 4; 22/5; 9/2; 9/2; 19/4; 9/2; 47/10; ; 9/2; 4; 
META; english/league-2/notts-county-v-crewe; 2018-01-31 02:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 4/6; 4/7; 4/7; 61/100; ; ; ; 4/7; 6/10; 3/5; 6/10; ; 4/7; 8/13; 8/13; 11/17; 10/17; 11/17; 4/7; 4/7; 4/7; 3/5; 4/7; 11/18; ; 8/15; ; 
Draw; 3; 14/5; 29/10; 14/5; 63/20; ; ; ; 56/19; 29/10; 3; 11/4; ; 11/4; 3; 14/5; 11/4; 37/13; 11/4; 3; 56/19; 3; 3; 59/20; 29/10; ; 27/10; ; 
Crewe; 19/4; 4; 19/4; 4; 51/10; ; ; ; 9/2; 24/5; 9/2; 5; ; 9/2; ; 9/2; 4; 79/17; 4; 22/5; 9/2; 9/2; 19/4; 9/2; 47/10; ; 9/2; 21/5; 
META; english/league-2/notts-county-v-crewe; 2018-01-31 10:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 4/6; 4/7; 4/7; 61/100; ; ; ; 4/7; 6/10; 3/5; 6/10; ; 6/10; 8/13; 8/13; 11/17; 10/17; 11/17; 4/7; 4/7; 4/7; 3/5; 4/7; 11/18; ; 4/7; 8/15; 
Draw; 3; 14/5; 29/10; 14/5; 63/20; ; ; ; 56/19; 29/10; 3; 11/4; ; 11/4; 3; 14/5; 11/4; 37/13; 11/4; 3; 56/19; 3; 3; 59/20; 29/10; ; 27/10; 11/4; 
Crewe; 19/4; 4; 19/4; 4; 51/10; ; ; ; 9/2; 24/5; 9/2; 5; ; 17/4; ; 9/2; 4; 79/17; 4; 22/5; 9/2; 9/2; 19/4; 9/2; 47/10; ; 9/2; 21/5; 
META; english/league-2/notts-county-v-crewe; 2018-01-31 14:21:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 4/6; 3/5; 4/7; 63/100; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; 11/17; 10/17; 11/17; 4/7; 4/7; 8/13; 13/20; 3/5; 10/17; ; 4/7; 8/15; 
Draw; 3; 14/5; 14/5; 14/5; 63/20; ; ; ; 56/19; 29/10; 3; 11/4; ; 11/4; 3; 14/5; 11/4; 29/10; 11/4; 3; 56/19; 3; 3; 29/10; 29/10; ; 27/10; 11/4; 
Crewe; 19/4; 4; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; ; 4; 47/10; 4; 22/5; 9/2; 9/2; 17/4; 17/4; 47/10; ; 9/2; 21/5; 
META; english/league-2/notts-county-v-crewe; 2018-01-31 18:22:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 8/13; 11/18; 13/20; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; 8/13; 10/17; 8/13; 4/7; 4/7; 4/7; 13/20; 4/7; 10/17; ; 8/15; 8/15; 
Draw; 3; 29/10; 14/5; 3; 61/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 27/10; 3; 14/5; 11/4; 29/10; 11/4; 3; 56/19; 3; 3; 29/10; 56/19; ; 5/2; 27/10; 
Crewe; 19/4; 9/2; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; 9/2; 9/2; 79/17; 9/2; 22/5; 9/2; 9/2; 17/4; 19/4; 47/10; ; 9/2; 21/5; 
META; english/league-2/notts-county-v-crewe; 2018-01-31 22:21:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 8/13; 11/18; 13/20; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; 8/13; 10/17; 8/13; 4/7; 4/7; 4/7; 13/20; 4/7; 10/17; ; 8/15; 8/15; 
Draw; 3; 29/10; 14/5; 3; 61/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 27/10; 3; 14/5; 11/4; 29/10; 11/4; 3; 56/19; 3; 3; 29/10; 56/19; ; 5/2; 27/10; 
Crewe; 19/4; 9/2; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; 9/2; 9/2; 79/17; 9/2; 22/5; 9/2; 9/2; 17/4; 19/4; 47/10; ; 9/2; 4; 
META; english/league-2/notts-county-v-crewe; 2018-02-01 02:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 8/13; 11/18; 13/20; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; 10/17; 8/13; 4/7; 4/7; 4/7; 13/20; 4/7; 10/17; ; 4/7; 8/15; 
Draw; 3; 29/10; 14/5; 3; 61/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 27/10; 3; 14/5; 29/10; 11/4; 3; 56/19; 3; 3; 29/10; 56/19; ; 11/4; 27/10; 
Crewe; 19/4; 9/2; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; 9/2; 47/10; 9/2; 22/5; 9/2; 9/2; 17/4; 19/4; 47/10; ; 9/2; 21/5; 
META; english/league-2/notts-county-v-crewe; 2018-02-01 10:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 8/13; 11/18; 13/20; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; 10/17; 8/13; 4/7; 4/7; 4/7; 13/20; 4/7; 10/17; ; 8/15; 8/15; 
Draw; 3; 29/10; 14/5; 3; 61/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 27/10; 3; 14/5; 56/19; 11/4; 3; 56/19; 3; 3; 29/10; 56/19; ; 14/5; 27/10; 
Crewe; 19/4; 9/2; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; 9/2; 79/17; 9/2; 22/5; 9/2; 9/2; 17/4; 19/4; 47/10; ; 9/2; ; 
META; english/league-2/notts-county-v-crewe; 2018-02-01 14:21:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 8/13; 11/18; 13/20; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 8/13; 4/7; ; 8/13; 4/7; 4/7; 4/7; 13/20; 4/7; 10/17; ; 8/15; 8/15; 4/7
Draw; 3; 29/10; 14/5; 3; 61/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 27/10; 3; 14/5; 29/10; 11/4; 3; 56/19; 3; 3; 29/10; 56/19; ; 14/5; 14/5; 3
Crewe; 19/4; 9/2; 9/2; 4; 49/10; ; ; ; 9/2; 9/2; 9/2; 9/2; ; 17/4; 17/4; 9/2; 79/17; 9/2; 22/5; 9/2; 9/2; 17/4; 19/4; 47/10; ; 9/2; 23/5; 24/5
META; english/league-2/notts-county-v-crewe; 2018-02-01 18:20:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 3/5; 4/7; 4/7; 3/5; ; ; ; 4/7; 6/10; 4/7; 6/10; ; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 4/7; ; 4/7; 4/7; 4/7
Draw; 3; 29/10; 29/10; 3; 16/5; ; ; ; 56/19; 29/10; 3; 3; ; 14/5; 3; 14/5; 56/19; 3; 3; 56/19; 3; 3; 16/5; 3; ; 14/5; 14/5; 3
Crewe; 19/4; 19/4; 19/4; 9/2; 26/5; ; ; ; 9/2; 24/5; 9/2; 9/2; ; 9/2; 19/4; 9/2; 24/5; 9/2; 22/5; 9/2; 19/4; 19/4; 19/4; 63/13; ; 23/5; 24/5; 26/5
META; english/league-2/notts-county-v-crewe; 2018-02-01 22:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 3/5; 4/7; 4/7; 61/100; ; ; ; 4/7; 6/10; 4/7; 6/10; ; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 3; 29/10; 29/10; 3; 16/5; ; ; ; 56/19; 29/10; 3; 3; ; 14/5; 3; 14/5; 56/19; 3; 3; 56/19; 3; 3; 16/5; 3; ; 14/5; 14/5; 3
Crewe; 19/4; 19/4; 19/4; 9/2; 5; ; ; ; 9/2; 24/5; 9/2; 9/2; ; 9/2; 19/4; 9/2; 47/10; 9/2; 22/5; 9/2; 19/4; 19/4; 19/4; 19/4; ; 23/5; 23/5; 24/5
META; english/league-2/notts-county-v-crewe; 2018-02-02 02:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/7; 3/5; 3/5; 4/7; 16/25; ; ; ; 4/7; 8/13; 3/5; 8/13; ; 6/10; 4/7; 4/7; 11/18; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 11/18; ; 4/7; 4/7; 4/7
Draw; 3; 29/10; 14/5; 3; 63/20; ; ; ; 56/19; 29/10; 3; 14/5; ; 11/4; 3; 14/5; 29/10; 3; 3; 56/19; 3; 3; 16/5; 56/19; ; 14/5; 14/5; 3
Crewe; 19/4; 19/4; 9/2; 9/2; 47/10; ; ; ; 9/2; 19/4; 9/2; 9/2; ; 17/4; 19/4; 9/2; 9/2; 9/2; 22/5; 9/2; 9/2; 19/4; 9/2; 9/2; ; 23/5; 9/2; 23/5
META; english/league-2/notts-county-v-crewe; 2018-02-02 10:20:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 8/13; 8/13; 3/5; 4/7; 63/100; ; ; ; 4/7; 8/13; 4/7; 8/13; ; 6/10; 4/7; 4/7; 10/17; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 11/18; ; 4/7; 4/7; 4/7
Draw; 16/5; 14/5; 14/5; 3; 16/5; ; ; ; 3; 29/10; 3; 14/5; ; 11/4; 3; 14/5; 56/19; 3; 3; 3; 3; 16/5; 16/5; 56/19; ; 14/5; 14/5; 3
Crewe; 5; 9/2; 9/2; 9/2; 24/5; ; ; ; 9/2; 19/4; 9/2; 9/2; ; 17/4; 19/4; 9/2; 9/2; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 50/11; ; 22/5; 9/2; 23/5
META; english/league-2/notts-county-v-crewe; 2018-02-02 14:21:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 8/13; 4/6; 8/13; 69/100; ; ; ; 4/7; 4/6; 8/13; 4/6; ; 8/13; 8/13; 4/6; 8/13; 3/5; 5/8; 4/7; 8/13; 4/6; 13/20; 11/17; ; 8/13; 4/6; 4/6
Draw; 31/10; 14/5; 11/4; 14/5; 63/20; ; ; ; 3; 14/5; 3; 14/5; ; 27/10; 3; 14/5; 29/10; 3; 29/10; 3; 14/5; 31/10; 59/20; ; ; 11/4; 14/5; 3
Crewe; 9/2; 9/2; 21/5; 9/2; 21/5; ; ; ; 9/2; 17/4; 4; 4; ; 4; 17/4; 4; 54/13; 17/4; 4; 9/2; 17/4; 17/4; 17/4; ; ; 4; 21/5; 21/5
META; english/league-2/notts-county-v-crewe; 2018-02-02 18:26:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; 11/18; 8/13; 4/6; ; ; ; 11/17; 4/6; 8/13; 8/13; ; 8/13; 8/13; 4/6; 8/13; 3/5; 8/13; 11/17; 8/13; 4/6; 13/20; 8/13; ; 8/13; ; 4/6
Draw; 31/10; 29/10; 14/5; 14/5; 13/4; ; ; ; 3; 14/5; 3; 14/5; ; 27/10; 3; 14/5; 56/19; 3; 29/10; 3; 14/5; 31/10; 59/20; 3; ; 14/5; ; 3
Crewe; 9/2; 4; 17/4; 9/2; 43/10; ; ; ; 15/4; 17/4; 4; 4; ; 4; 17/4; 4; 54/13; 17/4; 4; 15/4; 17/4; 17/4; 17/4; 21/5; ; 4; ; 21/5
META; english/league-2/notts-county-v-crewe; 2018-02-02 22:21:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; 11/18; 8/13; 4/6; ; ; ; 11/17; 4/6; 8/13; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 3/5; 8/13; 11/17; 8/13; 4/6; 13/20; 11/17; ; 4/6; 4/6; 4/6
Draw; 31/10; 29/10; 14/5; 14/5; 13/4; ; ; ; 3; 14/5; 3; 14/5; 3; 27/10; 3; 14/5; 56/19; 3; 29/10; 3; 14/5; 31/10; 59/20; 3; ; 14/5; 3; 3
Crewe; 9/2; 4; 17/4; 9/2; 43/10; ; ; ; 15/4; 17/4; 4; 4; 4; 4; 17/4; 4; 41/10; 17/4; 4; 15/4; 17/4; 17/4; 17/4; 54/13; ; 4; 22/5; 21/5
META; english/league-2/notts-county-v-crewe; 2018-02-03 02:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; 11/18; 8/13; 4/6; ; ; ; 11/17; 4/6; 8/13; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 3/5; 8/13; 11/17; 8/13; 4/6; 13/20; 11/17; ; 8/13; 4/6; 4/6
Draw; 31/10; 29/10; 14/5; 14/5; 63/20; ; ; ; 3; 14/5; 3; 14/5; 3; 27/10; 3; 14/5; 56/19; 3; 29/10; 3; 14/5; 31/10; 59/20; 3; ; 14/5; 14/5; 3
Crewe; 9/2; 4; 17/4; 9/2; 22/5; ; ; ; 15/4; 17/4; 4; 4; 4; 4; 17/4; 4; 41/10; 17/4; 4; 15/4; 17/4; 17/4; 17/4; 54/13; ; 4; 4; 21/5
META; english/league-2/notts-county-v-crewe; 2018-02-03 10:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; 11/18; 6/10; 4/6; ; ; ; 11/17; 4/6; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 3/5; 8/13; 11/17; 8/13; 4/6; 13/20; 11/17; ; 8/13; 4/6; 4/6
Draw; 31/10; 29/10; 14/5; 3; 63/20; ; ; ; 3; 14/5; 3; 14/5; 3; 27/10; 3; 14/5; 56/19; 3; 29/10; 29/10; 14/5; 31/10; 59/20; 3; ; 14/5; 14/5; 3
Crewe; 9/2; 4; 17/4; 9/2; 22/5; ; ; ; 15/4; 17/4; 4; 4; 4; 4; 17/4; 4; 54/13; 17/4; 4; 19/5; 17/4; 17/4; 17/4; 54/13; ; 21/5; 22/5; 21/5
META; english/league-2/notts-county-v-crewe; 2018-02-03 14:22:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Notts County; 4/6; 4/6; 11/18; 6/10; 63/100; ; ; ; ; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 8/13; 11/18; 3/5; 8/13; 11/17; 8/13; 13/20; 8/13; 11/17; ; 4/7; 8/13; 4/7
Draw; 31/10; 29/10; 29/10; 3; 33/10; ; ; ; ; 29/10; 3; 14/5; 3; 27/10; 3; 14/5; 58/19; 3; 29/10; 29/10; 3; 31/10; 59/20; 3; ; 3; 3; 3
