META; english/league-2/lincoln-v-cambridge; 2017-10-08 02:22:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cambridge; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-2/lincoln-v-cambridge; 2017-10-08 10:23:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Cambridge; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-2/lincoln-v-cambridge; 2017-10-08 14:23:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 21/20; 1; ; 4/7; ; 
Draw; 12/5; 23/10; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 23/10; 47/20; ; 11/5; ; 
Lincoln; 17/20; 10/11; 10/11; 19/20; 17/20; 4/5; ; 5/6; 9/10; 10/11; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 24/25; 6/7; 9/10; 9/10; 10/11; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; ; 5/2; 40/17; 23/10; 5/2; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 
Cambridge; 16/5; 16/5; 3; 3; 16/5; 3; ; 16/5; 31/10; 3; 3; 3; 3; 16/5; 16/5; 3; 13/4; 56/19; 33/10; 27/10; 31/10; 3; 16/5; 16/5; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-10 02:22:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; 19/20; 17/20; 4/5; ; 5/6; 9/10; 10/11; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 13/15; 24/25; 6/7; 9/10; 9/10; 10/11; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; ; 5/2; 40/17; 23/10; 5/2; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 9/4; 9/4; 
Cambridge; 16/5; 16/5; 3; 3; 16/5; 3; ; 16/5; 31/10; 3; 3; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 33/10; 27/10; 31/10; 3; 16/5; 16/5; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-10 10:22:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; 19/20; 17/20; 4/5; ; 5/6; 9/10; 10/11; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 13/15; 24/25; 6/7; 9/10; 9/10; 10/11; ; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; ; 5/2; 40/17; 23/10; 5/2; 23/10; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 12/5; 40/17; 5/2; 5/2; ; ; 23/10; 9/4; 
Cambridge; 16/5; 16/5; 3; 3; 16/5; 3; ; 16/5; 31/10; 3; 3; 31/10; 3; 16/5; 16/5; 3; 13/4; 58/19; 33/10; 27/10; 31/10; 3; 16/5; ; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-10 14:23:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; 19/20; 17/20; 4/5; ; 5/6; 9/10; 10/11; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 13/15; 24/25; 6/7; 9/10; 9/10; 10/11; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; ; 5/2; 40/17; 23/10; 5/2; 23/10; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 
Cambridge; 16/5; 16/5; 3; 3; 16/5; 3; ; 16/5; 31/10; 3; 3; 31/10; 3; 16/5; 16/5; 3; 13/4; 58/19; 33/10; 27/10; 31/10; 3; 16/5; 16/5; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-10 18:22:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; 17/20; 17/20; 4/5; ; 5/6; 9/10; 19/20; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 24/25; 6/7; 9/10; 9/10; 10/11; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 12/5; 5/2; 23/10; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 
Cambridge; 16/5; 16/5; 3; 16/5; 16/5; 3; ; 16/5; 31/10; 16/5; 3; 31/10; 3; 16/5; 16/5; 3; 13/4; 31/10; 33/10; 27/10; 31/10; 3; 16/5; 16/5; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-10 22:23:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; 17/20; 9/10; 4/5; ; 5/6; 9/10; 19/20; 10/11; 9/10; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 24/25; 6/7; 9/10; 9/10; 37/40; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 12/5; 5/2; 23/10; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 11/5; 9/4; 
Cambridge; 16/5; 16/5; 3; 16/5; 3; 3; ; 16/5; 31/10; 16/5; 3; 31/10; 3; 16/5; 16/5; 3; 13/4; 31/10; 33/10; 27/10; 31/10; 3; 31/10; 16/5; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-11 02:22:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 10/11; 17/20; 9/10; 4/5; ; 5/6; 9/10; 19/20; 20/21; 10/11; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 24/25; 10/11; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 12/5; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 11/5; 9/4; 
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 16/5; 16/5; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 33/10; 28/11; 31/10; 3; 3; 3; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-11 10:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 10/11; 17/20; 9/10; 4/5; ; 5/6; 9/10; 19/20; 20/21; 10/11; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 20/21; 10/11; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 12/5; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 11/5; 9/4; 
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 16/5; 16/5; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 10/3; 28/11; 31/10; 3; 3; 3; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-11 14:24:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 20/21; 10/11; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 12/5; 40/17; 5/2; 5/2; 12/5; ; 9/4; 9/4; 
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 10/3; 28/11; 31/10; 3; 3; 3; ; 3; 3; 
META; english/league-2/lincoln-v-cambridge; 2017-10-11 18:22:27 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; ; 10/11; 5/6; 10/11; 20/21; 15/16; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; ; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 3; 3; 16/5; ; 3; 13/4; 58/19; 10/3; 27/10; 31/10; 3; 3; 3; ; 3; 3; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-11 22:23:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 20/21; 15/16; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 10/3; 27/10; 31/10; 3; 3; 3; ; 3; 3; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-12 02:23:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 17/20; 10/11; 5/6; 10/11; 20/21; 15/16; 9/10; 9/10; 19/20; 9/10; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; ; 23/10; 9/4; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 3; 3; 16/5; 16/5; 3; 13/4; 58/19; 10/3; 27/10; 31/10; 3; 3; 3; ; 3; 3; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-12 14:23:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 20/21; 15/16; 9/10; 9/10; 19/20; 9/10; 10/11; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 9/4; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 29/10; 3; 16/5; 3; 3; 13/4; 58/19; 10/3; 27/10; 31/10; 3; 3; 3; 31/10; ; 3; 3; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-12 18:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 19/20; 9/10; 10/11; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 9/4; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 29/10; 3; 16/5; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 3; 3; 31/10; ; 3; 3; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-12 22:23:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 19/20; 9/10; 10/11; ; 9/10; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 12/5; 2; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 29/10; 3; 16/5; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 3; 3; 31/10; ; 3; 27/10; 10/3
META; english/league-2/lincoln-v-cambridge; 2017-10-13 02:23:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 17/20; 19/20; 19/20; 17/20; 9/10; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 19/20; 9/10; 10/11; ; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 12/5; 23/10; 5/2
Cambridge; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 31/10; 3; 16/5; 29/10; 3; 16/5; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 3; 3; 31/10; ; 3; 3; 3
META; english/league-2/lincoln-v-cambridge; 2017-10-13 10:24:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 19/20; 19/20; 17/20; 10/11; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 19/20; 9/10; 10/11; ; 10/11; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 5/2; 5/2; 23/10; ; 5/2; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5
Cambridge; 10/3; 3; 3; 16/5; 3; 3; ; 3; 31/10; 3; 16/5; 29/10; 3; 3; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 3; 3; 31/10; ; 3; 3; 3
META; english/league-2/lincoln-v-cambridge; 2017-10-13 14:25:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 19/20; 19/20; 19/20; 10/11; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 17/20; 19/20; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 1; 9/10; 10/11; ; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; ; 12/5; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 23/10; 5/2
Cambridge; 10/3; 3; 3; 3; 16/5; 3; ; 3; 31/10; 3; 16/5; 29/10; 3; 10/3; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 31/10; 3; 31/10; ; 3; 3; 3
META; english/league-2/lincoln-v-cambridge; 2017-10-13 18:23:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 19/20; 19/20; 19/20; 10/11; 4/5; ; 19/20; 9/10; 10/11; 20/21; 10/11; 17/20; 19/20; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 1; 9/10; 10/11; ; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; ; 12/5; 40/17; 23/10; 9/4; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 23/10; 5/2
Cambridge; 10/3; 3; 3; 3; 16/5; 3; ; 3; 31/10; 3; 16/5; 29/10; 3; 10/3; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 31/10; 3; 31/10; ; 3; 3; 3
META; english/league-2/lincoln-v-cambridge; 2017-10-14 02:23:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 19/20; 19/20; 19/20; 10/11; 4/5; ; 5/6; 9/10; 10/11; 20/21; 10/11; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; 20/21; 19/20; 9/10; 9/10; 1; 9/10; 10/11; ; 9/10; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; ; 12/5; 40/17; 23/10; 9/4; 9/4; 12/5; 13/5; 5/2; 12/5; 5/2; 40/17; 127/50; 5/2; 40/17; 5/2; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5
Cambridge; 10/3; 3; 3; 3; 16/5; 3; ; 3; 31/10; 3; 16/5; 29/10; 14/5; 10/3; 3; 3; 13/4; 58/19; 10/3; 45/17; 31/10; 3; 31/10; 3; 31/10; ; 3; 3; 3
META; english/league-2/lincoln-v-cambridge; 2017-10-14 10:23:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 19/20; 1; 19/20; 19/20; 4/5; ; 10/11; 9/10; 1; 1; 10/11; 1; 1; 1; 10/11; 19/20; 1; 107/100; 66/67; 9/10; 1; 21/20; 9/10; 19/20; ; 20/21; 10/11; 21/20
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; ; 12/5; 40/17; 9/4; 11/5; 9/4; 23/10; 5/2; 12/5; 12/5; 5/2; 40/17; 5/2; 40/17; 40/17; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5
Cambridge; 10/3; 3; 11/4; 3; 3; 3; ; 3; 16/5; 14/5; 3; 29/10; 14/5; 16/5; 14/5; 3; 11/4; 37/13; 29/10; 27/10; 16/5; 14/5; 29/10; 3; 31/10; ; 14/5; 3; 14/5
META; english/league-2/lincoln-v-cambridge; 2017-10-14 14:23:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Lincoln; 19/20; 17/20; 19/20; 19/20; 10/11; 4/5; ; 10/11; 1; 19/20; 1; 19/20; 19/20; 1; 10/11; 1; 19/20; 19/20; 26/25; 9/10; 11/13; 10/11; 20/21; 1; 19/20; ; 20/21; 1; 20/21
