META; english/league-2/lincoln-v-yeovil; 2018-05-02 18:21:43 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 2/5; 4/9; 4/9; 2/5; 4/9; 4/9; 8/15; 2/5; 5/11; 4/9; 2/5; 1/2; 4/9; 2/5; 1/2; 4/9; 5/12; 1/2; 2/5; 5/11; 4/9; 5/12; 4/9; 4/9
Yeovil; 13/2; 6; 6; 7; 13/2; 23/4; 13/2; 13/2; 6; 6; 6; 29/5; 27/4; 27/5; 23/4; 13/2; 59/10; 6; 32/5; ; ; ; ; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-04 18:21:45 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 1/2; 4/9; 4/9; 1/2; 21/50; 4/9; 4/9; 2/5; 5/11; 4/9; 4/9; 2/5; 4/9; 4/9; 9/20; 4/9; 7/17; 2/5; 3/7; 5/11; 9/20; 7/17; 2/5; 4/11; 2/5; 2/5
Draw; 7/2; 7/2; 17/5; 3; 39/10; 18/5; 7/2; 7/2; 17/5; 7/2; 7/2; 7/2; 7/2; 16/5; 15/4; 7/2; 18/5; 10/3; 62/17; 17/5; 18/5; 62/17; 7/2; 3; 7/2; 7/2
Yeovil; 13/2; 6; 13/2; 6; 13/2; 7; 13/2; 23/4; 13/2; 6; 13/2; 6; 6; 6; 27/4; 27/5; 23/4; 13/2; 25/4; 6; 26/5; 32/5; 32/5; ; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-04 22:21:36 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 1/2; 4/9; 4/9; 1/2; 43/00; 4/9; 4/9; 2/5; 5/11; 4/9; 4/9; 2/5; 4/9; 4/9; 9/20; 4/9; 5/12; 2/5; 3/7; 5/11; 9/20; 3/7; 2/5; 2/5; 4/9; 4/9
Draw; 7/2; 7/2; 17/5; 3; 73/20; 18/5; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 16/5; 15/4; 10/3; 38/11; 10/3; 62/17; 17/5; 18/5; 38/11; 10/3; 3; 7/2; 7/2
Yeovil; 13/2; 6; 13/2; 6; 69/10; 7; 13/2; 13/2; 23/4; 13/2; 13/2; 13/2; 6; 6; 13/2; 25/4; 27/4; 27/5; 23/4; 13/2; 25/4; 6; 33/5; 33/5; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-05 02:21:25 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 1/2; 4/9; 4/9; 4/9; 43/00; 4/9; 4/9; 2/5; 5/11; 4/9; 4/9; 2/5; 4/9; 4/9; 9/20; 4/9; 7/17; 2/5; 3/7; 5/11; 9/20; 5/12; 2/5; 4/11; 4/9; 4/9
Draw; 7/2; 7/2; 17/5; 17/5; 39/10; 18/5; 10/3; 7/2; 17/5; 7/2; 7/2; 7/2; 7/2; 16/5; 15/4; 7/2; 62/17; 10/3; 62/17; 17/5; 18/5; 37/10; 15/4; 14/5; 7/2; 7/2
Yeovil; 13/2; 6; 13/2; 6; 31/5; 7; 13/2; 13/2; 23/4; 13/2; 6; 6; 6; 113/9; 27/4; 27/5; 23/4; 13/2; 6; 11/2; 26/5; 6; 32/5; ; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-05 10:21:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 2/5; 4/9; 21/50; 4/9; 2/5; 2/5; 5/11; 4/9; 4/9; 2/5; 4/9; 4/9; 9/20; 4/9; 7/17; 2/5; 3/7; 5/11; 4/9; 7/17; 2/5; 2/5; 4/9; 4/9
Draw; 4; 10/3; 7/2; 17/5; 4; 18/5; 15/4; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 16/5; 15/4; 7/2; 15/4; 10/3; 62/17; 17/5; 4; 15/4; 15/4; 7/2; 7/2; 7/2
Yeovil; 13/2; 13/2; 13/2; 6; 63/10; 7; 13/2; 23/4; 13/2; 6; 13/2; 6; 6; 113/9; 27/4; 27/5; 23/4; 13/2; 6; 34/5; 6; 34/5; ; ; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-05 14:22:24 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Lincoln; 9/20; 2/5; 4/9; 2/5; 21/50; 4/9; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 9/20; 2/5; 7/18; 4/9; 7/17; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 4; 7/2; 7/2; 7/2; 4; 18/5; 15/4; 7/2; 18/5; 18/5; 18/5; 7/2; 15/4; 10/3; 15/4; 7/2; 19/5; 13/4; 37/10; 18/5; 4; 50/13; 15/4; 7/2; 4; 7/2
Yeovil; 13/2; 13/2; 13/2; 13/2; 63/10; 7; 13/2; 6; 6; 13/2; 13/2; 6; 13/2; 6; 29/5; 6; 13/2; 6; 11/2; 33/5; 6; 34/5; ; ; ; 
META; english/league-2/lincoln-v-yeovil; 2018-05-05 18:21:39 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Yeovil; 1; 6/5; 19/20; 143/00; 21/20; 6/5; 1; 16/13; 1; 21/20; 21/20; 23/20; 21/20; 1; 15/13; 11/13; 13/12; 1; 15/13; 5/4; 21/20; 10/9; 21/20; 
Draw; 2; 15/8; 9/5; 21/10; 21/10; 19/10; 2; 15/8; 24/13; 2; 7/4; 17/10; 9/5; 15/8; 15/8; 39/19; 19/10; 35/19; 2; 37/19; 7/4; 2; 21/10; 19/10
Lincoln; 10/3; 11/4; 13/5; 7/2; 11/5; 16/5; 5/2; 16/5; 11/4; 7/2; 3; 14/5; 14/5; 14/5; 10/3; 27/11; 15/4; 11/4; 10/3; 27/10; 14/5; 3; 13/5; 3
