META; english/league-2/yeovil-v-crewe; 2017-10-08 02:23:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Crewe; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/yeovil-v-crewe; 2017-10-08 10:23:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Crewe; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/league-2/yeovil-v-crewe; 2017-10-08 14:24:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 6/4; 7/5; ; ; ; ; 6/4; 7/5; ; ; ; ; ; ; ; ; ; 16/11; ; ; ; ; 6/4; 6/4; ; 5/6; ; 
Crewe; 19/10; 19/10; 28/15; 9/5; 15/8; 9/5; 15/8; 15/8; 24/13; 9/5; 19/10; 37/20; 8/5; 19/10; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 21/10; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-10 02:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 9/5; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 9/5; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-10 10:23:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; ; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 9/5; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 9/5; 193/100; 28/17; 24/13; 15/8; 15/8; ; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; ; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-10 14:23:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 9/5; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 9/5; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-10 18:22:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 16/11; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-10 22:23:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 16/11; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 19/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-11 02:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-11 10:23:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 21/10; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-11 14:24:56 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 13/10; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 28/17; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/yeovil-v-crewe; 2017-10-11 18:22:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 7/5; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 6/4
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 25/14; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 19/10
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-11 22:23:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 7/5; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 6/4
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 25/14; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 19/10
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-12 02:24:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 7/5; 16/11; 7/5; 29/20; 7/5; ; 7/5; 7/5; 6/4
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 25/14; 24/13; 15/8; 15/8; 37/20; ; 9/5; 15/8; 19/10
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; ; 9/4; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-12 14:23:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 151/100; 7/5; 16/11; 7/5; 29/20; 7/5; 16/11; ; 7/5; 7/5; 6/4
Crewe; 19/10; 19/10; 28/15; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 15/8; 19/10; 37/20; 8/5; 9/5; 19/10; 15/8; 19/10; 24/13; 193/100; 25/14; 24/13; 15/8; 15/8; 37/20; 24/13; ; 9/5; 15/8; 19/10
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 40/17; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; ; 23/10; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-12 18:23:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 31/20; 7/5; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 6/4; 29/20; 31/20; 31/20; 6/4; 6/4; 7/5; 17/11; 13/8; 6/4; 16/11; 6/4; 8/5; 31/20; 17/11; ; 6/4; 7/5; 8/5
Crewe; 17/10; 19/10; 17/10; 9/5; 17/10; 9/5; 7/4; 7/4; 24/13; 7/4; 19/10; 17/10; 8/5; 9/5; 9/5; 7/4; 19/10; 17/10; 9/5; 13/8; 24/13; 7/4; 17/10; 9/5; 7/4; ; 7/4; 15/8; 9/5
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 62/25; 27/11; 9/4; 23/10; 12/5; 23/10; 40/17; ; 11/5; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-12 22:23:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 8/5; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 8/5; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 7/5; 17/11; 33/20; 6/4; 16/11; 6/4; 8/5; 31/20; 17/11; ; 6/4; 6/4; 13/8
Crewe; 17/10; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 7/4; 24/13; 17/10; 17/10; 33/20; 8/5; 9/5; 9/5; 17/10; 19/10; 17/10; 44/25; 13/8; 24/13; 7/4; 17/10; 9/5; 17/10; ; 17/10; 13/8; 7/4
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 9/4; 40/17; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; 40/17; ; 9/4; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-13 02:23:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 8/5; 8/5; 6/4; 4/3; 8/5; 6/4; 16/11; 8/5; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 17/11; 17/11; 33/20; 6/4; 16/11; 6/4; 8/5; 31/20; 17/11; ; 6/4; 6/4; 13/8
Crewe; 17/10; 7/4; 17/10; 13/8; 17/10; 9/5; 17/10; 7/4; 24/13; 17/10; 17/10; 33/20; 8/5; 9/5; 9/5; 17/10; 17/10; 17/10; 44/25; 13/8; 24/13; 7/4; 17/10; 9/5; 17/10; ; 17/10; 13/8; 7/4
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 9/4; 40/17; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; 40/17; ; 21/10; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-13 10:24:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 13/8; 6/4; 8/5; 8/5; 6/4; 4/3; 8/5; 6/4; 16/11; 8/5; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 17/11; 17/11; 33/20; 6/4; 16/11; 6/4; 8/5; 31/20; 8/5; ; 6/4; 6/4; 8/5
Crewe; 15/8; 7/4; 17/10; 13/8; 17/10; 9/5; 7/4; 7/4; 24/13; 17/10; 17/10; 33/20; 8/5; 9/5; 9/5; 17/10; 17/10; 17/10; 44/25; 13/8; 24/13; 7/4; 17/10; 9/5; 17/10; ; 17/10; 17/10; 17/10
Draw; 12/5; 12/5; 9/4; 12/5; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 9/4; 40/17; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; 40/17; ; 21/10; 21/10; 11/5
META; english/league-2/yeovil-v-crewe; 2017-10-13 14:25:54 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 13/8; 6/4; 8/5; 8/5; 8/5; 4/3; 8/5; 6/4; 16/11; 8/5; 31/20; 31/20; 31/20; 13/8; 6/4; 6/4; 17/11; 17/11; 33/20; 6/4; 16/11; 6/4; 13/8; 31/20; 17/11; ; 6/4; 6/4; 13/8
Crewe; 15/8; 7/4; 17/10; 17/10; 17/10; 9/5; 7/4; 17/10; 24/13; 17/10; 17/10; 33/20; 8/5; 9/5; 9/5; 7/4; 17/10; 17/10; 44/25; 13/8; 24/13; 7/4; 7/4; 9/5; 17/10; ; 13/8; 13/8; 7/4
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 5/2; 27/11; 9/4; 23/10; 12/5; 23/10; 40/17; ; 23/10; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-13 18:23:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/4; 6/4; 17/10; 8/5; 17/10; 4/3; 13/8; 8/5; 6/4; 17/10; 13/8; 33/20; 31/20; 17/10; 13/8; 8/5; 17/11; 28/17; 177/100; 14/9; 6/4; 13/8; 17/10; 17/10; 28/17; ; 13/8; 6/4; 7/4
Crewe; 17/10; 7/4; 17/11; 17/10; 8/5; 9/5; 13/8; 13/8; 7/4; 8/5; 8/5; 31/20; 8/5; 7/4; 8/5; 8/5; 17/10; 8/5; 13/8; 14/9; 7/4; 13/8; 13/8; 13/8; 8/5; ; 13/8; 13/8; 13/8
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 5/2; 12/5; 12/5; 9/4; 23/10; 63/25; 27/11; 23/10; 23/10; 12/5; 23/10; 40/17; ; 23/10; 21/10; 12/5
META; english/league-2/yeovil-v-crewe; 2017-10-13 22:24:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Yeovil; 7/4; 13/8; 17/10; 8/5; 17/10; 4/3; 13/8; 8/5; 6/4; 17/10; 13/8; 8/5; 31/20; 17/10; 13/8; 8/5; 17/11; 8/5; 7/4; 14/9; 6/4; 13/8; 9/5; 17/10; 28/17; ; 13/8; 13/8; 17/10
Crewe; 17/10; 13/8; 8/5; 17/10; 8/5; 9/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; 7/4; 8/5; 8/5; 17/10; 8/5; 33/20; 14/9; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 13/8
Draw; 12/5; 23/10; 9/4; 23/10; 23/10; 21/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 5/2; 12/5; 23/10; 9/4; 23/10; 63/25; 27/11; 23/10; 23/10; 12/5; 23/10; 40/17; ; 23/10; 9/4; 12/5
