META; english/league-2/colchester-v-carlisle; 2017-10-08 02:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Carlisle; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/colchester-v-carlisle; 2017-10-08 10:23:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Carlisle; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/colchester-v-carlisle; 2017-10-08 14:23:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 11/8; ; ; ; ; 7/5; 13/10; ; ; ; ; ; ; ; ; ; 23/17; ; ; ; ; 11/8; 7/5; ; 4/5; ; 
Draw; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; ; 12/5; 13/5; 13/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; ; 11/5; ; 
META; english/league-2/colchester-v-carlisle; 2017-10-09 14:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 7/5; 13/10; 11/8; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 15/8; 9/5; 2; 19/10; 19/10; 2; 24/13; 101/50; 23/13; 19/10; 2; 19/10; 39/20; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 133/50; 27/11; 23/10; 12/5; 5/2; 12/5; ; 11/5; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-09 18:23:27 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 7/5; 13/10; 11/8; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 15/8; 9/5; 2; 19/10; 19/10; 2; 24/13; 101/50; 23/13; 19/10; 15/8; 19/10; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 133/50; 27/11; 23/10; 5/2; 5/2; 49/20; ; 9/4; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-09 22:22:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 13/10; 5/4; 23/17; 11/8; 11/9; 7/5; 13/10; 11/8; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 37/20; 9/5; 2; 19/10; 19/10; 2; 19/10; 101/50; 23/13; 19/10; 15/8; 19/10; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 23/10; 133/50; 27/11; 23/10; 5/2; 5/2; 49/20; ; 9/4; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-10 02:22:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 7/5; 13/10; 11/8; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 15/8; 9/5; 2; 19/10; 19/10; 2; 24/13; 101/50; 23/13; 19/10; 15/8; 19/10; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 133/50; 27/11; 23/10; 5/2; 5/2; 49/20; ; 9/4; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-10 10:22:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 7/5; 13/10; 11/8; ; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 2; 24/13; 101/50; 23/13; 19/10; 15/8; 19/10; ; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 133/50; 27/11; 23/10; 5/2; 5/2; ; ; 23/10; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-10 14:23:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 23/17; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 7/5; 13/10; 11/8; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 2; 24/13; 101/50; 23/13; 19/10; 15/8; 19/10; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 133/50; 27/11; 23/10; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-10 18:22:29 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 13/10; 6/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 131/100; 11/9; 7/5; 13/10; 13/10; 5/4; ; 6/5; 13/10; 
Carlisle; 2; 19/10; 2; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 2; 2; 15/8; 9/5; 2; 19/10; 19/10; 2; 19/10; 107/50; 23/13; 19/10; 15/8; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 5/2; 13/5; 5/2; 12/5; 27/11; 66/25; 27/11; 23/10; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-10 22:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 5/4; 6/5; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 5/4; 131/100; 11/9; 5/4; 13/10; 13/10; 5/4; ; 6/5; 5/4; 
Carlisle; 2; 2; 2; 19/10; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 19/10; 2; 2; 37/19; 107/50; 23/13; 2; 2; 2; 2; ; 19/10; 2; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 27/11; 12/5; 23/10; 23/10; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 66/25; 27/11; 27/11; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-2/colchester-v-carlisle; 2017-10-11 02:22:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 5/4; 6/5; 11/8; 5/4; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 11/9; 5/4; 13/10; 13/10; 13/10; ; 5/4; 13/10; 
Carlisle; 2; 19/10; 19/10; 19/10; 2; 19/10; 19/10; 15/8; 2; 19/10; 15/8; 15/8; 9/5; 2; 15/8; 19/10; 2; 19/10; 2; 23/13; 2; 15/8; 2; 19/10; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 13/5; 47/20; 12/5; 13/5; 13/5; 5/2; 12/5; 5/2; 67/25; 27/11; 27/11; 5/2; 5/2; 49/20; ; 23/10; 23/10; 
META; english/league-2/colchester-v-carlisle; 2017-10-11 10:22:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 5/4; 13/10; 13/10; 5/4; ; 6/5; 5/4; 
Carlisle; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 2; 2; 2; 37/19; 107/50; 30/17; 2; 2; 2; 39/20; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 5/2; 5/2; 12/5; 5/2; 67/25; 28/11; 27/11; 5/2; 5/2; 5/2; ; 23/10; 23/10; 
META; english/league-2/colchester-v-carlisle; 2017-10-11 14:24:34 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 5/4; 13/10; 13/10; 5/4; ; 6/5; 5/4; 
Carlisle; 2; 19/10; 2; 19/10; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 2; 2; 2; 37/19; 107/50; 30/17; 2; 2; 2; 39/20; ; 19/10; 19/10; 
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 12/5; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 5/2; 5/2; 12/5; 5/2; 67/25; 28/11; 27/11; 5/2; 5/2; 5/2; ; 23/10; 23/10; 
META; english/league-2/colchester-v-carlisle; 2017-10-11 18:22:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 11/8; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 24/19; 5/4; 13/10; 13/10; 5/4; ; 6/5; 5/4; 5/4
Carlisle; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 2; 2; 2; 37/19; 107/50; 28/15; 2; 2; 2; 39/20; ; 19/10; 19/10; 21/10
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 5/2; 5/2; 12/5; 5/2; 67/25; 13/5; 27/11; 5/2; 13/5; 5/2; ; 23/10; 23/10; 27/10
META; english/league-2/colchester-v-carlisle; 2017-10-11 22:23:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 24/19; 5/4; 13/10; 13/10; 5/4; ; 6/5; 6/5; 5/4
Carlisle; 2; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 2; 2; 2; 37/19; 107/50; 28/15; 2; 2; 2; 39/20; ; 19/10; 19/10; 21/10
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 5/2; 5/2; 12/5; 5/2; 67/25; 13/5; 27/11; 5/2; 13/5; 5/2; ; 23/10; 23/10; 27/10
META; english/league-2/colchester-v-carlisle; 2017-10-12 02:23:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 24/19; 5/4; 13/10; 13/10; 5/4; ; 6/5; 5/4; 5/4
Carlisle; 2; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 2; 2; 2; 19/10; 9/5; 2; 2; 2; 2; 37/19; 107/50; 28/15; 2; 2; 2; 39/20; ; 19/10; 19/10; 21/10
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 5/2; 5/2; 12/5; 5/2; 67/25; 13/5; 27/11; 5/2; 13/5; 5/2; ; 23/10; 23/10; 27/10
META; english/league-2/colchester-v-carlisle; 2017-10-12 14:23:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 11/8; 5/4; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 23/17; 141/100; 24/19; 5/4; 13/10; 13/10; 27/20; 23/17; ; 5/4; 13/10; 7/5
Carlisle; 2; 19/10; 19/10; 2; 19/10; 19/10; 19/10; 15/8; 2; 19/10; 19/10; 15/8; 9/5; 2; 15/8; 19/10; 2; 24/13; 39/20; 28/15; 2; 15/8; 2; 39/20; 19/10; ; 19/10; 9/5; 19/10
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 5/2; 5/2; 47/20; 12/5; 13/5; 13/5; 5/2; 12/5; 5/2; 67/25; 13/5; 27/11; 5/2; 13/5; 5/2; 5/2; ; 23/10; 23/10; 13/5
META; english/league-2/colchester-v-carlisle; 2017-10-12 18:22:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 26/19; 11/8; 11/8; 6/5; 7/5; 13/10; 23/17; 7/5; 13/10; 27/20; 11/8; 11/8; 13/10; 11/8; 5/4; 23/17; 29/20; 39/29; 23/17; 13/10; 11/8; 27/20; 7/5; ; 11/8; 13/10; 7/5
Carlisle; 2; 19/10; 28/15; 19/10; 15/8; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 15/8; 15/8; 2; 24/13; 193/100; 30/17; 15/8; 15/8; 19/10; 39/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 27/11; 12/5; 5/2; 47/20; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 131/50; 28/11; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 13/5
META; english/league-2/colchester-v-carlisle; 2017-10-12 22:23:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 26/19; 11/8; 11/8; 6/5; 7/5; 13/10; 23/17; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 11/8; 5/4; 23/17; 29/20; 39/29; 23/17; 13/10; 7/5; 27/20; 7/5; ; 11/8; 27/20; 7/5
Carlisle; 2; 15/8; 28/15; 19/10; 15/8; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 15/8; 19/10; 2; 24/13; 193/100; 30/17; 15/8; 15/8; 15/8; 39/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 131/50; 28/11; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 23/10; 13/5
META; english/league-2/colchester-v-carlisle; 2017-10-13 02:23:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 13/10; 13/10; 26/19; 11/8; 11/8; 6/5; 7/5; 13/10; 23/17; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 11/8; 5/4; 23/17; 29/20; 39/29; 23/17; 13/10; 7/5; 27/20; 7/5; ; 11/8; 27/20; 7/5
Carlisle; 2; 15/8; 28/15; 19/10; 15/8; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 15/8; 19/10; 2; 24/13; 193/100; 30/17; 15/8; 15/8; 15/8; 39/20; 24/13; ; 9/5; 17/10; 2
Draw; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 131/50; 28/11; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 13/5
META; english/league-2/colchester-v-carlisle; 2017-10-13 10:24:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 13/10; 26/19; 11/8; 11/8; 6/5; 7/5; 13/10; 23/17; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 11/8; 5/4; 7/5; 36/25; 39/29; 23/17; 13/10; 7/5; 27/20; 7/5; ; 27/20; 27/20; 11/8
Carlisle; 2; 15/8; 28/15; 19/10; 9/5; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 15/8; 15/8; 2; 9/5; 193/100; 30/17; 15/8; 15/8; 15/8; 39/20; 9/5; ; 9/5; 9/5; 2
Draw; 13/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 66/25; 28/11; 27/11; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5
META; english/league-2/colchester-v-carlisle; 2017-10-13 14:25:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 13/10; 26/19; 7/5; 11/8; 6/5; 7/5; 13/10; 23/17; 7/5; 11/8; 27/20; 11/8; 7/5; 13/10; 11/8; 5/4; 23/17; 36/25; 39/29; 23/17; 13/10; 29/20; 27/20; 7/5; ; 27/20; 27/20; 7/5
Carlisle; 2; 15/8; 28/15; 15/8; 9/5; 19/10; 15/8; 9/5; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 15/8; 15/8; 2; 9/5; 193/100; 30/17; 15/8; 15/8; 15/8; 39/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 13/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 13/5; 27/11; 12/5; 12/5; 47/20; 12/5; 11/4; 13/5; 12/5; 12/5; 27/11; 66/25; 28/11; 27/11; 5/2; 13/5; 5/2; 5/2; ; 12/5; 12/5; 13/5
META; english/league-2/colchester-v-carlisle; 2017-10-13 18:23:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 13/10; 26/19; 7/5; 11/8; 6/5; 7/5; 13/10; 23/17; 11/8; 11/8; 27/20; 11/8; 7/5; 13/10; 11/8; 5/4; 23/17; 143/100; 7/5; 23/17; 13/10; 29/20; 11/8; 23/17; ; 13/10; 27/20; 7/5
Carlisle; 2; 15/8; 28/15; 15/8; 15/8; 19/10; 19/10; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 197/100; 17/10; 15/8; 15/8; 19/10; 19/10; 24/13; ; 19/10; 9/5; 19/10
Draw; 13/5; 5/2; 12/5; 12/5; 5/2; 9/4; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 13/5; 13/5; 5/2; 12/5; 27/11; 13/5; 28/11; 27/11; 5/2; 5/2; 5/2; 5/2; ; 23/10; 12/5; 5/2
META; english/league-2/colchester-v-carlisle; 2017-10-13 22:24:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 13/10; 26/19; 7/5; 11/8; 6/5; 7/5; 13/10; 23/17; 11/8; 11/8; 27/20; 11/8; 7/5; 13/10; 11/8; 5/4; 23/17; 143/100; 7/5; 23/17; 13/10; 29/20; 11/8; 23/17; ; 11/8; 13/10; 27/20
Carlisle; 2; 15/8; 28/15; 15/8; 15/8; 19/10; 19/10; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 2; 15/8; 15/8; 2; 24/13; 197/100; 17/10; 15/8; 15/8; 15/8; 19/10; 24/13; ; 19/10; 15/8; 19/10
Draw; 13/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; 13/5; 28/11; 27/11; 5/2; 13/5; 5/2; 5/2; ; 12/5; 23/10; 5/2
META; english/league-2/colchester-v-carlisle; 2017-10-14 02:23:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Colchester; 7/5; 13/10; 26/19; 7/5; 11/8; 6/5; 7/5; 13/10; 23/17; 11/8; 11/8; 27/20; 11/8; 7/5; 13/10; 11/8; 5/4; 23/17; 143/100; 7/5; 23/17; 13/10; 29/20; 11/8; 23/17; ; 13/10; 13/10; 27/20
