META; english/league-2/crawley-v-notts-county; 2017-09-10 14:24:01 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County; 13/10; 6/5; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crawley; 21/10; 21/10; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/crawley-v-notts-county; 2017-09-10 18:23:50 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County; 13/10; 6/5; ; ; 13/10; ; 13/10; 5/4; ; ; ; ; 13/10; ; ; ; ; ; 5/4; ; ; ; ; ; 5/4; ; ; ; 
META; english/league-2/crawley-v-notts-county; 2017-09-13 10:22:35 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County; 13/10; 6/5; 6/5; ; 13/10; 5/4; 5/4; 5/4; 13/10; ; ; 5/4; 13/10; ; 5/4; 13/10; 13/10; ; 13/10; ; ; 13/10; ; 13/10; 5/4; ; 20/21; ; 
Crawley; 21/10; 11/5; 21/10; ; 11/5; 39/20; 11/5; 21/10; 28/13; ; ; 21/10; 21/10; ; 21/10; 28/13; 21/10; ; 21/10; ; ; 28/13; ; 85/40; 9/4; ; 6/4; ; 
Draw; 9/4; 12/5; 47/20; ; 12/5; 41/20; 12/5; 12/5; 11/5; ; ; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 9/4; ; ; 11/5; ; 23/10; 9/4; ; 17/10; ; 
META; english/league-2/crawley-v-notts-county; 2017-09-13 14:23:13 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County; 13/10; 6/5; 13/10; 11/8; 11/8; 5/4; 11/8; 5/4; 13/10; ; 27/20; 13/10; 13/10; ; 5/4; 13/10; 13/10; ; 13/10; 139/100; ; 13/10; ; 13/10; 11/8; ; 5/4; ; 
Crawley; 21/10; 11/5; 19/10; 19/10; 21/10; 39/20; 2; 21/10; 28/13; ; 2; 2; 2; ; 21/10; 21/10; 21/10; ; 21/10; 111/50; ; 28/13; ; 2; 2; ; 19/10; 2/7; 
Draw; 9/4; 12/5; 9/4; 12/5; 23/10; 41/20; 12/5; 12/5; 11/5; ; 23/10; 12/5; 47/20; ; 23/10; 23/10; 11/5; ; 9/4; 119/50; ; 11/5; ; 23/10; 9/4; ; 11/5; 1; 
META; english/league-2/crawley-v-notts-county; 2017-09-13 18:22:43 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; ; 6/5; 6/5; 23/20; ; 5/4; 6/5; 6/5; ; 23/17; 123/100; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5
Crawley; 12/5; 12/5; 43/20; 2; 12/5; 11/5; 23/10; 9/4; 28/13; ; 9/4; 23/10; 23/10; ; 21/10; 9/4; 23/10; ; 39/19; 12/5; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 12/5; 11/5; ; 12/5; 23/10; 47/20; ; 23/10; 12/5; 11/5; ; 9/4; 127/50; 12/5; 11/5; ; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-13 22:22:44 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; ; 6/5; 6/5; 23/20; ; 23/20; 6/5; 6/5; ; 6/5; 123/100; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 10/9; 6/5
Crawley; 12/5; 12/5; 11/5; 2; 12/5; 11/5; 23/10; 9/4; 28/13; ; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10; ; 23/10; 12/5; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 12/5; 11/5; ; 12/5; 23/10; 47/20; ; 12/5; 12/5; 11/5; ; 23/10; 127/50; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 2; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-14 02:22:24 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; ; 6/5; 6/5; 23/20; ; 23/20; 6/5; 6/5; ; 6/5; 123/100; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5
Crawley; 12/5; 12/5; 11/5; 2; 12/5; 11/5; 23/10; 9/4; 28/13; ; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10; ; 23/10; 12/5; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 12/5; 11/5; ; 12/5; 23/10; 47/20; ; 12/5; 12/5; 11/5; ; 23/10; 127/50; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-14 10:22:39 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; ; 6/5; 6/5; 23/20; ; 23/20; 15/13; 6/5; ; 6/5; 123/100; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5
Crawley; 12/5; 12/5; 11/5; 2; 12/5; 11/5; 23/10; 9/4; 28/13; ; 9/4; 23/10; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; 12/5; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 12/5; 11/5; ; 12/5; 23/10; 47/20; ; 12/5; 12/5; 11/5; ; 23/10; 127/50; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-14 14:22:48 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; 15/13; 6/5; 6/5; 23/20; ; 23/20; 15/13; 6/5; ; 6/5; 123/100; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5
Crawley; 12/5; 12/5; 11/5; 2; 12/5; 11/5; 23/10; 9/4; 28/13; 9/4; 9/4; 23/10; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; 12/5; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 12/5; 11/5; 12/5; 12/5; 23/10; 47/20; ; 12/5; 12/5; 11/5; ; 23/10; 127/50; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-14 18:22:37 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 23/20; 11/10; 6/5; 6/5; 5/4; 23/20; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 23/20; 13/10; 23/20; 6/5; 6/5; ; 6/5; 31/25; 8/7; 13/10; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5
Crawley; 12/5; 12/5; 21/10; 2; 23/10; 11/5; 9/4; 23/10; 28/13; 11/5; 11/5; 23/10; 23/10; 5/2; 23/10; 9/4; 23/10; ; 23/10; 119/50; 31/16; 28/13; 11/5; 23/10; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 12/5; 23/10; 23/10; 12/5; 41/20; 12/5; 23/10; 11/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 11/5; ; 23/10; 63/25; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-14 22:22:49 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 6/5; 6/5; 6/5; 6/5; 5/4; 23/20; 5/4; 6/5; 13/10; 6/5; 5/4; 6/5; 6/5; 13/10; 23/20; 6/5; 6/5; ; 6/5; 32/25; 8/7; 13/10; 23/20; 5/4; 6/5; ; 6/5; 6/5; 5/4
Crawley; 9/4; 11/5; 43/20; 2; 23/10; 11/5; 9/4; 23/10; 28/13; 11/5; 11/5; 11/5; 9/4; 5/2; 23/10; 11/5; 23/10; ; 11/5; 58/25; 31/16; 28/13; 11/5; 9/4; 9/4; ; 2; 21/10; 23/10
Draw; 23/10; 12/5; 9/4; 23/10; 12/5; 41/20; 12/5; 23/10; 11/5; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 11/5; ; 40/17; 5/2; 12/5; 11/5; 23/10; 12/5; 9/4; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-notts-county; 2017-09-15 02:21:56 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 6/5; 5/4; 6/5; 6/5; 5/4; 23/20; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 23/20; 5/4; 6/5; ; 6/5; 129/100; 19/16; 13/10; 23/20; 5/4; 6/5; ; 5/4; 6/5; 5/4
Crawley; 9/4; 21/10; 21/10; 2; 9/4; 11/5; 11/5; 9/4; 28/13; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 11/5; 23/10; ; 11/5; 57/25; 15/8; 28/13; 11/5; 9/4; 9/4; ; 2; 2; 9/4
Draw; 23/10; 12/5; 9/4; 23/10; 12/5; 41/20; 12/5; 23/10; 11/5; 23/10; 23/10; 9/4; 5/2; 5/2; 12/5; 23/10; 11/5; ; 40/17; 63/25; 12/5; 11/5; 23/10; 12/5; 9/4; ; 9/4; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-15 10:21:36 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 23/20; 6/5; 6/5; 5/4; 23/20; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 23/20; 6/5; 6/5; ; 5/4; 129/100; 19/16; 13/10; 23/20; 5/4; 6/5; ; 5/4; 6/5; 5/4
Crawley; 11/5; 12/5; 21/10; 2; 11/5; 11/5; 85/40; 9/4; 28/13; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 11/5; 23/10; ; 28/13; 57/25; 15/8; 28/13; 11/5; 9/4; 2; ; 21/10; 2; 9/4
Draw; 13/5; 23/10; 9/4; 23/10; 5/2; 41/20; 13/5; 23/10; 11/5; 23/10; 23/10; 9/4; 5/2; 5/2; 12/5; 12/5; 11/5; ; 40/17; 63/25; 12/5; 11/5; 23/10; 12/5; 12/5; ; 23/10; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-15 14:21:52 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 23/20; 6/5; 23/17; ; 5/4; 32/25; 19/16; 13/10; 23/20; 5/4; 6/5; ; 5/4; 23/20; 5/4
Crawley; 11/5; 11/5; 21/10; 2; 11/5; 39/20; 11/5; 11/5; 28/13; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 11/5; 21/10; ; 28/13; 57/25; 15/8; 28/13; 11/5; 9/4; 2; ; 2; 2; 9/4
Draw; 13/5; 12/5; 9/4; 23/10; 5/2; 39/20; 13/5; 23/10; 11/5; 23/10; 23/10; 9/4; 5/2; 5/2; 12/5; 12/5; 21/10; ; 40/17; 127/50; 12/5; 11/5; 23/10; 12/5; 12/5; ; 12/5; 2; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-15 18:22:03 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 6/5; 6/5; 13/10; 5/4; 13/10; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 13/10; 23/20; 5/4; 23/17; ; 6/5; 63/50; 21/20; 13/10; 5/4; 5/4; 5/4; ; 5/4; 6/5; 5/4
Crawley; 11/5; 11/5; 43/20; 21/10; 11/5; 39/20; 9/4; 11/5; 28/13; 11/5; 11/5; 11/5; 11/5; 23/10; 23/10; 28/13; 21/10; ; 28/13; 113/50; 11/5; 28/13; 11/5; 9/4; 9/4; ; 2; 21/10; 9/4
Draw; 13/5; 12/5; 9/4; 23/10; 5/2; 39/20; 5/2; 23/10; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 21/10; ; 40/17; 131/50; 23/10; 11/5; 12/5; 12/5; 9/4; ; 12/5; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-15 22:22:52 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 6/5; 6/5; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 13/10; 23/20; 5/4; 23/17; ; 5/4; 127/100; 21/20; 13/10; 5/4; 5/4; 5/4; ; 5/4; 6/5; 5/4
Crawley; 11/5; 11/5; 43/20; 21/10; 11/5; 39/20; 9/4; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 23/10; 23/10; 28/13; 21/10; ; 28/13; 9/4; 11/5; 28/13; 11/5; 9/4; 9/4; ; 2; 21/10; 9/4
Draw; 13/5; 12/5; 9/4; 23/10; 12/5; 39/20; 5/2; 23/10; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 21/10; ; 40/17; 13/5; 23/10; 11/5; 12/5; 12/5; 9/4; ; 12/5; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-16 02:23:19 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 6/5; 6/5; 13/10; 5/4; 13/10; 5/4; 11/10; 13/10; 5/4; 5/4; 6/5; 6/5; 5/4; 23/20; 5/4; 23/17; ; 5/4; 32/25; 13/10; 13/10; 5/4; 5/4; 6/5; ; 5/4; 6/5; 5/4
Crawley; 11/5; 11/5; 41/20; 21/10; 11/5; 39/20; 11/5; 23/10; 28/13; 11/5; 11/5; 21/10; 11/5; 12/5; 23/10; 28/13; 21/10; ; 28/13; 9/4; 9/5; 28/13; 21/10; 85/40; 2; ; 21/10; 2; 11/5
Draw; 13/5; 12/5; 9/4; 23/10; 5/2; 39/20; 13/5; 12/5; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 21/10; ; 40/17; 129/50; 28/11; 11/5; 12/5; 12/5; 12/5; ; 12/5; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-16 10:22:04 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 23/20; 6/5; 13/10; 5/4; 23/20; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 13/10; 23/20; 5/4; 6/5; ; 5/4; 127/100; 13/10; 13/10; 5/4; 5/4; 6/5; ; 6/5; 6/5; 5/4
Crawley; 11/5; 23/10; 21/10; 21/10; 11/5; 41/20; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 23/10; 23/10; 28/13; 11/5; ; 28/13; 57/25; 9/5; 28/13; 21/10; 85/40; 2; ; 21/10; 2; 11/5
Draw; 13/5; 12/5; 9/4; 23/10; 5/2; 11/5; 13/5; 12/5; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; ; 40/17; 64/25; 28/11; 11/5; 12/5; 12/5; 12/5; ; 12/5; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-16 14:23:23 GMT+3; 2017-09-16 15:00; Nothing; Xlenovo
Notts County ; 13/10; 6/5; 6/5; 13/10; 13/10; 23/20; 5/4; 6/5; 13/10; 5/4; 6/5; 6/5; 6/5; 13/10; 23/20; 5/4; 6/5; ; 6/5; 127/100; 19/16; 13/10; 5/4; 5/4; 6/5; ; 5/4; 6/5; 5/4
Crawley; 11/5; 9/4; 21/10; 21/10; 11/5; 41/20; 9/4; 11/5; 28/13; 11/5; 11/5; 11/5; 11/5; 23/10; 23/10; 28/13; 11/5; ; 28/13; 23/10; 2; 28/13; 11/5; 85/40; 2; ; 21/10; 2; 9/4
Draw; 13/5; 12/5; 9/4; 23/10; 12/5; 11/5; 5/2; 12/5; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 23/10; ; 40/17; 51/20; 28/11; 11/5; 12/5; 12/5; 12/5; ; 12/5; 23/10; 5/2
META; english/league-2/crawley-v-notts-county; 2017-09-16 18:23:25 GMT+3; 2017-09-16 15:00; In Play; Xlenovo
Notts County; 15/8; 13/8; ; 2/9; 6/4; 2; 17/10; 3/10; ; 7/5; 27/20; 11/8; 15/8; ; ; ; 1/3; ; ; ; ; ; 6/4; ; ; ; ; ; 
Draw; 13/10; 11/8; ; 9/2; 12/5; 21/20; 29/20; 11/4; ; 7/4; 2; 21/10; 5/4; ; ; ; 29/10; ; ; ; ; ; 23/10; ; ; ; ; ; 
