META; english/league-2/accrington-v-coventry; 2017-10-08 02:22:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Coventry; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/accrington-v-coventry; 2017-10-08 10:23:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Coventry; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/accrington-v-coventry; 2017-10-08 14:23:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Accrington; 6/4; 3/2; ; ; ; ; 6/4; 6/4; ; ; ; ; ; ; ; ; ; 16/11; 6/4; ; ; ; 31/20; 6/4; ; 5/6; ; 
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 6/4; 16/11; 29/20; 6/4; 29/20; 6/4; 8/5; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 6/4; 6/4; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 15/8; 15/8; 37/20; 17/10; 15/8; 7/4; 15/8; 19/10; 9/5; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 7/4; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 43/20; 9/4; 9/4; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 2; 
META; english/league-2/accrington-v-coventry; 2017-10-09 18:23:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 6/4; 16/11; 29/20; 6/4; 29/20; 6/4; 8/5; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 6/4; 6/4; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 15/8; 15/8; 37/20; 17/10; 15/8; 7/4; 15/8; 19/10; 9/5; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 43/20; 9/4; 9/4; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 2; 
META; english/league-2/accrington-v-coventry; 2017-10-09 22:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 6/4; 16/11; 29/20; 6/4; 29/20; 6/4; 8/5; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 15/8; 15/8; 37/20; 17/10; 15/8; 7/4; 15/8; 19/10; 9/5; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 43/20; 9/4; 9/4; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-10 02:22:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 6/4; 16/11; 29/20; 6/4; 29/20; 6/4; 8/5; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 15/8; 15/8; 37/20; 17/10; 15/8; 7/4; 15/8; 19/10; 9/5; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 21/10; 11/5; 43/20; 9/4; 9/4; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-10 10:22:36 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; ; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 15/8; 24/13; 15/8; 15/8; 37/20; 17/10; 19/10; 7/4; 15/8; 19/10; 9/5; 39/20; 8/5; 24/13; 9/5; 19/10; ; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; ; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-10 14:23:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 16/11; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 15/8; 15/8; 24/13; 15/8; 15/8; 37/20; 17/10; 19/10; 7/4; 15/8; 19/10; 24/13; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 28/13; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-10 18:22:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 6/4; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 19/10; 15/8; 24/13; 19/10; 15/8; 37/20; 17/10; 19/10; 7/4; 15/8; 19/10; 24/13; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 11/5; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-10 22:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 7/5; 6/4; 29/20; 29/20; 4/3; 6/4; 7/5; 16/11; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 6/4; 79/50; 7/5; 16/11; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Accrington; 19/10; 19/10; 19/10; 19/10; 15/8; 9/5; 19/10; 15/8; 24/13; 19/10; 15/8; 37/20; 17/10; 19/10; 7/4; 15/8; 19/10; 24/13; 39/20; 8/5; 24/13; 9/5; 19/10; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 11/5; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-11 02:22:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 7/5; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 9/5; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 8/5; 24/13; 9/5; 9/5; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-11 10:22:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 7/5; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 9/5; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 8/5; 24/13; 9/5; 9/5; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-11 14:24:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 7/5; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 9/5; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 8/5; 24/13; 9/5; 9/5; 9/5; ; 9/5; 9/5; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 
META; english/league-2/accrington-v-coventry; 2017-10-11 18:22:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 22/15; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 13/8
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 15/8; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 33/19; 24/13; 9/5; 9/5; 9/5; ; 9/5; 9/5; 15/8
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-11 22:23:04 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 22/15; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 13/8
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 15/8; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 33/19; 24/13; 9/5; 9/5; 9/5; ; 9/5; 9/5; 15/8
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-12 02:23:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 8/5; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 8/5; 6/4; 7/5; 6/4; 41/25; 22/15; 16/11; 6/4; 31/20; 6/4; ; 6/4; 6/4; 13/8
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 15/8; 9/5; 17/10; 15/8; 7/4; 15/8; 24/13; 9/5; 47/25; 33/19; 24/13; 9/5; 9/5; 9/5; ; 7/4; 9/5; 15/8
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 117/50; 23/10; 9/4; 9/4; 23/10; 11/5; ; 21/10; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-12 14:23:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 7/5; 6/4; 17/11; 29/20; 6/4; 4/3; 6/4; 6/4; 16/11; 31/20; 31/20; 29/20; 6/4; 31/20; 6/4; 6/4; 7/5; 16/11; 153/100; 22/15; 16/11; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 6/4
Accrington; 19/10; 9/5; 9/5; 19/10; 15/8; 9/5; 15/8; 9/5; 24/13; 9/5; 15/8; 9/5; 17/10; 15/8; 15/8; 15/8; 24/13; 24/13; 49/25; 33/19; 24/13; 9/5; 9/5; 9/5; 19/10; ; 9/5; 9/5; 19/10
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 9/4; 121/50; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-12 18:22:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 5/4; 6/4; 13/10; 7/5; 13/10; 4/3; 11/8; 5/4; 23/17; 7/5; 7/5; 13/10; 6/4; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 9/7; 23/17; 7/5; 11/8; 11/8; 23/17; ; 5/4; 7/5; 7/5
Accrington; 11/5; 9/5; 11/5; 19/10; 11/5; 9/5; 21/10; 21/10; 2; 21/10; 15/8; 21/10; 17/10; 11/5; 21/10; 21/10; 11/5; 21/10; 56/25; 21/10; 2; 2; 21/10; 21/10; 28/13; ; 2; 9/5; 11/5
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; 12/5; 41/20; 9/4; 12/5; 23/10; 9/4; 11/5; 11/5; 119/50; 9/4; 9/4; 11/5; 23/10; 11/5; 28/13; ; 9/4; 21/10; 11/5
META; english/league-2/accrington-v-coventry; 2017-10-12 22:23:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 5/4; 11/8; 5/4; 7/5; 5/4; 4/3; 13/10; 5/4; 23/17; 13/10; 13/10; 13/10; 6/4; 13/10; 5/4; 13/10; 5/4; 5/4; 129/100; 16/13; 23/17; 13/10; 13/10; 13/10; 5/4; ; 5/4; 6/5; 5/4
Draw; 23/10; 11/5; 21/10; 9/4; 23/10; 21/10; 11/5; 23/10; 9/4; 21/10; 11/5; 41/20; 9/4; 12/5; 9/4; 11/5; 11/5; 11/5; 119/50; 9/4; 9/4; 11/5; 23/10; 11/5; 11/5; ; 11/5; 21/10; 23/10
Accrington; 11/5; 2; 23/10; 19/10; 11/5; 9/5; 11/5; 21/10; 2; 23/10; 9/4; 43/20; 17/10; 11/5; 11/5; 11/5; 11/5; 9/4; 121/50; 28/13; 2; 9/4; 9/4; 23/10; 23/10; ; 11/5; 11/5; 12/5
META; english/league-2/accrington-v-coventry; 2017-10-13 02:23:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 13/10; 13/10; 5/4; 5/4; 5/4; 4/3; 5/4; 5/4; 23/17; 5/4; 13/10; 6/5; 6/4; 13/10; 6/5; 5/4; 5/4; 6/5; 63/50; 16/13; 23/17; 5/4; 13/10; 5/4; 6/5; ; 5/4; 6/5; 5/4
Accrington; 23/10; 11/5; 23/10; 23/10; 9/4; 9/5; 23/10; 21/10; 2; 12/5; 9/4; 9/4; 17/10; 11/5; 23/10; 9/4; 11/5; 23/10; 123/50; 28/13; 2; 23/10; 9/4; 47/20; 40/17; ; 11/5; 11/5; 9/4
Draw; 5/2; 11/5; 21/10; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 21/10; 11/5; 41/20; 9/4; 12/5; 23/10; 9/4; 11/5; 11/5; 12/5; 9/4; 9/4; 9/4; 23/10; 11/5; 9/4; ; 11/5; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-13 10:24:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 13/10; 13/10; 5/4; 5/4; 5/4; 4/3; 5/4; 5/4; 15/13; 5/4; 13/10; 6/5; 6/4; 13/10; 6/5; 5/4; 5/4; 6/5; 63/50; 16/13; 15/13; 5/4; 13/10; 5/4; 6/5; ; 5/4; 6/5; 5/4
Accrington; 23/10; 11/5; 23/10; 23/10; 9/4; 9/5; 23/10; 21/10; 9/4; 12/5; 9/4; 9/4; 17/10; 11/5; 23/10; 23/10; 11/5; 40/17; 123/50; 28/13; 9/4; 23/10; 9/4; 47/20; 12/5; ; 9/4; 11/5; 9/4
Draw; 5/2; 11/5; 21/10; 11/5; 23/10; 21/10; 11/5; 23/10; 40/17; 21/10; 11/5; 41/20; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 12/5; 9/4; 40/17; 9/4; 23/10; 11/5; 9/4; ; 11/5; 21/10; 11/5
META; english/league-2/accrington-v-coventry; 2017-10-13 14:25:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 13/10; 13/10; 5/4; 5/4; 5/4; 4/3; 5/4; 6/5; 15/13; 5/4; 13/10; 6/5; 13/10; 13/10; 6/5; 5/4; 5/4; 6/5; 5/4; 16/13; 15/13; 5/4; 13/10; 5/4; 6/5; ; 5/4; 6/5; 5/4
Accrington; 23/10; 11/5; 23/10; 9/4; 9/4; 9/5; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 2; 12/5; 23/10; 9/4; 11/5; 40/17; 5/2; 28/13; 9/4; 23/10; 23/10; 47/20; 40/17; ; 9/4; 11/5; 9/4
Draw; 5/2; 11/5; 21/10; 9/4; 23/10; 21/10; 11/5; 23/10; 40/17; 21/10; 11/5; 41/20; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; 119/50; 9/4; 40/17; 9/4; 23/10; 11/5; 9/4; ; 9/4; 21/10; 23/10
META; english/league-2/accrington-v-coventry; 2017-10-13 18:23:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 5/4; 13/10; 15/13; 5/4; 23/20; 4/3; 5/4; 6/5; 6/5; 23/20; 6/5; 23/20; 5/4; 13/10; 23/20; 6/5; 5/4; 15/13; 123/100; 19/16; 6/5; 6/5; 5/4; 6/5; 6/5; ; 6/5; 5/4; 23/20
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 21/10; 11/5; 23/10; 40/17; 21/10; 21/10; 41/20; 23/10; 12/5; 23/10; 11/5; 11/5; 9/4; 61/25; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; ; 11/5; 21/10; 12/5
Accrington; 5/2; 11/5; 5/2; 9/4; 12/5; 9/5; 12/5; 9/4; 11/5; 13/5; 5/2; 5/2; 21/10; 12/5; 12/5; 12/5; 11/5; 40/17; 5/2; 23/10; 11/5; 5/2; 5/2; 12/5; 12/5; ; 12/5; 21/10; 5/2
META; english/league-2/accrington-v-coventry; 2017-10-13 22:24:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Coventry; 11/10; 11/10; 15/13; 5/4; 11/10; 4/3; 11/10; 11/10; 6/5; 23/20; 23/20; 11/10; 5/4; 6/5; 23/20; 11/10; 11/10; 11/10; 29/25; 19/16; 6/5; 6/5; 23/20; 23/20; 15/13; ; 23/20; 10/9; 23/20
Draw; 5/2; 23/10; 21/10; 9/4; 12/5; 21/10; 23/10; 23/10; 40/17; 21/10; 23/10; 41/20; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; ; 23/10; 21/10; 12/5
Accrington; 14/5; 13/5; 13/5; 9/4; 5/2; 9/5; 5/2; 12/5; 11/5; 13/5; 5/2; 5/2; 21/10; 13/5; 12/5; 5/2; 5/2; 27/11; 131/50; 23/10; 11/5; 5/2; 11/4; 51/20; 5/2; ; 12/5; 23/10; 5/2
