META; english/premier-league/man-city-v-stoke; 2017-09-20 22:17:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-22 18:17:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-22 22:17:54 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-23 02:17:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-23 10:17:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-23 14:18:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-23 18:17:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-23 22:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-24 02:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 5; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-24 10:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 11/2; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-24 14:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; ; 2/9; ; ; ; 2/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 61/10; ; ; ; 11/2; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-24 18:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; 1/6; ; ; ; ; ; 1/5; ; ; ; ; ; 1/5; ; 1/5; 1/5; ; ; 2/9; ; ; ; 1/6; ; ; ; ; 
Draw; ; 6; ; ; ; ; ; 9/2; ; ; ; ; ; 5; ; 13/2; 11/2; ; ; 61/10; ; ; ; 6; ; ; ; ; 
Stoke; ; 14; ; ; ; ; ; 14; ; ; ; ; ; 14; ; 16; 11; ; ; 17; ; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-24 22:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; ; 1/6; ; ; ; ; 1/6; 1/5; 2/13; 1/8; 2/15; ; ; 1/6; ; 2/11; 1/5; ; 1/6; 2/9; 1/8; 2/13; ; 2/13; ; ; ; ; 
Draw; ; 6; ; ; ; ; 7; 9/2; 13/2; 7; 7; ; ; 15/2; ; 7; 11/2; ; 25/4; 61/10; 67/10; 13/2; ; 6; ; ; ; ; 
Stoke; ; 14; ; ; ; ; 22; 14; 18; 22; 22; ; ; 22; ; 16; 11; ; 12; 17; 14; 17; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-25 02:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; ; ; ; ; 1/6; 1/5; 2/13; 1/8; 2/15; ; ; 1/6; 1/6; 2/11; 1/5; ; 1/6; 2/9; 1/8; 2/13; ; 2/13; ; ; ; ; 
Draw; 13/2; 6; ; ; ; ; 7; 9/2; 13/2; 7; 7; ; ; 15/2; 7; 7; 11/2; ; 25/4; 61/10; 67/10; 13/2; ; 13/2; ; ; ; ; 
Stoke; 12; 14; ; ; ; ; 22; 14; 18; 22; 22; ; ; 22; 14; 16; 11; ; 12; 17; 14; 17; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-25 10:17:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; ; ; ; ; 1/6; 1/5; 2/13; 1/8; 2/15; ; ; 1/6; 1/6; 2/11; 1/5; ; 1/6; 2/9; 1/8; 2/13; ; 2/13; ; ; ; ; 
Draw; 13/2; 6; ; ; ; ; 7; 9/2; 13/2; 15/2; 7; ; ; 15/2; 7; 7; 11/2; ; 13/2; 61/10; 67/10; 13/2; ; 13/2; ; ; ; ; 
Stoke; 12; 14; ; ; ; ; 22; 14; 18; 22; 22; ; ; 22; 14; 16; 11; ; 12; 17; 14; 17; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-25 14:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; ; 1/6; 1/5; 2/13; 2/15; ; ; ; 1/6; 2/13; 1/6; 1/5; 2/13; 1/8; 19/100; 1/8; ; ; 2/13; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; ; 7; 9/2; 13/2; 7; ; ; ; 15/2; 7; 15/2; 11/2; 13/2; 29/4; 7; 67/10; ; ; 13/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; ; 22; 14; 18; 22; ; ; ; 22; 16; 18; 11; 17; 61/4; 19; 14; ; ; 14; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-25 18:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 1/6; 2/13; 3/19; 2/13; ; 1/7; 19/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 15/2; 7; 27/4; 13/2; ; 7; 7; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; ; 59/4; 19; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-25 22:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 1/6; 2/13; 1/7; 2/13; 2/13; 1/7; 19/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 15/2; 7; 13/2; 13/2; 13/2; 7; 7; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 19; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-26 02:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-26 10:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 1/6; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 18; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-26 14:17:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; ; 1/8; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; ; 29/4; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; ; 61/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-26 18:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-26 22:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; ; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; 13/2; 7; 41/5; ; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 37/2; ; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-27 02:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 7; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 22; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-27 10:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 15/2; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 20; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-27 14:18:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/5; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/7; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 9/2; 13/2; 7; ; 7; ; 15/2; 7; 13/2; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 7; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 14; 18; 22; ; 18; ; 20; 16; 14; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-27 22:17:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/7; 2/13; 2/15; ; 1/7; ; 1/7; 2/13; 1/9; 2/13; 2/13; 1/8; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 29/4; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 20; 18; 22; ; 18; ; 20; 16; 11; 14; 17; 61/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-28 02:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/7; 2/13; 2/15; ; 1/7; ; 1/7; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 20; 18; 22; ; 18; ; 20; 16; 11; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-28 10:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 15/2; 13/2; 7; ; 7; ; 15/2; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 20; 18; 22; ; 18; ; 20; 16; 11; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-28 14:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/8; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 29/4; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 22; 18; 22; ; 18; ; 22; 16; 11; 14; 17; 61/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-28 18:17:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 22; 18; 22; ; 18; ; 22; 16; 13; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-28 22:16:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 22; 18; 22; ; 18; ; 22; 16; 13; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-29 02:16:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 22; 18; 22; ; 18; ; 22; 16; 13; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-29 10:16:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/7; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 7; 13/2; 7; ; 7; ; 7; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 20; 18; 22; ; 18; ; 22; 16; 13; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-29 14:16:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Man City; 1/6; 1/6; 1/7; ; ; 1/6; 2/13; 1/8; 2/13; 2/15; ; 1/7; ; 2/15; 2/13; 1/9; 2/13; 2/13; 1/7; 17/100; 1/8; 2/13; ; 1/8; ; ; ; ; 
Draw; 13/2; 6; 7; ; ; 7; 7; 15/2; 13/2; 7; ; 7; ; 15/2; 7; 6; 13/2; 13/2; 7; 41/5; 67/10; 13/2; ; 15/2; ; ; ; ; 
Stoke; 12; 14; 22; ; ; 11; 22; 20; 18; 22; ; 18; ; 20; 16; 13; 14; 17; 59/4; 37/2; 14; 17; ; 16; ; ; ; ; 
META; english/premier-league/man-city-v-stoke; 2017-09-29 18:16:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
