META; english/premier-league/west-ham-v-crystal-palace; 2018-01-03 18:16:58 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-05 10:16:52 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-05 14:17:21 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-05 18:18:16 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-05 22:17:50 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-06 02:17:04 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-06 10:17:15 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-06 14:17:36 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-06 18:17:10 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-06 22:17:01 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-07 02:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-07 10:16:55 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-07 14:18:12 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 59/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; ; 
Crystal Palace; ; ; ; ; 119/50; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; ; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-07 18:17:05 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 1/100; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-07 22:17:12 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 1/25; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-08 02:17:10 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-08 10:16:54 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-08 14:17:17 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 19/10; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-08 18:17:23 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-08 22:17:09 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-09 02:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-09 10:17:03 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-09 14:17:03 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-09 18:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-09 22:16:59 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-10 02:16:52 GMT+2; ; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/6; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-10 10:16:52 GMT+2; ; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 1/25; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-10 14:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 1/25; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-10 18:17:04 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; 2; ; 
Crystal Palace; ; ; ; ; 119/ 50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; 1/25; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-10 22:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; 2; ; 
Crystal Palace; ; ; ; ; 119/ 50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; 1/25; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-11 02:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; 2; ; 
Crystal Palace; ; ; ; ; 119/ 50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-11 10:16:57 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; 2; ; 
Crystal Palace; ; ; ; ; 119/ 50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-11 14:17:05 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-11 18:17:34 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-11 22:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-12 02:16:53 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-12 10:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-12 14:17:08 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; ; ; ; ; 11/8; 6/5; ; 6/5; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 59/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; 2; ; 
Crystal Palace; ; ; ; ; 119/50; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 12/5; ; ; 4/11; ; 
