META; english/premier-league/west-ham-v-crystal-palace; 2018-01-03 18:16:58 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; ; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; ; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; ; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-19 22:17:47 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-20 02:17:32 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 11/5; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 11/5; 85/40; 11/5; 21/10; 21/10; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 2; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 2; 11/5; 9/4; 21/10; 28/13; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-20 10:17:18 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 13/10; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 28/13; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 28/13; 85/40; 11/5; 21/10; 21/10; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 28/13; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-20 14:18:10 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 11/8; 23/17; 7/5; 23/17; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 28/13; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; 37/19; 28/13; 85/40; 11/5; 21/10; 39/19; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 28/13; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-20 18:17:18 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 11/8; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 11/8; 23/17; 7/5; 23/17; ; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 
Crystal Palace; 15/8; 21/10; 2; 23/10; 58/25; 11/5; 21/10; 11/5; 28/13; 2; ; 2; ; 41/20; 11/5; 2; 23/10; 39/19; 23/10; ; 28/13; 85/40; 11/5; 21/10; 21/10; 2; ; 
Draw; 12/5; 21/10; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 21/10; 21/10; 21/10; 28/13; 21/10; ; 21/10; 11/5; 9/4; 21/10; 28/13; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-20 22:16:56 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; ; 
Crystal Palace; 15/8; 2; 2; 23/10; 23/10; 11/5; 21/10; 11/5; 28/13; 2; ; 21/10; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 85/40; 21/10; 39/19; 7/5; ; 
Draw; 12/5; 9/4; 21/10; 11/5; 111/ 50; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-21 02:16:55 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; ; 20/21
Crystal Palace; 15/8; 2; 2; 23/10; 23/10; 11/5; 21/10; 11/5; 28/13; 2; ; 21/10; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 85/40; 21/10; 39/19; 21/10; ; 
Draw; 12/5; 9/4; 21/10; 11/5; 111/ 50; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-21 10:16:46 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; ; 20/21
Crystal Palace; 15/8; 2; 2; 23/10; 23/10; 11/5; 21/10; 11/5; 28/13; 2; ; 21/10; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 85/40; 21/10; 39/19; 21/10; ; 
Draw; 12/5; 9/4; 21/10; 11/5; 111/ 50; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; ; 
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-21 14:16:45 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 27/20; ; 7/5
Crystal Palace; 15/8; 2; 2; 23/10; 23/10; 11/5; 21/10; 11/5; 28/13; 2; ; 21/10; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 11/5; 21/10; 39/19; 21/10; ; 11/5
Draw; 12/5; 9/4; 21/10; 11/5; 111/ 50; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; ; 21/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-21 18:16:43 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 11/8; 7/5; 11/8; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 11/8; ; 7/5
Crystal Palace; 15/8; 2; 2; 23/10; 23/10; 11/5; 21/10; 11/5; 28/13; 2; ; 21/10; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 85/40; 21/10; 39/19; 21/10; ; 11/5
Draw; 12/5; 9/4; 21/10; 11/5; 111/ 50; 9/4; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; ; 21/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-21 22:16:37 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 29/20; 7/5; 7/5; 7/5; 7/5; ; 11/8; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; ; 7/5
Crystal Palace; 15/8; 2; 2; 23/10; 111/ 50; 11/5; 21/10; 21/10; 28/13; 2; ; 2; ; 41/20; 21/10; 2; 21/10; 2; 21/10; 37/19; 28/13; 2; 85/40; 2; 2; 21/10; ; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 23/10; 23/10; 11/5; 9/4; 21/10; 21/10; ; 9/4; ; 43/20; 11/5; ; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; ; 11/5
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-22 02:16:36 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 5/4; 149/ 100; 29/20; 7/5; 7/5; 7/5; 11/8; ; 11/8; ; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 17/13; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; ; 7/5
Crystal Palace; 15/8; 2; 2; 23/10; 111/ 50; 11/5; 21/10; 21/10; 28/13; 2; ; 2; ; 41/20; 21/10; 2; 21/10; 2; 21/10; 37/19; 28/13; 2; 85/40; 2; 39/19; 21/10; ; 21/10
Draw; 12/5; 9/4; 21/10; 11/5; 23/10; 23/10; 11/5; 9/4; 21/10; 21/10; ; 9/4; ; 43/20; 11/5; ; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; ; 11/5
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-22 10:16:29 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 6/4; 11/8; 39/25; 6/4; 6/4; 6/4; 7/5; 29/20; ; 6/4; ; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 22/15; 7/5; 6/4; 6/4; 29/20; 16/11; 7/5; ; 6/4
Crystal Palace; 15/8; 2; 19/10; 21/10; 85/40; 21/10; 2; 2; 28/13; 19/10; ; 2; ; 2; 21/10; 19/10; 21/10; 37/19; 21/10; 37/19; 28/13; 2; 21/10; 39/20; 2; 2; ; 21/10
Draw; 12/5; 11/5; 21/10; 11/5; 57/25; 23/10; 11/5; 9/4; 21/10; 21/10; ; 21/10; ; 11/5; 11/5; ; 11/5; 28/13; 11/5; 40/17; 21/10; 9/4; 9/4; 11/5; 11/5; 21/10; ; 11/5
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-22 14:16:27 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 16/11; 11/8; 29/20; 6/4; 7/5; 6/4; 7/5; 7/5; ; 29/20; ; 29/20; 7/5; 11/8; 7/5; 23/17; 7/5; 22/15; 7/5; 7/5; 31/20; 7/5; 16/11; 7/5; 5/4; 7/5
Crystal Palace; 15/8; 2; 2; 21/10; 56/25; 11/5; 21/10; 21/10; 28/13; 2; ; 2; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 37/19; 28/13; 85/40; 2; 2; 2; 2; 15/8; 11/5
Draw; 12/5; 11/5; 21/10; 11/5; 47/20; 11/5; 11/5; 21/10; 21/10; 21/10; ; 11/5; ; 11/5; 11/5; ; 11/5; 11/5; 11/5; 40/17; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-22 18:16:28 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 11/8; 38/25; 6/4; 7/5; 6/4; 7/5; 7/5; ; 7/5; ; 29/20; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 5/4; 7/5
Crystal Palace; 2; 2; 2; 21/10; 109/ 50; 11/5; 21/10; 21/10; 28/13; 2; ; 2; ; 41/20; 21/10; 2; 21/10; 39/19; 21/10; 39/19; 28/13; 85/40; 21/10; 2; 39/19; 2; 15/8; 21/10
Draw; 9/4; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 21/10; ; 11/5; ; 11/5; 11/5; ; 11/5; 28/13; 11/5; 40/17; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; 2; 9/4
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-22 22:16:28 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 11/8; 153/ 100; 6/4; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; ; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 7/5; 7/5; 7/5; 5/4; 6/4
Crystal Palace; 2; 2; 2; 21/10; 85/40; 11/5; 2; 21/10; 28/13; 2; 2; 2; ; 41/20; 21/10; 2; 21/10; 2; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; 21/10; 15/8; 21/10
Draw; 9/4; 9/4; 11/5; 11/5; 117/ 50; 11/5; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; ; 11/5; 11/5; 11/5; 40/17; 21/10; 23/10; 23/10; 11/5; 11/5; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-23 02:16:23 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 11/8; 153/ 100; 6/4; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; ; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 7/5; 7/5; 7/5; 5/4; 6/4
Crystal Palace; 2; 2; 2; 21/10; 85/40; 11/5; 2; 21/10; 28/13; 2; 2; 2; ; 41/20; 21/10; 2; 21/10; 2; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; 21/10; 15/8; 21/10
Draw; 9/4; 9/4; 11/5; 11/5; 117/ 50; 11/5; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; ; 11/5; 11/5; 11/5; 40/17; 21/10; 23/10; 23/10; 11/5; 11/5; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-23 10:16:23 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 11/8; 153/ 100; 6/4; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; ; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 7/5; 7/5; 7/5; 5/4; 6/4
Crystal Palace; 2; 2; 2; 21/10; 85/40; 11/5; 2; 21/10; 28/13; 2; 2; 2; ; 41/20; 21/10; 2; 21/10; 2; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; 2; 15/8; 21/10
Draw; 9/4; 9/4; 11/5; 11/5; 117/ 50; 11/5; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; ; 11/5; 11/5; 11/5; 40/17; 21/10; 23/10; 23/10; 11/5; 11/5; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-23 14:16:21 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 11/8; 7/5; 7/5; 11/8; 153/ 100; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 29/20; ; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 7/5; 7/5; 7/5; 27/20; 6/4
Crystal Palace; 2; 2; 2; 21/10; 54/25; 21/10; 2; 21/10; 28/13; 2; 2; 19/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; 2; 7/4; 21/10
Draw; 9/4; 9/4; 11/5; 11/5; 23/10; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 40/17; 21/10; 23/10; 23/10; 11/5; 11/5; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-23 18:16:20 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 29/20; 6/4; 16/11; 11/8; 157/ 100; 6/4; 6/4; 6/4; 7/5; 29/20; 7/5; 29/20; ; 6/4; 6/4; 7/5; 7/5; 16/11; 7/5; 13/9; 7/5; 6/4; 31/20; 7/5; 16/11; 6/4; 6/4; 6/4
Crystal Palace; 15/8; 19/10; 2; 21/10; 21/10; 21/10; 2; 21/10; 28/13; 19/10; 2; 19/10; ; 39/20; 2; 19/10; 21/10; 37/19; 21/10; 39/19; 28/13; 2; 2; 2; 2; 2; 19/10; 21/10
Draw; 9/4; 11/5; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; ; 43/20; 11/5; 21/10; 11/5; 28/13; 11/5; 23/10; 21/10; 23/10; 23/10; 11/5; 11/5; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-23 22:16:22 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 29/20; 6/4; 6/4; 11/8; 13/8; 31/20; 6/4; 6/4; 6/4; 6/4; 7/5; 31/20; ; 31/20; 8/5; 6/4; 17/11; 6/4; 17/11; 52/35; 6/4; 8/5; 13/8; 6/4; 6/4; ; 6/4; 6/4; 6/4
Crystal Palace; 15/8; 19/10; 28/15; 2; 199/ 100; 19/10; 19/10; 15/8; 19/10; 15/8; 2; 19/10; ; 19/10; 19/10; 19/10; 19/10; 24/13; 19/10; 37/19; 19/10; 15/8; 19/10; 15/8; 19/10; ; 19/10; 19/10; 19/10
Draw; 9/4; 11/5; 21/10; 11/5; 117/ 50; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-24 02:16:20 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 11/8; 33/20; 31/20; 8/5; 6/4; 6/4; 6/4; 7/5; 31/20; ; 31/20; 8/5; 7/5; 17/11; 6/4; 17/11; 52/35; 6/4; 8/5; 13/8; 6/4; 17/11; ; 6/4; 6/4; 8/5
Crystal Palace; 9/5; 19/10; 28/15; 2; 39/20; 19/10; 15/8; 15/8; 19/10; 9/5; 2; 19/10; ; 19/10; 19/10; 15/8; 19/10; 24/13; 19/10; 37/19; 19/10; 15/8; 19/10; 15/8; 24/13; ; 19/10; 19/10; 19/10
Draw; 9/4; 11/5; 21/10; 11/5; 47/20; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-24 10:16:18 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 11/8; 33/20; 31/20; 8/5; 6/4; 6/4; 6/4; 7/5; 31/20; ; 31/20; 8/5; 7/5; 17/11; 6/4; 17/11; 52/35; 6/4; 8/5; 13/8; 6/4; 17/11; ; 8/5; 6/4; 8/5
Crystal Palace; 9/5; 15/8; 28/15; 2; 39/20; 19/10; 15/8; 15/8; 19/10; 9/5; 2; 19/10; ; 19/10; 19/10; 15/8; 19/10; 24/13; 19/10; 37/19; 19/10; 15/8; 19/10; 15/8; 24/13; ; 19/10; 19/10; 19/10
Draw; 9/4; 9/4; 21/10; 11/5; 47/20; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-24 14:16:16 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 11/8; 33/20; 31/20; 8/5; 6/4; 6/4; 6/4; 7/5; 31/20; ; 31/20; 8/5; 7/5; 17/11; 6/4; 17/11; 23/15; 6/4; 8/5; 13/8; 6/4; 17/11; ; 13/8; 13/8; 8/5
Crystal Palace; 9/5; 15/8; 28/15; 2; 39/20; 19/10; 15/8; 15/8; 19/10; 9/5; 2; 19/10; ; 19/10; 19/10; 15/8; 19/10; 24/13; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 24/13; ; 19/10; 19/10; 19/10
Draw; 9/4; 9/4; 21/10; 11/5; 47/20; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-24 18:16:16 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 11/8; 33/20; 31/20; 8/5; 6/4; 6/4; 6/4; 7/5; 31/20; ; 31/20; 8/5; 7/5; 17/11; 6/4; 17/11; 23/15; 6/4; 8/5; 13/8; 6/4; 17/11; ; 13/8; 13/8; 8/5
Crystal Palace; 9/5; 15/8; 28/15; 2; 39/20; 19/10; 15/8; 15/8; 19/10; 9/5; 2; 19/10; ; 19/10; 19/10; 15/8; 19/10; 24/13; 19/10; 19/10; 19/10; 15/8; 19/10; 15/8; 24/13; ; 19/10; 19/10; 19/10
Draw; 9/4; 9/4; 21/10; 11/5; 47/20; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-24 22:16:16 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 8/5; 11/8; 33/20; 13/8; 8/5; 13/8; 6/4; 31/20; 7/5; 13/8; ; 13/8; 13/8; 6/4; 17/11; 17/11; 17/11; 23/15; 6/4; 13/8; 17/10; 31/20; 8/5; ; 13/8; 13/8; 13/8
Crystal Palace; 9/5; 15/8; 9/5; 2; 39/20; 15/8; 15/8; 15/8; 19/10; 7/4; 2; 9/5; ; 9/5; 9/5; 9/5; 19/10; 7/4; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 9/5; ; 19/10; 19/10; 9/5
Draw; 9/4; 9/4; 21/10; 11/5; 47/20; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-25 02:16:16 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 13/8; 33/20; 13/8; 8/5; 13/8; 6/4; 31/20; 7/5; 13/8; ; 13/8; 13/8; 6/4; 17/11; 17/11; 17/11; 23/15; 6/4; 13/8; 13/8; 31/20; 17/11; ; 8/5; 7/5; 13/8
Crystal Palace; 9/5; 15/8; 9/5; 9/5; 39/20; 15/8; 9/5; 15/8; 19/10; 9/5; 2; 9/5; ; 9/5; 9/5; 9/5; 19/10; 9/5; 19/10; 19/10; 19/10; 9/5; 19/10; 9/5; 9/5; ; 19/10; 17/10; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 47/20; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; ; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-25 10:16:12 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 13/8; 33/20; 13/8; 8/5; 13/8; 6/4; 31/20; 7/5; 13/8; ; 13/8; 13/8; 6/4; 17/11; 17/11; 17/11; 23/15; 6/4; 13/8; 13/8; 31/20; 17/11; ; 8/5; 7/5; 13/8
Crystal Palace; 9/5; 9/5; 9/5; 9/5; 39/20; 15/8; 9/5; 15/8; 19/10; 9/5; 2; 9/5; ; 9/5; 9/5; 9/5; 19/10; 9/5; 19/10; 19/10; 19/10; 9/5; 19/10; 9/5; 9/5; ; 19/10; 17/10; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 47/20; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; ; 43/20; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; ; 21/10; 2; 23/10
META; english/premier-league/west-ham-v-crystal-palace; 2018-01-25 14:16:15 GMT+2; 2018-01-30 19:45; Nothing; Xlenovo
West Ham; 6/4; 6/4; 17/11; 13/8; 33/20; 13/8; 8/5; 13/8; 6/4; 31/20; 7/5; 13/8; ; 13/8; 13/8; 6/4; 17/11; 17/11; 17/11; 23/15; 6/4; 13/8; 13/8; 31/20; 8/5; ; 13/8; 13/8; 13/8
