META; english/premier-league/chelsea-v-bournemouth; 2018-01-03 18:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-06 18:17:17 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; 11/2; ; ; 5; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; ; ; 
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-06 22:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; 11/2; ; ; 5; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; ; ; 
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-07 02:16:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; 11/2; ; ; 5; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; ; ; 
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-07 10:17:00 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; 11/2; ; ; 5; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; ; ; 
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-07 14:18:24 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; ; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; ; ; 
Draw; ; ; ; ; 11/2; ; ; 5; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; ; ; 
Bournemouth; ; ; ; ; 25/2; ; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; ; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-07 18:17:13 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 20/21; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-07 22:17:20 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 20/21; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-08 02:17:15 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/13; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 20/21; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-08 10:16:59 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/11; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 1/25; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-08 14:17:22 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/11; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 5/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 5/2; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-08 18:17:28 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/11; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 5/2; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 5/2; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-08 22:17:14 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/11; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-09 02:16:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 2/11; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-09 10:17:09 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-09 14:17:08 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 12; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-09 18:17:04 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-09 22:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-10 02:16:57 GMT+2; ; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 11/2; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-10 10:16:58 GMT+2; ; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-10 14:16:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-10 18:17:09 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/ 100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-10 22:17:01 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/ 100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-11 02:17:01 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/ 100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-11 10:17:02 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/ 100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-11 14:17:17 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-11 18:17:39 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-11 22:16:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-12 02:16:58 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-12 10:17:02 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-12 14:17:13 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-12 18:17:04 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
META; english/premier-league/chelsea-v-bournemouth; 2018-01-12 22:17:05 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Chelsea; ; ; ; ; 27/100; 1/5; ; 1/5; ; ; ; ; ; ; ; ; 1/5; ; 1/5; ; ; 1/5; ; 1/5; ; ; 1/5; ; 
Draw; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 21/4; ; ; 3; ; 
Bournemouth; ; ; ; ; 25/2; 14; ; 14; ; ; ; ; ; ; ; ; 12; ; 12; ; ; 12; ; 14; ; ; 21/5; ; 
