META; english/premier-league/crystal-palace-v-chelsea; 2017-09-20 22:17:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-22 10:17:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-22 14:18:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-22 18:17:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-22 22:17:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-23 02:17:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-23 10:17:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-23 14:18:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-23 18:17:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 19/50; ; ; ; 4/11; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 41/10; ; ; ; 7/2; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 19/2; ; ; ; 7; ; ; ; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-23 22:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 2/5; ; ; ; 2/5; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 21/5; ; ; ; 7/2; ; ; 1/100; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 41/5; ; ; ; 7; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-24 02:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 2/5; ; ; ; 2/5; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 21/5; ; ; ; 7/2; ; ; 1/100; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 41/5; ; ; ; 7; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-24 10:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 2/5; ; ; ; 4/11; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 21/5; ; ; ; 15/4; ; ; 1/100; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 41/5; ; ; ; 7; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-24 14:17:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; 2/5; ; ; 2/5; ; ; ; 4/11; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 21/5; ; ; ; 15/4; ; ; 21/10; ; 
Crystal Palace; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; 6; ; ; 41/5; ; ; ; 7; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-24 18:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; 2/5; ; ; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 2/5; 2/5; ; ; 2/5; ; ; ; 2/5; ; ; 1/25; ; 
Draw; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; 7/2; ; 4; 15/4; ; ; 21/5; ; ; ; 7/2; ; ; 21/10; ; 
Crystal Palace; ; 7; ; ; ; ; ; 7; ; ; ; ; ; 7; ; 15/2; 6; ; ; 41/5; ; ; ; 7; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-24 22:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; ; 2/5; ; ; ; ; 3/10; 4/11; 1/3; 3/10; 2/7; ; ; 1/3; ; 4/11; 2/5; ; 1/3; 4/11; 2/7; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; ; 7/2; ; ; ; ; 21/5; 7/2; 4; 21/5; 4; ; ; 9/2; ; 4; 15/4; ; 75/19; 43/10; 21/5; 4; ; 4; ; ; 23/5; ; 
Crystal Palace; ; 7; ; ; ; ; 11; 7; 17/2; 10; 10; ; ; 10; ; 9; 6; ; 31/4; 10; 79/10; 8; ; 8; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-25 02:17:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 2/5; ; ; ; ; 3/10; 4/11; 1/3; 3/10; 2/7; ; ; 1/3; 1/3; 1/3; 2/5; ; 6/19; 4/11; 2/7; 1/3; ; 3/10; ; ; 2/15; ; 
Draw; 4; 7/2; ; ; ; ; 21/5; 7/2; 4; 21/5; 4; ; ; 4; 4; 9/2; 15/4; ; 4; 43/10; 21/5; 4; ; 4; ; ; 23/5; ; 
Crystal Palace; 10; 7; ; ; ; ; 11; 7; 17/2; 10; 10; ; ; 11; 9; 9; 6; ; 33/4; 10; 79/10; 8; ; 17/2; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-25 10:17:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 2/5; ; ; ; ; 3/10; 4/11; 1/3; 3/10; 2/7; ; ; 1/3; 1/3; 1/3; 2/5; ; 6/19; 4/11; 2/7; 1/3; ; 3/10; ; ; 2/7; ; 
Draw; 4; 7/2; ; ; ; ; 21/5; 7/2; 4; 21/5; 4; ; ; 4; 4; 9/2; 15/4; ; 4; 43/10; 21/5; 4; ; 4; ; ; 23/5; ; 
Crystal Palace; 10; 7; ; ; ; ; 11; 7; 17/2; 10; 10; ; ; 11; 9; 9; 6; ; 33/4; 10; 79/10; 8; ; 9; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-25 14:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; ; 4/11; 4/11; 1/3; 1/3; ; ; ; 1/3; 7/20; 1/3; 2/5; 1/3; 1/3; 4/11; 6/19; ; ; 1/3; ; ; 3/10; ; 
Draw; 4; 4; 19/5; ; ; ; 4; 7/2; 4; 15/4; ; ; ; 4; 4; 9/2; 15/4; 4; 39/10; 43/10; 4; ; ; 4; ; ; 23/5; ; 
Crystal Palace; 10; 8; 17/2; ; ; ; 10; 7; 17/2; 17/2; ; ; ; 11; 8; 9; 6; 8; 8; 10; 36/5; ; ; 17/2; ; ; 38/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-25 18:17:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 7/20; ; 1/3; 7/20; 3/10; 6/17; ; 1/3; 4/11; 6/19; 1/3; ; 1/3; ; ; 2/7; ; 
Draw; 4; 4; 19/5; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 21/5; 39/10; ; 75/19; 43/10; 4; 4; ; 4; ; ; 21/10; ; 
Crystal Palace; 10; 8; 17/2; ; ; 9; 10; 7; 17/2; 17/2; ; 17/2; ; 11; 8; 8; 27/4; ; 33/4; 10; 36/5; 8; ; 17/2; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-25 22:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 7/20; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 4/11; 6/19; 1/3; ; 1/3; ; ; 2/7; ; 
Draw; 4; 4; 19/5; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 4; 39/10; 4; 75/19; 43/10; 4; 4; ; 4; ; ; 21/10; ; 
Crystal Palace; 10; 8; 17/2; ; ; 9; 10; 7; 17/2; 17/2; ; 17/2; ; 11; 8; 8; 27/4; 8; 33/4; 10; 36/5; 8; ; 17/2; ; ; 1/25; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-26 02:17:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 7/20; ; 1/3; 7/20; 3/10; 6/17; 1/3; 6/19; 19/50; 6/19; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 19/5; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 4; 39/10; 4; 75/19; 41/10; 4; 4; ; 4; ; ; 21/10; ; 
Crystal Palace; 10; 8; 17/2; ; ; 9; 10; 7; 17/2; 17/2; ; 17/2; ; 11; 8; 8; 27/4; 8; 33/4; 19/2; 36/5; 8; ; 17/2; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-26 10:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 7/20; ; 1/3; 7/20; 3/10; 6/17; 1/3; 6/19; 19/50; 6/19; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 19/5; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 4; 39/10; 4; 75/19; 41/10; 4; 4; ; 4; ; ; 21/10; ; 
Crystal Palace; 10; 8; 17/2; ; ; 9; 10; 7; 17/2; 17/2; ; 17/2; ; 11; 8; 8; 27/4; 8; 33/4; 19/2; 36/5; 8; ; 17/2; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-26 14:17:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 7/20; ; 1/3; 7/20; 1/3; 6/17; ; 1/3; 19/50; 6/19; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 19/5; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; ; 39/10; 41/10; 4; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 10; 8; 17/2; ; ; 9; 10; 7; 17/2; 17/2; ; 17/2; ; 11; 8; 8; 27/4; ; 33/4; 19/2; 36/5; 8; ; 17/2; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-26 18:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 7; 17/2; 17/2; ; 8; ; 10; 8; 8; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-26 22:17:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 7; 17/2; 17/2; ; 8; ; 10; 8; 8; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-27 02:17:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 7; 17/2; 17/2; ; 8; ; 10; 8; 8; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-27 10:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 7; 17/2; 17/2; ; 8; ; 10; 8; 8; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-27 14:18:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 4/11; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 1/3; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 7/2; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 21/10; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 7; 17/2; 17/2; ; 8; ; 10; 8; 8; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 14/5; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-27 22:17:10 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 10/29; 19/50; ; 1/3; ; 1/3; ; ; 4/11; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; ; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 10; 17/2; 17/2; ; 8; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; ; 8; ; 8; ; ; 7/2; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-28 02:17:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 4/11; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-28 10:17:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 4/11; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-28 14:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-28 18:17:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 19/2; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-28 22:16:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
Crystal Palace; 9; 8; 17/2; ; ; 9; 10; 10; 17/2; 17/2; ; 17/2; ; 10; 8; 15/2; 27/4; 8; 8; 19/2; 7; 8; ; 8; ; ; 4; ; 
META; english/premier-league/crystal-palace-v-chelsea; 2017-09-29 02:16:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Chelsea; 3/10; 1/3; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; 4/11; ; 1/3; 7/20; 3/10; 6/17; 1/3; 1/3; 19/50; 1/3; 1/3; ; 1/3; ; ; 1/3; ; 
Draw; 4; 4; 15/4; ; ; 4; 4; 4; 4; 15/4; ; 19/5; ; 4; 4; 15/4; 39/10; 4; 39/10; 41/10; 39/10; 4; ; 15/4; ; ; 5/2; ; 
