META; english/premier-league/brighton-v-everton; 2017-09-20 22:17:50 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-21 22:17:54 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-22 02:17:48 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-22 10:17:53 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-22 14:18:36 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-22 18:17:57 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-22 22:18:05 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-23 02:17:52 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-23 10:17:53 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-23 14:18:23 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-23 18:18:04 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; ; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/brighton-v-everton; 2017-09-23 22:17:34 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; 1/100; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; 1/20; ; 
META; english/premier-league/brighton-v-everton; 2017-09-24 02:17:31 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; 2; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; 1/16; ; 
META; english/premier-league/brighton-v-everton; 2017-09-24 10:17:29 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; 2; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; 1/16; ; 
META; english/premier-league/brighton-v-everton; 2017-09-24 14:17:32 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; 2; ; 
Brighton; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; 1/16; ; 
META; english/premier-league/brighton-v-everton; 2017-09-24 18:17:29 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; 6/5; ; ; ; ; ; 21/20; ; ; ; ; ; 23/20; ; 6/5; 11/10; ; ; 6/5; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; 23/10; ; 12/5; 11/5; ; ; 59/25; ; ; ; 11/5; ; ; 2; ; 
Brighton; ; 23/10; ; ; ; ; ; 5/2; ; ; ; ; ; 13/5; ; 13/5; 5/2; ; ; 14/5; ; ; ; 5/2; ; ; 1/16; ; 
META; english/premier-league/brighton-v-everton; 2017-09-24 22:17:28 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; ; 6/5; ; ; ; ; 13/10; 21/20; 15/13; 5/4; 5/4; ; ; 13/10; ; 5/4; 11/10; ; 5/4; 123/100; 7/6; 15/13; ; 5/4; ; ; 1/20; ; 
Draw; ; 9/4; ; ; ; ; 9/4; 9/4; 9/4; 21/10; 2; ; ; 23/10; ; 23/10; 11/5; ; 11/5; 47/20; 9/4; 9/4; ; 11/5; ; ; 2; ; 
Brighton; ; 23/10; ; ; ; ; 5/2; 5/2; 5/2; 12/5; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 11/5; 68/25; 11/5; 5/2; ; 11/5; ; ; 11/8; ; 
META; english/premier-league/brighton-v-everton; 2017-09-25 02:17:26 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; ; ; ; ; 13/10; 21/20; 15/13; 5/4; 5/4; ; ; 13/10; 5/4; 5/4; 11/10; ; 5/4; 123/100; 7/6; 15/13; ; 13/10; ; ; 1/20; ; 
Draw; 12/5; 9/4; ; ; ; ; 9/4; 9/4; 9/4; 21/10; 2; ; ; 12/5; 23/10; 23/10; 11/5; ; 9/4; 47/20; 9/4; 9/4; ; 11/5; ; ; 2; ; 
Brighton; 11/5; 23/10; ; ; ; ; 5/2; 5/2; 5/2; 12/5; 12/5; ; ; 5/2; 23/10; 5/2; 5/2; ; 28/13; 68/25; 11/5; 5/2; ; 11/5; ; ; 7/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-25 10:17:24 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; ; ; ; ; 5/4; 21/20; 15/13; 5/4; 5/4; ; ; 13/10; 5/4; 5/4; 11/10; ; 5/4; 123/100; 7/6; 15/13; ; 13/10; ; ; 1/20; ; 
Draw; 12/5; 9/4; ; ; ; ; 11/5; 9/4; 9/4; 21/10; 2; ; ; 12/5; 23/10; 23/10; 11/5; ; 9/4; 47/20; 9/4; 9/4; ; 11/5; ; ; 2; ; 
Brighton; 11/5; 23/10; ; ; ; ; 13/5; 5/2; 5/2; 12/5; 12/5; ; ; 5/2; 23/10; 5/2; 5/2; ; 28/13; 68/25; 11/5; 5/2; ; 11/5; ; ; 2/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-25 14:17:29 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; ; 13/10; 21/20; 15/13; 5/4; ; ; ; 13/10; 5/4; 13/10; 11/10; ; 13/10; 123/100; 7/6; ; ; 5/4; ; ; 1; ; 
Draw; 12/5; 9/4; 21/10; ; ; ; 9/4; 9/4; 9/4; 21/10; ; ; ; 23/10; 23/10; 23/10; 11/5; ; 11/5; 47/20; 9/4; ; ; 11/5; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; ; 5/2; 5/2; 5/2; 23/10; ; ; ; 13/5; 23/10; 12/5; 5/2; ; 28/13; 68/25; 11/5; ; ; 11/5; ; ; 11/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-25 18:17:24 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; ; 6/5; 123/100; 7/6; 15/13; ; 5/4; ; ; 1/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 28/13; 11/5; ; 11/5; 47/20; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 19/8; 5/2; ; 40/17; 68/25; 11/5; 5/2; ; 23/10; ; ; 2/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-25 22:17:29 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 123/100; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 47/20; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 68/25; 11/5; 5/2; ; 12/5; ; ; 2/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-26 02:17:23 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 2/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-26 10:17:25 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 2/5; ; 
META; english/premier-league/brighton-v-everton; 2017-09-26 14:17:33 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; ; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; ; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; ; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-26 18:17:27 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-26 22:17:23 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-27 02:17:23 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-27 10:17:25 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-27 14:18:26 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 21/20; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 5/2; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 23/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-27 22:17:22 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 11/10; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 28/13; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 13/5; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 9/4; 5/2; 5/2; 12/5; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-28 02:17:26 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 11/10; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 13/5; 5/2; 12/5; ; 49/20; ; 11/4; 23/10; 9/4; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-28 10:17:26 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 28/13; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 13/5; 5/2; 23/10; ; 49/20; ; 11/4; 23/10; 21/10; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-28 14:17:34 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 28/13; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 13/5; 5/2; 23/10; ; 49/20; ; 11/4; 23/10; 21/10; 5/2; 5/2; 12/5; 67/25; 11/5; 5/2; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-28 18:17:40 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; 7/6; 15/13; ; 5/4; ; ; 21/20; ; 
Draw; 12/5; 9/4; 21/10; ; ; 23/10; 11/5; 9/4; 9/4; 21/10; ; 21/10; ; 23/10; 23/10; 21/10; 11/5; 9/4; 11/5; 56/25; 9/4; 9/4; ; 21/10; ; ; 2; ; 
Brighton; 11/5; 23/10; 12/5; ; ; 11/5; 13/5; 13/5; 5/2; 23/10; ; 49/20; ; 11/4; 23/10; 9/4; 5/2; 5/2; 40/17; 67/25; 11/5; 5/2; ; 12/5; ; ; 21/10; ; 
META; english/premier-league/brighton-v-everton; 2017-09-28 22:16:58 GMT+3; 2017-10-15 13:30; Nothing; Xlenovo
Everton; 6/5; 6/5; 5/4; ; ; 6/5; 5/4; 6/5; 15/13; 5/4; ; 5/4; ; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 13/10; ; 15/13; ; 5/4; ; ; 21/20; ; 
