META; english/premier-league/chelsea-v-crystal-palace; 2018-02-25 18:16:28 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
META; english/premier-league/chelsea-v-crystal-palace; 2018-02-27 14:16:27 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; ; 3/10; 8/25; 1/5; 2/7; 1/5; 5/18; ; 2/7; 3/10; ; 1/3; 30/100; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; ; 2/7; ; 3/10; ; 
Draw; 4; 9/2; ; 4; 49/10; 4; 9/2; 4; 17/4; ; 9/2; 4; ; 4; 9/2; 9/2; 74/17; 9/2; 21/5; 21/5; 9/2; ; 74/17; ; 7/2; ; 
Crystal Palace; 10; 17/2; ; 10; 21/2; 9; 10; 9; 10; ; 11; 9; ; 9; 9; 9; 37/4; 21/2; 15/2; 19/2; 11; ; 37/4; ; 9; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-02-27 18:16:27 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 1/5; 2/7; 1/5; 5/18; 3/10; 2/7; 3/10; ; 1/3; 30/100; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; ; 2/7; ; 1/4; ; 
Draw; 4; 9/2; 21/5; 4; 49/10; 4; 9/2; 4; 17/4; 4; 9/2; 4; ; 4; 9/2; 9/2; 74/17; 9/2; 21/5; 21/5; 9/2; ; 74/17; ; 7/2; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 9; 10; 9; 10; 9; 11; 9; ; 9; 9; 9; 37/4; 21/2; 15/2; 19/2; 11; ; 37/4; ; 9; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-02 17:39:19 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 1/4; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/100; 3/10; 5/18; 3/11; 3/10; 5/18; 3/10; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 74/17; 9/2; 21/5; 21/5; 9/2; 74/17; 4
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 10; 17/2; 10; 10; 17/2; 9; 9; 37/4; 21/2; 15/2; 19/2; 21/2; 37/4; 10; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-02 22:16:55 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 74/17; 9/2; 21/5; 21/5; 9/2; 74/17; 4
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 10; 17/2; 10; 10; 17/2; 9; 9; 37/4; 21/2; 15/2; 19/2; 21/2; 37/4; 10; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-03 02:16:52 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 74/17; 9/2; 21/5; 21/5; 9/2; 74/17; 21/5
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 10; 17/2; 10; 10; 17/2; 9; 9; 37/4; 21/2; 15/2; 19/2; 21/2; 37/4; 10; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-03 14:16:54 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 6/19; 3/11; 3/10; 5/18; 3/10; 1/3; 1/4
Draw; 4; 21/5; 4; 49/10; 9/2; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 77/19; 9/2; 21/5; 21/5; 9/2; 41/10; 21/5; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 10; 17/2; 10; 10; 17/2; 9; 10; 21/2; 15/2; 19/2; 21/2; 8; 10; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-03 18:16:50 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 4/13; 3/11; 3/10; 5/18; 3/10; 6/19; 1/4
Draw; 4; 21/5; 4; 49/10; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 77/19; 9/2; 21/5; 21/5; 9/2; 41/10; 4; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 10; 10; 17/2; 10; 10; 17/2; 9; 10; 33/4; 21/2; 15/2; 19/2; 21/2; 17/2; 19/2; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-03 22:16:28 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 4/13; 3/11; 3/10; 5/18; 3/10; 2/7; 6/19; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 41/10; 9/2; 21/5; 21/5; 9/2; 17/4; 41/10; ; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 10; 10; 17/2; 10; 10; 17/2; 9; 10; 33/4; 21/2; 15/2; 19/2; 11; 10; 17/2; 19/2; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-04 02:16:27 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; 2/7; 2/7; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 43/10; 9/2; 21/5; 21/5; 9/2; 17/4; 74/17; ; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 10; 17/2; 10; 10; 17/2; 9; 10; 37/4; 21/2; 15/2; 19/2; 11; 10; 37/4; 10; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-04 10:16:27 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 3/10; 2/7; 3/11; 3/10; 5/18; 3/10; 2/7; 2/7; 2/7
Draw; 4; 21/5; 4; 49/10; 9/2; 4; 17/4; 4; 9/2; 4; 17/4; 4; 9/2; 9/2; 43/10; 9/2; 21/5; 21/5; 9/2; 17/4; 74/17; ; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 19/2; 17/2; 10; 10; 17/2; 9; 10; 37/4; 21/2; 15/2; 19/2; 11; 10; 37/4; 10; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-04 14:16:29 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 2/7; 4/13; 3/11; 3/10; 5/18; 3/10; 2/7; 6/19; 2/7
Draw; 4; 9/2; 21/5; 4; 49/10; 4; 17/4; 4; 9/2; 4; 9/2; 4; 9/2; 4; 77/19; 9/2; 21/5; 21/5; 9/2; 17/4; 41/10; ; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 11; 19/2; 17/2; 10; 10; 17/2; 9; 9; 33/4; 21/2; 15/2; 19/2; 11; 10; 17/2; 10; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-04 18:16:24 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 1/3; 30/00; 2/7; 2/7; 3/11; 5/18; 3/10; 2/7; 2/7; 2/7
Draw; 4; 9/2; 21/5; 4; 49/10; 4; 17/4; 4; 4; 9/2; 4; 9/2; 4; 43/10; 9/2; 21/5; 9/2; 17/4; 74/17; 21/5; ; ; 
Crystal Palace; 10; 17/2; 9; 10; 21/2; 10; 19/2; 17/2; 10; 10; 17/2; 9; 9; 37/4; 21/2; 19/2; 11; 10; 37/4; 19/2; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-04 22:16:18 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 3/10; 3/10; 1/3; 3/10; 30/00; 2/7; 5/18; 3/10; 4/13; 5/18; 3/10; 2/7; 2/7; 2/7; 2/7
Draw; 4; 21/5; 4; 49/10; 4; 17/4; 4; 4; 17/4; 4; 9/2; 4; 43/10; 9/2; 41/10; 21/5; 19/4; 17/4; 74/17; 21/5; 23/5; ; ; ; 
Crystal Palace; 10; 17/2; 10; 10; 21/2; 11; 19/2; 17/2; 10; 10; 9; 10; 9; 37/4; 19/2; 36/5; 19/2; 11; 10; 19/2; 10; 51/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-05 02:16:18 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 1/3; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 5/18; 3/10; 2/7; 3/10; 1/3; 3/10; 30/00; 2/7; 5/18; 3/10; 4/13; 5/18; 3/10; 2/7; 5/18; 2/7; 2/7
Draw; 4; 21/5; 4; 49/10; 4; 17/4; 4; 4; 17/4; 4; 9/2; 4; 43/10; 9/2; 41/10; 21/5; 19/4; 17/4; 74/17; 21/5; 23/5; ; ; ; 
Crystal Palace; 10; 17/2; 10; 10; 21/2; 11; 10; 17/2; 10; 10; 9; 10; 9; 19/2; 19/2; 36/5; 19/2; 11; 10; 39/4; 52/5; 51/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-05 10:16:17 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 2/7; 3/10; 1/3; 3/10; 30/00; 2/7; 5/18; 3/10; 6/19; 5/18; 3/10; 2/7; 5/18; 2/7
Draw; 4; 21/5; 4; 49/10; 4; 17/4; 4; 4; 17/4; 4; 9/2; 4; 74/17; 9/2; 9/2; 21/5; 19/4; 17/4; 22/5; 21/5; ; ; ; 
Crystal Palace; 10; 10; 10; 21/2; 11; 10; 17/2; 10; 10; 9; 10; 9; 39/4; 19/2; 9; 19/2; 11; 10; 39/4; 52/5; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-05 14:16:18 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 5/18; 3/10; 2/7; 3/10; 1/3; 3/10; 30/00; 2/7; 5/18; 3/10; 6/19; 5/18; 3/10; 2/7; 5/18; 3/10; 2/7
Draw; 4; 21/5; 4; 49/10; 4; 17/4; 4; 4; 17/4; 4; 9/2; 4; 43/10; 9/2; 9/2; 21/5; 19/4; 17/4; 74/17; 21/5; 23/5; ; ; ; 
Crystal Palace; 10; 10; 10; 21/2; 11; 10; 17/2; 10; 10; 9; 10; 9; 19/2; 19/2; 9; 19/2; 11; 10; 39/4; 10; 51/5; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-05 18:16:19 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 2/7; 3/10; 2/7; 3/10; 1/3; 3/10; 30/00; 2/7; 5/18; 3/10; 6/19; 2/7; 3/10; 2/7; 5/18; 3/10; 3/10; 3/10
Draw; 4; 21/5; 4; 49/10; 4; 9/2; 4; 4; 17/4; 4; 9/2; 4; 43/10; 9/2; 9/2; 22/5; 19/4; 17/4; 74/17; 22/5; 9/2; 23/5; ; ; ; 
Crystal Palace; 10; 10; 10; 21/2; 11; 10; 17/2; 10; 10; 9; 10; 9; 39/4; 19/2; 9; 19/2; 11; 10; 39/4; 10; 46/5; 51/5; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-05 22:16:20 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 2/7; 2/9; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 30/00; 2/7; 6/19; 3/10; 2/7; 3/10; 2/7; 6/19; 3/10; 3/10; 3/10
Draw; 4; 21/5; 4; 24/5; 9/2; 4; 9/2; 21/5; 4; 4; 9/2; 4; 9/2; 22/5; 19/4; 17/4; 4; 9/2; 9/2; 23/5; ; ; ; ; 
Crystal Palace; 10; 10; 10; 11; 11; 10; 17/2; 10; 10; 9; 10; 10; 9; 19/2; 19/2; 19/2; 11; 10; 19/2; 10; 49/5; 51/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-06 02:16:15 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 3/10; 2/9; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 30/00; 2/7; 4/13; 3/10; 6/19; 2/7; 3/10; 3/10; 4/13; 3/10; 1/4; 1/3
Draw; 4; 4; 24/5; 17/4; 4; 9/2; 21/5; 4; 4; 9/2; 4; 41/10; 9/2; 9/2; 22/5; 9/2; 17/4; 54/13; 23/5; 4; 22/5; ; ; ; ; 
Crystal Palace; 10; 10; 10; 11; 11; 19/2; 17/2; 10; 10; 10; 10; 10; 10; 19/2; 19/2; 9; 19/2; 11; 19/2; 10; 43/5; 49/5; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-06 10:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
West Ham; 5/4; 5/4; 5/4; 5/4; 131/00; 5/4; 5/4; 11/10; 6/5; 5/4; 13/10; 5/4; 6/5; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 5/4
Draw; 21/10; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 15/8; 28/13; 2; 2; 43/20; 41/20; 2; 21/10; 21/10; 11/5; 28/13; 21/10; 2; 28/13; 21/10; 19/10; 21/10; ; 
Burnley; 12/5; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 13/5; 23/10; 27/11; 13/5; 5/2; 13/5; 27/10; 5/2; 5/2; 5/2; 23/10; 13/5
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-06 14:16:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
West Ham; 5/4; 5/4; 5/4; 5/4; 131/00; 5/4; 5/4; 11/10; 6/5; 5/4; 13/10; 5/4; 6/5; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4
Draw; 21/10; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 15/8; 28/13; 2; 2; 43/20; 41/20; 2; 21/10; 21/10; 11/5; 28/13; 2; 28/13; 21/10; 11/5; 21/10; ; 
Burnley; 12/5; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 13/5; 23/10; 27/11; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-06 18:16:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
West Ham; 5/4; 5/4; 5/4; 5/4; 131/00; 5/4; 5/4; 11/10; 6/5; 5/4; 13/10; 5/4; 6/5; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 5/4; 13/10; 5/4; 6/5; 5/4
Draw; 21/10; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 15/8; 28/13; 2; 2; 43/20; 41/20; 2; 28/13; 21/10; 11/5; 28/13; 21/10; 2; 28/13; 21/10; 2; 21/10; ; 
Burnley; 12/5; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 13/5; 23/10; 5/2; 13/5; 5/2; 13/5; 27/10; 5/2; 28/11; 5/2; 21/10; 13/5
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-07 10:48:48 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 30/100; 2/7; 3/10; 3/10; 4/13; 2/7; 3/10; 2/7; 3/10; 3/10; 1/4; 3/10
Draw; 4; 17/4; 21/5; 4; 24/5; 9/2; 4; 9/2; 21/5; 4; 4; 17/4; 9/2; 4; 74/17; 9/2; 23/5; 22/5; 9/2; 17/4; 74/17; 23/5; 21/5; 23/5; ; 
Crystal Palace; 10; 10; 10; 11; 12; 10; 11; 10; 10; 10; 10; 10; 9; 21/2; 19/2; 9; 19/2; 12; 11; 43/4; 54/5; 44/5; 54/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-07 14:16:08 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 30/00; 2/7; 3/10; 3/10; 4/13; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10
Draw; 4; 17/4; 21/5; 4; 24/5; 9/2; 9/2; 9/2; 21/5; 4; 4; 17/4; 9/2; 4; 74/17; 9/2; 23/5; 22/5; 9/2; 17/4; 22/5; 9/2; 23/5; 23/5; ; 
Crystal Palace; 10; 10; 10; 11; 11; 10; 10; 10; 10; 10; 10; 10; 9; 21/2; 19/2; 9; 19/2; 12; 11; 43/4; 54/5; 54/5; 54/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-07 18:16:12 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 8/25; 2/7; 2/7; 1/4; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 30/00; 2/7; 3/10; 3/10; 4/13; 5/18; 3/10; 2/7; 4/13; 3/10; 3/10; 3/10; 3/10
Draw; 4; 17/4; 21/5; 4; 24/5; 9/2; 9/2; 19/4; 21/5; 4; 4; 17/4; 9/2; 4; 43/10; 9/2; 23/5; 23/5; 9/2; 17/4; 74/17; 23/5; 23/5; 23/5; 23/5; ; 
Crystal Palace; 10; 10; 10; 11; 11; 10; 10; 45/4; 10; 10; 10; 10; 9; 21/2; 19/2; 9; 11; 12; 11; 21/2; 57/5; 56/5; 54/5; 59/5; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2018-03-07 22:16:08 GMT+2; 2018-03-10 17:30; Nothing; Xlenovo
Chelsea; 2/7; 3/10; 3/10; 3/10; 33/00; 2/7; 2/7; 1/4; 4/13; 3/10; 2/7; 3/10; 3/10; 3/10; 30/00; 2/7; 4/13; 3/10; 4/13; 2/7; 2/7; 2/7; 4/13; 3/10; 3/10; 3/10; 3/10
Draw; 4; 17/4; 21/5; 4; 47/10; 9/2; 9/2; 47/10; 21/5; 4; 4; 17/4; 9/2; 4; 43/10; 9/2; 23/5; 23/5; 19/4; 17/4; 74/17; 9/2; 23/5; 23/5; 23/5; ; 
Crystal Palace; 10; 10; 10; 21/2; 11; 10; 10; 53/5; 10; 10; 10; 10; 9; 41/4; 19/2; 9; 21/2; 12; 11; 21/2; 57/5; 56/5; 54/5; 59/5; ; ; 
