META; english/premier-league/swansea-v-newcastle; 2017-08-16 18:17:32 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 13/5; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-18 02:17:05 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 1; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 13/5; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-18 10:17:14 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 1; ; ; 6/5; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 13/5; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-18 14:17:28 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-18 18:17:31 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-18 22:17:26 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-19 02:17:27 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-19 10:17:26 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-19 14:17:34 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-19 18:17:25 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 1; ; ; 121/100; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 13/5; ; ; 133/50; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-19 22:17:12 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/10; ; ; ; 11/10; ; ; 33/25; ; ; ; 5/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 49/20; ; ; ; 12/5; ; ; 12/5; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-20 02:17:09 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 6/5; ; ; ; 11/10; ; ; 33/25; ; ; ; 5/4; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 9/4; ; ; ; 12/5; ; ; 12/5; ; ; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-20 10:17:11 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 6/5; ; ; ; 11/10; ; ; 33/25; ; ; ; 5/4; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 9/4; ; ; ; 12/5; ; ; 12/5; ; ; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-20 14:17:10 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; ; ; ; ; 6/5; ; ; ; 11/10; ; ; 33/25; ; ; ; 5/4; ; ; ; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; ; ; ; ; 9/4; ; ; ; 12/5; ; ; 12/5; ; ; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; ; 49/20; ; ; ; 12/5; ; ; ; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-20 22:17:07 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1/20; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; 9/4; ; ; ; 9/4; ; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 23/10; 40/17; ; ; ; 12/5; ; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 1/100; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-21 02:17:04 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; ; ; 7/4; 9/4; ; ; ; 9/4; ; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; ; ; 23/10; 40/17; ; ; ; 12/5; ; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-21 10:17:02 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; ; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; ; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-21 14:17:14 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; ; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; ; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-21 18:17:06 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-21 22:17:09 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-22 02:17:02 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-22 10:17:03 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; ; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; ; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; ; 13/5; ; ; 23/10; 40/17; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-22 14:17:04 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; ; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; ; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; ; 13/5; ; ; 23/10; 23/10; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-22 18:20:20 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 23/10; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-22 22:21:35 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 23/10; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-23 02:19:47 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 23/10; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-23 10:19:31 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; ; 13/10; 6/5; ; ; ; 6/5; 11/10; ; ; 11/10; 6/5; ; 33/25; ; 6/5; ; 5/4; 6/5; ; 1; ; 
Newcastle; ; ; ; ; ; 23/10; ; 7/4; 9/4; ; ; ; 9/4; 12/5; ; ; 12/5; 9/4; ; 12/5; ; 9/4; ; 23/10; 23/10; ; 11/5; ; 
Draw; ; ; ; ; ; 23/10; ; 23/10; 40/17; ; ; ; 12/5; 13/5; ; ; 23/10; 23/10; ; 49/20; ; 40/17; ; 12/5; 23/10; ; 12/5; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-23 14:20:48 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; 11/10; 13/10; 13/10; 6/5; ; ; ; 13/10; 13/10; ; ; 11/10; 6/5; 6/5; 33/25; ; 6/5; ; 13/10; 6/5; ; 6/5; ; 
Newcastle; ; ; ; ; ; 23/10; 23/10; 7/4; 9/4; ; ; ; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 12/5; ; 9/4; ; 11/5; 23/10; ; 19/10; ; 
Draw; ; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; ; 23/10; 23/10; ; ; 23/10; 23/10; 40/17; 49/20; ; 40/17; ; 23/10; 23/10; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-23 18:20:45 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 7/5; 13/10; 6/5; ; ; ; 13/10; 13/10; ; 5/4; 11/10; 6/5; 5/4; 27/20; ; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 11/5; 7/4; 9/4; ; ; ; 21/10; 11/5; ; 11/5; 12/5; 9/4; 28/13; 12/5; ; 9/4; ; 11/5; 11/5; ; 2; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; ; 23/10; 23/10; ; 12/5; 23/10; 23/10; 23/10; 119/50; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-23 22:19:56 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 7/5; 13/10; 6/5; ; ; ; 13/10; 13/10; 11/8; 5/4; 11/10; 6/5; 5/4; 27/20; ; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 11/5; 7/4; 9/4; ; ; ; 21/10; 11/5; 21/10; 11/5; 12/5; 9/4; 28/13; 12/5; ; 9/4; ; 11/5; 11/5; ; 2; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; ; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 119/50; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-24 02:19:17 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 7/5; 13/10; 6/5; ; ; ; 13/10; 13/10; 11/8; 13/10; 11/10; 6/5; 5/4; 27/20; ; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 11/5; 7/4; 9/4; ; ; ; 21/10; 11/5; 21/10; 28/13; 12/5; 9/4; 28/13; 12/5; ; 9/4; ; 11/5; 11/5; ; 2; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; ; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 119/50; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-24 10:18:52 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 7/5; 13/10; 6/5; ; ; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 6/5; 5/4; 27/20; ; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 11/5; 7/4; 9/4; ; ; 21/10; 21/10; 11/5; 21/10; 28/13; 12/5; 9/4; 28/13; 12/5; ; 9/4; ; 11/5; 21/10; ; 2; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 119/50; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-24 14:19:15 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 7/5; 13/10; 6/5; ; ; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 6/5; 5/4; 27/20; ; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 11/5; 7/4; 9/4; ; ; 21/10; 21/10; 11/5; 21/10; 28/13; 12/5; 9/4; 28/13; 12/5; ; 9/4; ; 11/5; 21/10; ; 2; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 119/50; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-24 18:20:03 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; ; ; ; ; 11/10; 11/8; 13/10; 6/5; ; ; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 6/5; 5/4; 11/8; ; 6/5; ; 13/10; 13/10; ; 2/5; ; 
Draw; 9/4; ; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 47/20; ; 40/17; ; 23/10; 11/5; ; 21/10; ; 
Newcastle; 21/10; ; ; ; ; 23/10; 9/4; 7/4; 9/4; ; ; 9/4; 21/10; 11/5; 21/10; 11/5; 12/5; 9/4; 28/13; 119/50; ; 9/4; ; 11/5; 21/10; ; 3/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-24 22:19:01 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; 13/10; ; ; ; 11/10; 11/8; 13/10; 6/5; ; ; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 6/5; 5/4; 11/8; 5/4; 6/5; ; 13/10; 13/10; ; 6/5; ; 
Newcastle; 21/10; 11/5; ; ; ; 23/10; 23/10; 7/4; 9/4; ; ; 9/4; 21/10; 23/10; 21/10; 9/4; 12/5; 9/4; 28/13; 119/50; 27/14; 9/4; ; 11/5; 21/10; ; 21/10; ; 
Draw; 9/4; 11/5; ; ; ; 23/10; 23/10; 23/10; 40/17; ; ; 21/10; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 47/20; 12/5; 40/17; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/swansea-v-newcastle; 2017-08-25 02:16:48 GMT+3; 2017-09-10 16:00; Nothing; Xlenovo
Swansea; 13/10; 13/10; ; ; ; 11/10; 11/8; 13/10; 6/5; ; ; 13/10; 13/10; 13/10; 11/8; 13/10; 6/5; 6/5; 5/4; 11/8; 5/4; 6/5; ; 13/10; 13/10; ; 6/5; ; 
