META; english/premier-league/stoke-v-man-utd; 2017-08-16 18:17:27 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
META; english/premier-league/stoke-v-man-utd; 2017-08-18 02:17:00 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-18 10:17:09 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-18 14:17:23 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-18 18:17:26 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-18 22:17:21 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-19 02:17:22 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-19 10:17:21 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-19 14:17:28 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-19 18:17:20 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-19 22:17:07 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-20 02:17:04 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-20 10:17:06 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-20 14:17:05 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; ; ; ; ; 11/20; ; ; ; 8/15; ; ; 14/25; ; ; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/4; ; ; ; ; 57/20; ; ; ; 11/4; ; ; 16/5; ; ; ; 3; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 9/2; ; ; ; ; 11/2; ; ; ; 11/2; ; ; 32/5; ; ; ; 11/2; ; ; ; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-20 22:17:02 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 8/15; 8/15; ; 14/25; ; 8/15; ; 8/15; 8/15; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 1/100; ; 
Stoke; ; ; ; ; ; ; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 11/2; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 1/20; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-21 02:17:00 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 8/15; 8/15; ; 14/25; ; 8/15; ; 8/15; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; ; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 11/2; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 23/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-21 10:16:57 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 8/15; 8/15; ; 14/25; ; 8/15; ; 8/15; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 11/2; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 23/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-21 14:17:09 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 8/15; 8/15; ; 14/25; ; 8/15; ; 8/15; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 11/2; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 23/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-21 18:17:01 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; 8/13; ; ; 7/12; 8/15; ; 14/25; ; 8/15; ; 4/7; 5/9; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; 29/10; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; 5; ; ; 19/4; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-21 22:17:05 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; 8/13; ; ; 7/12; 8/15; ; 14/25; ; 8/15; ; 4/7; ; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; 29/10; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; ; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; 5; ; ; 19/4; 27/5; ; 32/5; ; 27/5; ; 11/2; ; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-22 02:16:58 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; 8/13; ; ; 7/12; 8/15; ; 14/25; ; 8/15; ; 4/7; 5/9; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; 29/10; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; 5; ; ; 19/4; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-22 10:16:58 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; ; 8/13; ; ; 7/12; 8/15; ; 14/25; ; 8/15; ; 4/7; ; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; ; 29/10; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; ; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; ; 5; ; ; 19/4; 27/5; ; 32/5; ; 27/5; ; 11/2; ; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-22 14:17:00 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; ; 8/13; ; ; 7/12; 8/15; ; 14/25; ; 8/15; ; 4/7; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; ; 29/10; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; ; 5; ; ; 19/4; 27/5; ; 32/5; ; 27/5; ; 11/2; 11/2; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-22 18:20:16 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 7/12; 8/15; ; 4/7; ; 8/15; ; 4/7; 5/9; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 19/4; 27/5; ; 61/10; ; 27/5; ; 11/2; 5; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-22 22:21:30 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 7/12; 8/15; ; 4/7; ; 8/15; ; 4/7; 5/9; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 19/4; 27/5; ; 61/10; ; 27/5; ; 11/2; 5; ; 24/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-23 02:19:42 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 7/12; 8/15; ; 4/7; ; 8/15; ; 4/7; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 19/4; 27/5; ; 61/10; ; 27/5; ; 11/2; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-23 10:19:26 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; ; 8/15; 8/15; ; ; ; 11/20; ; ; ; 7/12; 8/15; ; 4/7; ; 8/15; ; 4/7; 8/15; ; 4/7; ; 
Draw; ; ; ; ; ; 13/5; ; 11/4; 3; ; ; ; 57/20; ; ; ; 11/4; 3; ; 16/5; ; 3; ; 3; 29/10; ; 27/10; ; 
Stoke; ; ; ; ; ; 11/2; ; 9/2; 11/2; ; ; ; 11/2; ; ; ; 19/4; 27/5; ; 61/10; ; 27/5; ; 11/2; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-23 14:20:43 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 8/15; 8/15; 8/15; 8/15; ; ; ; 11/20; 8/15; ; ; 7/12; 8/15; 8/15; 4/7; ; 8/15; ; 4/7; 5/9; ; 4/9; ; 
Draw; ; ; ; ; ; 13/5; 3; 11/4; 3; ; ; ; 57/20; 3; ; ; 11/4; 3; 3; 16/5; ; 3; ; 3; 29/10; ; 14/5; ; 
Stoke; ; ; ; ; ; 11/2; 6; 9/2; 11/2; ; ; ; 11/2; 6; ; ; 19/4; 27/5; 91/17; 61/10; ; 27/5; ; 11/2; 5; ; 11/2; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-23 18:20:41 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 8/15; 8/15; 8/15; ; ; ; 1/2; 1/2; ; 1/2; 7/12; 8/15; 17/35; 11/20; ; 8/15; ; 8/15; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; ; 13/5; 10/3; 11/4; 3; ; ; ; 16/5; 16/5; ; 16/5; 11/4; 3; 41/13; 67/20; ; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 6; ; ; ; ; 11/2; 6; 9/2; 11/2; ; ; ; 11/2; 11/2; ; 6; 19/4; 27/5; 57/10; 61/10; ; 27/5; ; 21/4; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-23 22:19:51 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 1/2; 8/15; 8/15; ; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 17/35; 11/20; ; 8/15; ; 1/2; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; ; 13/5; 31/10; 11/4; 3; ; ; ; 16/5; 16/5; 10/3; 16/5; 16/5; 3; 41/13; 67/20; ; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 6; ; ; ; ; 11/2; 13/2; 9/2; 11/2; ; ; ; 11/2; 6; 11/2; 6; 5; 27/5; 57/10; 61/10; ; 27/5; ; 11/2; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-24 02:19:12 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 1/2; 8/15; 8/15; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 17/35; 11/20; ; 8/15; ; 1/2; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; ; 13/5; 10/3; 11/4; 3; ; ; 3; 16/5; 16/5; 10/3; 10/3; 16/5; 3; 41/13; 67/20; ; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 6; ; ; ; ; 11/2; 13/2; 9/2; 11/2; ; ; 11/2; 11/2; 6; 11/2; 6; 5; 27/5; 57/10; 61/10; ; 27/5; ; 11/2; 11/2; ; 11/2; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-24 10:18:48 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 1/2; 8/15; 8/15; ; ; 1/2; 12/25; 1/2; 1/2; 1/2; 1/2; 8/15; 17/35; 11/20; ; 8/15; ; 1/2; 1/2; ; 4/9; ; 
Draw; 10/3; ; ; ; ; 13/5; 10/3; 11/4; 3; ; ; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 3; 41/13; 67/20; ; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 6; ; ; ; ; 11/2; 13/2; 9/2; 11/2; ; ; 11/2; 6; 6; 11/2; 6; 5; 27/5; 57/10; 61/10; ; 27/5; ; 6; 11/2; ; 11/2; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-24 14:19:10 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 1/2; 8/15; 8/15; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 17/35; 11/20; ; 8/15; ; 8/15; 7/15; ; 4/9; ; 
Draw; 10/3; ; ; ; ; 13/5; 10/3; 11/4; 3; ; ; 3; 3; 16/5; 10/3; 16/5; 16/5; 3; 41/13; 67/20; ; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 6; ; ; ; ; 11/2; 13/2; 9/2; 11/2; ; ; 11/2; 6; 6; 11/2; 6; 5; 27/5; 57/10; 61/10; ; 27/5; ; 11/2; 11/2; ; 11/2; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-24 18:19:58 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 4/9; ; ; ; ; 8/15; 8/15; 8/15; 8/15; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 17/35; 14/25; ; 8/15; ; 8/15; 1/2; ; 2/5; ; 
Draw; 10/3; ; ; ; ; 13/5; 31/10; 11/4; 3; ; ; 3; 3; 16/5; 10/3; 16/5; 16/5; 3; 41/13; 10/3; ; 3; ; 10/3; 16/5; ; 13/5; ; 
Stoke; 6; ; ; ; ; 11/2; 13/2; 9/2; 11/2; ; ; 11/2; 6; 6; 11/2; 6; 5; 27/5; 57/10; 6; ; 27/5; ; 11/2; 11/2; ; 11/2; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-24 22:18:56 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 1/2; 8/15; ; ; ; 8/15; 11/20; 8/15; 8/15; ; ; 8/15; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 18/35; 14/25; 18/35; 8/15; ; 8/15; 1/2; ; 4/9; ; 
Draw; 16/5; 3; ; ; ; 13/5; 31/10; 11/4; 3; ; ; 3; 3; 16/5; 10/3; 16/5; 16/5; 3; 31/10; 10/3; 41/13; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 11/2; 5; ; ; ; 11/2; 6; 9/2; 11/2; ; ; 5; 6; 6; 11/2; 11/2; 5; 27/5; 91/17; 6; 23/5; 27/5; ; 11/2; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-25 02:16:43 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
Man Utd; 1/2; 8/15; ; ; ; 8/15; 8/15; 8/15; 8/15; ; ; 8/15; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 18/35; 14/25; 18/35; 8/15; ; 8/15; 1/2; ; 4/9; ; 
Draw; 16/5; 3; ; ; ; 13/5; 16/5; 11/4; 3; ; ; 3; 3; 16/5; 10/3; 16/5; 16/5; 3; 31/10; 10/3; 41/13; 3; ; 10/3; 16/5; ; 14/5; ; 
Stoke; 11/2; 5; ; ; ; 11/2; 6; 9/2; 11/2; ; ; 5; 6; 6; 11/2; 11/2; 5; 27/5; 91/17; 6; 23/5; 27/5; ; 11/2; 11/2; ; 26/5; ; 
META; english/premier-league/stoke-v-man-utd; 2017-08-25 10:17:40 GMT+3; 2017-09-09 17:30; Nothing; Xlenovo
