META; english/premier-league/stoke-v-arsenal; 2017-06-15 14:15:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-29 22:23:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 02:16:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 11/4; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 02:22:11 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 11/4; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 10:16:58 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 10:22:16 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 14:17:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; ; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 11/4; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; ; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; ; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 14:22:43 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; ; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 11/4; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; ; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; ; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 18:20:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 18:25:36 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 22:21:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-06-30 22:27:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 02:21:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 02:27:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 10:22:04 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 10:27:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 14:22:20 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; ; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; ; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; ; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 14:28:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 18:22:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 18:28:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 22:22:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-01 22:27:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 02:21:55 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 02:27:25 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 10:21:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 10:27:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 14:22:19 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 14:28:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 18:22:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 18:28:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; ; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; ; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; ; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 22:22:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-02 22:28:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 02:22:17 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 02:27:54 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 10:22:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 10:28:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 14:23:08 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/7; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 27/10; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 37/10; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 18:22:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-03 22:22:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; ; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; 13/18; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; ; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; 11/4; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; 15/4; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-04 02:22:37 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; 13/18; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; ; 4/5; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; 11/4; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; ; 13/5; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; 15/4; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; ; 7/2; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-04 10:22:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; 13/18; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; ; 4/5; ; 1/14; ; 
Draw; ; 12/5; ; 5/2; ; ; 27/10; ; 11/4; ; ; ; ; ; ; ; 13/5; 11/4; 27/10; ; ; 11/4; ; ; 13/5; ; 11/5; ; 
Stoke; ; 16/5; ; 10/3; ; ; 4; ; 15/4; ; ; ; ; ; ; ; 7/2; 7/2; 37/10; ; ; 37/10; ; ; 7/2; ; 1/14; ; 
META; english/premier-league/stoke-v-arsenal; 2017-07-04 14:23:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Arsenal; ; 4/5; ; 8/11; ; ; 4/5; ; 13/18; ; ; ; ; ; ; ; 3/4; 4/6; 5/7; ; ; 13/18; ; ; 4/5; ; 1/14; ; 
