META; english/premier-league/man-utd-v-liverpool; 2018-02-25 18:16:13 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 13/10; 7/5; ; 29/20; 147/100; 11/8; 7/5; 13/10; 23/17; ; 7/5; 7/5; ; 6/4; 11/8; 11/8; 7/5; 23/17; 9/7; 23/17; 29/20; ; 7/5; ; 11/8; ; 
Liverpool; 21/10; 19/10; ; 9/5; 85/40; 2; 2; 2; 2; ; 2; 19/10; ; 9/5; 19/10; 2; 19/10; 2; 25/14; 2; 2; ; 19/10; ; 19/10; ; 
Draw; 23/10; 12/5; ; 12/5; 61/25; 12/5; 23/10; 23/10; 40/17; ; 12/5; 23/10; ; 47/20; 5/2; 23/10; 23/10; 11/5; 5/2; 40/17; 5/2; ; 23/10; ; 23/10; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-02-27 02:16:09 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 7/5; ; 29/20; 157/100; 13/10; 6/4; 13/10; 23/17; ; 6/4; 6/4; ; 31/20; 7/5; 7/5; 6/4; 23/17; 9/7; 23/17; 8/5; ; 6/4; ; 11/8; ; 
Liverpool; 9/5; 19/10; ; 9/5; 99/50; 17/10; 15/8; 17/10; 2; ; 19/10; 9/5; ; 7/4; 2; 15/8; 7/4; 2; 25/14; 2; 15/8; ; 9/5; ; 19/10; ; 
Draw; 23/10; 12/5; ; 12/5; 61/25; 11/5; 23/10; 11/5; 40/17; ; 12/5; 9/4; ; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; ; 40/17; ; 23/10; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-02-27 10:16:10 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; ; 29/20; 157/100; 13/10; 6/4; 13/10; 23/17; ; 6/4; 6/4; ; 31/20; 7/5; 7/5; 6/4; 23/17; 9/7; 23/17; 8/5; ; 6/4; ; 7/5; ; 
Liverpool; 9/5; 7/4; ; 9/5; 99/50; 17/10; 9/5; 17/10; 2; ; 19/10; 9/5; ; 7/4; 2; 15/8; 7/4; 2; 25/14; 2; 15/8; ; 9/5; ; 19/10; ; 
Draw; 23/10; 12/5; ; 12/5; 61/25; 11/5; 23/10; 11/5; 40/17; ; 12/5; 9/4; ; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; ; 40/17; ; 21/10; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-02-27 14:16:11 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; ; 8/5; 157/100; 13/10; 6/4; 13/10; 23/17; ; 6/4; 6/4; ; 31/20; 7/5; 6/4; 6/4; 23/17; 7/5; 23/17; 8/5; ; 6/4; ; 7/5; ; 
Liverpool; 9/5; 7/4; ; 17/10; 99/50; 17/10; 9/5; 17/10; 2; ; 19/10; 9/5; ; 7/4; 2; 9/5; 7/4; 2; 18/11; 2; 15/8; ; 9/5; ; 19/10; ; 
Draw; 23/10; 12/5; ; 23/10; 61/25; 11/5; 23/10; 11/5; 40/17; ; 12/5; 9/4; ; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; ; 40/17; ; 21/10; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-02-27 18:16:12 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 157/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 6/4; ; 31/20; 7/5; 6/4; 6/4; 23/17; 7/5; 23/17; 8/5; ; 6/4; ; 7/5; ; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 99/50; 17/10; 9/5; 17/10; 2; 7/4; 15/8; 9/5; ; 7/4; 2; 9/5; 7/4; 2; 18/11; 2; 15/8; ; 9/5; ; 19/10; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 61/25; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 23/10; ; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; ; 40/17; ; 11/5; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-02 17:38:57 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 23/17; 8/5; 6/4; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 37/19; 18/11; 2; 15/8; 9/5; 7/4
Draw; 23/10; 12/5; 23/10; 23/10; 123/50; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 21/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-02 22:16:34 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 23/17; 8/5; 6/4; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 37/19; 18/11; 2; 15/8; 9/5; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 11/5; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 02:16:31 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 13/10; 6/4; 13/10; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 17/11; 8/5; 6/4; 6/4; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 37/19; 18/11; 7/4; 15/8; 7/4; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 9/4; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 10:16:39 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 13/10; 6/4; 13/10; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 17/11; 8/5; 6/4; 13/8; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 37/19; 18/11; 7/4; 15/8; 7/4; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 9/4; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 14:16:32 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 13/10; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 17/11; 7/5; 7/5; 17/11; 31/20; 17/11; 6/4; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 9/5; 17/10; 37/19; 17/10; 7/4; 19/10; 17/10; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 12/5; 40/17; 12/5; 23/10; 11/5; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 18:16:30 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 17/11; 7/5; 7/5; 17/11; 31/20; 29/20; 17/11; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 9/5; 17/10; 37/19; 17/10; 7/4; 19/10; 9/5; 17/10; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 23/10; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 22:16:07 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 17/11; 6/4; 17/11; 8/5; 29/20; 8/5; 6/4
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 7/4; 15/8; 9/5; 17/10
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 40/17; 12/5; 12/5; 23/10; 9/4
META; english/premier-league/man-utd-v-liverpool; 2018-03-04 02:16:07 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 7/5; 17/11; 8/5; 29/20; 17/11; 6/4
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 17/10; 7/4; 15/8; 9/5; 7/4
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 40/17; 9/4
META; english/premier-league/man-utd-v-liverpool; 2018-03-04 10:16:07 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 7/5; 17/11; 8/5; 29/20; 17/11; 6/4; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 9/5; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 17/10; 7/4; 15/8; 9/5; 7/4; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 23/10; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 40/17; 9/4; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-04 14:16:08 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 7/5; 17/11; 6/4; 7/5; 17/11; 8/5; 29/20; 17/11; 6/4; 
Liverpool; 9/5; 9/5; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 9/5; 9/5; 7/4; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 15/8; 9/5; 17/10; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 23/10; 5/2; 47/20; 12/5; 9/4; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 23/10; 9/4; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-04 18:16:03 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/00; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 6/4; 7/5; 17/11; 8/5; 29/20; 17/11; 6/4; 
Liverpool; 9/5; 9/5; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 17/10; 7/4; 15/8; 9/5; 7/4; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 23/10; 5/2; 47/20; 12/5; 9/4; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 40/17; 9/4; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-04 22:15:58 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 6/4; 6/4; 6/4; 8/5; 79/50; 31/20; 6/4; 13/10; 17/11; 29/20; 6/4; 8/5; 31/20; 6/4; 7/5; 6/4; 17/11; 7/5; 17/11; 8/5; 29/20; 17/11; 6/4; 6/4; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 9/5; 9/5; 17/10; 7/4; 7/4; 19/10; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 17/10; 7/4; 15/8; 9/5; 7/4; 9/5; 15/8
Draw; 23/10; 12/5; 23/10; 23/10; 62/25; 23/10; 23/10; 11/5; 40/17; 23/10; 23/10; 12/5; 47/20; 12/5; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 9/4; 23/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 02:15:58 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 13/8; 6/4; 31/20; 8/5; 79/50; 31/20; 8/5; 13/10; 17/11; 31/20; 29/20; 6/4; 8/5; 8/5; 8/5; 6/4; 17/11; 17/11; 19/12; 17/11; 13/8; 31/20; 8/5; 8/5; 8/5
Liverpool; 8/5; 7/4; 17/10; 17/10; 97/50; 9/5; 7/4; 17/10; 7/4; 33/20; 9/5; 17/10; 9/5; 7/4; 7/4; 17/10; 17/10; 9/5; 7/4; 7/4; 9/5; 17/10; 17/10; 9/5; 7/4
Draw; 23/10; 12/5; 23/10; 23/10; 62/25; 23/10; 23/10; 11/5; 40/17; 9/4; 9/4; 12/5; 23/10; 47/20; 23/10; 9/4; 23/10; 23/10; 27/11; 40/17; 12/5; 47/20; 23/10; 9/4; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 10:15:57 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 6/4; 31/20; 8/5; 79/50; 31/20; 8/5; 13/10; 17/11; 31/20; 29/20; 8/5; 13/8; 8/5; 8/5; 6/4; 8/5; 17/11; 19/12; 17/11; 13/8; 8/5; 8/5; 6/4
Liverpool; 13/8; 17/10; 33/20; 17/10; 97/50; 9/5; 7/4; 17/10; 7/4; 33/20; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 17/10; 9/5; 7/4; 7/4; 9/5; 33/20; 17/10; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 62/25; 23/10; 23/10; 11/5; 40/17; 9/4; 9/4; 9/4; 23/10; 47/20; 23/10; 9/4; 9/4; 23/10; 27/11; 40/17; 12/5; 47/20; 9/4; 9/4
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 14:15:57 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 6/4; 8/5; 8/5; 17/10; 13/8; 8/5; 13/10; 17/11; 31/20; 29/20; 13/8; 13/8; 13/8; 8/5; 6/4; 8/5; 17/11; 19/12; 17/11; 17/10; 8/5; 8/5; 13/8; 13/8
Liverpool; 13/8; 17/10; 33/20; 17/10; 181/00; 9/5; 7/4; 17/10; 7/4; 33/20; 9/5; 17/10; 9/5; 17/10; 7/4; 17/10; 17/10; 9/5; 7/4; 7/4; 7/4; 33/20; 17/10; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 9/4; 9/4; 9/4; 23/10; 47/20; 23/10; 9/4; 9/4; 23/10; 27/11; 40/17; 12/5; 47/20; 9/4; 9/4; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 18:15:58 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 8/5; 8/5; 17/10; 13/8; 8/5; 13/10; 28/17; 8/5; 29/20; 13/8; 17/10; 13/8; 8/5; 6/4; 28/17; 17/11; 19/12; 28/17; 17/10; 8/5; 28/17; 13/8; 13/8; 13/8
Liverpool; 13/8; 13/8; 33/20; 17/10; 181/00; 9/5; 7/4; 17/10; 17/10; 17/10; 9/5; 17/10; 9/5; 17/10; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 7/4; 33/20; 17/10; 7/4; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 123/0; 23/10; 23/10; 11/5; 40/17; 23/10; 9/4; 9/4; 11/5; 47/20; 23/10; 9/4; 23/10; 23/10; 27/11; 40/17; 12/5; 47/20; 40/17; 9/4; 23/10; 21/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 22:15:59 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 8/5; 8/5; 17/10; 13/8; 13/8; 13/10; 28/17; 8/5; 29/20; 13/8; 33/20; 13/8; 8/5; 6/4; 28/17; 17/11; 28/17; 17/10; 8/5; 28/17; 6/4; 13/8; 17/10
Liverpool; 13/8; 13/8; 33/20; 17/10; 89/50; 9/5; 17/10; 17/10; 17/10; 17/10; 9/5; 17/10; 31/20; 17/10; 7/4; 13/8; 17/10; 9/5; 17/10; 7/4; 33/20; 7/4; 17/10; 7/4; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 11/5; 40/17; 23/10; 9/4; 9/4; 12/5; 47/20; 23/10; 9/4; 9/4; 23/10; 40/17; 12/5; 47/20; 9/4; 9/4; 23/10; 21/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-06 02:15:54 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 13/8; 8/5; 8/5; 17/10; 13/8; 13/8; 13/10; 28/17; 8/5; 29/20; 8/5; 33/20; 13/8; 8/5; 6/4; 28/17; 17/11; 28/17; 28/17; 17/10; 8/5; 28/17; 13/8; 17/10; 17/10
Liverpool; 13/8; 13/8; 33/20; 17/10; 89/50; 9/5; 7/4; 17/10; 17/10; 13/8; 9/5; 17/10; 31/20; 17/10; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 7/4; 33/20; 7/4; 7/4; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 9/4; 11/5; 40/17; 9/4; 9/4; 23/10; 12/5; 47/20; 23/10; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 47/20; 9/4; 9/4; 23/10; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-06 10:15:53 GMT+2; 2018-03-08 20:05; Nothing; Xlenovo
Sporting Lisbon; 1/3; 2/5; 4/11; 4/9; 21/50; 2/5; 2/5; 4/11; 7/17; 4/11; 4/9; 2/5; 4/11; 4/11; 2/5; 2/5; 3/8; 2/5; 3/8; 2/5; 4/11; 4/11; 3/8; 2/5; 2/5; 2/5
Draw; 7/2; 10/3; 13/4; 16/5; 73/20; 18/5; 7/2; 7/2; 7/2; 13/4; 10/3; 10/3; 10/3; 18/5; 100/0; 10/3; 33/10; 18/5; 18/5; 17/5; 7/2; 7/2; 57/17; 3; 14/5; 7/2
Plzen; 10; 8; 19/2; 8; 15/2; 17/2; 8; 15/2; 8; 15/2; 9; 8; 15/2; 15/2; 83/10; 8; 17/2; 17/2; 31/4; 38/5; 39/5; 9; ; ; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-06 14:15:55 GMT+2; 2018-03-08 20:05; Nothing; Xlenovo
Sporting Lisbon; 2/5; 2/5; 4/11; 4/9; 43/00; 2/5; 2/5; 4/11; 7/17; 4/11; 4/9; 2/5; 2/5; 4/11; 2/5; 2/5; 3/8; 5/12; 3/8; 2/5; 4/11; 3/8; 2/5; 2/5; 2/5
Draw; 10/3; 10/3; 16/5; 16/5; 37/10; 18/5; 7/2; 7/2; 7/2; 16/5; 10/3; 10/3; 10/3; 7/2; 100/0; 10/3; 33/10; 10/3; 18/5; 17/5; 7/2; 57/17; 3; 10/3; 7/2
Plzen; 15/2; 8; 7; 44/5; 8; 15/2; 17/2; 8; 15/2; 8; 17/2; 7; 15/2; 15/2; 31/4; 83/10; 8; 17/2; 15/2; 17/2; 43/5; 44/5; ; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-06 18:15:56 GMT+2; 2018-03-08 20:05; Nothing; Xlenovo
Sporting Lisbon; 2/5; 2/5; 4/11; 4/9; 43/00; 2/5; 2/5; 4/11; 7/17; 4/11; 4/9; 2/5; 2/5; 4/11; 2/5; 2/5; 3/8; 5/12; 3/8; 2/5; 4/11; 4/11; 3/8; 2/5; 2/5; 2/5
Draw; 10/3; 10/3; 16/5; 16/5; 37/10; 18/5; 7/2; 7/2; 7/2; 16/5; 10/3; 10/3; 10/3; 7/2; 100/0; 10/3; 33/10; 10/3; 18/5; 17/5; 18/5; 7/2; 57/17; 3; 10/3; 7/2
Plzen; 15/2; 8; 7; 44/5; 8; 15/2; 17/2; 8; 15/2; 8; 17/2; 7; 15/2; 15/2; 31/4; 83/10; 8; 17/2; 15/2; 17/2; 43/5; 44/5; ; ; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-07 10:48:29 GMT+2; 2018-03-10 12:30; Nothing; Xlenovo
Man Utd; 8/5; 8/5; 31/20; 13/8; 42/25; 13/8; 8/5; 6/4; 32/19; 31/20; 13/8; 8/5; 33/20; 31/20; 8/5; 6/4; 8/5; 17/11; 19/12; 32/19; 8/5; 8/5; 28/17; 13/8; 17/10; 13/8
