META; english/premier-league/newcastle-v-burnley; 2018-01-03 18:17:08 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
META; english/premier-league/newcastle-v-burnley; 2018-01-06 10:17:25 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-06 14:17:49 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-06 18:17:23 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-06 22:17:11 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-07 02:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-07 10:17:05 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-07 14:18:31 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; ; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 54/25; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; ; ; 
Burnley; ; ; ; ; 51/20; ; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-07 18:17:18 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 1/100; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-07 22:17:26 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 1/25; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-08 02:17:21 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 4/6; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 3/10; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-08 10:17:04 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 2/9; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-08 14:17:27 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 2/9; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-08 18:17:33 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-08 22:17:19 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-09 02:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-09 10:17:14 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-09 14:17:13 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 1; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-09 18:17:10 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-09 22:17:09 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-10 02:17:02 GMT+2; ; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-10 10:17:03 GMT+2; ; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 10/11; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-10 14:17:04 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-10 18:17:14 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-10 22:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; 2; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-11 02:17:06 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/25; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-11 10:17:07 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-11 14:17:21 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-11 18:17:44 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-11 22:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-12 02:17:03 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-12 10:17:07 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-12 14:17:18 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
Draw; ; ; ; ; 54/25; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 21/10; ; ; 19/10; ; 
Burnley; ; ; ; ; 51/20; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 20/21; ; 
META; english/premier-league/newcastle-v-burnley; 2018-01-12 18:17:09 GMT+2; 2018-01-31 19:45; Nothing; Xlenovo
Newcastle; ; ; ; ; 7/5; 23/20; ; 11/10; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; 1/20; ; 
