META; english/premier-league/bournemouth-v-man-utd; 2018-04-02 14:16:44 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-07 02:16:42 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 11/20; 1/2
Draw; 14/5; 69/20; 16/5; 16/5; 14/5; 16/5
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-07 10:16:42 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 11/20; 1/2
Draw; 14/5; 69/20; 16/5; 16/5; 14/5; 16/5
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-07 14:16:48 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 11/20; 1/2
Draw; 14/5; 69/20; 16/5; 16/5; 14/5; 16/5
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-07 18:16:40 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 11/20; 1/2
Draw; 14/5; 69/20; 16/5; 16/5; 14/5; 16/5
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-07 22:16:14 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 11/20; 1/2
Draw; 14/5; 69/20; 16/5; 16/5; 14/5; 16/5
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 27/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-08 02:16:13 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 8/13; 4/7; 4/7; 1/2; 8/13; 4/7
Draw; 14/5; 69/20; 16/5; 16/5; 3; 14/5; 29/10; 16/5; 29/10; 56/19
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 63/13; 27/5; 21/4; 49/10; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-08 10:16:15 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 8/13; 4/7; 4/7; 4/7; 1/2; 8/13; 4/7
Draw; 14/5; 69/20; 3; 16/5; 3; 14/5; 3; 29/10; 16/5; 29/10; 56/19
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 5; 63/13; 27/5; 21/4; 49/10; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-08 14:16:14 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 8/13; 6/10; 13/20; 4/7; 1/2; 8/13; 10/17
Draw; 14/5; 69/20; 3; 16/5; 3; 14/5; 14/5; 29/10; 16/5; 29/10; 56/19
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 9/2; 24/5; 27/5; 21/4; 63/13; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-08 18:16:10 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 5/9; 1/2; 8/13; 6/10; 13/20; 4/7; 1/2; 10/17; 
Draw; 14/5; 69/20; 3; 16/5; 3; 14/5; 14/5; 29/10; 16/5; 29/10; 56/19
Bournemouth; 9/2; 11/2; 5; 11/2; 5; 9/2; 19/4; 27/5; 24/5; ; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-08 22:16:05 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 4/7; 4/7; 4/7; 4/7; 13/20; 10/17; 10/17; 4/7; 10/17; 
Draw; 14/5; 69/20; 3; 11/4; 11/4; 3; 14/5; 37/13; 29/10; 11/4; 29/10; 29/10
Bournemouth; 9/2; 11/2; 5; 21/4; 11/2; 9/2; 9/2; 19/4; 37/10; 51/10; 11/2; 24/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-09 02:16:05 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 57/100; 4/7; 4/7; 4/7; 4/7; 13/20; 10/17; 10/17; 4/7; 10/17; 
Draw; 14/5; 69/20; 3; 11/4; 11/4; 3; 14/5; 37/13; 29/10; 11/4; 29/10; 29/10
Bournemouth; 9/2; 11/2; 5; 21/4; 11/2; 9/2; 9/2; 19/4; 37/10; 51/10; 11/2; 24/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-09 10:16:05 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 31/50; 3/5; 4/7; 4/7; 4/7; 13/20; 10/17; 10/17; 4/7; 10/17; 
Draw; 14/5; 33/10; 29/10; 11/4; 11/4; 3; 14/5; 37/13; 29/10; 11/4; 29/10; 29/10
Bournemouth; 9/2; 51/10; 5; 21/4; 11/2; 9/2; 9/2; 19/4; 37/10; 51/10; 11/2; 24/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-09 14:16:08 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/13; 6/10; 31/50; 3/5; 4/7; 4/7; 4/7; 13/20; 10/17; 10/17; 4/7; 10/17; 
Draw; 14/5; 3; 33/10; 29/10; 11/4; 11/4; 3; 14/5; 37/13; 29/10; 11/4; 29/10; 29/10
Bournemouth; 9/2; 9/2; 51/10; 19/4; 21/4; 11/2; 9/2; 9/2; 19/4; 37/10; 51/10; 11/2; 24/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-09 18:16:07 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/15; 8/13; 8/13; 6/10; 16/25; 4/7; 3/5; 1/2; 4/7; 6/10; 4/7; 8/13; 8/13; 4/7; 10/17; 8/13; 4/7; 10/17; 4/9; 
Draw; 14/5; 14/5; 29/10; 3; 13/4; 3; 11/4; 11/4; 29/10; 3; 14/5; 3; 16/5; 56/19; 37/13; 11/4; 29/10; 3; 21/10; 
Bournemouth; 11/2; 9/2; 17/4; 9/2; 49/10; 5; 19/4; 9/2; 21/4; 17/4; 5; 9/2; 9/2; 19/4; 23/5; 7/2; 51/10; 21/4; 79/17; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-09 22:16:06 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/15; 8/13; 8/13; 13/20; 16/25; 4/7; 3/5; 1/2; 4/7; 6/10; 4/7; 8/13; 8/13; 8/13; 10/17; 8/13; 4/7; 10/17; 4/9; 
Draw; 14/5; 14/5; 29/10; 3; 13/4; 3; 11/4; 11/4; 29/10; 3; 14/5; 3; 56/19; 37/13; 11/4; 29/10; 3; 21/10; ; 
Bournemouth; 11/2; 9/2; 17/4; 4; 49/10; 5; 9/2; 9/2; 21/4; 17/4; 5; 9/2; 9/2; 9/2; 23/5; 7/2; 51/10; 21/4; 79/17; 10/3
META; english/premier-league/bournemouth-v-man-utd; 2018-04-10 02:16:04 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 8/15; 8/13; 8/13; 13/20; 16/25; 4/7; 3/5; 1/2; 4/7; 6/10; 4/7; 8/13; 8/13; 8/13; 10/17; 8/13; 4/7; 10/17; 1/2; 
Draw; 14/5; 14/5; 29/10; 3; 13/4; 3; 11/4; 11/4; 29/10; 3; 14/5; 3; 56/19; 37/13; 11/4; 29/10; 56/19; 11/5; ; 
Bournemouth; 11/2; 9/2; 17/4; 4; 49/10; 5; 9/2; 9/2; 21/4; 17/4; 5; 9/2; 9/2; 9/2; 50/11; 7/2; 51/10; 21/4; 23/5; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-10 10:16:05 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 33/50; 6/10; 8/13; 8/15; 4/7; 8/13; 3/5; 8/13; 8/13; 8/13; 10/17; 5/8; 4/7; 11/18; 1/2
Draw; 11/4; 14/5; 29/10; 3; 61/20; 3; 11/4; 11/4; 29/10; 3; 14/5; 3; 56/19; 37/13; 11/4; 29/10; 56/19; 2; 
Bournemouth; 5; 9/2; 17/4; 4; 9/2; 9/2; 4; 21/4; 21/5; 9/2; 9/2; 9/2; 9/2; 9/2; 38/11; 51/10; 21/4; 50/11; 11/4
META; english/premier-league/bournemouth-v-man-utd; 2018-04-10 14:16:06 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 4/7; 8/13; 3/5; 8/13; 8/13; 8/13; 10/17; 5/8; 4/7; 11/18; 4/7; 
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 11/4; 29/10; 3; 3; 56/19; 37/13; 11/4; 29/10; 56/19; 27/10; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 21/4; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 38/11; 51/10; 21/4; 50/11; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-10 18:16:08 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 4/7; 8/13; 3/5; 8/13; 8/13; 8/13; 10/17; 5/8; 4/7; 11/18; 4/7; 
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 11/4; 29/10; 3; 3; 56/19; 37/13; 11/4; 29/10; 56/19; 27/10; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 21/4; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 38/11; 51/10; 21/4; 50/11; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-10 22:16:08 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 11/18; 4/7; 
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 56/19; 37/13; 41/13; 3; 2; ; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 49/11; 38/11; 41/10; 21/4; 49/11; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-11 02:15:59 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 8/15
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; ; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 5; 49/11; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-11 10:16:00 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 8/13; 11/18; 8/15
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 3; 37/13; 41/13; 29/10; 3; 21/10; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 21/4; 9/2; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-11 14:16:03 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 8/13; 11/18; 8/15
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 3; 21/10; ; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 21/4; 49/11; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-11 18:16:02 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 4/7
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; 21/10; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 5; 9/2; 7/2
META; english/premier-league/bournemouth-v-man-utd; 2018-04-11 22:16:00 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 4/7
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; 11/4; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 5; 9/2; 3
META; english/premier-league/bournemouth-v-man-utd; 2018-04-12 02:15:53 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 4/7
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; 11/4; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 5; 9/2; 3
META; english/premier-league/bournemouth-v-man-utd; 2018-04-12 10:15:52 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 4/7; 4/7
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; 11/4; 3; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 9/2; 38/11; 41/10; 5; 50/11; 3; 23/5
META; english/premier-league/bournemouth-v-man-utd; 2018-04-12 14:15:56 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 8/13; 13/20; 16/25; 6/10; 8/13; 8/15; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 8/13; 10/17; 5/8; 3/5; 3/5; 11/18; 4/7; 4/7
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 56/19; 37/13; 41/13; 16/5; 3; 27/10; 3; ; ; 
Bournemouth; 5; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 54/13; 21/5; 9/2; 4; 9/2; 9/2; 9/2; 49/11; 38/11; 41/10; 5; 9/2; 3; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-12 18:15:55 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 4/6; 13/20; 67/100; 6/10; 5/8; 8/15; 3/5; 8/13; 3/5; 4/6; 13/20; 8/13; 8/13; 8/13; 5/8; 3/5; 13/20; 8/13; 4/7; 8/13
Draw; 11/4; 14/5; 29/10; 3; 16/5; 3; 11/4; 41/13; 14/5; 3; 14/5; 29/10; 3; 14/5; 56/19; 37/13; 41/13; 31/10; 56/19; 12/5; 3; 
Bournemouth; 5; 9/2; 4; 23/5; 9/2; 17/4; 4; 54/13; 4; 9/2; 9/2; 17/4; 9/2; 9/2; 17/4; 38/11; 41/10; 19/4; 43/10; 7/2; 9/2; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-12 22:15:54 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 4/6; 13/20; 67/100; 6/10; 5/8; 8/15; 3/5; 8/13; 3/5; 4/6; 13/20; 8/13; 8/13; 8/13; 5/8; 3/5; 13/20; 8/13; 4/7; 8/13
Draw; 11/4; 14/5; 29/10; 3; 16/5; 3; 11/4; 41/13; 14/5; 3; 14/5; 29/10; 3; 14/5; 56/19; 37/13; 41/13; 31/10; 56/19; 23/10; 14/5; 
Bournemouth; 5; 9/2; 4; 23/5; 9/2; 17/4; 4; 54/13; 4; 9/2; 9/2; 17/4; 9/2; 9/2; 17/4; 38/11; 41/10; 19/4; 43/10; 22/5; 24/5; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-13 02:15:39 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 4/6; 13/20; 17/25; 6/10; 13/20; 8/15; 3/5; 8/13; 3/5; 4/6; 13/20; 8/13; 8/13; 8/13; 5/8; 3/5; 13/20; 8/13; 4/7; 4/6
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 14/5; 29/10; 3; 14/5; 56/19; 37/13; 41/13; 31/10; 3; 5/2; 14/5; 
Bournemouth; 5; 9/2; 4; 22/5; 9/2; 17/4; 4; 54/13; 4; 9/2; 9/2; 17/4; 9/2; 9/2; 21/5; 38/11; 41/10; 19/4; 17/4; 22/5; 24/5; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-13 10:15:40 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 4/6; 13/20; 17/25; 8/13; 13/20; 4/7; 3/5; 8/13; 3/5; 4/6; 13/20; 8/13; 8/13; 8/13; 5/8; 3/5; 13/20; 8/13; 4/6; 4/6
Draw; 11/4; 14/5; 29/10; 3; 13/4; 3; 11/4; 41/13; 29/10; 3; 14/5; 29/10; 3; 14/5; 56/19; 37/13; 41/13; 31/10; 3; 19/10; 14/5; 
Bournemouth; 5; 9/2; 4; 22/5; 9/2; 17/4; 4; 54/13; 4; 9/2; 9/2; 17/4; 9/2; 9/2; 21/5; 38/11; 41/10; 19/4; 17/4; 1/4; 24/5; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-13 14:15:50 GMT+3; 2018-04-18 19:45; Nothing; Xlenovo
Man Utd; 4/7; 8/13; 4/6; 13/20; 17/25; 8/13; 13/20; 4/7; 3/5; 8/13; 3/5; 4/6; 4/6; 8/13; 11/17; 5/8; 3/5; 13/20; 11/17; 8/13; 4/6
