META; english/premier-league/burnley-v-chelsea; 2018-04-02 14:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Draw; 11/4; 147/50; 14/5; 14/5; 27/10
Burnley; 9/2; 47/10; 4; 17/4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-05 02:16:43 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 4/6; 4/6
Draw; 11/4; 147/50; 14/5; 14/5; 27/10
Burnley; 9/2; 47/10; 4; 17/4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-05 10:16:43 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 4/6
Draw; 11/4; 147/50; 14/5; 14/5
Burnley; 9/2; 47/10; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-05 14:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 4/6
Draw; 11/4; 147/50; 14/5; 14/5
Burnley; 9/2; 47/10; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-05 18:16:47 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-05 22:16:45 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-06 02:16:43 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-06 10:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-06 14:16:48 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-06 18:16:45 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-06 22:16:46 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-07 02:16:45 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-07 10:16:45 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-07 14:16:51 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-07 18:16:44 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-07 22:16:17 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 4/6
Draw; 11/4; 147/50; 14/5; 13/5; 14/5
Burnley; 9/2; 47/10; 4; 4; 
META; english/premier-league/burnley-v-chelsea; 2018-04-08 02:16:17 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 8/11; 14/19; 4/6; 8/11; 14/19
Draw; 11/4; 147/50; 14/5; 11/4; 13/5; 28/11; 14/5; 11/4; 13/5
Burnley; 9/2; 47/10; 4; 9/2; 4; 50/13; 4; 22/5; 39/10
META; english/premier-league/burnley-v-chelsea; 2018-04-08 10:16:18 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/13; 71/100; 4/6; 7/10; 8/11; 8/11; 14/19; 4/6; 8/11; 14/19
Draw; 11/4; 147/50; 14/5; 11/4; 13/5; 13/5; 28/11; 14/5; 11/4; 13/5
Burnley; 9/2; 47/10; 4; 9/2; 4; 17/4; 50/13; 4; 22/5; 39/10
META; english/premier-league/burnley-v-chelsea; 2018-04-08 14:16:18 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 3/4; 4/6; 7/10; 8/11; 8/11; 14/19; 4/6; 8/11; 14/19
Draw; 5/2; 11/4; 139/50; 14/5; 11/4; 13/5; 13/5; 28/11; 14/5; 11/4; 13/5
Burnley; 4; 9/2; 23/5; 4; 9/2; 4; 17/4; 50/13; 4; 22/5; 39/10
META; english/premier-league/burnley-v-chelsea; 2018-04-08 18:16:14 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 3/4; 4/6; 7/10; 8/11; 8/11; 14/19; 4/6; 8/11; 14/19
Draw; 5/2; 11/4; 139/50; 14/5; 11/4; 13/5; 13/5; 28/11; 14/5; 11/4; 13/5
Burnley; 4; 9/2; 23/5; 4; 9/2; 4; 17/4; 50/13; 4; 22/5; 39/10
META; english/premier-league/burnley-v-chelsea; 2018-04-08 22:16:08 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 39/50; 7/10; 8/11; 3/4; 8/11; 14/19; 14/19; 7/10; 3/4; 10/13
Draw; 5/2; 11/4; 68/25; 45/17; 13/5; 5/2; 13/5; 28/11; 5/2; 45/17; 27/10; 28/11
Burnley; 4; 9/2; 22/5; 4; 15/4; 17/4; 15/4; 16/5; 4; 17/4; 19/5; 
META; english/premier-league/burnley-v-chelsea; 2018-04-09 02:16:09 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 3/4; 7/10; 8/11; 8/11; 8/11; 14/19; 14/19; 7/10; 3/4; 14/19
Draw; 5/2; 11/4; 139/50; 45/17; 13/5; 5/2; 13/5; 28/11; 5/2; 45/17; 27/10; 28/11
Burnley; 4; 9/2; 23/5; 4; 4; 17/4; 19/5; 16/5; 4; 17/4; 50/13; 
META; english/premier-league/burnley-v-chelsea; 2018-04-09 10:16:09 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 3/4; 7/10; 8/11; 8/11; 8/11; 14/19; 14/19; 7/10; 3/4; 14/19
Draw; 5/2; 11/4; 139/50; 45/17; 13/5; 5/2; 13/5; 28/11; 5/2; 45/17; 27/10; 28/11
Burnley; 4; 9/2; 23/5; 4; 4; 17/4; 19/5; 16/5; 4; 17/4; 50/13; 
META; english/premier-league/burnley-v-chelsea; 2018-04-09 14:16:12 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 8/11; 3/4; 7/10; 8/11; 8/11; 8/11; 8/11; 14/19; 14/19; 7/10; 3/4; 14/19
Draw; 5/2; 11/4; 13/5; 139/50; 45/17; 5/2; 5/2; 13/5; 13/5; 28/11; 5/2; 45/17; 27/10; 28/11
Burnley; 4; 9/2; 4; 23/5; 4; 4; 17/4; 19/5; 16/5; 4; 22/5; 50/13; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-09 18:16:10 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 8/11; 8/11; 3/4; 4/6; 8/13; 7/10; 8/11; 8/11; 8/11; 8/11; 8/11; 5/7; 14/19; 7/10; 3/4; 5/7; 8/15
Draw; 5/2; 11/4; 5/2; 13/5; 143/50; 5/2; 5/2; 45/17; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/10; 45/17; 19/10
Burnley; 4; 9/2; 4; 22/5; 18/5; 7/2; 4; 4; 4; 17/4; 4; 16/5; 4; 22/5; 77/19; 11/5; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-09 22:16:09 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 8/11; 8/13; 4/5; 8/11; 81/100; 4/6; 8/13; 7/10; 4/5; 8/11; 3/4; 4/5; 3/4; 14/19; 11/14; 7/10; 3/4; 14/19; 8/15
Draw; 5/2; 11/4; 12/5; 13/5; 14/5; 5/2; 5/2; 45/17; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 27/11; 45/17; 27/10; 13/5; 19/10
Burnley; 4; 9/2; 18/5; 4; 18/5; 7/2; 4; 18/5; 4; 15/4; 37/10; 15/4; 15/4; 56/19; 4; 17/4; 19/5; 3; 
META; english/premier-league/burnley-v-chelsea; 2018-04-10 02:16:08 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 4/6; 1; 103/100; 10/11; 5/6; 7/10; 1; 10/11; 20/21; 1; 10/11; 22/23; 7/10; 37/40; 19/20; 1/20; ; 
Draw; 5/2; 11/4; 23/10; 12/5; 51/20; 5/2; 23/10; 45/17; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 40/17; 45/17; 5/2; 27/11; 19/10
Burnley; 3; 14/5; 11/4; 63/20; 16/5; 3; 14/5; 16/5; 3; 29/10; 14/5; 3; 27/11; 4; 17/5; 3; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-10 10:16:09 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 97/100; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 1/16; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 66/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 40/17; 5/2; 5/2; 12/5; 19/10
Burnley; 3; 29/10; 11/4; 33/10; 3; 11/4; 14/5; 14/5; 3; 29/10; 14/5; 29/10; 27/11; 14/5; 31/10; 29/10; 3; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-10 14:16:10 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/6; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 51/20; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 40/17; 5/2; 5/2; 12/5; 19/10
Burnley; 3; 29/10; 11/4; 63/20; 3; 11/4; 14/5; 14/5; 3; 29/10; 14/5; 29/10; 27/11; 14/5; 31/10; 29/10; 3; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-10 18:16:12 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/6; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 51/20; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 40/17; 5/2; 5/2; 12/5; 19/10
Burnley; 3; 29/10; 11/4; 63/20; 3; 11/4; 14/5; 14/5; 3; 3; 14/5; 29/10; 27/11; 14/5; 31/10; 29/10; 3; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-10 22:16:12 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 51/50; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/6; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 12/5; 19/10
Burnley; 3; 29/10; 11/4; 33/10; 3; 11/4; 14/5; 29/10; 3; 3; 56/19; 27/11; 14/5; 16/5; 56/19; 3; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-11 02:16:03 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 51/50; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/6; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 40/17; 19/10
Burnley; 3; 29/10; 11/4; 33/10; 3; 11/4; 14/5; 29/10; 3; 3; 56/19; 27/11; 14/5; 16/5; 56/19; 3; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-11 10:16:03 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 51/50; 19/20; 10/11; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/6; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 40/17; 21/10
Burnley; 3; 29/10; 14/5; 33/10; 3; 11/4; 14/5; 29/10; 3; 3; 56/19; 27/11; 14/5; 16/5; 56/19; 3; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-11 14:16:07 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 51/50; 19/20; 10/11; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 8/11; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 40/17; 21/10
Burnley; 3; 29/10; 14/5; 33/10; 3; 11/4; 14/5; 29/10; 3; 3; 56/19; 27/11; 14/5; 16/5; 56/19; 3; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-11 18:16:05 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 51/50; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 4/5; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 62/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 40/17; 21/10
Burnley; 3; 29/10; 14/5; 33/10; 3; 11/4; 14/5; 29/10; 3; 3; 56/19; 27/11; 14/5; 16/5; 56/19; 2; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-11 22:16:03 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 22/23; 19/20; 1; 19/20; 5/6; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 40/17; 40/17; 5/2; 12/5; 40/17; 9/4
Burnley; 3; 29/10; 14/5; 16/5; 3; 11/4; 14/5; 29/10; 3; 3; 29/10; 27/11; 14/5; 16/5; 56/19; 2; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-12 02:15:57 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 10/11; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 20/21; 1; 19/20; 19/20; 22/23; 19/20; 1; 19/20; 5/6; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 12/5; 40/17; 40/17; 5/2; 12/5; 12/5; 23/10
Burnley; 3; 29/10; 14/5; 16/5; 3; 11/4; 14/5; 29/10; 3; 3; 3; 29/10; 27/11; 14/5; 16/5; 56/19; 11/5; ; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-12 10:15:56 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 19/20; 22/23; 19/20; 1; 19/20; 10/11; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 12/5; 40/17; 40/17; 5/2; 12/5; 12/5; 23/10
Burnley; 11/4; 3; 29/10; 14/5; 16/5; 3; 11/4; 14/5; 29/10; 3; 3; 14/5; 29/10; 27/11; 14/5; 16/5; 56/19; 23/10; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-12 14:16:00 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 19/20; 22/23; 19/20; 1; 10/11; ; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 9/4; 12/5; 23/10; 47/20; 23/10; 12/5; 40/17; 40/17; 5/2; 12/5; 12/5; 5/2
Burnley; 11/4; 3; 29/10; 14/5; 16/5; 3; 11/4; 14/5; 29/10; 3; 3; 14/5; 29/10; 27/11; 14/5; 16/5; 29/10; 23/10; ; 
META; english/premier-league/burnley-v-chelsea; 2018-04-12 18:16:00 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 21/20; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 40/17; 9/4; 5/2; 12/5; 40/17; 21/10
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 14/5; 3; 14/5; 37/13; 27/11; 14/5; 31/10; 37/13; 12/5
META; english/premier-league/burnley-v-chelsea; 2018-04-12 22:15:58 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 40/17; 9/4; 5/2; 12/5; 40/17; 11/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 29/10; 3; 14/5; 14/5; 27/11; 14/5; 31/10; 37/13; 13/5
META; english/premier-league/burnley-v-chelsea; 2018-04-13 02:15:42 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 47/20; 23/10; 12/5; 40/17; 9/4; 5/2; 12/5; 12/5; 23/10
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 14/5; 3; 14/5; 14/5; 27/11; 14/5; 31/10; 37/13; 13/5
META; english/premier-league/burnley-v-chelsea; 2018-04-13 10:15:44 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 40/17; 9/4; 5/2; 12/5; 40/17; 23/10
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 29/10; 3; 14/5; 14/5; 27/11; 14/5; 3; 37/13; 13/5
META; english/premier-league/burnley-v-chelsea; 2018-04-13 14:15:54 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 1; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 23/10; 23/10; 12/5; 40/17; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 29/10; 3; 14/5; 27/10; 27/11; 14/5; 3; 11/4; 14/5; 14/5
META; english/premier-league/burnley-v-chelsea; 2018-04-13 18:15:59 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 1; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 9/4; 5/2; 12/5; 12/5; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 14/5; 27/10; 27/11; 14/5; 3; 11/4; 14/5; 3
META; english/premier-league/burnley-v-chelsea; 2018-04-13 22:15:58 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 1; ; 
Draw; 5/2; 5/2; 9/4; 12/5; 63/25; 5/2; 23/10; 5/2; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 40/17; 23/10; 9/4; 5/2; 12/5; 40/17; 23/10; 12/5
Burnley; 11/4; 3; 14/5; 14/5; 16/5; 3; 11/4; 14/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 14/5; 14/5; 3; 27/11; 14/5; 3; 37/13; 13/5; 3
META; english/premier-league/burnley-v-chelsea; 2018-04-14 02:15:56 GMT+3; 2018-04-19 19:45; Nothing; Xlenovo
Chelsea; 19/20; 10/11; 1; 103/100; 19/20; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 1; 39/40; 19/20; 21/20; 1; 20/21; 1; ; 
