META; english/premier-league/tottenham-v-chelsea; 2017-06-15 14:15:47 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 22:18:14 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-29 22:23:29 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 02:17:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 02:22:15 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 9/4; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 10:17:03 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 10:22:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 14:17:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 14:22:48 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 18:20:24 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 18:25:41 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 22:21:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-06-30 22:27:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 02:21:57 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 02:27:31 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 10:22:09 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 10:27:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 14:22:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; ; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; ; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; ; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 14:28:22 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 18:22:33 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 18:28:33 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 22:22:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-01 22:27:52 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 02:22:00 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 02:27:30 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 10:21:53 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 10:27:26 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 14:22:23 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 14:28:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 18:22:32 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 18:28:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; ; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; ; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; ; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 22:22:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-02 22:28:12 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 02:22:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 02:27:59 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 10:22:28 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 10:28:07 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 14:23:13 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; ; ; ; ; ; ; ; ; 8/5; 8/5; 13/8; 8/5; ; ; 28/17; ; 28/17; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; ; ; ; ; ; ; ; ; 28/17; 28/17; 13/8; 28/17; ; ; 28/17; ; 28/17; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 18:22:51 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; 28/17; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; 28/17; ; ; ; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; 28/17; ; ; ; ; ; ; ; 28/17; 13/8; 28/17; ; ; 28/17; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; 11/5; 23/10; 23/10; ; ; 23/10; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-03 22:22:33 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 13/8; ; 28/17; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; 28/17; ; ; ; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 15/8; ; 28/17; ; ; ; ; ; ; ; 28/17; 13/8; 28/17; ; ; 28/17; ; ; ; ; 10/11; ; 
Draw; ; 9/4; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; 11/5; 23/10; 23/10; ; ; 23/10; ; ; ; ; 21/10; ; 
META; english/premier-league/tottenham-v-chelsea; 2017-07-04 02:22:42 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Tottenham; ; 7/5; ; 11/8; ; ; 17/10; ; 28/17; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; 28/17; ; ; 8/5; ; 27/20; ; 
Chelsea; ; 7/4; ; 7/4; ; ; 9/5; ; 28/17; ; ; ; ; ; ; ; 28/17; 13/8; 28/17; ; ; 28/17; ; ; 7/4; ; 10/11; ; 
