META; english/premier-league/swansea-v-huddersfield; 2017-09-20 22:17:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-22 18:17:49 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-22 22:17:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-23 02:17:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-23 10:17:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-23 14:18:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-23 18:17:56 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 11/4; ; ; ; 5/2; ; ; ; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-23 22:17:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 13/10; ; ; ; 11/10; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; 4/11; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; 4/11; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-24 02:17:24 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 13/10; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; 2; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; 4/11; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-24 10:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 13/10; ; ; ; 11/10; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; 2; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; 4/11; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-24 14:17:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; 11/10; ; ; 13/10; ; ; ; 11/10; ; ; 13/10; ; 
Draw; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; 2; ; 
Huddersfield; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; 4/11; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-24 18:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; 21/20; ; ; ; ; ; 21/20; ; 13/10; 13/10; ; ; 11/10; ; 6/5; 11/10; ; ; 13/10; ; ; ; 11/10; ; ; 13/10; ; 
Draw; ; 9/4; ; ; ; ; ; 9/4; ; 21/10; 21/10; ; ; 23/10; ; 23/10; 11/5; ; ; 23/10; ; ; ; 11/5; ; ; 2; ; 
Huddersfield; ; 11/4; ; ; ; ; ; 5/2; ; 9/4; 11/5; ; ; 11/4; ; 27/10; 5/2; ; ; 13/5; ; ; ; 5/2; ; ; 4/11; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-24 22:17:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; ; 21/20; ; ; ; ; 11/8; 21/20; 11/10; 23/17; 27/20; ; ; 13/10; ; 13/10; 15/13; ; 13/10; 13/10; 23/18; 11/10; ; 5/4; ; ; 13/10; ; 
Draw; ; 9/4; ; ; ; ; 11/5; 9/4; 23/10; 21/10; 2; ; ; 23/10; ; 9/4; 11/5; ; 11/5; 23/10; 9/4; 23/10; ; 11/5; ; ; 2; ; 
Huddersfield; ; 11/4; ; ; ; ; 12/5; 5/2; 5/2; 11/5; 11/5; ; ; 5/2; ; 5/2; 12/5; ; 28/13; 13/5; 2; 5/2; ; 23/10; ; ; 4/9; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-25 02:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; ; ; ; ; 11/8; 21/20; 11/10; 23/17; 27/20; ; ; 13/10; 13/10; 13/10; 15/13; ; 13/10; 13/10; 23/18; 11/10; ; 5/4; ; ; 13/10; ; 
Draw; 23/10; 9/4; ; ; ; ; 11/5; 9/4; 23/10; 21/10; 2; ; ; 23/10; 9/4; 23/10; 11/5; ; 11/5; 23/10; 9/4; 23/10; ; 11/5; ; ; 2; ; 
Huddersfield; 21/10; 11/4; ; ; ; ; 12/5; 5/2; 5/2; 11/5; 11/5; ; ; 5/2; 9/4; 12/5; 12/5; ; 28/13; 13/5; 2; 5/2; ; 23/10; ; ; 4/9; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-25 10:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; ; ; ; ; 11/8; 21/20; 11/10; 23/17; 27/20; ; ; 13/10; 13/10; 13/10; 15/13; ; 13/10; 13/10; 23/18; 11/10; ; 13/10; ; ; 13/10; ; 
Draw; 23/10; 9/4; ; ; ; ; 11/5; 9/4; 23/10; 21/10; 2; ; ; 23/10; 9/4; 23/10; 11/5; ; 11/5; 23/10; 9/4; 23/10; ; 11/5; ; ; 2; ; 
Huddersfield; 21/10; 11/4; ; ; ; ; 12/5; 5/2; 5/2; 11/5; 11/5; ; ; 5/2; 9/4; 12/5; 12/5; ; 28/13; 13/5; 2; 5/2; ; 11/5; ; ; 4/9; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-25 14:17:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 13/10; ; ; ; 13/10; 21/20; 11/10; 5/4; ; ; ; 13/10; 13/10; 13/10; 15/13; 11/10; 13/10; 33/25; 6/5; ; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; ; 11/5; 9/4; 23/10; 2; ; ; ; 23/10; 11/5; 23/10; 11/5; 23/10; 11/5; 113/50; 9/4; ; ; 11/5; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 23/10; ; ; ; 5/2; 5/2; 5/2; 23/10; ; ; ; 5/2; 23/10; 12/5; 12/5; 5/2; 28/13; 13/5; 28/13; ; ; 23/10; ; ; 4/9; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-25 18:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; ; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 28/13; 11/5; ; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 19/8; 12/5; ; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 4/9; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-25 22:17:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-26 02:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-26 10:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-26 14:17:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; ; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; ; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; ; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-26 18:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-26 22:17:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-27 02:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-27 10:17:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-27 14:18:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 21/20; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 9/4; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 5/2; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 23/10; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-27 22:17:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 13/10; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 11/10; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 12/5; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 9/4; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-28 02:17:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 13/10; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 11/10; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 12/5; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 9/4; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-28 10:17:19 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 13/10; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 11/10; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 12/5; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 9/4; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-28 14:17:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 13/10; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 11/10; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 12/5; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 9/4; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/premier-league/swansea-v-huddersfield; 2017-09-28 18:17:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Swansea; 13/10; 21/20; 5/4; ; ; 13/10; 13/10; 13/10; 11/10; 5/4; ; 13/10; ; 13/10; 13/10; 6/5; 15/13; 11/10; 6/5; 33/25; 6/5; 11/10; ; 5/4; ; ; 8/11; ; 
Draw; 23/10; 9/4; 21/10; ; ; 11/5; 11/5; 11/5; 23/10; 2; ; 21/10; ; 23/10; 11/5; 21/10; 11/5; 23/10; 28/13; 113/50; 9/4; 23/10; ; 21/10; ; ; 2; ; 
Huddersfield; 21/10; 13/5; 12/5; ; ; 21/10; 5/2; 12/5; 5/2; 23/10; ; 47/20; ; 5/2; 23/10; 9/4; 12/5; 5/2; 40/17; 13/5; 28/13; 5/2; ; 23/10; ; ; 19/10; ; 
