META; english/premier-league/huddersfield-v-liverpool; 2018-01-03 18:17:01 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; ; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 10/29; 6/17; 6/17; 10/29; 1/3; 1/3; 3/10; 6/17; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; ; 4; 4; 4; 17/4; 4; 4; 15/4; ; 19/5; 4; 4; 4; 50/13; 4; 43/10; 21/5; 17/4; 17/4; 17/4; 75/19; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; ; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 8; 10; 9; 33/4; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-26 18:16:20 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 1/3; ; 7/20; 7/20; 1/3; 6/17; 10/29; 6/17; 6/17; 10/29; 1/3; 1/3; 3/10; 10/29; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 4; 4; 15/4; ; 19/5; 4; 4; 4; 75/19; 4; 43/10; 21/5; 17/4; 17/4; 17/4; ; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 10; 17/2; 17/2; 17/2; 17/2; 17/2; 9; 17/2; ; 8; 8; 8; 33/4; 33/4; 33/4; 39/5; 8; 8; 10; 9; 17/2; ; 19/2; 48/5; 44/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-26 22:16:26 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 10/29; 1/3; 1/3; 3/10; 4/11; 1/3; 7/20; 3/10; 6/17; 1/3; 6/17; 6/17; 10/29; 1/3; 3/10; 3/10; 10/29; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; 4; 19/5; 9/2; 4; 4; 4; 17/4; 4; 4; 4; 4; 4; 4; 4; 4; 41/10; 4; 43/10; 21/5; 17/4; 9/2; 4; 54/13; ; 4; 21/5; 9/2
Huddersfield; 17/2; 15/2; 9; 8; 10; 17/2; 9; 17/2; 17/2; 9; 9; 9; 9; 9; 8; 17/2; 33/4; 37/4; 33/4; 39/5; 8; 17/2; 21/2; 10; 19/2; ; 19/2; 48/5; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-27 02:16:21 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 10/29; 1/3; 1/3; 3/10; 1/3; 1/3; 7/20; 3/10; 6/17; 6/17; 6/17; 6/17; 10/29; 1/3; 3/10; 3/10; 10/29; ; 1/3; 4/11; 4/11
Draw; 17/4; 4; 4; 19/5; 9/2; 4; 4; 4; 17/4; 4; 4; 4; 4; 4; 4; 4; 4; 50/13; 4; 43/10; 21/5; 17/4; 9/2; 4; 54/13; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 17/2; 9; 8; 10; 17/2; 9; 17/2; 17/2; 9; 9; 9; 9; 9; 8; 17/2; 33/4; 29/4; 33/4; 39/5; 8; 17/2; 21/2; 10; 19/2; ; 19/2; 48/5; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-27 10:17:29 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 7/20; 1/3; 1/3; 1/3; 10/29; 1/3; 1/3; 3/10; 1/3; 1/3; 7/20; 3/10; 6/17; 6/17; 6/17; 6/17; 10/29; 1/3; 1/3; 3/10; 10/29; ; 1/3; 1/3; 4/11
Draw; 17/4; 4; 4; 19/5; 9/2; 4; 4; 4; 17/4; 4; 4; 4; 4; 4; 4; 4; 4; 50/13; 4; 43/10; 21/5; 17/4; 22/5; 4; 54/13; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 17/2; 9; 8; 10; 17/2; 9; 17/2; 17/2; 9; 9; 9; 9; 17/2; 8; 17/2; 33/4; 29/4; 33/4; 39/5; 8; 17/2; 19/2; 10; 37/4; ; 19/2; 48/5; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-27 14:16:33 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 1/3; 1/3; 1/3; 3/10; 10/29; 1/3; 1/3; 3/10; 1/3; 1/3; 7/20; 3/10; 6/17; 1/3; 6/17; 6/17; 10/29; 1/3; 1/3; 3/10; 10/29; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 4; 19/5; 23/5; 4; 4; 4; 17/4; 4; 4; 4; 4; 4; 4; 4; 4; 41/10; 4; 43/10; 21/5; 17/4; 22/5; 4; 54/13; ; 21/5; 22/5; 9/2
Huddersfield; 17/2; 8; 9; 8; 21/2; 17/2; 9; 17/2; 17/2; 9; 9; 9; 9; 17/2; 8; 17/2; 33/4; 37/4; 33/4; 39/5; 8; 17/2; 19/2; 10; 37/4; ; 19/2; 48/5; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-27 18:16:22 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; ; 1/3; 7/20; 1/3; 1/3; 1/3; 3/10; 10/29; 1/3; 1/3; 3/10; 1/3; 1/3; 7/20; 3/10; 6/17; 1/3; 6/17; ; 10/29; 1/3; 1/3; 3/10; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 4; 19/5; 23/5; 4; 4; 4; 17/4; 4; 4; 4; 4; 4; 4; 4; 4; 41/10; 4; ; 21/5; 17/4; 22/5; 4; ; ; 21/5; 22/5; 9/2
Huddersfield; 17/2; 8; 9; 8; 21/2; 17/2; 9; 17/2; 17/2; 9; 9; 9; 9; 17/2; 8; 17/2; 33/4; 37/4; 33/4; ; 8; 17/2; 19/2; 10; ; ; 19/2; 48/5; 48/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-27 22:16:15 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 1/3; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 1/3; 4/11; 7/20; 7/20; 1/3; 1/3; 6/17; 1/3; ; 3/10; 1/3; 1/3; 3/10; 10/29; ; 1/3; 1/3; 1/3
Draw; 17/4; 19/5; 4; 19/5; 23/5; 4; 4; 4; 9/2; 4; 4; 15/4; 4; 4; 4; 15/4; 4; 50/13; 4; ; 22/5; 17/4; 22/5; 4; 41/10; ; 21/5; 22/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 21/2; 17/2; 9; 17/2; 19/2; 9; 9; 17/2; 17/2; 17/2; 8; 17/2; 9; 29/4; 9; ; 9; 17/2; 19/2; 10; 9; ; 41/5; 43/5; 46/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-28 02:16:14 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 1/3; 1/3; 7/20; 3/10; 1/3; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 4/11; 1/3; 4/11; 1/3; 1/3; 1/3; 3/10; 4/11; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 23/5; 4; 4; 4; 17/4; 19/5; 4; 7/2; 15/4; 19/5; 4; 15/4; 4; 50/13; 4; 21/5; 21/5; 17/4; 22/5; 17/4; 4; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 21/2; 17/2; 17/2; 17/2; 9; 17/2; 9; 17/2; 17/2; 8; 15/2; 8; 9; 17/2; 9; 38/5; 17/2; 8; 19/2; 10; 35/4; ; 17/2; 43/5; 43/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-28 10:16:15 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 4/11; 1/3; 7/20; 1/3; 1/3; 7/20; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 7/20; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 23/5; 4; 4; 4; 17/4; 19/5; 4; 15/4; 15/4; 19/5; 4; 15/4; 4; 75/19; 4; 21/5; 21/5; 17/4; 17/4; 4; 75/19; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 15/2; 17/2; 8; 21/2; 17/2; 17/2; 17/2; 9; 9; 9; 17/2; 17/2; 17/2; 15/2; 17/2; 9; 29/4; 9; 38/5; 17/2; 8; 10; 9; 35/4; ; 17/2; 43/5; 9
META; english/premier-league/huddersfield-v-liverpool; 2018-01-28 14:16:19 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 1/3; 1/3; 7/20; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 7/20; 4/11; 1/3; 1/3; 4/11; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 23/5; 4; 4; 4; 17/4; 19/5; 4; 15/4; 4; 19/5; 4; 15/4; 4; 50/13; 4; 21/5; 21/5; 4; 17/4; 4; 4; ; 21/5; 22/5; 9/2
Huddersfield; 17/2; 8; 17/2; 8; 21/2; 17/2; 17/2; 17/2; 9; 9; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 35/4; 9; 38/5; 17/2; 8; 10; 9; 9; ; 9; 46/5; 9
META; english/premier-league/huddersfield-v-liverpool; 2018-01-28 18:16:16 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 7/20; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 23/5; 4; 4; 4; 17/4; 19/5; 4; 15/4; 15/4; 19/5; 4; 4; 4; 50/13; 4; 21/5; 21/5; 4; 17/4; 4; 4; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 8; 17/2; 8; 21/2; 17/2; 17/2; 17/2; 9; 17/2; 9; 17/2; 9; 8; 15/2; 8; 9; 35/4; 9; 38/5; 17/2; 8; 10; 9; 9; ; 19/2; 46/5; 9
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 02:16:07 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 1/3; 37/ 100; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 43/10; 4; 4; 4; 17/4; 19/5; 4; 15/4; 15/4; 19/5; 4; 15/4; 4; 50/13; 4; 21/5; 21/5; 4; 17/4; 4; 4; ; 21/5; 21/5; 9/2
Huddersfield; 17/2; 8; 17/2; 9; 19/2; 17/2; 17/2; 17/2; 9; 17/2; 9; 17/2; 9; 8; 15/2; 17/2; 9; 29/4; 9; 38/5; 17/2; 8; 21/2; 9; 9; ; 19/2; 48/5; 49/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 02:35:34 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 1/3; 1/3; 1/3; 37/ 100; 1/3; 1/3; 3/10; 1/3; 4/11; 1/3; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 4/11; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; 1/3; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 19/5; 43/10; 4; 4; 4; 17/4; 19/5; 4; 15/4; 15/4; 19/5; 4; 15/4; 4; 39/10; 4; 21/5; 21/5; 4; 17/4; 4; 75/19; ; 21/5; 21/5; 21/5
Huddersfield; 17/2; 8; 17/2; 9; 19/2; 17/2; 17/2; 17/2; 9; 17/2; 9; 17/2; 9; 8; 15/2; 17/2; 9; 35/4; 9; 38/5; 17/2; 8; 21/2; 9; 35/4; ; 19/2; 48/5; 49/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 10:16:06 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; 1/3; 37/ 100; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; 6/17; ; 1/3; 1/3; 4/11
Draw; 9/2; 19/5; 19/5; 19/5; 43/10; 4; 4; 4; 17/4; 19/5; 19/5; 15/4; 15/4; 19/5; 4; 15/4; 4; 50/13; 4; 21/5; 21/5; 4; 17/4; 4; 4; ; 21/5; 21/5; 21/5
Huddersfield; 10; 15/2; 17/2; 9; 19/2; 17/2; 9; 17/2; 9; 17/2; 17/2; 17/2; 17/2; 8; 15/2; 17/2; 9; 29/4; 9; 38/5; 17/2; 8; 21/2; 9; 37/4; ; 19/2; 48/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 10:35:17 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; 1/3; 37/ 100; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 1/3; 1/3; 1/3; 7/20; 6/17; ; 1/3; 1/3; 4/11
Draw; 9/2; 19/5; 19/5; 19/5; 43/10; 4; 4; 4; 17/4; 19/5; 19/5; 15/4; 15/4; 19/5; 4; 15/4; 4; 4; 4; 21/5; 21/5; 4; 17/4; 4; 4; ; 21/5; 21/5; 21/5
Huddersfield; 10; 15/2; 17/2; 9; 19/2; 17/2; 9; 17/2; 9; 17/2; 17/2; 17/2; 17/2; 8; 15/2; 17/2; 9; 29/4; 9; 38/5; 17/2; 8; 21/2; 9; 9; ; 19/2; 48/5; 19/2
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 14:16:08 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 4/11; 1/3; 1/3; 7/20; 1/3; ; 3/10; 6/17; 1/3; 3/10; 1/3; 4/11; 4/11; 7/20; 1/3; 1/3; 10/29; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 10/29; ; 1/3; 1/3; 4/11
Draw; 9/2; 19/5; 19/5; 4; 9/2; 4; ; 4; 74/17; 4; 4; 15/4; 15/4; 17/4; 17/4; 4; 4; 39/10; 4; 21/5; 17/4; 17/4; 22/5; 4; 39/10; ; 21/5; 21/5; 9/2
Huddersfield; 10; 15/2; 9; 9; 10; 9; ; 9; 37/4; 9; 9; 9; 17/2; 9; 9; 9; 9; 39/4; 9; 38/5; 9; 17/2; 10; 10; 39/4; ; 10; 51/5; 52/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 18:16:08 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 1/3; 7/20; 1/3; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 27/100; 4/11; 7/20; 1/3; 1/3; 10/29; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; ; ; 1/3; 1/3; 4/11
Draw; 9/2; 19/5; 19/5; 4; 9/2; 4; 4; 4; 74/17; 4; 9/2; 4; 9/2; 17/4; 17/4; 4; 4; 75/19; 4; 21/5; 17/4; 17/4; 22/5; 4; 75/19; ; 4; 21/5; 22/5
Huddersfield; 10; 8; 9; 9; 10; 9; 19/2; 9; 37/4; 9; 10; 9; 10; 9; 9; 9; 9; 39/4; 9; 38/5; 9; 17/2; 10; 10; ; ; 10; 51/5; 52/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-29 22:16:07 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 1/3; 7/20; 1/3; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 27/100; 7/20; 7/20; ; 1/3; 6/17; 1/3; 10/29; 1/3; 1/3; 1/3; 1/3; ; ; 1/3; 4/11; 4/11
Draw; 9/2; 19/5; 4; 4; 9/2; 4; 17/4; 4; 74/17; 4; 9/2; 4; 9/2; 17/4; 17/4; ; 4; 50/13; 4; 43/10; 17/4; 17/4; 22/5; 4; 75/19; ; 4; 21/5; 21/5
Huddersfield; 10; 8; 9; 9; 10; 19/2; 19/2; 9; 37/4; 9; 10; 9; 10; 10; 9; ; 9; 29/4; 9; 41/5; 9; 9; 10; 10; 10; ; 10; 51/5; 52/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-30 02:16:07 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 27/100; 7/20; 7/20; ; 1/3; 10/29; 1/3; 10/29; 1/3; 1/3; 1/3; 1/3; 6/17; ; 1/3; 4/11; 4/11
Draw; 9/2; 4; 4; 4; 9/2; 4; 17/4; 4; 74/17; 4; 9/2; 4; 9/2; 17/4; 17/4; ; 4; 39/10; 4; 43/10; 17/4; 17/4; 22/5; 4; 75/19; ; 4; 21/5; 22/5
Huddersfield; 10; 8; 9; 9; 10; 10; 9; 9; 37/4; 9; 10; 9; 10; 10; 9; ; 9; 19/2; 9; 41/5; 9; 17/2; 10; 9; 19/2; ; 19/2; 48/5; 49/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-30 10:16:05 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 1/3; 3/10; 1/3; 7/20; 1/3; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 27/100; 1/3; 7/20; ; 1/3; 1/3; 1/3; 6/19; 1/3; 1/3; 3/10; 1/3; 10/29; ; 3/10; 1/3; 1/3
Draw; 9/2; 17/4; 21/5; 4; 9/2; 9/2; 17/4; 4; 74/17; 17/4; 9/2; 4; 9/2; 9/2; 17/4; ; 4; 77/19; 4; 9/2; 17/4; 9/2; 9/2; 17/4; 77/19; ; 22/5; 9/2; 22/5
Huddersfield; 10; 9; 9; 9; 10; 10; 19/2; 9; 37/4; 10; 10; 10; 10; 10; 9; ; 9; 19/2; 9; 17/2; 9; 9; 11; 9; 39/4; ; 10; 51/5; 49/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-30 14:16:12 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 3/10; 3/10; 3/10; 3/10; 33/100; 1/3; ; ; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 30/100; 3/10; 3/10; 6/17; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 6/19; ; 3/10; 3/10; 1/3
Draw; 19/4; 9/2; 9/2; 9/2; 47/10; 9/2; ; ; 79/17; 9/2; 9/2; 4; 9/2; 9/2; 19/4; 9/2; 9/2; 50/13; 9/2; 23/5; 9/2; 19/4; 19/4; 9/2; 17/4; ; 9/2; 23/5; 91/5
Huddersfield; 11; 10; 11; 10; 21/2; 10; ; ; 39/4; 11; 10; 10; 9; 11; 10; 10; 19/2; 29/4; 19/2; 19/2; 19/2; 9; 11; 10; 10; ; 10; 51/5; 54/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-30 18:16:10 GMT+2; 2018-01-30 20:00; Nothing; Xlenovo
Liverpool; 1/3; 3/10; 3/10; 3/10; 17/50; 1/3; ; ; 1/3; 3/10; 1/3; ; 3/10; 3/10; 1/3; 3/10; 1/3; 6/19; 1/3; 3/10; 3/10; 3/10; 1/3; 2/7; 6/19; ; 1/3; 1/3; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 23/5; 9/2; ; ; 79/17; 9/2; 9/2; ; 9/2; 9/2; 9/2; 9/2; 17/4; 54/13; 17/4; 23/5; 9/2; 19/4; 9/2; 9/2; 21/5; ; 22/5; 9/2; 23/5
Huddersfield; 10; 10; 11; 10; 10; 10; ; ; 39/4; 11; 10; ; 10; 10; 9; 10; 33/4; 41/4; 33/4; 19/2; 19/2; 9; 19/2; 11; 41/4; ; 10; 51/5; 52/5
META; english/premier-league/huddersfield-v-liverpool; 2018-01-30 22:16:10 GMT+2; 2018-01-30 20:00; In Play; Xlenovo
Liverpool; 2/7; ; ; 4/11; ; ; 7/20; ; 10/29; ; 1/3; ; ; ; 30/100; 2/7; 3/10; 3/10; 3/10; ; 6/19; ; 2/7; 7/20; 1/3; ; 3/10; ; 
Draw; 4; ; ; 15/4; ; ; 4; ; 9/2; ; 4; ; ; ; 17/4; 4; 17/4; 21/5; 17/4; ; 22/5; ; 21/5; 4; 4; ; 9/2; ; 
Huddersfield; 11; ; ; 7; ; ; 17/2; ; 19/2; ; 17/2; ; ; ; 31/4; 9; 33/4; 17/2; 31/4; ; 9; ; 21/2; 8; 33/4; ; 52/5; ; 
