META; english/premier-league/liverpool-v-huddersfield; 2017-10-02 22:17:45 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-03 18:17:42 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-03 22:17:43 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-04 02:17:39 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-04 10:17:46 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-04 14:17:43 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-04 18:17:40 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 16; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-04 22:17:40 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-05 02:17:41 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-05 10:17:43 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-05 14:17:55 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-05 18:17:56 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 2/11; 2/11; ; 2/9; ; ; 1/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 16; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-05 22:17:49 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/6; 2/11; ; 2/9; ; ; 2/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 6; 11/2; ; 31/5; ; ; 13/2; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 16; 16; ; ; ; ; ; ; ; 16; 14; ; 16; ; ; 18; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-06 02:18:39 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-06 10:17:45 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-06 14:18:02 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-06 18:17:49 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-06 22:18:00 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-07 02:17:46 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; ; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; ; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-07 10:18:04 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-07 14:17:59 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; ; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; ; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-07 18:17:42 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; 1/100; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-07 22:18:02 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; 1/100; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-08 02:17:45 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 6; ; ; ; 1/100; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-08 10:18:02 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 11/2; ; ; ; 1/100; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-08 14:18:09 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; 1/5; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; 11/2; 11/2; ; 31/5; ; ; 11/2; ; ; ; 1/100; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; 14; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-08 18:18:00 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-08 22:17:56 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-09 02:17:38 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-09 10:17:41 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-09 14:17:44 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-09 18:18:03 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-09 22:17:45 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-10 02:17:43 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-10 10:17:44 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-10 14:17:57 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-10 18:17:39 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-10 22:17:49 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-11 02:17:39 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 2/13; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-11 10:17:48 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-11 14:18:54 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-11 18:17:38 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-11 22:17:47 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 21/10; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 1/25; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-12 02:18:08 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; 14/5; ; 
Huddersfield; ; ; ; ; ; 14; 14; 16; ; ; ; ; ; ; ; ; 14; ; 16; ; ; 14; ; ; ; 6/4; ; 
META; english/premier-league/liverpool-v-huddersfield; 2017-10-12 14:17:48 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Liverpool; ; ; ; ; ; 1/5; 1/6; 1/7; ; ; ; ; ; ; ; ; 2/11; ; 2/9; ; ; 1/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 6; 6; 6; ; ; ; ; ; ; ; ; 11/2; ; 31/5; ; ; 11/2; ; ; ; ; ; ; 
