META; english/premier-league/man-city-v-swansea; 2018-04-02 14:17:05 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/6; 1/7; 1/10; 2/13; 1/7; 2/13; 1/6; 1/6; 2/13; 2/13; 1/6; 1/50
Draw; 13/2; 7; 15/2; 15/2; 6; 13/2; 7; 15/2; 25/4; 13/2; 7; 25/4; 1/50; 
Swansea; 12; 14; 31/2; 16; 17; 17; 16; 16; 14; 53/4; 16; 19; 27/2; 1/50
META; english/premier-league/man-city-v-swansea; 2018-04-08 14:16:35 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 17/100; 1/7; 1/10; 2/13; 2/13; 2/13; 1/6; 1/6; 2/13; 2/13; 1/6; 1/7
Draw; 13/2; 7; 37/5; 15/2; 6; 13/2; 13/2; 7; 25/4; 13/2; 7; 25/4; 19/10; 
Swansea; 12; 14; 15; 16; 17; 17; 16; 16; 14; 13; 16; 19; 13; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-08 18:16:31 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 17/100; 1/7; 1/10; 2/13; 2/13; 2/13; 1/6; 1/6; 2/13; 2/13; 1/6; 2/13
Draw; 13/2; 7; 37/5; 15/2; 6; 13/2; 13/2; 7; 25/4; 13/2; 7; 25/4; 19/10; 
Swansea; 12; 14; 15; 16; 17; 17; 16; 16; 14; 13; 16; 19; 13; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-08 22:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 2/11; 2/13; 1/9; 3/19; 1/6; 1/5; 1/6; 1/6; 1/5; 2/13; 3/19; 2/11; 1/5; 2/13
Draw; 13/2; 7; 71/10; 7; 13/2; 13/2; 11/2; 13/2; 13/2; 76/13; 29/5; 13/2; 7; 113/19; 19/10; 
Swansea; 12; 14; 14; 14; 14; 15; 14; 12; 14; 12; 45/4; 11; 14; 17; 45/4; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-09 02:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 2/11; 2/13; 1/9; 3/19; 1/6; 1/5; 1/6; 1/6; 1/5; 2/13; 3/19; 2/11; 1/5; 2/13
Draw; 13/2; 7; 71/10; 7; 13/2; 13/2; 11/2; 13/2; 13/2; 76/13; 29/5; 13/2; 7; 113/19; 19/10; 
Swansea; 12; 14; 14; 14; 14; 15; 14; 12; 14; 12; 45/4; 11; 14; 17; 45/4; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-09 10:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 2/11; 2/13; 1/9; 3/19; 1/6; 1/5; 1/6; 1/6; 1/5; 2/13; 3/19; 2/11; 1/5; 1/6
Draw; 13/2; 7; 71/10; 7; 13/2; 13/2; 11/2; 13/2; 13/2; 76/13; 29/5; 13/2; 7; 113/19; 23/10; 
Swansea; 12; 14; 14; 14; 14; 15; 14; 12; 14; 12; 45/4; 11; 14; 17; 45/4; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-09 14:16:29 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 2/11; 1/9; 2/13; 1/9; 3/19; 1/6; 1/5; 2/11; 1/6; 1/6; 3/16; 2/13; 3/19; 2/11; 3/16; 1/6
Draw; 13/2; 7; 71/10; 6; 6; 13/2; 13/2; 11/2; 6; 13/2; 13/2; 59/10; 29/5; 13/2; 7; 5/2; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 12; 15; 14; 12; 23/2; 11; 14; 17; 23/2; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-09 18:16:27 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 6; 29/5; 13/2; 7; 5/2; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 14; 25/2; 11; 14; 17; 25/2; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-09 22:16:26 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 6; 29/5; 13/2; 7; 5/2; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 14; 25/2; 11; 14; 17; 25/2; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-10 02:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 6; 29/5; 13/2; 7; 13/5; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 14; 25/2; 11; 14; 17; 25/2; 14/5
META; english/premier-league/man-city-v-swansea; 2018-04-10 10:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 2/11; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 71/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 13/2; 6; 29/5; 13/2; 7; 27/10; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 12; 25/2; 11; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-10 14:16:27 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 6; 29/5; 13/2; 7; 10/3; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 14; 25/2; 11; 14; 17; 25/2; 11/2
META; english/premier-league/man-city-v-swansea; 2018-04-10 18:16:29 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 1/6
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 6; 29/5; 13/2; 7; 3; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 15; 12; 14; 25/2; 11; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-10 22:16:28 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 1/6; 2/11; 3/19; 2/11; 3/16; 1/6
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 13/2; 7; ; ; 
Swansea; 12; 14; 14; 14; 14; 14; 15; 14; 14; 14; 12; 14; 25/2; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-11 02:16:20 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; ; ; 
Swansea; 12; 14; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-11 10:16:20 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 10/3; ; ; 
Swansea; 12; 14; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 51/4; 11; 14; 17; 51/4; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-11 14:16:25 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 1/6; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 13/2; 6; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-11 18:16:23 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 7/2
META; english/premier-league/man-city-v-swansea; 2018-04-11 22:16:20 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 4
META; english/premier-league/man-city-v-swansea; 2018-04-12 02:16:14 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 23/5
META; english/premier-league/man-city-v-swansea; 2018-04-12 10:16:13 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 2/11; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 51/4; 11; 14; 17; 51/4; 23/5
META; english/premier-league/man-city-v-swansea; 2018-04-12 14:16:18 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 23/5
META; english/premier-league/man-city-v-swansea; 2018-04-12 18:16:17 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 24/5
META; english/premier-league/man-city-v-swansea; 2018-04-12 22:16:16 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 3/16; 2/13; 3/19; 2/11; 3/16; 2/11
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 113/19; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 49/4; 11; 14; 17; 49/4; 24/5
META; english/premier-league/man-city-v-swansea; 2018-04-13 02:16:00 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 1/5
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 24/5
META; english/premier-league/man-city-v-swansea; 2018-04-13 10:16:01 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 2/11; 2/13; 3/19; 2/11; 3/16; 1/5
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 6; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 25/2; 11; 14; 17; 25/2; 24/5
META; english/premier-league/man-city-v-swansea; 2018-04-13 14:16:12 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 1/5; 1/5; 2/11; 3/14; 2/13; 3/19; 2/11; 3/14; 1/5
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 11/2; 6; 23/4; 29/5; 13/2; 7; 29/5; 7/2; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 12; 14; 21/2; 11; 14; 17; 43/4; 24/5
META; english/premier-league/man-city-v-swansea; 2018-04-13 18:16:18 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/5; 2/11; 1/5; 2/13; 3/19; 2/11; 1/5; 1/5
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 11/2; 6; 13/2; 76/13; 29/5; 13/2; 7; 59/10; 7/2
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 14; 12; 14; 45/4; 11; 14; 17; 45/4; 6
META; english/premier-league/man-city-v-swansea; 2018-04-13 22:16:16 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/5; 2/11; 2/11; 3/16; 2/13; 3/19; 2/11; 2/11; 1/6
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 11/2; 6; 13/2; 6; 25/4; 29/5; 13/2; 7; 7/2; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 14; 12; 14; 25/2; 13; 11; 14; 17; 51/4; 32/5
META; english/premier-league/man-city-v-swansea; 2018-04-14 02:16:13 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 1/5; 1/5; 2/11; 2/11; 3/16; 2/13; 3/19; 2/11; 2/11; 1/6
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 11/2; 6; 13/2; 6; 25/4; 29/5; 13/2; 7; 7/2; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 14; 12; 14; 25/2; 13; 11; 14; 17; 51/4; 32/5
META; english/premier-league/man-city-v-swansea; 2018-04-14 10:16:15 GMT+3; 2018-04-22 16:30; Nothing; Xlenovo
Man City; 1/6; 1/7; 1/5; 1/5; 1/9; 1/6; 1/9; 3/19; 1/6; 2/11; 2/11; 2/11; 1/5; 2/11; 2/11; 3/16; 2/13; 3/19; 2/11; 2/11; 1/6
Draw; 13/2; 7; 11/2; 63/10; 6; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 6; 25/4; 29/5; 13/2; 7; 7/2; ; 
Swansea; 12; 14; 12; 14; 13; 14; 13; 15; 14; 14; 14; 14; 12; 14; 13; 13; 11; 14; 17; 13; 38/5
