META; english/premier-league/man-utd-v-tottenham; 2017-10-02 18:17:30 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
META; english/premier-league/man-utd-v-tottenham; 2017-10-03 14:17:40 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-03 18:17:35 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-03 22:17:34 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-04 02:17:32 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-04 10:17:38 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-04 14:17:35 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-04 18:17:33 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-04 22:17:33 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-05 02:17:34 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-05 10:17:36 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-05 14:17:46 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 1; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 67/20; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-05 18:17:48 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 17/20; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 97/100; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 12/5; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-05 22:17:42 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 17/20; 4/5; ; ; ; ; ; ; ; 17/20; 4/5; ; 97/100; ; ; 5/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 16/5; 10/3; ; 7/2; ; ; 10/3; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-06 02:18:26 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-06 10:17:38 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-06 14:17:54 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-06 18:17:41 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-06 22:17:52 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-07 02:17:37 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-07 10:17:56 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-07 14:17:52 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; ; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-07 18:17:35 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; 1/100; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-07 22:17:54 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; 1/100; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-08 02:17:37 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; 1/100; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-08 10:17:55 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; 1/100; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-08 14:17:58 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; 10/11; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; 23/10; 5/2; ; 5/2; ; ; 5/2; ; ; ; 1/100; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; 10/3; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-08 18:17:53 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-08 22:17:46 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-09 02:17:30 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-09 10:17:34 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-09 14:17:35 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 1/25; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-09 18:17:55 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 11/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-09 22:17:37 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 11/10; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-10 02:17:36 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-10 10:17:36 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-10 14:17:49 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-10 18:17:32 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-10 22:17:41 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-11 02:17:32 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 11/5; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 10/9; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-11 10:17:39 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-11 14:18:41 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; 13/5; 12/5; 5/2; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; 21/10; ; 
Tottenham; ; ; ; ; ; 7/2; 10/3; 16/5; ; ; ; ; ; ; ; ; 10/3; ; 7/2; ; ; 7/2; ; ; ; 21/20; ; 
META; english/premier-league/man-utd-v-tottenham; 2017-10-11 18:17:30 GMT+3; 2017-10-28 12:30; Nothing; Xlenovo
Man Utd; ; ; ; ; ; 17/20; 20/23; 4/5; ; ; ; ; ; ; ; ; 4/5; ; 97/100; ; ; 9/10; ; ; ; 5/6; ; 
