META; english/premier-league/burnley-v-crystal-palace; 2017-08-16 18:17:29 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-17 22:17:23 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-18 02:17:03 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-18 10:17:12 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-18 14:17:25 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-18 18:17:28 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-18 22:17:23 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-19 02:17:24 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-19 10:17:23 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-19 14:17:31 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-19 18:17:23 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-19 22:17:09 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-20 02:17:06 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-20 10:17:09 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-20 14:17:08 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; ; ; ; ; 11/8; ; ; ; 23/17; ; ; 29/20; ; ; ; 7/5; ; ; ; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; ; ; ; ; 2; ; ; ; 2; ; ; 111/50; ; ; ; 2; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; 11/5; ; ; 119/50; ; ; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-20 22:17:04 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 4/11; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 4/11; ; 
Draw; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 1/100; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-21 02:17:02 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; ; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; ; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 7/4; ; 
Draw; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 21/10; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-21 10:16:59 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 7/4; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-21 14:17:12 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-21 18:17:04 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; 6/4; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; ; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; 19/10; ; ; 2; 2; ; 111/50; ; 2; ; 2; ; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; 23/10; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; ; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-21 22:17:07 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; 6/4; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; 19/10; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; 23/10; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-22 02:17:00 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; 6/4; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; 19/10; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; 23/10; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-22 10:17:01 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; ; 6/4; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; ; 19/10; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; ; 23/10; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-22 14:17:02 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; ; 6/4; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; ; 19/10; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; ; 23/10; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-22 18:20:18 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 9/4; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-22 22:21:32 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-23 02:19:45 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-23 10:19:29 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; ; 13/10; 7/5; ; ; ; 11/8; ; ; ; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; ; ; ; ; ; 39/20; ; 7/4; 2; ; ; ; 2; ; ; ; 2; 2; ; 111/50; ; 2; ; 2; 2; ; 9/5; ; 
Draw; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; ; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-23 14:20:46 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; ; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; ; 11/8; 7/5; ; ; 23/17; 7/5; 7/5; 29/20; ; 7/5; ; 7/5; 7/5; ; 13/10; ; 
Crystal Palace; ; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; ; 2; 2; ; ; 2; 2; 37/19; 111/50; ; 2; ; 2; 2; ; 15/8; ; 
Draw; ; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; ; 9/4; ; ; ; 11/5; 9/4; 11/5; 119/50; ; 9/4; ; 23/10; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-23 18:20:43 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; ; 7/5; 7/5; ; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; ; 2; 21/10; ; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; ; 11/5; 11/5; ; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-23 22:19:54 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; ; 7/5; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 27/20; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; ; 2; 21/10; 21/10; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; ; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-24 02:19:15 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-24 10:18:50 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-24 14:19:12 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-24 18:20:01 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; ; ; ; ; 27/20; 6/4; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 37/25; ; 7/5; ; 7/5; 7/5; ; 27/20; ; 
Crystal Palace; 2; ; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 21/10; 21/10; 39/19; 2; 2; 2; 56/25; ; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; ; ; ; ; 11/5; 11/5; 23/10; 9/4; ; ; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-24 22:18:58 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 8/5; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 27/20; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 19/10; 21/10; 2; 2; 2; 2; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 21/10; 23/10; 9/4; ; ; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-25 02:16:46 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
Burnley; 7/5; 3/2; ; ; ; 27/20; 31/20; 13/10; 7/5; ; ; 29/20; 7/5; 6/4; 7/5; 16/11; 23/17; 7/5; 7/5; 37/25; 15/11; 7/5; ; 7/5; 7/5; ; 7/5; ; 
Crystal Palace; 2; 15/8; ; ; ; 39/20; 85/40; 7/4; 2; ; ; 2; 2; 19/10; 21/10; 2; 2; 2; 2; 56/25; 35/19; 2; ; 2; 2; ; 19/10; ; 
Draw; 11/5; 11/5; ; ; ; 11/5; 85/40; 23/10; 9/4; ; ; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; ; 9/4; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-crystal-palace; 2017-08-25 10:17:43 GMT+3; 2017-09-10 13:30; Nothing; Xlenovo
