META; english/premier-league/swansea-v-man-utd; 2017-06-15 14:15:44 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-05 18:21:21 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-05 22:21:02 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-06 02:20:40 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-06 10:20:34 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-06 14:20:27 GMT+3; 2017-08-19 15:00; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-06 18:20:10 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-06 22:19:31 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-07 02:17:19 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-07 10:17:33 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-07 14:17:31 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-07 18:17:28 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-07 22:17:25 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-08 02:17:11 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-08 10:17:11 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-08 14:17:13 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-08 18:17:11 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-08 22:17:00 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 11/20; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 13/2; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-09 02:16:56 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/14; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 29/10; ; 9/4; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 26/5; 60/11; ; ; 53/10; ; ; 11/2; ; 1/14; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-20 15:24:49 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 2/11; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; ; 11/2; ; 1/12; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-20 18:17:37 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 2/11; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; ; 11/2; ; 1/12; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-20 22:16:56 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; ; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-21 02:16:07 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; ; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 3; ; ; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; ; 11/2; ; ; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-21 10:16:08 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; ; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; ; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; ; ; ; ; 3; 3; 3; ; ; 3; ; ; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; ; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; ; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-21 14:16:11 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 1/2; 8/15; ; ; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; ; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; ; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-21 18:16:51 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 1/2; 8/15; ; ; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; ; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; ; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-21 22:17:22 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-22 02:17:22 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; ; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; ; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; ; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-22 10:17:24 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-22 14:18:10 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-22 18:18:19 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-22 22:17:26 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; ; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; ; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; ; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-23 02:17:26 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-23 10:17:49 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-23 14:18:36 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 1/5; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-23 18:18:17 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-23 22:18:02 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-24 02:17:20 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-24 10:17:17 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 6; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-24 14:18:18 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 8/15; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 11/2; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 11/2; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-24 18:18:30 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 11/2; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-24 22:18:11 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 11/2; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-25 02:17:18 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
Man Utd; ; 8/15; ; 4/9; ; ; 4/7; 8/15; 8/15; ; ; ; 1/2; ; ; ; 8/15; 8/15; 18/35; ; ; 8/15; ; 8/15; 8/15; ; 3/10; ; 
Draw; ; 11/4; ; 3; ; ; 3; 3; 3; ; ; ; 3; ; ; ; 3; 3; 3; ; ; 3; ; 3; 3; ; 13/5; ; 
Swansea; ; 5; ; 6; ; ; 6; 11/2; 11/2; ; ; ; 6; ; ; ; 5; 27/5; 60/11; ; ; 27/5; ; 11/2; 11/2; ; 20/21; ; 
META; english/premier-league/swansea-v-man-utd; 2017-07-25 10:17:25 GMT+3; 2017-08-19 12:30; Nothing; Xlenovo
