META; english/premier-league/west-brom-v-leicester; 2018-02-25 18:16:23 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
META; english/premier-league/west-brom-v-leicester; 2018-03-02 17:39:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/50; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 9/5; 24/13; 2; 19/10; 9/5; 
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 2
META; english/premier-league/west-brom-v-leicester; 2018-03-02 22:16:48 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 19/10; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-03 02:16:45 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 19/10; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-03 10:16:53 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 19/10; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-03 14:16:47 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 24/13; 2; 24/13; 9/5; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-03 18:16:44 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 31/20; 6/4; 31/20; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 6/4; 7/5; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 19/10; 15/8; 19/10; 19/10; 19/10; 24/13; 2; 15/8; 19/10; 9/5; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 9/4; 43/20; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-03 22:16:21 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 8/5; 16/11; 6/4; 8/5; 8/5; 6/4; 7/5; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 24/13; 2; 15/8; 19/10; 19/10; 
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 43/20; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-04 02:16:20 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 8/5; 16/11; 6/4; 8/5; 8/5; 17/11; 7/5; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 24/13; 2; 15/8; 19/10; 19/10; 
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 43/20; 21/10; 11/5; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-04 10:16:20 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 6/4; 16/11; 6/4; 8/5; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 24/13; 2; 9/5; 24/13; 2; 15/8; 19/10; 19/10
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 43/20; 21/10; 11/5; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-04 14:16:22 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 16/11; 6/4; 8/5; 8/5; 6/4; 6/4; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 2; 9/5; 24/13; 2; 15/8; 24/13; 19/10
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 43/20; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-04 18:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 16/11; 6/4; 8/5; 8/5; 17/11; 6/4; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 19/10; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 2; 9/5; 24/13; 2; 15/8; 19/10; 19/10
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 43/20; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-04 22:16:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 31/20; 6/4; 8/5; 8/5; 8/5; 6/4; 17/11; 17/11; 16/11; 6/4; 8/5; 8/5; 17/11; 6/4; 8/5; 
West Brom; 15/8; 15/8; 15/8; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 19/10; 15/8; 15/8; 15/8; 19/10; 9/5; 24/13; 2; 9/5; 24/13; 2; 15/8; 19/10; 19/10; 19/10
Draw; 11/5; 11/5; 21/10; 11/5; 111/0; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-05 02:16:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 8/5; 8/5; 8/5; 7/5; 17/11; 17/11; 16/11; 6/4; 8/5; 8/5; 17/11; 6/4; 8/5; 
West Brom; 15/8; 15/8; 15/8; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 15/8; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 9/5; 24/13; 2; 15/8; 19/10; 19/10; 19/10
Draw; 11/5; 11/5; 21/10; 11/5; 111/0; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-05 10:16:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 8/5; 8/5; 8/5; 6/4; 17/11; 17/11; 32/21; 6/4; 8/5; 8/5; 17/11; 6/4
West Brom; 15/8; 9/5; 19/10; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 15/8; 15/8; 2; 15/8; 19/10; 9/5; 19/10; 2; 24/13; 2; 15/8; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 111/0; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-05 14:16:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 8/5; 8/5; 8/5; 6/4; 17/11; 17/11; 32/21; 6/4; 8/5; 8/5; 17/11; 7/5; 8/5
West Brom; 15/8; 9/5; 15/8; 15/8; 101/0; 19/10; 19/10; 9/5; 24/13; 15/8; 15/8; 15/8; 15/8; 19/10; 19/10; 9/5; 19/10; 2; 24/13; 2; 15/8; 19/10; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-05 18:16:12 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 31/20; 8/5; 7/5; 8/5; 31/20; 6/4; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 23/15; 8/5; 8/5; 8/5; 8/5; 7/5; 6/4; 13/8; 
West Brom; 15/8; 15/8; 15/8; 15/8; 101/0; 19/10; 19/10; 9/5; 19/10; 15/8; 15/8; 15/8; 15/8; 19/10; 19/10; 9/5; 24/13; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 19/10; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 56/25; 11/5; 21/10; 21/10; 28/13; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 28/13; 21/10; 23/10; 28/13; 11/5; 21/10; 11/5; 21/10; 9/4; 23/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-05 22:16:13 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 6/4; 7/5; 8/5; 31/20; 6/4; 11/8; 8/5; 8/5; 6/4; 17/11; 17/11; 23/15; 8/5; 8/5; 8/5; 8/5; 7/5; 7/5; 6/4; 
West Brom; 15/8; 15/8; 15/8; 15/8; 193/00; 19/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 9/5; 19/10; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 19/10; 2; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 117/0; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 9/4; 43/20; 21/10; 21/10; 21/10; 11/5; 23/10; 28/13; 11/5; 21/10; 28/13; 21/10; 9/4; 23/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-06 02:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 6/4; 6/4; 167/00; 31/20; 6/4; 7/5; 8/5; 31/20; 6/4; 11/8; 8/5; 8/5; 6/4; 17/11; 17/11; 23/15; 8/5; 8/5; 8/5; 17/11; 6/4; 7/5; 6/4; 
West Brom; 15/8; 15/8; 15/8; 15/8; 193/00; 19/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 9/5; 19/10; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 19/10; 15/8; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 117/0; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 9/4; 43/20; 21/10; 21/10; 11/5; 11/5; 23/10; 28/13; 11/5; 21/10; 11/5; 21/10; 2; 23/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-06 10:16:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 181/00; 7/4; 17/10; 7/5; 7/4; 17/10; 6/4; 13/8; 33/20; 17/10; 7/4; 13/8; 17/10; 17/10; 22/13; 7/4; 7/4; 17/10; 7/4; 17/10; 13/8; 7/4
Southampton; 13/8; 7/4; 7/4; 9/5; 46/25; 9/5; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; 93/50; 9/5; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5
Draw; 21/10; 21/10; 2; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 21/10; 19/10; 11/5
META; english/premier-league/west-brom-v-leicester; 2018-03-06 14:16:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 181/00; 17/10; 17/10; 7/5; 7/4; 17/10; 6/4; 13/8; 33/20; 17/10; 7/4; 13/8; 17/10; 17/10; 22/13; 7/4; 17/10; 7/4; 13/8; 17/10; 7/4
Southampton; 13/8; 7/4; 7/4; 9/5; 46/25; 15/8; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; 93/50; 9/5; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 15/8; 9/5
Draw; 21/10; 21/10; 2; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 28/13; 2; 21/10; 11/5
META; english/premier-league/west-brom-v-leicester; 2018-03-06 18:16:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newcastle; 7/4; 17/10; 17/10; 6/4; 181/00; 17/10; 7/4; 7/5; 7/4; 17/10; 6/4; 17/10; 33/20; 7/4; 7/4; 13/8; 7/4; 17/10; 22/13; 7/4; 9/5; 17/10; 7/4; 7/4; 7/4; 7/4
Southampton; 13/8; 7/4; 7/4; 9/5; 46/25; 15/8; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; 93/50; 7/4; 9/5; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5
Draw; 21/10; 21/10; 2; 11/5; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 2; 21/10; 2; 21/10; 28/13; 21/10; 11/5; 21/10; 11/5; 2; 28/13; 2; 21/10; 11/5; 
META; english/premier-league/west-brom-v-leicester; 2018-03-07 10:48:42 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Leicester; 6/4; 6/4; 31/20; 6/4; 33/20; 31/20; 8/5; 7/5; 8/5; 31/20; 6/4; 11/8; 8/5; 8/5; 6/4; 8/5; 17/11; 23/15; 8/5; 8/5; 8/5; 8/5; 8/5; 6/4; 13/8; 
West Brom; 15/8; 15/8; 15/8; 15/8; 197/100; 19/10; 19/10; 9/5; 19/10; 19/10; 15/8; 15/8; 2; 19/10; 9/5; 9/5; 19/10; 19/10; 19/10; 19/10; 2; 15/8; 37/19; 19/10; 9/5; 19/10
