META; english/league-2/morecambe-v-newport-county; 2017-03-11 22:22:33 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 6/4; 7/5; ; 7/5; 6/4; ; 6/4; 11/8; 6/4; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 6/4; ; ; ; ; ; 11/8; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; ; 21/10; ; 
META; english/league-2/morecambe-v-newport-county; 2017-03-12 22:22:05 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 13/10; 7/5; 7/5; 6/4; 29/20; 5/4; 6/4; 11/8; 7/5; 7/5; 11/8; 29/20; 27/20; 6/4; 11/8; 7/5; 7/5; ; 27/20; 7/5; 31/20; 24/19; 23/17; 7/5; ; 7/5; 7/5; 
Newport County; 2; 9/5; 37/20; 9/5; 19/10; 20/11; 9/5; 13/8; 2; 19/10; 19/10; 2; 19/10; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; 15/8; 30/17; 19/10; 15/8; ; 9/5; 9/5; 
Draw; 12/5; 9/4; 43/20; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 5/2; 12/5; 12/5; 23/10; ; 12/5; 23/10; 5/2; 12/5; 12/5; 9/4; ; 23/10; 21/10; 
META; english/league-2/morecambe-v-newport-county; 2017-03-13 02:22:26 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 13/10; 7/5; 7/5; 6/4; 29/20; 5/4; 6/4; 11/8; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 11/8; 7/5; 7/5; ; 27/20; 7/5; 31/20; 24/19; 23/17; 7/5; ; 6/4; 7/5; 
Newport County; 2; 19/10; 37/20; 9/5; 19/10; 20/11; 9/5; 13/8; 2; 19/10; 19/10; 2; 9/5; 19/10; 19/10; 15/8; 19/10; ; 19/10; 19/10; 15/8; 30/17; 19/10; 15/8; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 5/2; 12/5; 12/5; 40/17; ; 12/5; 40/17; 5/2; 12/5; 12/5; 23/10; ; 23/10; 21/10; 
META; english/league-2/morecambe-v-newport-county; 2017-03-13 06:24:09 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 6/4; 7/5; 27/20; 6/4; 29/20; 5/4; 7/5; 11/8; 7/5; 7/5; 11/8; 29/20; 11/8; 29/20; 11/8; 7/5; 7/5; ; 27/20; 7/5; 31/20; 24/19; 23/17; 7/5; ; 7/5; 7/5; 
Newport County; 2; 19/10; 19/10; 9/5; 19/10; 20/11; 19/10; 13/8; 2; 19/10; 19/10; 2; 15/8; 2; 19/10; 15/8; 19/10; ; 19/10; 19/10; 15/8; 30/17; 19/10; 15/8; ; 15/8; 17/10; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 12/5; 23/10; ; 12/5; 23/10; 5/2; 12/5; 12/5; 9/4; ; 9/4; 2; 
META; english/league-2/morecambe-v-newport-county; 2017-03-13 10:20:53 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 6/4; 7/5; 27/20; 29/20; 29/20; 13/10; 7/5; 11/8; 7/5; 7/5; 11/8; 29/20; 11/8; 29/20; 11/8; 7/5; 7/5; 23/17; 27/20; 7/5; 31/20; 39/29; 23/17; 7/5; ; 7/5; 7/5; 
Newport County; 2; 19/10; 19/10; 19/10; 19/10; 20/11; 19/10; 13/8; 2; 19/10; 19/10; 2; 15/8; 2; 19/10; 15/8; 19/10; 19/10; 19/10; 19/10; 15/8; 15/8; 19/10; 15/8; ; 15/8; 9/5; 
Draw; 12/5; 23/10; 11/5; 9/4; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; 47/20; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 9/4; ; 9/4; 11/5; 
META; english/league-2/morecambe-v-newport-county; 2017-03-13 14:23:01 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 6/4; 7/5; 29/20; 6/4; 6/4; 27/20; 6/4; 11/8; 7/5; 7/5; 29/20; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 23/17; 7/5; 16/11; 37/25; 39/29; 10/7; 6/4; ; 7/5; 7/5; 6/4
Newport County; 2; 19/10; 9/5; 19/10; 19/10; 7/4; 9/5; 13/8; 2; 15/8; 19/10; 2; 15/8; 2; 19/10; 15/8; 24/13; 19/10; 19/10; 24/13; 101/50; 15/8; 19/10; 15/8; ; 15/8; 9/5; 19/10
Draw; 12/5; 23/10; 43/20; 11/5; 23/10; 43/20; 12/5; 23/10; 12/5; 23/10; 9/4; 11/5; 47/20; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 121/50; 12/5; 23/10; 23/10; ; 23/10; 11/5; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-13 18:24:22 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Newport County; 17/10; 8/5; 33/20; 17/10; 13/8; 6/4; 13/8; 17/10; 13/8; 8/5; 13/8; 13/8; 13/8; 17/10; 17/10; 8/5; 8/5; 17/10; 8/5; 8/5; 87/50; 13/8; 8/5; 13/8; 8/5; ; 8/5; 6/4; 13/8
Morecambe; 7/4; 17/10; 9/5; 13/8; 7/4; 8/5; 9/5; 8/5; 13/8; 17/10; 13/8; 7/4; 17/10; 9/5; 13/8; 8/5; 28/17; 6/4; 13/8; 28/17; 87/50; 8/5; 5/3; 7/4; 5/3; ; 17/10; 13/8; 7/4
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 11/5; 47/20; 12/5; 9/4; 23/10; 9/4; 23/10; 9/4; 9/4; 119/50; 23/10; 9/4; 23/10; 9/4; ; 23/10; 9/4; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-13 22:21:49 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Newport County; 17/10; 8/5; 33/20; 17/10; 13/8; 6/4; 13/8; 17/10; 13/8; 8/5; 13/8; 31/20; 13/8; 17/10; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 173/100; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 13/8
Morecambe; 7/4; 17/10; 9/5; 13/8; 7/4; 8/5; 9/5; 8/5; 13/8; 17/10; 13/8; 13/8; 17/10; 9/5; 13/8; 8/5; 28/17; 28/17; 13/8; 28/17; 87/50; 8/5; 5/3; 7/4; 5/3; ; 17/10; 13/8; 7/4
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 12/5; 47/20; 12/5; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 119/50; 23/10; 9/4; 23/10; 9/4; ; 9/4; 9/4; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-14 02:23:26 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Newport County; 17/10; 8/5; 33/20; 17/10; 13/8; 6/4; 13/8; 17/10; 13/8; 8/5; 13/8; 31/20; 13/8; 17/10; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 173/100; 13/8; 8/5; 13/8; 8/5; ; 8/5; 8/5; 13/8
Morecambe; 7/4; 17/10; 9/5; 13/8; 7/4; 8/5; 9/5; 8/5; 13/8; 17/10; 13/8; 13/8; 17/10; 9/5; 13/8; 8/5; 17/10; 28/17; 13/8; 17/10; 87/50; 8/5; 5/3; 7/4; 5/3; ; 17/10; 17/10; 7/4
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 23/10; 23/10; 12/5; 47/20; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 119/50; 23/10; 9/4; 23/10; 9/4; ; 9/4; 9/4; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-14 06:21:03 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Newport County; 17/10; 8/5; 7/4; 17/10; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 7/4; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 173/100; 17/11; 8/5; 17/10; 8/5; ; 13/8; 13/8; 17/10
Morecambe; 7/4; 17/10; 7/4; 13/8; 17/10; 31/20; 17/10; 8/5; 7/4; 13/8; 13/8; 13/8; 17/10; 7/4; 13/8; 8/5; 28/17; 28/17; 13/8; 28/17; 87/50; 28/17; 5/3; 17/10; 5/3; ; 13/8; 13/8; 17/10
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 47/20; 12/5; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 119/50; 23/10; 9/4; 23/10; 9/4; ; 9/4; 9/4; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-14 10:21:41 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 17/10; 6/4; 13/8; 13/8; 8/5; 29/20; 8/5; 8/5; 13/8; 6/4; 8/5; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 28/17; 13/8; 17/11; 42/25; 17/11; 5/3; 8/5; 5/3; ; 13/8; 6/4; 13/8
Newport County; 7/4; 7/4; 37/20; 17/10; 9/5; 33/20; 9/5; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 15/8; 17/10; 8/5; 17/10; 8/5; 8/5; 17/10; 9/5; 28/17; 8/5; 7/4; 8/5; ; 7/4; 7/4; 17/10
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 119/50; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 12/5
META; english/league-2/morecambe-v-newport-county; 2017-03-14 14:24:14 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 33/20; 6/4; 17/10; 13/8; 13/8; 29/20; 8/5; 8/5; 13/8; 8/5; 8/5; 8/5; 8/5; 17/10; 8/5; 8/5; 8/5; 28/17; 13/8; 8/5; 171/100; 17/11; 5/3; 13/8; 5/3; ; 6/4; 8/5; 13/8
Newport County; 9/5; 7/4; 7/4; 17/10; 7/4; 33/20; 9/5; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 9/5; 17/10; 7/4; 28/17; 8/5; 8/5; 28/17; 7/4; 28/17; 8/5; 7/4; 8/5; ; 7/4; 17/10; 9/5
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 23/10; 9/4; 12/5; 47/20; 12/5; 9/4; 12/5; 23/10; 9/4; 9/4; 23/10; 121/50; 23/10; 9/4; 23/10; 9/4; ; 12/5; 23/10; 5/2
META; english/league-2/morecambe-v-newport-county; 2017-03-14 18:21:09 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Morecambe; 8/5; 6/4; 33/20; 13/8; 8/5; 29/20; 8/5; 8/5; 13/8; 6/4; 31/20; 13/8; 8/5; 17/10; 8/5; 8/5; 8/5; 28/17; 13/8; 8/5; 83/50; 17/11; 5/3; 8/5; 5/3; ; 6/4; 8/5; 8/5
Newport County; 9/5; 7/4; 9/5; 17/10; 7/4; 33/20; 7/4; 17/10; 7/4; 17/10; 7/4; 7/4; 17/10; 9/5; 17/10; 7/4; 28/17; 8/5; 8/5; 28/17; 9/5; 28/17; 8/5; 7/4; 8/5; ; 7/4; 17/10; 9/5
Draw; 5/2; 23/10; 12/5; 9/4; 12/5; 43/20; 5/2; 9/4; 23/10; 23/10; 23/10; 21/10; 47/20; 12/5; 9/4; 12/5; 23/10; 9/4; 9/4; 23/10; 121/50; 23/10; 9/4; 12/5; 9/4; ; 12/5; 23/10; 5/2
META; english/league-2/morecambe-v-newport-county; 2017-03-14 22:21:14 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Morecambe; 2; 15/8; ; 6/4; ; 20/11; 15/8; 15/8; ; 15/8; ; 13/8; ; ; ; ; ; 7/4; ; ; ; ; ; ; 8/5; ; ; 9/5; 9/5
Newport County; 7/4; 7/4; ; 7/4; ; 17/10; 7/4; 2; ; 9/5; ; 13/8; ; ; ; ; ; 24/13; ; ; ; ; ; ; 17/11; ; ; 13/8; 9/5
Draw; 7/4; 7/4; ; 23/10; ; 5/3; 9/5; 6/4; ; 13/8; ; 15/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; 40/17; ; ; 23/10; 9/5
