META; english/league-2/exeter-v-cheltenham; 2017-03-11 22:22:30 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 10/11; 5/6; ; 10/11; 19/20; ; 37/40; 5/6; 10/11; ; 10/11; ; ; 10/11; ; 19/20; 10/11; ; ; 10/11; ; ; ; ; ; 5/6; ; 
Exeter; 10/11; 5/6; 17/20; 10/11; 10/11; ; 20/23; 5/6; 9/10; 17/20; 20/23; 20/23; 17/20; 10/11; ; 10/11; 10/11; ; 5/6; 10/11; 1; ; 11/13; ; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 23/10; 11/4; ; 11/4; 12/5; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; ; 13/5; 27/10; ; 14/5; 27/10; 13/5; ; 14/5; ; ; 12/5; ; 
Cheltenham; 11/4; 3; 3; 13/5; 3; ; 3; 11/4; 3; 3; 3; 3; 29/10; 3; ; 3; 14/5; ; 14/5; 14/5; 61/20; ; 14/5; ; ; 11/4; ; 
META; english/league-2/exeter-v-cheltenham; 2017-03-12 18:21:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 10/11; 5/6; 17/20; 10/11; 10/11; 5/6; 20/23; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 10/11; 17/20; 10/11; 10/11; ; 5/6; 10/11; 1; 13/15; 11/13; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 23/10; 11/4; 12/5; 11/4; 12/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 11/4; 13/5; 27/10; ; 14/5; 27/10; 13/5; 12/5; 14/5; 13/5; ; 23/10; ; 
Cheltenham; 11/4; 3; 3; 13/5; 3; 11/4; 3; 11/4; 3; 3; 3; 16/5; 3; 3; 3; 3; 14/5; ; 14/5; 14/5; 61/20; 45/17; 14/5; 11/4; ; 11/4; ; 
META; english/league-2/exeter-v-cheltenham; 2017-03-12 22:22:01 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 10/11; 5/6; 17/20; 10/11; 10/11; 5/6; 20/23; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 10/11; 17/20; 11/13; 10/11; ; 5/6; 10/11; 1; 13/15; 11/13; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 5/2; 11/4; 12/5; 11/4; 12/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 11/4; 13/5; 13/5; ; 14/5; 13/5; 13/5; 12/5; 14/5; 5/2; ; 12/5; 12/5; 
Cheltenham; 11/4; 3; 3; 3; 3; 11/4; 3; 11/4; 3; 3; 3; 16/5; 3; 16/5; 3; 3; 37/13; ; 14/5; 37/13; 61/20; 45/17; 14/5; 14/5; ; 3; 3; 
META; english/league-2/exeter-v-cheltenham; 2017-03-13 02:22:23 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 10/11; 5/6; 17/20; 10/11; 9/10; 5/6; 5/6; 5/6; 9/10; 17/20; 20/23; 20/23; 17/20; 10/11; 17/20; 11/13; 13/15; ; 5/6; 13/15; 19/20; 13/15; 11/13; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 13/5; 47/20; 5/2; 13/5; 12/5; 11/4; 12/5; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5; 11/4; 13/5; 13/5; ; 14/5; 13/5; 67/25; 12/5; 14/5; 5/2; ; 12/5; 12/5; 
Cheltenham; 11/4; 16/5; 31/10; 3; 16/5; 11/4; 16/5; 11/4; 3; 16/5; 16/5; 10/3; 3; 17/5; 3; 3; 29/10; ; 14/5; 29/10; 31/10; 45/17; 14/5; 3; ; 3; 3; 
META; english/league-2/exeter-v-cheltenham; 2017-03-13 06:24:04 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 5/6; 5/6; 10/11; 9/10; 5/6; 20/23; 5/6; 9/10; 17/20; 17/20; 20/23; 5/6; 10/11; 17/20; 11/13; 13/15; ; 5/6; 13/15; 19/20; 13/15; 11/13; 17/20; ; 5/6; 5/6; 
Draw; 14/5; 13/5; 49/20; 5/2; 13/5; 12/5; 14/5; 12/5; 13/5; 13/5; 5/2; 12/5; 13/5; 11/4; 11/4; 13/5; 13/5; ; 14/5; 13/5; 67/25; 12/5; 14/5; 5/2; ; 13/5; 5/2; 
Cheltenham; 7/2; 16/5; 31/10; 3; 16/5; 11/4; 3; 11/4; 3; 16/5; 16/5; 16/5; 16/5; 10/3; 3; 31/10; 3; ; 14/5; 3; 31/10; 45/17; 14/5; 3; ; 3; 3; 
META; english/league-2/exeter-v-cheltenham; 2017-03-13 10:20:51 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 5/6; 5/6; 10/11; 9/10; 4/5; 20/23; 5/6; 9/10; 17/20; 17/20; 20/23; 5/6; 10/11; 17/20; 11/13; 5/6; 11/13; 5/6; 5/6; 19/20; 13/15; 11/13; 5/6; ; 5/6; 5/6; 
Draw; 14/5; 13/5; 49/20; 5/2; 13/5; 12/5; 14/5; 12/5; 13/5; 5/2; 5/2; 12/5; 13/5; 11/4; 11/4; 13/5; 13/5; 5/2; 14/5; 13/5; 67/25; 45/17; 14/5; 5/2; ; 13/5; 5/2; 
Cheltenham; 7/2; 16/5; 31/10; 3; 16/5; 14/5; 3; 11/4; 3; 16/5; 16/5; 16/5; 16/5; 10/3; 3; 31/10; 41/13; 31/10; 14/5; 41/13; 31/10; 37/13; 14/5; 16/5; ; 3; 3; 
META; english/league-2/exeter-v-cheltenham; 2017-03-13 14:22:58 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 5/6; 5/6; 17/20; 9/10; 4/5; 20/23; 5/6; 9/10; 5/6; 5/6; 20/23; 5/6; 10/11; 17/20; 11/13; 5/6; 11/13; 4/5; 5/6; 43/50; 9/10; 13/16; 17/20; ; 5/6; 5/6; 5/6
Draw; 14/5; 13/5; 49/20; 5/2; 13/5; 12/5; 14/5; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 11/4; 11/4; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; ; 13/5; 5/2; 13/5
Cheltenham; 7/2; 16/5; 31/10; 16/5; 16/5; 14/5; 3; 11/4; 3; 10/3; 16/5; 16/5; 16/5; 10/3; 3; 31/10; 33/10; 31/10; 3; 33/10; 73/20; 11/4; 13/4; 10/3; ; 3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-13 18:24:19 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 9/10; 17/20; 17/20; 4/5; 20/23; 17/20; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 5/6; 5/6; 5/6; 11/13; 4/5; 5/6; 43/50; 9/10; 13/16; 17/20; 13/16; ; 5/6; 4/5; 5/6
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 12/5; 14/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 11/4; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Cheltenham; 7/2; 16/5; 17/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 10/3; 16/5; 10/3; 10/3; 17/5; 16/5; 16/5; 33/10; 31/10; 3; 33/10; 73/20; 11/4; 13/4; 10/3; 13/4; ; 3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-13 22:21:47 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 9/10; 17/20; 17/20; 4/5; 20/23; 17/20; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 5/6; 5/6; 5/6; 11/13; 4/5; 5/6; 43/50; 13/15; 13/16; 17/20; 13/16; ; 5/6; 4/5; 10/11
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 12/5; 14/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 14/5; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Cheltenham; 7/2; 16/5; 17/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 10/3; 16/5; 10/3; 10/3; 17/5; 16/5; 16/5; 33/10; 31/10; 3; 33/10; 73/20; 37/13; 13/4; 10/3; 13/4; ; 3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 02:23:22 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 9/10; 17/20; 17/20; 4/5; 20/23; 17/20; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 5/6; 5/6; 5/6; 11/13; 4/5; 5/6; 43/50; 13/15; 13/16; 17/20; 13/16; ; 5/6; 4/5; 10/11
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 12/5; 14/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 14/5; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 11/4
Cheltenham; 7/2; 16/5; 17/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 10/3; 16/5; 10/3; 10/3; 17/5; 16/5; 16/5; 33/10; 31/10; 3; 33/10; 73/20; 37/13; 13/4; 10/3; 13/4; ; 10/3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 06:21:01 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 9/10; 17/20; 17/20; 4/5; 20/23; 17/20; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 5/6; 5/6; 4/5; 11/13; 4/5; 4/5; 43/50; 13/15; 13/16; 17/20; 13/16; ; 5/6; 5/6; 10/11
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 12/5; 14/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 14/5; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 27/10
Cheltenham; 7/2; 16/5; 17/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 10/3; 16/5; 10/3; 10/3; 17/5; 16/5; 16/5; 33/10; 31/10; 3; 33/10; 73/20; 37/13; 13/4; 10/3; 13/4; ; 10/3; 10/3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 10:21:39 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 17/20; 17/20; 17/20; 4/5; 17/20; 17/20; 5/6; 5/6; 5/6; 20/23; 5/6; 10/11; 5/6; 5/6; 4/5; 11/13; 4/5; 4/5; 43/50; 7/8; 13/16; 17/20; 13/16; ; 5/6; 5/6; 10/11
Draw; 14/5; 13/5; 27/10; 5/2; 13/5; 12/5; 14/5; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 14/5; 13/5; 13/5; 28/11; 5/2; 13/5; 28/11; 67/25; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 27/10
Cheltenham; 7/2; 16/5; 17/5; 16/5; 10/3; 14/5; 33/10; 16/5; 3; 10/3; 10/3; 3; 10/3; 17/5; 16/5; 16/5; 33/10; 31/10; 3; 33/10; 73/20; 37/13; 13/4; 10/3; 13/4; ; 3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 14:24:09 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 17/20; 17/20; 17/20; 5/6; 3/4; 5/6; 10/11; 5/6; 5/6; 5/6; 20/23; 5/6; 17/20; 5/6; 11/13; 4/5; 11/13; 4/5; 5/6; 87/100; 11/13; 13/16; 5/6; 13/16; ; 5/6; 5/6; 5/6
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 5/2; 14/5; 12/5; 13/5; 13/5; 5/2; 5/2; 13/5; 11/4; 5/2; 27/10; 13/5; 5/2; 13/5; 13/5; 11/4; 45/17; 13/5; 13/5; 13/5; ; 13/5; 13/5; 27/10
Cheltenham; 7/2; 16/5; 7/2; 16/5; 10/3; 3; 7/2; 3; 3; 16/5; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 33/10; 31/10; 3; 13/4; 69/20; 37/13; 13/4; 10/3; 13/4; ; 10/3; 3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 18:21:05 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Exeter; 17/20; 5/6; 17/20; 17/20; 5/6; 3/4; 17/20; 17/20; 5/6; 4/5; 4/5; 4/5; 5/6; 17/20; 5/6; 11/13; 10/13; 11/13; 4/5; 10/13; 87/100; 4/5; 13/16; 5/6; 13/16; ; 5/6; 4/5; 5/6
Draw; 14/5; 13/5; 27/10; 5/2; 11/4; 5/2; 14/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 5/2; 27/10; 13/5; 5/2; 13/5; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; ; 13/5; 27/10; 11/4
Cheltenham; 7/2; 16/5; 18/5; 16/5; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 17/5; 31/10; 3; 17/5; 69/20; 58/19; 13/4; 10/3; 13/4; ; 7/2; 10/3; 7/2
META; english/league-2/exeter-v-cheltenham; 2017-03-14 22:21:12 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Exeter; 6/5; 11/10; ; ; 10/11; 11/10; 23/20; 11/10; ; 23/20; ; 4/5; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; 5/6; 20/21; 10/9
Draw; 7/4; 7/4; ; ; 5/2; 33/20; 9/5; 8/5; ; 8/5; ; 9/4; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 27/10; 11/5; 9/5
Cheltenham; 3; 3; ; ; 3; 3; 31/10; 10/3; ; 16/5; ; 3; ; ; ; ; ; 13/4; ; ; ; ; ; ; ; ; 7/2; 10/3; 3
