META; english/league-2/crawley-v-crewe; 2017-03-11 22:22:25 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 7/5; 11/8; ; 11/8; 29/20; ; 29/20; 13/10; 7/5; ; 11/8; ; 7/5; 29/20; ; 16/11; 7/5; ; ; 7/5; ; ; ; ; ; 27/20; ; 
Crewe; 9/5; 9/5; ; 9/5; 15/8; ; 15/8; 7/4; 15/8; ; 6/4; 9/5; 9/5; 15/8; ; 15/8; 9/5; ; 9/5; 9/5; ; ; 9/5; ; ; 7/4; ; 
Draw; 12/5; 9/4; ; 11/5; 5/2; ; 12/5; 11/5; 5/2; ; 21/10; 12/5; 12/5; 12/5; ; 12/5; 27/11; ; 5/2; 27/11; ; ; 5/2; ; ; 21/10; ; 
META; english/league-2/crawley-v-crewe; 2017-03-12 14:21:28 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 5/4; 11/8; 5/4; 11/8; 13/10; ; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; ; 11/8; 5/4; ; 11/8; 5/4; 6/4; ; 11/8; ; ; 10/9; ; 
Crewe; 21/10; 9/5; 41/20; 9/5; 21/10; ; 21/10; 7/4; 2; 21/10; 21/10; 2; 2; 21/10; ; 2; 39/19; ; 9/5; 39/19; 97/50; ; 9/5; ; ; 19/10; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 5/2; ; 5/2; 11/5; 12/5; 23/10; 23/10; 12/5; 47/20; 23/10; ; 12/5; 27/11; ; 5/2; 27/11; 5/2; ; 5/2; ; ; 2; ; 
META; english/league-2/crawley-v-crewe; 2017-03-12 18:21:13 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 5/4; 11/8; 27/20; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 5/4; ; 5/4; 5/4; 6/4; 21/17; 5/4; 5/4; ; 5/4; ; 
Crewe; 21/10; 9/5; 39/20; 9/5; 21/10; 15/8; 21/10; 7/4; 2; 2; 2; 21/10; 2; 2; 21/10; 2; 2; ; 2; 2; 97/50; 20/11; 2; 21/10; ; 9/5; ; 
Draw; 12/5; 9/4; 43/20; 11/5; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 47/20; 23/10; 23/10; 12/5; 27/11; ; 5/2; 27/11; 5/2; 40/17; 5/2; 12/5; ; 2; ; 
META; english/league-2/crawley-v-crewe; 2017-03-12 22:21:55 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 5/4; 11/8; 27/20; 13/10; 11/8; 5/4; 11/8; 13/10; 13/10; 11/8; 27/20; 7/5; 13/10; 7/5; 13/10; 13/10; 13/10; ; 5/4; 13/10; 11/8; 21/17; 5/4; 11/8; ; 27/20; 13/10; 
Crewe; 21/10; 9/5; 39/20; 21/10; 2; 15/8; 19/10; 7/4; 2; 2; 2; 2; 2; 21/10; 21/10; 2; 2; ; 2; 2; 85/40; 20/11; 2; 2; ; 19/10; 7/4; 
Draw; 12/5; 9/4; 43/20; 23/10; 12/5; 9/4; 5/2; 11/5; 12/5; 23/10; 23/10; 11/5; 47/20; 12/5; 23/10; 12/5; 40/17; ; 5/2; 40/17; 5/2; 40/17; 5/2; 9/4; ; 11/5; 19/10; 
META; english/league-2/crawley-v-crewe; 2017-03-13 02:22:19 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 5/4; 11/8; 27/20; 13/10; 11/8; 5/4; 11/8; 13/10; 13/10; 11/8; 11/8; 11/8; 13/10; 7/5; 11/8; 11/8; 13/10; ; 5/4; 13/10; 11/8; 21/17; 5/4; 11/8; ; 11/8; 27/20; 
Crewe; 21/10; 2; 39/20; 21/10; 21/10; 15/8; 2; 7/4; 2; 2; 2; 2; 2; 21/10; 19/10; 2; 2; ; 2; 2; 85/40; 20/11; 2; 2; ; 2; 19/10; 
Draw; 12/5; 9/4; 43/20; 23/10; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 23/10; 11/5; 47/20; 12/5; 12/5; 23/10; 23/10; ; 5/2; 23/10; 5/2; 40/17; 5/2; 11/5; ; 9/4; 11/5; 
META; english/league-2/crawley-v-crewe; 2017-03-13 06:23:58 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 7/5; 11/8; 27/20; 13/10; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; 11/8; 7/5; 27/20; 29/20; 11/8; 11/8; 23/17; ; 5/4; 23/17; 11/8; 14/11; 5/4; 11/8; ; 27/20; 13/10; 
Crewe; 11/5; 2; 19/10; 21/10; 2; 9/5; 19/10; 7/4; 2; 19/10; 2; 2; 2; 2; 19/10; 2; 2; ; 2; 2; 85/40; 30/17; 2; 2; ; 2; 19/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 40/17; ; 5/2; 40/17; 5/2; 40/17; 5/2; 11/5; ; 9/4; 9/4; 
META; english/league-2/crawley-v-crewe; 2017-03-13 10:20:46 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 7/5; 11/8; 27/20; 29/20; 7/5; 13/10; 11/8; 13/10; 7/5; 11/8; 11/8; 7/5; 27/20; 29/20; 11/8; 11/8; 23/17; 23/17; 5/4; 23/17; 11/8; 23/17; 5/4; 11/8; ; 27/20; 13/10; 
Crewe; 11/5; 2; 19/10; 19/10; 2; 37/20; 19/10; 7/4; 2; 19/10; 2; 2; 2; 2; 19/10; 2; 37/19; 2; 2; 37/19; 85/40; 13/7; 2; 2; ; 2; 19/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; 12/5; 12/5; 23/10; 23/10; 9/4; 5/2; 23/10; 5/2; 12/5; 5/2; 9/4; ; 9/4; 9/4; 
META; english/league-2/crawley-v-crewe; 2017-03-13 14:22:52 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 7/5; 11/8; 27/20; 29/20; 7/5; 13/10; 11/8; 13/10; 7/5; 7/5; 11/8; 7/5; 27/20; 29/20; 11/8; 11/8; 7/5; 23/17; 11/8; 7/5; 71/50; 23/17; 11/8; 7/5; ; 27/20; 13/10; 7/5
Crewe; 21/10; 2; 19/10; 19/10; 2; 20/11; 19/10; 7/4; 2; 19/10; 2; 2; 2; 2; 19/10; 2; 19/10; 2; 19/10; 19/10; 103/50; 13/7; 19/10; 2; ; 19/10; 19/10; 2
Draw; 5/2; 9/4; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; 12/5; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 49/20; 12/5; 40/17; 23/10; ; 23/10; 9/4; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-13 18:24:10 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 31/20; 6/4; 31/20; 29/20; 6/4; 7/5; 6/4; 7/5; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 16/11; 6/4; 16/11; 11/8; 6/4; 159/100; 10/7; 11/8; 6/4; 11/8; ; 6/4; 7/5; 8/5
Crewe; 15/8; 7/4; 39/20; 19/10; 15/8; 5/3; 15/8; 15/8; 15/8; 7/4; 15/8; 15/8; 15/8; 19/10; 9/5; 9/5; 7/4; 24/13; 19/10; 7/4; 93/50; 7/4; 19/10; 9/5; 19/10; ; 9/5; 9/5; 9/5
Draw; 5/2; 23/10; 47/20; 23/10; 12/5; 11/5; 5/2; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 23/10; 23/10; 49/20; 12/5; 40/17; 23/10; 40/17; ; 23/10; 9/4; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-13 22:21:42 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 31/20; 6/4; 13/8; 29/20; 8/5; 29/20; 13/8; 7/5; 6/4; 6/4; 6/4; 31/20; 31/20; 17/10; 6/4; 6/4; 17/11; 16/11; 7/5; 17/11; 42/25; 6/4; 31/21; 8/5; 31/21; ; 8/5; 6/4; 13/8
Crewe; 15/8; 15/8; 37/20; 19/10; 7/4; 13/8; 17/10; 15/8; 9/5; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 9/5; 17/10; 24/13; 7/4; 17/10; 44/25; 28/17; 7/4; 7/4; 7/4; ; 17/10; 6/4; 17/10
Draw; 5/2; 11/5; 47/20; 23/10; 12/5; 11/5; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 40/17; 11/5; 12/5; 40/17; 49/20; 12/5; 12/5; 23/10; 12/5; ; 23/10; 9/4; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 02:23:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 31/20; 6/4; 13/8; 29/20; 8/5; 29/20; 13/8; 7/5; 6/4; 6/4; 6/4; 31/20; 31/20; 17/10; 6/4; 6/4; 17/11; 17/11; 7/5; 17/11; 163/100; 6/4; 31/21; 8/5; 31/21; ; 6/4; 6/4; 13/8
Crewe; 15/8; 15/8; 37/20; 19/10; 7/4; 13/8; 17/10; 15/8; 9/5; 17/10; 9/5; 17/10; 9/5; 9/5; 9/5; 9/5; 17/10; 7/4; 7/4; 17/10; 181/100; 28/17; 7/4; 7/4; 7/4; ; 9/5; 6/4; 17/10
Draw; 5/2; 11/5; 47/20; 23/10; 12/5; 11/5; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 40/17; 11/5; 12/5; 40/17; 49/20; 12/5; 12/5; 23/10; 12/5; ; 23/10; 9/4; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 06:20:57 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 8/5; 6/4; 13/8; 29/20; 8/5; 29/20; 31/20; 7/5; 6/4; 6/4; 6/4; 8/5; 31/20; 13/8; 6/4; 6/4; 17/11; 17/11; 7/5; 17/11; 163/100; 6/4; 31/21; 8/5; 31/21; ; 6/4; 6/4; 13/8
Crewe; 15/8; 15/8; 37/20; 19/10; 9/5; 13/8; 9/5; 15/8; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 17/10; 7/4; 7/4; 17/10; 181/100; 28/17; 7/4; 9/5; 7/4; ; 7/4; 9/5; 7/4
Draw; 12/5; 11/5; 47/20; 23/10; 23/10; 43/20; 5/2; 23/10; 23/10; 23/10; 23/10; 11/5; 9/4; 12/5; 23/10; 23/10; 40/17; 11/5; 12/5; 40/17; 49/20; 12/5; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 10:21:35 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 8/5; 6/4; 13/8; 29/20; 8/5; 29/20; 8/5; 7/5; 6/4; 6/4; 6/4; 31/20; 31/20; 13/8; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 163/100; 6/4; 6/4; 8/5; 6/4; ; 8/5; 6/4; 13/8
Crewe; 15/8; 9/5; 37/20; 19/10; 9/5; 33/20; 9/5; 15/8; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 17/10; 7/4; 7/4; 17/10; 181/100; 28/17; 7/4; 9/5; 7/4; ; 17/10; 17/10; 7/4
Draw; 12/5; 23/10; 47/20; 23/10; 23/10; 43/20; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 9/4; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 14:24:00 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 33/20; 6/4; 13/8; 8/5; 8/5; 29/20; 8/5; 8/5; 6/4; 6/4; 31/20; 31/20; 31/20; 13/8; 8/5; 8/5; 17/11; 17/11; 6/4; 17/11; 42/25; 6/4; 6/4; 13/8; 6/4; ; 13/8; 8/5; 13/8
Crewe; 9/5; 9/5; 37/20; 17/10; 9/5; 13/8; 9/5; 13/8; 9/5; 17/10; 7/4; 17/10; 9/5; 15/8; 13/8; 7/4; 17/10; 7/4; 7/4; 17/10; 44/25; 28/17; 7/4; 7/4; 7/4; ; 17/10; 17/10; 7/4
Draw; 12/5; 23/10; 47/20; 23/10; 23/10; 43/20; 12/5; 23/10; 23/10; 23/10; 9/4; 23/10; 9/4; 12/5; 12/5; 12/5; 23/10; 11/5; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 9/4; ; 23/10; 23/10; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 18:21:00 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Crawley; 33/20; 13/8; 17/10; 8/5; 17/10; 31/20; 17/10; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 7/4; 13/8; 8/5; 8/5; 17/11; 6/4; 8/5; 42/25; 11/7; 6/4; 17/10; 6/4; ; 13/8; 13/8; 13/8
Crewe; 7/4; 13/8; 7/4; 17/10; 17/10; 31/20; 17/10; 13/8; 7/4; 13/8; 17/10; 17/10; 7/4; 7/4; 13/8; 7/4; 28/17; 7/4; 7/4; 28/17; 44/25; 11/7; 7/4; 17/10; 7/4; ; 13/8; 13/8; 17/10
Draw; 5/2; 23/10; 47/20; 23/10; 23/10; 43/20; 5/2; 23/10; 23/10; 23/10; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; 23/10; 11/5; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 9/4; ; 12/5; 12/5; 12/5
META; english/league-2/crawley-v-crewe; 2017-03-14 22:21:08 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Crewe; 15/8; 7/4; ; ; 13/8; 17/10; 7/4; 15/8; ; 9/5; ; 6/4; 9/5; ; ; ; ; 24/13; ; ; ; ; ; ; ; ; 6/4; 7/4; 9/5
Crawley; 2; 15/8; ; ; 13/8; 9/5; 15/8; 15/8; ; 19/10; ; 13/8; 39/20; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; 9/5; 9/5
Draw; 7/4; 13/8; ; ; ; 5/3; 9/5; 8/5; ; 6/4; ; 2; 33/20; ; ; ; ; 17/11; ; ; ; ; ; ; ; ; 12/5; 21/10; 9/5
