META; english/league-2/colchester-v-mansfield; 2017-03-11 22:22:23 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 8/5; 8/5; ; 6/4; 13/8; ; 13/8; 8/5; 13/8; ; 8/5; ; 13/8; 13/8; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; ; 6/4; ; 
META; english/league-2/colchester-v-mansfield; 2017-03-12 10:21:51 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 8/5; 8/5; ; 6/4; 13/8; ; 13/8; 8/5; 13/8; ; 11/8; 31/20; 13/8; 13/8; ; 8/5; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; 6/4; ; 
Mansfield; 8/5; 8/5; ; 13/8; 17/10; ; 17/10; 6/4; 13/8; ; 6/4; 13/8; 8/5; 13/8; ; 8/5; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 9/4; ; 11/5; 12/5; ; 12/5; 21/10; 12/5; ; 9/4; 5/2; 47/20; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; 2; ; 
META; english/league-2/colchester-v-mansfield; 2017-03-12 14:21:24 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 7/5; 8/5; 29/20; 6/4; 6/4; ; 6/4; 8/5; 6/4; 7/5; 29/20; 8/5; 29/20; 29/20; ; 17/11; 7/5; ; 8/5; 7/5; 17/10; ; 8/5; ; ; 7/5; ; 
Mansfield; 9/5; 8/5; 9/5; 13/8; 9/5; ; 7/4; 6/4; 9/5; 9/5; 9/5; 7/4; 9/5; 9/5; ; 7/4; 9/5; ; 8/5; 9/5; 171/100; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 9/4; 43/20; 11/5; 5/2; ; 5/2; 21/10; 12/5; 23/10; 12/5; 11/5; 23/10; 23/10; ; 12/5; 40/17; ; 12/5; 40/17; 5/2; ; 12/5; ; ; 2; ; 
META; english/league-2/colchester-v-mansfield; 2017-03-12 18:21:11 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 29/20; 8/5; 31/20; 6/4; 6/4; 29/20; 31/20; 8/5; 8/5; 8/5; 31/20; 13/8; 31/20; 8/5; 8/5; 17/11; 16/11; ; 7/5; 16/11; 17/10; 22/15; 7/5; 7/5; ; 7/5; ; 
Mansfield; 7/4; 8/5; 17/10; 13/8; 9/5; 8/5; 7/4; 6/4; 9/5; 17/10; 7/4; 7/4; 17/10; 7/4; 13/8; 7/4; 9/5; ; 9/5; 9/5; 171/100; 14/9; 24/13; 7/4; ; 13/8; ; 
Draw; 12/5; 9/4; 21/10; 11/5; 12/5; 11/5; 12/5; 21/10; 23/10; 9/4; 23/10; 21/10; 23/10; 23/10; 12/5; 12/5; 40/17; ; 12/5; 40/17; 5/2; 23/10; 12/5; 12/5; ; 2; ; 
META; english/league-2/colchester-v-mansfield; 2017-03-12 22:21:52 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 29/20; 8/5; 8/5; 8/5; 8/5; 29/20; 8/5; 8/5; 8/5; 8/5; 31/20; 13/8; 31/20; 17/10; 8/5; 8/5; 6/4; ; 7/5; 6/4; 17/10; 22/15; 7/5; 6/4; ; 13/8; 13/8; 
Mansfield; 7/4; 8/5; 17/10; 7/4; 9/5; 8/5; 17/10; 6/4; 9/5; 17/10; 7/4; 7/4; 17/10; 9/5; 13/8; 8/5; 9/5; ; 9/5; 9/5; 171/100; 14/9; 24/13; 7/4; ; 17/10; 13/8; 
Draw; 12/5; 9/4; 41/20; 11/5; 23/10; 11/5; 12/5; 21/10; 23/10; 9/4; 23/10; 21/10; 23/10; 23/10; 12/5; 23/10; 23/10; ; 12/5; 23/10; 5/2; 23/10; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/colchester-v-mansfield; 2017-03-13 02:22:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 29/20; 13/8; 8/5; 8/5; 8/5; 29/20; 8/5; 8/5; 8/5; 8/5; 31/20; 8/5; 31/20; 17/10; 8/5; 17/11; 6/4; ; 7/5; 6/4; 17/10; 22/15; 7/5; 6/4; ; 13/8; 13/8; 
Mansfield; 7/4; 7/4; 17/10; 7/4; 9/5; 8/5; 17/10; 6/4; 9/5; 17/10; 7/4; 17/10; 17/10; 9/5; 13/8; 7/4; 9/5; ; 9/5; 9/5; 171/100; 14/9; 24/13; 7/4; ; 17/10; 13/8; 
Draw; 12/5; 11/5; 41/20; 11/5; 23/10; 11/5; 12/5; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; ; 12/5; 23/10; 5/2; 23/10; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/colchester-v-mansfield; 2017-03-13 06:23:53 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 17/10; 13/8; 13/8; 8/5; 13/8; 29/20; 8/5; 8/5; 13/8; 13/8; 8/5; 8/5; 8/5; 7/4; 8/5; 8/5; 17/11; ; 7/5; 17/11; 17/10; 22/15; 7/5; 13/8; ; 13/8; 13/8; 
Mansfield; 7/4; 7/4; 33/20; 7/4; 7/4; 8/5; 17/10; 6/4; 7/4; 17/10; 17/10; 17/10; 17/10; 9/5; 13/8; 7/4; 7/4; ; 9/5; 7/4; 171/100; 14/9; 24/13; 17/10; ; 17/10; 13/8; 
Draw; 12/5; 11/5; 41/20; 11/5; 23/10; 11/5; 12/5; 21/10; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 12/5; 9/4; 9/4; ; 12/5; 9/4; 5/2; 23/10; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/colchester-v-mansfield; 2017-03-13 10:20:44 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Colchester; 17/10; 13/8; 13/8; 8/5; 13/8; 6/4; 8/5; 8/5; 13/8; 13/8; 8/5; 8/5; 8/5; 7/4; 17/10; 8/5; 8/5; 28/17; 7/5; 8/5; 17/10; 23/15; 7/5; 8/5; ; 13/8; 13/8; 
Mansfield; 7/4; 7/4; 33/20; 7/4; 7/4; 8/5; 17/10; 6/4; 7/4; 7/4; 17/10; 17/10; 17/10; 9/5; 17/10; 7/4; 7/4; 17/10; 9/5; 7/4; 171/100; 13/8; 24/13; 17/10; ; 17/10; 13/8; 
Draw; 12/5; 11/5; 41/20; 11/5; 23/10; 21/10; 12/5; 21/10; 23/10; 21/10; 9/4; 23/10; 9/4; 23/10; 21/10; 9/4; 11/5; 21/10; 12/5; 11/5; 5/2; 12/5; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/colchester-v-mansfield; 2017-03-13 14:22:48 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/4; 7/4; 33/20; 17/10; 17/10; 31/20; 8/5; 6/4; 7/4; 13/8; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 28/17; 17/10; 17/10; 28/17; 173/100; 17/10; 17/10; 17/10; ; 13/8; 13/8; 17/10
Colchester; 17/10; 13/8; 13/8; 17/10; 17/10; 31/20; 17/10; 8/5; 13/8; 13/8; 13/8; 17/10; 33/20; 7/4; 17/10; 8/5; 28/17; 28/17; 8/5; 28/17; 89/50; 17/10; 8/5; 17/10; ; 13/8; 13/8; 7/4
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 41/20; 12/5; 21/10; 9/4; 11/5; 9/4; 21/10; 9/4; 9/4; 21/10; 9/4; 11/5; 21/10; 21/10; 11/5; 117/50; 39/19; 28/13; 9/4; ; 11/5; 21/10; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-13 18:24:06 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 13/10; 7/5; 11/8; 13/10; 6/5; 13/10; 7/5; 7/5; 13/10; 27/20; 13/10; 11/8; 11/8; 13/10; 13/10; 5/4; 16/11; 5/4; 5/4; 27/20; 11/9; 5/4; 13/10; 5/4; ; 13/10; 6/5; 13/10
Colchester; 9/4; 21/10; 23/10; 2; 9/4; 2; 9/4; 2; 11/5; 21/10; 21/10; 9/4; 21/10; 23/10; 21/10; 11/5; 11/5; 24/13; 9/4; 11/5; 113/50; 11/5; 9/4; 9/4; 9/4; ; 2; 2; 23/10
Draw; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 21/10; 23/10; 9/4; 11/5; 11/5; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 11/5; 9/4; 11/5; ; 21/10; 11/5; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-13 22:21:40 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 11/8; 29/20; 11/8; 7/5; 5/4; 29/20; 7/5; 7/5; 13/10; 7/5; 13/10; 11/8; 29/20; 13/10; 11/8; 13/10; 5/4; 5/4; 13/10; 27/20; 11/9; 5/4; 11/8; 5/4; ; 11/8; 13/10; 11/8
Colchester; 9/4; 2; 9/4; 2; 21/10; 2; 21/10; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 2; 28/13; 21/10; 9/4; 28/13; 113/50; 11/5; 9/4; 21/10; 9/4; ; 21/10; 19/10; 23/10
Draw; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 21/10; 23/10; 9/4; 9/4; 9/4; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; 12/5; 9/4; 11/5; 9/4; 11/5; ; 11/5; 11/5; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-14 02:23:14 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 11/8; 7/5; 11/8; 7/5; 5/4; 29/20; 7/5; 7/5; 13/10; 7/5; 13/10; 11/8; 29/20; 13/10; 11/8; 5/4; 5/4; 5/4; 5/4; 27/20; 11/9; 5/4; 11/8; 5/4; ; 11/8; 27/20; 11/8
Colchester; 9/4; 2; 9/4; 2; 21/10; 2; 21/10; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 2; 11/5; 21/10; 9/4; 11/5; 113/50; 11/5; 9/4; 11/5; 9/4; ; 21/10; 21/10; 23/10
Draw; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 21/10; 23/10; 9/4; 9/4; 9/4; 11/5; 12/5; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; 12/5; 9/4; 11/5; 9/4; 11/5; ; 11/5; 9/4; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-14 06:20:55 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 11/8; 11/8; 11/8; 13/10; 6/5; 11/8; 7/5; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 5/4; 11/8; 5/4; 5/4; 5/4; 5/4; 27/20; 11/9; 5/4; 13/10; 5/4; ; 27/20; 13/10; 13/10
Colchester; 9/4; 2; 23/10; 2; 11/5; 41/20; 11/5; 2; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 2; 9/4; 21/10; 9/4; 9/4; 113/50; 11/5; 9/4; 9/4; 9/4; ; 11/5; 9/4; 12/5
Draw; 23/10; 9/4; 9/4; 9/4; 23/10; 43/20; 23/10; 21/10; 23/10; 9/4; 11/5; 11/5; 23/10; 12/5; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; 12/5; 9/4; 11/5; 9/4; 11/5; ; 21/10; 9/4; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-14 10:21:32 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 13/10; 11/8; 11/8; 11/8; 6/5; 11/8; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 7/5; 5/4; 13/10; 5/4; 5/4; 6/5; 5/4; 27/20; 11/9; 16/13; 13/10; 16/13; ; 13/10; 13/10; 13/10
Colchester; 9/4; 21/10; 23/10; 2; 11/5; 41/20; 11/5; 11/5; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 11/5; 113/50; 11/5; 23/10; 9/4; 23/10; ; 11/5; 9/4; 23/10
Draw; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 119/50; 9/4; 9/4; 9/4; 9/4; ; 9/4; 9/4; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-14 14:23:57 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 7/5; 13/10; 7/5; 11/8; 11/8; 6/5; 29/20; 5/4; 13/10; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; 11/8; 5/4; 5/4; 6/5; 5/4; 133/100; 11/9; 16/13; 13/10; 16/13; ; 27/20; 27/20; 7/5
Colchester; 9/4; 21/10; 9/4; 2; 11/5; 41/20; 21/10; 11/5; 9/4; 21/10; 2; 11/5; 11/5; 9/4; 21/10; 11/5; 28/13; 21/10; 23/10; 28/13; 58/25; 11/5; 23/10; 11/5; 23/10; ; 11/5; 21/10; 23/10
Draw; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 9/4; 23/10; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; 119/50; 9/4; 9/4; 9/4; 9/4; ; 9/4; 9/4; 23/10
META; english/league-2/colchester-v-mansfield; 2017-03-14 18:20:58 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Mansfield; 6/4; 6/4; 31/20; 11/8; 6/4; 11/8; 6/4; 7/5; 6/4; 7/5; 6/4; 29/20; 29/20; 8/5; 6/4; 6/4; 16/11; 7/5; 7/5; 16/11; 157/100; 15/11; 7/5; 6/4; 7/5; ; 6/4; 6/4; 6/4
Colchester; 2; 19/10; 2; 2; 19/10; 7/4; 19/10; 15/8; 2; 19/10; 15/8; 15/8; 39/20; 21/10; 15/8; 2; 19/10; 19/10; 19/10; 19/10; 49/25; 19/10; 19/10; 2; 19/10; ; 19/10; 19/10; 19/10
Draw; 12/5; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 23/10; 9/4; 47/20; 23/10; 40/17; 9/4; 40/17; ; 9/4; 9/4; 9/4
META; english/league-2/colchester-v-mansfield; 2017-03-14 22:21:05 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Colchester; 1/7; 1/8; ; 19/10; 15/8; 8/15; 2/15; 1/9; ; 2/13; ; 7/4; 2/15; ; ; ; ; 2/17; ; ; 191/100; ; ; ; ; ; ; ; 1/6
Draw; 13/2; 7; ; 11/5; 9/4; 13/5; 7; 13/2; ; 13/2; ; 15/8; 13/2; ; ; ; ; 6; ; ; 63/25; ; ; ; ; ; ; ; 
Mansfield; 16; 20; ; 6/4; 6/4; 19/4; 16; 18; ; 16; ; 6/4; 18; ; ; ; ; 29/2; ; ; 7/5; ; ; ; ; ; ; ; 
