META; english/league-2/cambridge-v-exeter; 2017-04-15 02:20:59 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
META; english/league-2/cambridge-v-exeter; 2017-04-16 14:20:55 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 7/5; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; 
Exeter; ; 19/10; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 19/10; 
Draw; ; 23/10; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-16 18:20:50 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; 
Exeter; ; 2; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 19/10; 
Draw; ; 23/10; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-16 22:20:50 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; 
Exeter; ; 2; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 19/10; 
Draw; ; 23/10; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-17 02:20:49 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; 
Exeter; ; 2; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 19/10; 
Draw; ; 23/10; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-17 06:20:46 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; 
Exeter; ; 2; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 9/5; 
Draw; ; 23/10; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-17 10:20:44 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 7/5; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 
Exeter; ; 19/10; ; 9/5; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 19/10; 
Draw; ; 12/5; ; 5/2; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-17 14:20:51 GMT+3; 2017-04-17 15:00; Nothing; Xlenovo
Cambridge; ; 7/5; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 
Exeter; ; 15/8; ; 19/10; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; 15/8; 
Draw; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 23/10; 
META; english/league-2/cambridge-v-exeter; 2017-04-17 18:20:52 GMT+3; 2017-04-17 15:00; In Play; Xlenovo
Cambridge; ; 2/7; ; 7/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; 
Draw; ; 7/2; ; 16/5; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
Exeter; ; 16; ; 11; ; 12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 63/5; 
