META; english/league-2/wycombe-v-cambridge-united; 2017-05-02 10:58:58 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 11/8; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-03 10:20:18 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 11/8; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 6/4; ; ; ; 17/10; 17/10; ; ; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-03 14:20:21 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 11/8; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 6/4; ; ; ; 17/10; 17/10; ; ; 17/10; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 40/17; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-03 18:20:19 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 11/8; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; ; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 6/4; ; ; ; 17/10; 17/10; ; ; 17/10; 17/10; 17/10; 17/10; ; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; ; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-03 22:20:19 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 6/4; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-04 02:20:18 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 6/4; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; 23/10; 12/5; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-04 10:20:29 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 6/4; ; ; ; 6/4; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-04 14:20:28 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 31/20; ; 6/4; ; 31/20; 6/4; ; ; ; 31/20; 6/4; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; ; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 7/4; ; 17/10; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; ; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 41/20; ; 12/5; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; ; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-04 18:20:25 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 6/4; ; 7/5; ; 6/4; 6/4; ; ; ; 6/4; 6/4; ; ; 6/4; 16/11; 6/4; 6/4; 16/11; 6/4; 7/5; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 9/5; ; 9/5; ; 9/5; 17/10; ; ; ; 19/10; 9/5; ; ; 7/4; 7/4; 17/10; 17/10; 7/4; 37/20; 25/14; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 43/20; ; 12/5; ; 12/5; 12/5; ; ; ; 11/5; 47/20; ; ; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-04 22:20:25 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 6/4; ; 7/5; ; 29/20; 6/4; ; ; ; 6/4; 6/4; ; ; 16/11; 16/11; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 9/5; ; 9/5; ; 9/5; 17/10; ; ; ; 19/10; 9/5; ; ; 9/5; 9/5; 17/10; 17/10; 9/5; 37/20; 25/14; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 21/10; ; 12/5; ; 5/2; 12/5; ; ; ; 11/5; 47/20; ; ; 12/5; 23/10; 23/10; 23/10; 9/4; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-05 02:20:21 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 6/4; ; 7/5; ; 29/20; 6/4; ; ; ; 6/4; 6/4; ; ; 16/11; 16/11; 6/4; 6/4; 16/11; 6/4; 7/5; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 9/5; ; 9/5; ; 15/8; 17/10; ; ; ; 19/10; 9/5; ; ; 9/5; 9/5; 17/10; 17/10; 9/5; 37/20; 25/14; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 21/10; ; 12/5; ; 12/5; 12/5; ; ; ; 11/5; 12/5; ; ; 12/5; 23/10; 23/10; 23/10; 23/10; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-05 10:20:22 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 6/4; ; 29/20; ; 29/20; 6/4; ; ; ; 29/20; 29/20; ; ; 16/11; 16/11; 6/4; 6/4; 16/11; 6/4; 11/8; 6/4; ; 6/4; ; ; ; 
Cambridge United; ; ; 9/5; ; 15/8; ; 15/8; 17/10; ; ; ; 19/10; 19/10; ; ; 15/8; 24/13; 17/10; 17/10; 24/13; 37/20; 23/13; 17/10; ; 17/10; ; ; ; 
Draw; ; ; 43/20; ; 9/4; ; 12/5; 12/5; ; ; ; 9/4; 47/20; ; ; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 27/11; 40/17; ; 40/17; ; ; ; 
META; english/league-2/wycombe-v-cambridge-united; 2017-05-05 14:20:24 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 6/4; ; 7/5; ; 31/20; 7/5; ; ; ; 29/20; 29/20; ; ; 7/5; 16/11; 6/4; 6/4; 16/11; 6/4; 11/8; 6/4; ; 6/4; ; ; ; 6/4
Cambridge United; ; ; 9/5; ; 15/8; ; 19/10; 9/5; ; ; ; 19/10; 19/10; ; ; 15/8; 24/13; 17/10; 17/10; 24/13; 37/20; 23/13; 17/10; ; 17/10; ; ; ; 19/10
Draw; ; ; 43/20; ; 23/10; ; 12/5; 12/5; ; ; ; 9/4; 47/20; ; ; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 27/11; 40/17; ; 40/17; ; ; ; 23/10
META; english/league-2/wycombe-v-cambridge-united; 2017-05-05 18:20:24 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 29/20; ; 7/5; ; 6/4; 7/5; ; ; ; 29/20; 29/20; ; ; 7/5; 16/11; 6/4; 6/4; 16/11; 6/4; 11/8; 6/4; ; 6/4; ; ; ; 6/4
Cambridge United; ; ; 7/4; ; 15/8; ; 15/8; 15/8; ; ; ; 15/8; 19/10; ; ; 15/8; 24/13; 17/10; 17/10; 24/13; 37/20; 23/13; 17/10; ; 17/10; ; ; ; 19/10
Draw; ; ; 11/5; ; 23/10; ; 5/2; 23/10; ; ; ; 23/10; 47/20; ; ; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 27/11; 40/17; ; 40/17; ; ; ; 23/10
META; english/league-2/wycombe-v-cambridge-united; 2017-05-05 22:20:24 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 29/20; ; 7/5; ; 6/4; 7/5; ; ; ; 29/20; 29/20; ; ; 7/5; 7/5; 16/11; 6/4; 7/5; 73/50; 11/8; 6/4; ; 6/4; ; ; ; 7/5
Cambridge United; ; ; 9/5; ; 19/10; ; 15/8; 15/8; ; ; ; 15/8; 19/10; ; ; 15/8; 19/10; 9/5; 17/10; 19/10; 49/25; 23/13; 17/10; ; 17/10; ; ; ; 2
Draw; ; ; 11/5; ; 23/10; ; 5/2; 23/10; ; ; ; 23/10; 47/20; ; ; 23/10; 40/17; 9/4; 23/10; 40/17; 121/50; 27/11; 40/17; ; 40/17; ; ; ; 12/5
META; english/league-2/wycombe-v-cambridge-united; 2017-05-06 02:20:16 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 7/5; ; 7/5; ; 6/4; 7/5; ; ; ; 11/8; 29/20; ; ; 7/5; 23/17; 16/11; 27/20; 23/17; 73/50; 11/8; 23/17; ; 23/17; ; ; ; 7/5
Cambridge United; ; ; 37/20; ; 19/10; ; 15/8; 15/8; ; ; ; 2; 19/10; ; ; 15/8; 37/19; 9/5; 19/10; 37/19; 49/25; 23/13; 19/10; ; 19/10; ; ; ; 21/10
Draw; ; ; 11/5; ; 23/10; ; 5/2; 23/10; ; ; ; 9/4; 47/20; ; ; 23/10; 23/10; 9/4; 23/10; 23/10; 121/50; 27/11; 40/17; ; 40/17; ; ; ; 12/5
META; english/league-2/wycombe-v-cambridge-united; 2017-05-06 10:20:19 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 27/20; ; 11/8; ; 7/5; 7/5; ; ; ; 11/8; 7/5; ; ; 7/5; 23/17; 16/11; 13/10; 23/17; 73/50; 23/17; 4/3; ; 4/3; ; ; ; 7/5
Cambridge United; ; ; 37/20; ; 19/10; ; 2; 15/8; ; ; ; 19/10; 39/20; ; ; 15/8; 19/10; 7/4; 19/10; 19/10; 49/25; 9/5; 37/19; ; 37/19; ; ; ; 2
Draw; ; ; 23/10; ; 23/10; ; 5/2; 23/10; ; ; ; 12/5; 12/5; ; ; 23/10; 12/5; 12/5; 23/10; 12/5; 121/50; 27/11; 40/17; ; 40/17; ; ; ; 5/2
META; english/league-2/wycombe-v-cambridge-united; 2017-05-06 14:20:28 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 27/20; ; 11/8; ; 11/8; 7/5; ; ; ; 11/8; 11/8; ; ; 11/8; 23/17; 16/11; 13/10; 23/17; 73/50; 23/17; 4/3; ; 4/3; ; ; ; 7/5
Cambridge United; ; ; 37/20; ; 19/10; ; 2; 15/8; ; ; ; 19/10; 39/20; ; ; 19/10; 19/10; 7/4; 19/10; 19/10; 49/25; 9/5; 37/19; ; 37/19; ; ; ; 19/10
Draw; ; ; 9/4; ; 12/5; ; 13/5; 23/10; ; ; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 121/50; 27/11; 40/17; ; 40/17; ; ; ; 5/2
META; english/league-2/wycombe-v-cambridge-united; 2017-05-06 18:20:25 GMT+3; 2017-05-06 17:30; Nothing; Xlenovo
Wycombe; ; ; 27/20; ; 11/8; ; 11/8; 7/5; ; ; ; 11/8; 11/8; ; ; 7/5; 23/17; 7/5; 13/10; 23/17; 141/100; 23/17; 4/3; ; 4/3; ; ; ; 7/5
Cambridge United; ; ; 15/8; ; 19/10; ; 2; 15/8; ; ; ; 19/10; 39/20; ; ; 19/10; 19/10; 24/13; 19/10; 19/10; 99/50; 9/5; 37/19; ; 37/19; ; ; ; 19/10
Draw; ; ; 9/4; ; 12/5; ; 13/5; 23/10; ; ; ; 12/5; 49/20; ; ; 12/5; 12/5; 23/10; 23/10; 12/5; 13/5; 27/11; 40/17; ; 40/17; ; ; ; 5/2
