META; english/league-2/portsmouth-v-cambridge; 2017-04-18 02:20:57 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Portsmouth; ; 5/6; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; 
Draw; ; 5/2; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 5/2; 
Cambridge; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
META; english/league-2/portsmouth-v-cambridge; 2017-04-21 02:20:37 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Portsmouth; ; 17/20; ; 17/20; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; 5/6; 
Draw; ; 5/2; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 12/5; 
Cambridge; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
META; english/league-2/portsmouth-v-cambridge; 2017-04-21 06:20:47 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Portsmouth; ; 17/20; ; 17/20; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; 4/5; 
Draw; ; 5/2; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 12/5; 
Cambridge; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
META; english/league-2/portsmouth-v-cambridge; 2017-04-21 10:20:37 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Portsmouth; ; 17/20; ; 17/20; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; ; 4/5; 
Draw; ; 5/2; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; 12/5; 
Cambridge; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; 
META; english/league-2/portsmouth-v-cambridge; 2017-04-22 18:20:53 GMT+3; 2017-04-22 15:00; In Play; Xlenovo
Portsmouth; ; 1/33; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 25; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge; ; 100; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
