META; english/league-2/cambridge-utd-v-crawley; 2017-04-24 02:20:32 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; ; 1/2; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; ; ; 1/2; ; 1/2; ; ; ; ; ; 12/25; ; ; 8/15; 1/2; ; 1/2; 1/2; 11/20; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 31/10; 3; 3; 14/5; 14/5; 3; 3; 3; 16/5; 16/5; 31/10; 14/5; 14/5; 31/10; 63/20; 58/19; 56/19; ; 56/19; ; 3; ; 10/3
Crawley; 13/2; ; 11/2; ; 6; ; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 96/17; 6; 6; 96/17; 61/10; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 02:20:35 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 53/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 31/10; 3; 3; 29/10; 29/10; 3; 3; 16/5; 10/3; 16/5; 16/5; 14/5; 14/5; 16/5; 63/20; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 6; 6; 27/5; 61/10; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 06:20:30 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 53/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 29/10; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 63/20; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 61/10; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 10:20:33 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 10/21; 1/2; 1/2; 10/21; 53/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 16/5; ; 16/5; 3; 3; 29/10; 29/10; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 63/20; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 61/10; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 14:20:36 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 29/5; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 18:20:38 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 29/5; 24/5; 6; ; 6; ; 6; ; 32/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-25 22:20:47 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 29/5; 24/5; 6; ; 6; ; 6; ; 31/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 02:20:29 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 9/20; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 12/25; ; ; 1/2; 7/15; 1/2; 1/2; 7/15; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 5; 6; 27/5; 23/4; 6; 27/5; 29/5; 24/5; 6; ; 6; ; 6; ; 31/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 06:20:33 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 1/2; ; ; 1/2; ; 1/2; 1/2; 10/21; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; ; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 6; ; 23/4; 6; 91/17; 29/5; 24/5; 6; ; 6; ; 6; ; 31/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 10:20:28 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 1/2; ; ; 1/2; 10/21; 1/2; 1/2; ; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; ; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 6; 91/17; 23/4; 6; ; 29/5; 24/5; 6; ; 6; ; 29/5; ; 31/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 14:20:25 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 1/2; ; ; 1/2; 10/21; 1/2; 1/2; 10/21; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 6; 91/17; 23/4; 6; 91/17; 29/5; 24/5; 6; ; 6; ; 29/5; ; 31/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 18:20:22 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 2/5; ; ; ; 1/2; 1/2; ; ; 1/2; 17/35; 1/2; 1/2; ; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 16/5; 3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; 13/4; 29/10; 14/5; ; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 60/11; 23/4; 6; ; 29/5; 24/5; 6; ; 6; ; 29/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-26 22:20:39 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 1/2; 1/2; ; ; 1/2; 17/35; 1/2; 1/2; 17/35; 51/100; 7/15; 1/2; ; 1/2; ; ; ; 1/2
Draw; 3; ; 29/10; ; 3; ; 10/3; 10/3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; 13/4; 29/10; 14/5; 13/4; 17/5; 58/19; 56/19; ; 56/19; ; 3; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 27/5; 23/4; 6; 27/5; 29/5; 24/5; 6; ; 6; ; 29/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 02:20:31 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 1/2; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; 16/5; 29/10; 14/5; 16/5; 17/5; 31/10; 56/19; ; 56/19; ; 14/5; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 21/4; 23/4; 6; 21/4; 29/5; 43/10; 6; ; 6; ; 29/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 06:20:37 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 3; ; 10/3; 10/3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; 16/5; 29/10; 14/5; 16/5; 17/5; 31/10; 56/19; ; 56/19; ; 14/5; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 6; 5; 11/2; 11/2; 5; 11/2; 21/4; 23/4; 6; 21/4; 29/5; 43/10; 6; ; 6; ; 29/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 10:20:34 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; ; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 3; ; 10/3; 10/3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; ; 29/10; 14/5; 16/5; 17/5; 31/10; 56/19; ; 56/19; ; 14/5; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 5; 11/2; 11/2; 5; 11/2; ; 23/4; 6; 21/4; 29/5; 43/10; 6; ; 6; ; 28/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 14:20:33 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 1/2; 1/2; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 29/10; 3; 3; 3; 16/5; 10/3; 31/10; 16/5; 29/10; 3; 16/5; 17/5; 31/10; 31/10; ; 31/10; ; 14/5; ; 7/2
Crawley; 6; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 5; 11/2; 11/2; 5; 11/2; 26/5; 23/4; 27/5; 26/5; 29/5; 43/10; 27/5; ; 27/5; ; 28/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 18:20:32 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 29/10; 3; 14/5; 3; 10/3; 10/3; 31/10; 13/4; 29/10; 3; 13/4; 17/5; 31/10; 31/10; ; 31/10; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 67/13; 23/4; 27/5; 67/13; 29/5; 43/10; 27/5; ; 27/5; ; 28/5; ; 6
META; english/league-2/cambridge-utd-v-crawley; 2017-04-27 22:20:31 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 1/2; ; ; ; ; ; ; ; 8/15; 1/2; 8/15; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Draw; 3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 29/10; 3; 14/5; 3; 10/3; 10/3; 31/10; 13/4; 29/10; 3; 13/4; 17/5; 31/10; 31/10; ; 31/10; ; 3; ; 7/2
Crawley; 13/2; ; 5; ; 11/2; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 67/13; 23/4; 27/5; 67/13; 29/5; 43/10; 27/5; ; 27/5; ; 11/2; ; 28/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-28 02:20:21 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; ; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; 10/3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 10/3; 16/5; 14/5; 3; 10/3; 10/3; 16/5; ; 29/10; 3; 13/4; 17/5; 31/10; 31/10; ; 31/10; ; 14/5; ; 7/2
Crawley; 11/2; ; 5; ; 5; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; ; 23/4; 27/5; 67/13; 29/5; 43/10; 27/5; ; 27/5; ; 26/5; ; 28/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-28 06:20:27 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Cambridge Utd; 11/20; ; ; ; ; ; ; ; ; 1/2; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; 10/3; ; 29/10; ; 16/5; ; 10/3; 10/3; ; 10/3; 16/5; 14/5; 10/3; 10/3; 10/3; 16/5; 13/4; 29/10; 3; 13/4; 17/5; 31/10; 31/10; ; 31/10; ; 3; ; 7/2
Crawley; 11/2; ; 5; ; 5; ; 21/4; 11/2; ; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 67/13; 23/4; 27/5; 67/13; 29/5; 43/10; 27/5; ; 27/5; ; 26/5; ; 28/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-28 11:07:13 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge United; ; ; 1/2; ; 1/2; ; 8/15; 4/9; ; ; ; 8/15; 1/2; ; ; 1/2; 18/35; 1/2; 1/2; ; 51/100; 1/2; 1/2; ; 1/2; ; ; ; 8/15
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 8/15; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; 10/3; ; 29/10; ; 16/5; ; 10/3; 10/3; 3; 10/3; 16/5; 14/5; 10/3; 10/3; 10/3; 31/10; 13/4; 29/10; 3; ; 17/5; 31/10; 31/10; ; 31/10; ; 3; ; 7/2
Crawley; 11/2; ; 5; ; 5; ; 21/4; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 5; 23/4; 27/5; ; 29/5; 43/10; 27/5; ; 27/5; ; 26/5; ; 28/5
META; english/league-2/cambridge-utd-v-crawley; 2017-04-28 18:20:26 GMT+3; 2017-04-29 15:00; Nothing; Xlenovo
Cambridge Utd; 11/20; ; ; ; ; ; ; ; 8/15; 1/2; 1/2; ; ; 11/20; 1/2; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Cambridge United; ; ; 1/2; ; 1/2; ; 11/20; 1/2; ; ; ; 8/15; 1/2; ; ; 8/15; 18/35; 1/2; 1/2; ; 27/50; 8/15; 1/2; ; 1/2; ; ; ; 8/15
Draw; 10/3; ; 29/10; ; 16/5; ; 10/3; 16/5; 3; 10/3; 16/5; 16/5; 10/3; 10/3; 10/3; 31/10; 13/4; 29/10; 3; ; 17/5; 16/5; 31/10; ; 31/10; ; 3; ; 7/2
Crawley; 11/2; ; 5; ; 5; ; 21/4; 5; 21/4; 11/2; 11/2; 5; 11/2; 6; 5; 5; 5; 23/4; 27/5; ; 26/5; 23/5; 27/5; ; 27/5; ; 26/5; ; 27/5
