META; english/league-2/wycombe-v-plymouth; 2017-03-11 22:22:40 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 8/5; 3/2; ; 6/4; 13/8; ; 13/8; 13/8; 13/8; ; 11/8; ; ; 13/8; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; ; 6/4; ; 
Plymouth; 31/20; 13/8; 31/20; 6/4; 13/8; ; 8/5; 6/4; 13/8; 13/8; 13/8; 17/10; 8/5; 8/5; ; 8/5; 8/5; ; 8/5; 8/5; 177/100; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 23/10; 43/20; 23/10; 5/2; ; 5/2; 21/10; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; ; 5/2; 40/17; ; 12/5; 40/17; 12/5; ; 12/5; ; ; 21/10; ; 
META; english/league-2/wycombe-v-plymouth; 2017-03-12 18:21:24 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 13/8; 3/2; 33/20; 6/4; 13/8; 31/20; 13/8; 13/8; 13/8; 17/10; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; ; 8/5; 8/5; 17/10; 17/11; 8/5; 13/8; ; 6/4; ; 
Plymouth; 31/20; 13/8; 31/20; 6/4; 13/8; 29/20; 8/5; 6/4; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; ; 8/5; 8/5; 177/100; ; 8/5; 8/5; ; 13/8; ; 
Draw; 12/5; 23/10; 43/20; 23/10; 5/2; 9/4; 5/2; 21/10; 12/5; 23/10; 12/5; 11/5; 47/20; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; ; 21/10; ; 
META; english/league-2/wycombe-v-plymouth; 2017-03-12 22:22:13 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 13/8; 3/2; 33/20; 13/8; 17/10; 31/20; 13/8; 13/8; 7/4; 13/8; 13/8; 7/4; 13/8; 7/4; 13/8; 8/5; 28/17; ; 8/5; 28/17; 17/10; 17/11; 8/5; 13/8; ; 17/10; 13/8; 
Plymouth; 31/20; 13/8; 13/8; 17/10; 17/10; 6/4; 13/8; 6/4; 13/8; 13/8; 13/8; 17/10; 8/5; 7/4; 8/5; 8/5; 8/5; ; 8/5; 8/5; 177/100; 19/13; 8/5; 13/8; ; 13/8; 13/8; 
Draw; 12/5; 23/10; 21/10; 9/4; 23/10; 43/20; 12/5; 21/10; 23/10; 9/4; 23/10; 2; 47/20; 23/10; 12/5; 12/5; 23/10; ; 12/5; 23/10; 12/5; 23/10; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/wycombe-v-plymouth; 2017-03-13 02:22:30 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Plymouth; 31/20; 7/4; 13/8; 17/10; 17/10; 6/4; 13/8; 6/4; 13/8; 13/8; 13/8; 7/4; 13/8; 7/4; 17/10; 8/5; 8/5; ; 8/5; 8/5; 177/100; 19/13; 8/5; 13/8; ; 13/8; 13/8; 
Wycombe; 13/8; 8/5; 33/20; 13/8; 17/10; 31/20; 13/8; 13/8; 7/4; 17/10; 13/8; 9/5; 13/8; 7/4; 13/8; 8/5; 28/17; ; 8/5; 28/17; 17/10; 17/11; 8/5; 13/8; ; 17/10; 13/8; 
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 43/20; 12/5; 21/10; 23/10; 11/5; 23/10; 19/10; 23/10; 23/10; 9/4; 23/10; 9/4; ; 12/5; 9/4; 12/5; 23/10; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/wycombe-v-plymouth; 2017-03-13 06:24:19 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 13/8; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 7/4; 13/8; 8/5; 28/17; ; 8/5; 28/17; 17/10; 6/4; 8/5; 13/8; ; 13/8; 13/8; 
Plymouth; 7/4; 7/4; 33/20; 17/10; 17/10; 6/4; 17/10; 6/4; 7/4; 17/10; 17/10; 17/10; 33/20; 9/5; 17/10; 7/4; 28/17; ; 8/5; 28/17; 177/100; 17/11; 8/5; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 43/20; 12/5; 21/10; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 9/4; 9/4; ; 12/5; 9/4; 12/5; 9/4; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/wycombe-v-plymouth; 2017-03-13 10:20:57 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 17/10; 8/5; 8/5; 17/10; 17/10; 6/4; 13/8; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 7/4; 13/8; 8/5; 8/5; 28/17; 8/5; 8/5; 17/10; 17/11; 8/5; 13/8; ; 13/8; 13/8; 
Plymouth; 7/4; 7/4; 33/20; 17/10; 7/4; 8/5; 17/10; 6/4; 7/4; 17/10; 7/4; 17/10; 17/10; 9/5; 17/10; 7/4; 17/10; 28/17; 8/5; 17/10; 177/100; 28/17; 8/5; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; 21/10; 12/5; 21/10; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 12/5; 11/5; 12/5; 40/17; 12/5; 11/5; ; 21/10; 21/10; 
META; english/league-2/wycombe-v-plymouth; 2017-03-13 14:23:10 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 33/20; 8/5; 31/20; 17/10; 13/8; 29/20; 31/20; 13/8; 13/8; 6/4; 8/5; 8/5; 8/5; 17/10; 13/8; 8/5; 17/11; 28/17; 8/5; 17/11; 17/10; 6/4; 8/5; 8/5; ; 6/4; 6/4; 13/8
Plymouth; 9/5; 7/4; 7/4; 17/10; 9/5; 5/3; 9/5; 6/4; 9/5; 9/5; 7/4; 7/4; 9/5; 15/8; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 177/100; 22/13; 17/10; 9/5; ; 7/4; 7/4; 15/8
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 12/5; 40/17; 28/13; 9/4; ; 11/5; 21/10; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-13 18:24:30 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 6/4; 7/5; 29/20; 29/20; 29/20; 13/10; 29/20; 8/5; 6/4; 7/5; 7/5; 29/20; 29/20; 29/20; 7/5; 16/11; 7/5; 6/4; 6/4; 7/5; 147/100; 24/17; 6/4; 7/5; 6/4; ; 7/5; 7/5; 7/5
Plymouth; 2; 2; 43/20; 19/10; 2; 20/11; 2; 7/4; 2; 2; 2; 2; 2; 21/10; 2; 15/8; 37/19; 9/5; 9/5; 37/19; 21/10; 9/5; 24/13; 2; 24/13; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 12/5; 11/5; 23/10; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 47/20; 40/17; 28/13; 9/4; 28/13; ; 11/5; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-13 22:21:53 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 6/4; 7/5; 29/20; 29/20; 29/20; 13/10; 29/20; 7/5; 6/4; 7/5; 7/5; 29/20; 29/20; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 7/5; 147/100; 24/17; 6/4; 7/5; 6/4; ; 7/5; 7/5; 7/5
Plymouth; 2; 2; 43/20; 19/10; 2; 37/20; 2; 15/8; 2; 2; 2; 2; 2; 21/10; 2; 2; 37/19; 9/5; 9/5; 37/19; 21/10; 9/5; 24/13; 2; 24/13; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 12/5; 23/10; 23/10; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 47/20; 40/17; 28/13; 9/4; 28/13; ; 9/4; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 02:23:34 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 6/4; 7/5; 29/20; 29/20; 29/20; 13/10; 29/20; 7/5; 6/4; 7/5; 7/5; 29/20; 29/20; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 7/5; 147/100; 24/17; 6/4; 7/5; 6/4; ; 7/5; 7/5; 7/5
Plymouth; 2; 2; 43/20; 19/10; 2; 37/20; 2; 15/8; 2; 2; 2; 2; 2; 21/10; 2; 2; 37/19; 9/5; 9/5; 37/19; 21/10; 9/5; 24/13; 2; 24/13; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 12/5; 23/10; 23/10; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 47/20; 40/17; 28/13; 9/4; 28/13; ; 11/5; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 06:21:08 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 6/4; 7/5; 6/4; 29/20; 6/4; 27/20; 31/20; 7/5; 6/4; 7/5; 29/20; 29/20; 29/20; 8/5; 7/5; 16/11; 7/5; 6/4; 6/4; 7/5; 147/100; 24/17; 6/4; 6/4; 6/4; ; 6/4; 7/5; 7/5
Plymouth; 2; 2; 41/20; 19/10; 19/10; 9/5; 19/10; 15/8; 2; 19/10; 19/10; 2; 2; 2; 2; 15/8; 37/19; 9/5; 9/5; 37/19; 21/10; 9/5; 24/13; 2; 24/13; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 12/5; 23/10; 23/10; 11/5; 11/5; 21/10; 9/4; 12/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 47/20; 40/17; 28/13; 9/4; 28/13; ; 11/5; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 10:21:46 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 6/4; 6/4; 31/20; 29/20; 6/4; 27/20; 31/20; 7/5; 6/4; 7/5; 29/20; 29/20; 29/20; 8/5; 7/5; 16/11; 7/5; 6/4; 7/5; 7/5; 147/100; 24/17; 10/7; 6/4; 10/7; ; 7/5; 7/5; 7/5
Plymouth; 2; 15/8; 41/20; 19/10; 19/10; 9/5; 19/10; 15/8; 2; 2; 19/10; 2; 2; 2; 2; 15/8; 37/19; 9/5; 19/10; 37/19; 21/10; 9/5; 37/19; 2; 37/19; ; 19/10; 19/10; 21/10
Draw; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 12/5; 23/10; 23/10; 21/10; 9/4; 21/10; 9/4; 12/5; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 47/20; 40/17; 9/4; 9/4; 9/4; ; 9/4; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 14:24:22 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 13/8; 6/4; 8/5; 29/20; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 6/4; 31/20; 8/5; 8/5; 8/5; 17/11; 6/4; 6/4; 6/4; 17/11; 42/25; 6/4; 17/11; 8/5; 17/11; ; 6/4; 6/4; 6/4
Plymouth; 19/10; 15/8; 39/20; 19/10; 15/8; 17/10; 19/10; 9/5; 9/5; 9/5; 15/8; 7/4; 9/5; 19/10; 17/10; 15/8; 9/5; 9/5; 9/5; 7/4; 179/100; 17/10; 9/5; 15/8; 9/5; ; 9/5; 9/5; 19/10
Draw; 23/10; 9/4; 23/10; 9/4; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; 9/4; 9/4; ; 9/4; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 18:21:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Wycombe; 13/8; 6/4; 13/8; 29/20; 6/4; 7/5; 31/20; 6/4; 8/5; 6/4; 29/20; 6/4; 31/20; 13/8; 8/5; 17/11; 6/4; 6/4; 6/4; 6/4; 161/100; 13/9; 17/11; 6/4; 17/11; ; 6/4; 6/4; 6/4
Plymouth; 19/10; 9/5; 19/10; 19/10; 15/8; 17/10; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 37/20; 19/10; 17/10; 15/8; 24/13; 9/5; 9/5; 24/13; 19/10; 19/11; 9/5; 15/8; 9/5; ; 9/5; 15/8; 19/10
Draw; 23/10; 23/10; 23/10; 9/4; 23/10; 43/20; 12/5; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 11/5; 59/25; 12/5; 9/4; 9/4; 9/4; ; 9/4; 9/4; 23/10
META; english/league-2/wycombe-v-plymouth; 2017-03-14 22:21:19 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Wycombe; 4/9; 4/9; ; 6/4; ; 4/9; 2/5; 4/9; ; 2/5; ; 6/4; ; 6/4; ; ; ; 5/12; ; ; ; ; ; ; 16/11; ; ; 4/9; 
Draw; 3; 10/3; ; 11/5; ; 14/5; 17/5; 11/4; ; 3; ; 2; ; 12/5; ; ; ; 3; ; ; ; ; ; ; 40/17; ; ; 7/5; 3
Plymouth; 15/2; 7; ; 15/8; ; 11/2; 7; 13/2; ; 15/2; ; 17/10; ; 2; ; ; ; 6; ; ; ; ; ; ; 5/3; ; ; 7/2; 
