META; english/league-2/carlisle-v-luton; 2017-03-11 22:22:21 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 6/4; 11/8; ; 7/5; 6/4; ; 29/20; 7/5; 6/4; ; 29/20; ; ; 6/4; ; 16/11; 6/4; ; ; 6/4; ; ; ; ; ; 7/5; ; 
META; english/league-2/carlisle-v-luton; 2017-03-13 14:22:44 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 27/20; 11/8; 5/4; 13/10; 13/10; 6/5; 13/10; 7/5; 13/10; 5/4; 13/10; 5/4; 13/10; 11/8; 5/4; 13/10; 5/4; 13/10; 6/5; 5/4; 13/10; 6/5; 16/13; 13/10; ; 5/4; 6/5; 13/10
Carlisle; 11/5; 19/10; 39/20; 11/5; 21/10; 19/10; 2; 13/8; 2; 2; 2; 19/10; 2; 21/10; 21/10; 2; 39/19; 2; 2; 39/19; 11/5; 11/5; 39/19; 21/10; ; 2; 15/8; 21/10
Draw; 5/2; 12/5; 47/20; 11/5; 12/5; 9/4; 5/2; 11/5; 12/5; 12/5; 12/5; 13/5; 5/2; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; 23/10; 27/11; 12/5; ; 23/10; 2; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-13 18:24:01 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 5/4; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 23/20; 6/5; 6/5; 6/5; 6/5; 15/13; 13/10; 6/5; 15/13; 59/50; 11/10; 16/13; 6/5; 16/13; ; 10/9; 10/9; 23/20
Carlisle; 12/5; 11/5; 47/20; 23/10; 23/10; 21/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; 9/4; 2; 2; 9/4; 49/20; 12/5; 39/19; 23/10; 39/19; ; 11/5; 21/10; 12/5
Draw; 5/2; 5/2; 13/5; 12/5; 5/2; 9/4; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; 23/10; 27/11; 12/5; 27/11; ; 23/10; 23/10; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-13 22:21:38 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 5/4; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 23/20; 23/20; 6/5; 6/5; 15/13; 15/13; 6/5; 10/9; 15/13; 59/50; 11/10; 19/17; 6/5; 19/17; ; 23/20; 10/9; 23/20
Carlisle; 12/5; 9/4; 47/20; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 23/10; ; 9/4; 21/10; 12/5
Draw; 5/2; 5/2; 13/5; 12/5; 5/2; 9/4; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 12/5; 27/11; 23/10; 12/5; 27/11; 13/5; 23/10; 27/11; 12/5; 27/11; ; 5/2; 12/5; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-14 02:23:12 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 23/20; 23/20; 23/20; 23/20; 23/20; 21/20; 23/20; 6/5; 11/10; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; 15/13; 11/10; 6/5; 10/9; 11/10; 59/50; 19/17; 19/17; 11/10; 19/17; ; 10/9; 10/9; 10/9
Carlisle; 5/2; 9/4; 5/2; 23/10; 12/5; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 49/20; 28/13; 23/10; 5/2; 23/10; ; 23/10; 23/10; 5/2
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 12/5; 27/11; 23/10; 12/5; 27/11; 13/5; 5/2; 27/11; 12/5; 27/11; ; 5/2; 5/2; 13/5
META; english/league-2/carlisle-v-luton; 2017-03-14 06:20:52 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 23/20; 23/20; 23/20; 23/20; 23/20; 1; 23/20; 6/5; 11/10; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; 15/13; 11/10; 21/20; 10/9; 11/10; 59/50; 12/11; 19/17; 23/20; 19/17; ; 11/10; 10/9; 23/20
Carlisle; 5/2; 9/4; 5/2; 23/10; 12/5; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 49/20; 11/5; 23/10; 12/5; 23/10; ; 12/5; 12/5; 5/2
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 27/11; 13/5; 28/11; 27/11; 12/5; 27/11; ; 5/2; 5/2; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-14 10:21:30 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 23/20; 23/20; 23/20; 23/20; 23/20; 21/20; 6/5; 6/5; 11/10; 11/10; 23/20; 23/20; 11/10; 6/5; 23/20; 15/13; 11/10; 21/20; 10/9; 11/10; 59/50; 9/8; 19/17; 23/20; 19/17; ; 23/20; 23/20; 23/20
Carlisle; 5/2; 9/4; 49/20; 23/10; 12/5; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 12/5; 5/2; 23/10; 23/10; 40/17; 5/2; 9/4; 40/17; 49/20; 21/10; 9/4; 12/5; 9/4; ; 23/10; 23/10; 12/5
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 27/11; 13/5; 28/11; 27/11; 12/5; 27/11; ; 12/5; 5/2; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-14 14:23:53 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 6/5; 23/20; 6/5; 23/20; 23/20; 21/20; 23/20; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 6/5; 6/5; 15/13; 11/10; 15/13; 10/9; 11/10; 23/20; 19/17; 19/17; 23/20; 19/17; ; 10/9; 10/9; 6/5
Carlisle; 12/5; 9/4; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 12/5; 5/2; 11/5; 12/5; 23/10; 23/10; 9/4; 40/17; 63/25; 28/13; 9/4; 12/5; 9/4; ; 23/10; 23/10; 12/5
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 12/5; 23/10; 5/2; 13/5; 12/5; 5/2; 27/11; 23/10; 12/5; 27/11; 131/50; 28/11; 27/11; 12/5; 27/11; ; 12/5; 12/5; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-14 18:20:56 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Luton; 6/5; 11/10; 23/20; 23/20; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 15/13; 11/10; 15/13; 10/9; 11/10; 57/50; 9/8; 19/17; 23/20; 19/17; ; 23/20; 10/9; 6/5
Carlisle; 12/5; 12/5; 5/2; 9/4; 12/5; 11/5; 5/2; 23/10; 12/5; 12/5; 23/10; 5/2; 12/5; 13/5; 23/10; 12/5; 12/5; 23/10; 9/4; 12/5; 51/20; 21/10; 9/4; 12/5; 9/4; ; 23/10; 23/10; 12/5
Draw; 13/5; 5/2; 13/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 13/5; 12/5; 13/5; 27/11; 23/10; 12/5; 27/11; 131/50; 28/11; 27/11; 12/5; 27/11; ; 12/5; 12/5; 5/2
META; english/league-2/carlisle-v-luton; 2017-03-14 22:21:03 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Luton; 11/8; 11/8; ; ; 6/5; 6/5; 5/4; 7/5; ; 13/10; ; 21/20; ; ; ; ; ; 15/13; ; ; ; ; ; ; 17/16; ; ; 13/10; 13/10
Carlisle; 12/5; 9/4; ; ; 11/5; 23/10; 12/5; 5/2; ; 23/10; ; 9/4; ; ; ; ; ; 5/2; ; ; ; ; ; ; 23/10; ; ; 5/2; 12/5
Draw; 15/8; 7/4; ; ; 5/2; 37/20; 2; 17/10; ; 7/4; ; 11/5; ; ; ; ; ; 24/13; ; ; ; ; ; ; 12/5; ; ; 11/5; 15/8
