META; english/league-2/mansfield-v-hartlepool; 2017-02-09 11:59:55 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 4/5; 5/6; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Mansfield; 7/10; 7/10; 4/6; 7/10; 8/11; 8/13; 7/10; 3/4; ; 4/6; 4/6; 7/10; 4/6; 8/11; 4/6; 7/10; 11/17; 4/6; 4/6; 11/17; 8/11; 7/10; 9/13; 7/10; ; 4/6; 4/6; 4/6
Draw; 11/4; 5/2; 5/2; 5/2; 3; 12/5; 14/5; 5/2; ; 13/5; 27/10; 13/5; 27/10; 27/10; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 59/20; 27/10; 27/10; 5/2; ; 27/10; 5/2; 13/5
Hartlepool; 19/4; 17/4; 4; 9/2; 4; 4; 22/5; 15/4; ; 17/4; 17/4; 4; 9/2; 5; 17/4; 4; 74/17; 17/4; 4; 74/17; 41/10; 41/10; 4; 9/2; ; 9/2; 22/5; 22/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-10 22:21:26 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 7/10; 4/6; 13/20; 7/10; 4/6; 8/13; 4/6; 3/4; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; 8/11; 7/10; 9/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 11/4; 13/5; 49/20; 5/2; 3; 12/5; 11/4; 5/2; ; 13/5; 27/10; 5/2; 53/20; 27/10; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 59/20; 27/10; 27/10; 13/5; ; 27/10; 5/2; 13/5
Hartlepool; 19/4; 9/2; 17/4; 9/2; 9/2; 4; 19/4; 15/4; ; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 9/2; 47/10; 17/4; 4; 47/10; 41/10; 41/10; 4; 5; ; 23/5; 23/5; 9/2
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 02:23:09 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 7/10; 4/6; 13/20; 7/10; 4/6; 8/13; 4/6; 7/10; ; 4/6; 4/6; 8/13; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; 37/50; 13/19; 9/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 11/4; 13/5; 49/20; 5/2; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 14/5; 53/20; 27/10; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 73/25; 27/10; 27/10; 13/5; ; 11/4; 5/2; 13/5
Hartlepool; 19/4; 9/2; 17/4; 9/2; 9/2; 4; 19/4; 4; ; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 9/2; 79/17; 17/4; 4; 79/17; 41/10; 41/10; 4; 9/2; ; 23/5; 22/5; 23/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 06:21:29 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 7/10; 4/6; 13/20; 7/10; 4/6; 8/13; 4/6; 7/10; ; 4/6; 4/6; 8/13; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; 37/50; 13/19; 9/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 11/4; 13/5; 49/20; 5/2; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 14/5; 53/20; 27/10; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 73/25; 27/10; 27/10; 13/5; ; 11/4; 13/5; 13/5
Hartlepool; 19/4; 9/2; 17/4; 9/2; 9/2; 4; 19/4; 4; ; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 9/2; 79/17; 17/4; 4; 79/17; 41/10; 43/10; 4; 9/2; ; 24/5; 23/5; 23/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 10:22:52 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 7/10; 4/6; 13/20; 4/6; 4/6; 8/13; 4/6; 7/10; ; 13/20; 8/13; 4/6; 13/20; 4/6; 4/6; 4/6; 10/17; 4/6; 4/6; 10/17; 17/25; 13/19; 9/13; 4/6; ; 4/6; 4/6; 8/13
Draw; 11/4; 13/5; 5/2; 13/5; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 13/5; 27/10; 14/5; 13/5; 27/10; 27/10; 13/5; 27/10; 27/10; 74/25; 27/10; 27/10; 13/5; ; 27/10; 27/10; 14/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 4; ; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 9/2; 5; 17/4; 4; 5; 23/5; 43/10; 4; 5; ; 24/5; 24/5; 5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 14:27:12 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Mansfield; 4/6; 8/13; 13/20; 4/6; 4/6; 3/5; 4/6; 7/10; ; 13/20; 8/13; 4/6; 13/20; 7/10; 13/20; 8/13; 10/17; 4/6; 4/7; 10/17; 33/50; 19/29; 3/5; 4/6; ; 8/13; 4/6; 4/6
Draw; 14/5; 13/5; 49/20; 13/5; 11/4; 5/2; 14/5; 13/5; ; 5/2; 13/5; 5/2; 27/10; 11/4; 5/2; 13/5; 45/17; 13/5; 27/10; 45/17; 57/20; 27/10; 27/10; 13/5; ; 13/5; 27/10; 11/4
Hartlepool; 5; 5; 9/2; 9/2; 5; 17/4; 19/4; 4; ; 5; 5; 5; 19/4; 11/2; 5; 5; 51/10; 17/4; 5; 51/10; 51/10; 47/10; 5; 5; ; 5; 26/5; 26/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 18:21:58 GMT+2; 2017-02-11 15:00; In Play; Xlenovo
Mansfield; 1/80; 1/100; ; 17/20; ; ; 1/66; 1/100; ; 1/80; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 22; 40; ; 11/5; ; ; 14; 35; ; 28; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22; 
Hartlepool; 150; 200; ; 19/5; ; ; 80; 375; ; 150; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 146; 
