META; english/league-2/grimsby-v-cambridge-united; 2017-04-10 14:22:39 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 11/10; ; 23/20; ; 23/20; 11/10; ; ; ; 11/10; ; ; ; 11/10; 11/10; 15/13; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; ; ; 
Cambridge United; ; ; 5/4; ; 5/4; ; 5/4; 19/20; ; 5/4; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 127/100; 19/16; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 12/5; ; 12/5; 23/10; ; 21/10; ; 9/4; 23/10; ; ; 23/10; 11/5; 11/5; 23/10; 11/5; 47/20; 9/4; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 23/10; ; 9/4; ; 11/5; 23/10; ; 23/10; ; 23/10; 9/4; ; ; 23/10; 23/10; 12/5; 12/5; 23/10; 5/2; 133/67; 12/5; ; 12/5; ; ; ; 12/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 02:21:31 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 5/4; ; 5/4; 19/20; ; 5/4; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 127/100; 19/16; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 12/5; ; 12/5; 23/10; ; 21/10; ; 9/4; 23/10; ; ; 23/10; 11/5; 11/5; 23/10; 11/5; 47/20; 9/4; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 23/10; ; 9/4; ; 11/5; 23/10; ; 23/10; ; 23/10; 9/4; ; ; 23/10; 23/10; 12/5; 12/5; 23/10; 5/2; 133/67; 12/5; ; 12/5; ; ; ; 12/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 06:22:02 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 5/4; ; 5/4; 19/20; ; 5/4; ; 5/4; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 127/100; 19/16; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 12/5; ; 12/5; 23/10; ; 21/10; ; 2; 23/10; ; ; 23/10; 11/5; 11/5; 23/10; 11/5; 47/20; 9/4; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 23/10; ; 9/4; ; 11/5; 23/10; ; 23/10; ; 12/5; 9/4; ; ; 23/10; 23/10; 12/5; 12/5; 23/10; 5/2; 133/67; 12/5; ; 12/5; ; ; ; 12/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 10:21:35 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 5/4; ; 5/4; 19/20; ; 5/4; ; 5/4; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 127/100; 19/16; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 12/5; ; 12/5; 23/10; ; 21/10; ; 2; 23/10; ; ; 23/10; 11/5; 11/5; 23/10; 11/5; 47/20; 9/4; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 23/10; ; 9/4; ; 11/5; 23/10; ; 23/10; ; 12/5; 9/4; ; ; 23/10; 23/10; 12/5; 12/5; 23/10; 5/2; 133/67; 12/5; ; 12/5; ; ; ; 12/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 14:21:06 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 5/4; ; 5/4; 19/20; ; 5/4; ; 5/4; 6/5; ; ; 6/5; 6/5; 15/13; ; 6/5; 13/10; 19/16; ; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 12/5; ; 12/5; 23/10; ; 21/10; ; 2; 23/10; ; ; 23/10; 11/5; 11/5; ; 11/5; 47/20; 9/4; ; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 23/10; ; 9/4; ; 11/5; 23/10; ; 23/10; ; 12/5; 9/4; ; ; 23/10; 23/10; 12/5; ; 23/10; 121/50; 133/67; ; ; 12/5; ; ; ; 12/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 18:21:22 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 23/20; ; 6/5; ; 6/5; 19/20; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 9/4; ; 23/10; 23/10; ; 21/10; ; 21/10; 11/5; ; ; 9/4; 28/13; 21/10; 23/10; 28/13; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 12/5; ; 5/2; ; 12/5; 23/10; ; 5/2; ; 5/2; 12/5; ; ; 12/5; 5/2; 5/2; 12/5; 5/2; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-12 22:21:17 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 23/20; ; 6/5; ; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 9/4; ; 23/10; 11/5; ; 21/10; ; 21/10; 11/5; ; ; 11/5; 28/13; 21/10; 23/10; 28/13; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 12/5; ; 5/2; ; 12/5; 12/5; ; 5/2; ; 5/2; 12/5; ; ; 12/5; 5/2; 5/2; 12/5; 5/2; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 02:21:15 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 6/5; ; 6/5; ; 23/20; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 15/13; 15/13; 10/9; 15/13; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 23/10; ; 12/5; 11/5; ; 21/10; ; 21/10; 11/5; ; ; 11/5; 28/13; 21/10; 23/10; 28/13; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 12/5; ; 5/2; ; 12/5; 12/5; ; 5/2; ; 5/2; 12/5; ; ; 12/5; 27/11; 5/2; 12/5; 27/11; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 06:21:14 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 6/5; ; 6/5; ; 23/20; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 15/13; 15/13; 10/9; 15/13; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 23/10; ; 12/5; 11/5; ; 21/10; ; 21/10; 11/5; ; ; 9/4; 28/13; 21/10; 23/10; 28/13; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 12/5; ; 5/2; ; 12/5; 12/5; ; 5/2; ; 5/2; 12/5; ; ; 12/5; 27/11; 5/2; 12/5; 27/11; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 10:21:15 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 6/5; ; 5/4; ; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; ; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 11/5; ; 23/10; 11/5; ; 21/10; ; 21/10; 21/10; ; ; 11/5; 21/10; 21/10; 23/10; ; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 23/10
Grimsby; ; ; 12/5; ; 5/2; ; 12/5; 12/5; ; 5/2; ; 5/2; 49/20; ; ; 12/5; 5/2; 5/2; 12/5; ; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 14:21:33 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 6/5; ; 5/4; ; 5/4; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 13/10; 5/4; 8/7; ; 8/7; ; ; ; 5/4
Draw; ; ; 41/20; ; 11/5; ; 23/10; 11/5; ; 21/10; ; 21/10; 21/10; ; ; 11/5; 21/10; 21/10; 23/10; 21/10; 23/10; 21/10; 23/10; ; 23/10; ; ; ; 11/5
Grimsby; ; ; 12/5; ; 5/2; ; 5/2; 12/5; ; 5/2; ; 5/2; 49/20; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; 62/25; 2; 12/5; ; 12/5; ; ; ; 13/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 18:21:12 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 23/20; ; 6/5; ; 6/5; 11/10; ; 23/20; ; 6/5; 6/5; ; ; 6/5; 15/13; 15/13; 10/9; 15/13; 32/25; 5/4; 8/7; ; 8/7; ; ; ; 6/5
Draw; ; ; 2; ; 11/5; ; 23/10; 21/10; ; 21/10; ; 2; 21/10; ; ; 11/5; 21/10; 21/10; 23/10; 21/10; 113/50; 28/13; 23/10; ; 23/10; ; ; ; 21/10
Grimsby; ; ; 49/20; ; 13/5; ; 13/5; 13/5; ; 13/5; ; 13/5; 13/5; ; ; 5/2; 13/5; 5/2; 12/5; 13/5; 64/25; 12/5; 12/5; ; 12/5; ; ; ; 14/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-13 22:21:13 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 6/5; ; 6/5; 11/10; ; 23/20; ; 6/5; 6/5; ; ; 6/5; 15/13; 15/13; 10/9; 15/13; 5/4; 5/4; 8/7; ; 8/7; ; ; ; 6/5
Draw; ; ; 11/5; ; 11/5; ; 23/10; 21/10; ; 21/10; ; 2; 21/10; ; ; 11/5; 21/10; 21/10; 23/10; 39/19; 56/25; 28/13; 23/10; ; 23/10; ; ; ; 21/10
Grimsby; ; ; 27/10; ; 13/5; ; 13/5; 13/5; ; 13/5; ; 13/5; 13/5; ; ; 5/2; 13/5; 5/2; 12/5; 45/17; 133/50; 12/5; 12/5; ; 12/5; ; ; ; 14/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-14 02:21:13 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 6/5; ; 6/5; 11/10; ; 23/20; ; 6/5; 6/5; ; ; 6/5; 15/13; 15/13; 10/9; 15/13; 5/4; 6/5; 8/7; ; 8/7; ; ; ; 6/5
Draw; ; ; 11/5; ; 11/5; ; 23/10; 21/10; ; 21/10; ; 2; 21/10; ; ; 11/5; 21/10; 21/10; 23/10; 21/10; 56/25; 28/13; 23/10; ; 23/10; ; ; ; 21/10
Grimsby; ; ; 27/10; ; 13/5; ; 13/5; 13/5; ; 13/5; ; 13/5; 13/5; ; ; 5/2; 13/5; 5/2; 12/5; 13/5; 133/50; 12/5; 12/5; ; 12/5; ; ; ; 14/5
META; english/league-2/grimsby-v-cambridge-united; 2017-04-14 06:21:04 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 6/5; ; 6/5; 11/10; ; 6/5; ; 23/20; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 5/4; 6/5; 8/7; ; 8/7; ; ; ; 6/5
Draw; ; ; 43/20; ; 11/5; ; 11/5; 21/10; ; 21/10; ; 9/4; 11/5; ; ; 11/5; 21/10; 21/10; 23/10; 21/10; 56/25; 28/13; 23/10; ; 23/10; ; ; ; 21/10
Grimsby; ; ; 27/10; ; 13/5; ; 27/10; 13/5; ; 5/2; ; 5/2; 51/20; ; ; 5/2; 28/11; 5/2; 12/5; 28/11; 133/50; 12/5; 12/5; ; 12/5; ; ; ; 11/4
META; english/league-2/grimsby-v-cambridge-united; 2017-04-14 10:21:03 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 5/4; ; 6/5; 11/10; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 10/9; 6/5; 5/4; 6/5; 8/7; ; 8/7; ; ; ; 6/5
Draw; ; ; 11/5; ; 11/5; ; 23/10; 21/10; ; 21/10; ; 11/5; 11/5; ; ; 11/5; 28/13; 21/10; 23/10; 28/13; 56/25; 28/13; 23/10; ; 23/10; ; ; ; 9/4
Grimsby; ; ; 13/5; ; 5/2; ; 13/5; 13/5; ; 12/5; ; 12/5; 51/20; ; ; 5/2; 27/11; 5/2; 12/5; 27/11; 133/50; 40/17; 12/5; ; 12/5; ; ; ; 5/2
META; english/league-2/grimsby-v-cambridge-united; 2017-04-14 14:22:08 GMT+3; 2017-04-15 15:00; Nothing; Xlenovo
Cambridge United; ; ; 5/4; ; 6/5; ; 6/5; 11/10; ; 6/5; ; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 23/20; 6/5; 63/50; 6/5; 13/11; ; 13/11; ; ; ; 6/5
Draw; ; ; 11/5; ; 9/4; ; 9/4; 21/10; ; 11/5; ; 11/5; 11/5; ; ; 11/5; 28/13; 21/10; 9/4; 28/13; 23/10; 28/13; 9/4; ; 9/4; ; ; ; 23/10
Grimsby; ; ; 13/5; ; 5/2; ; 13/5; 5/2; ; 12/5; ; 12/5; 51/20; ; ; 5/2; 27/11; 5/2; 23/10; 27/11; 64/25; 40/17; 40/17; ; 40/17; ; ; ; 5/2
META; english/league-2/grimsby-v-cambridge-united; 2017-04-14 18:21:50 GMT+3; 2017-04-14 15:00; In Play; Xlenovo
Grimsby; ; ; ; ; ; ; 4/9; 4/9; ; 4/11; ; 9/4; ; ; ; ; ; 2/5; ; ; ; ; 23/10; ; ; ; ; ; 3
Draw; ; ; ; ; ; ; 27/10; 12/5; ; 13/5; ; 2; ; ; ; ; ; 5/2; ; ; ; ; 28/13; ; ; ; ; ; 1
Cambridge United; ; ; ; ; ; ; 9; 17/2; ; 10; ; 23/20; ; ; ; ; ; 9; ; ; ; ; 22/19; ; ; ; ; ; 21/10
