META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-11 22:22:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 7/10; 7/10; ; 4/6; 7/10; ; 7/10; 8/13; 4/6; ; 7/10; ; 4/6; 7/10; ; 7/10; 9/13; ; ; 9/13; ; ; ; ; ; 4/6; ; 
Hartlepool; 4; 4; 19/5; 4; 4; 37/10; 15/4; 7/2; 4; 4; 4; 4; 4; 9/2; 7/2; 4; 41/10; 4; 4; 41/10; 41/10; 18/5; 4; 4; ; 7/2; 7/2; 21/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-13 18:23:57 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/11; 7/10; 8/11; 8/11; 8/11; 8/13; 7/10; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 8/11; 7/10; 7/10; 4/6; 4/6; 4/6; 4/6; 37/50; 4/6; 9/13; 7/10; 9/13; ; 4/6; 4/6; 4/6
Draw; 3; 11/4; 14/5; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 14/5; 3; 14/5; 27/10; 27/10; 27/10; 27/10; 73/25; 29/10; 27/10; 11/4; 27/10; ; 14/5; 11/4; 14/5
Hartlepool; 4; 19/5; 17/4; 4; 4; 37/10; 4; 7/2; 4; 4; 4; 4; 4; 9/2; 7/2; 4; 41/10; 4; 4; 41/10; 41/10; 18/5; 4; 4; 4; ; 4; 7/2; 21/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-13 22:21:36 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/11; 7/10; 8/11; 8/11; 8/11; 8/13; 7/10; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 8/11; 7/10; 7/10; 4/6; 4/6; 4/6; 4/6; 73/100; 4/6; 9/13; 7/10; 9/13; ; 4/6; 4/6; 4/6
Draw; 3; 11/4; 14/5; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 11/4; 11/4; 14/5; 11/4; 14/5; 3; 11/4; 11/4; 27/10; 27/10; 11/4; 74/25; 29/10; 27/10; 11/4; 27/10; ; 14/5; 14/5; 14/5
Hartlepool; 4; 19/5; 17/4; 4; 4; 18/5; 4; 7/2; 4; 4; 4; 15/4; 4; 9/2; 7/2; 4; 41/10; 4; 4; 41/10; 41/10; 18/5; 4; 4; 4; ; 4; 4; 21/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 02:23:09 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/11; 7/10; 8/11; 8/11; 8/11; 8/13; 8/11; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 8/11; 7/10; 7/10; 4/6; 4/6; 4/6; 4/6; 73/100; 4/6; 9/13; 7/10; 9/13; ; 4/6; 4/6; 4/6
Draw; 3; 11/4; 14/5; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 11/4; 11/4; 14/5; 11/4; 29/10; 3; 14/5; 11/4; 27/10; 27/10; 11/4; 74/25; 29/10; 27/10; 11/4; 27/10; ; 14/5; 14/5; 14/5
Hartlepool; 4; 19/5; 17/4; 4; 4; 18/5; 19/5; 7/2; 4; 4; 4; 15/4; 4; 9/2; 7/2; 4; 77/19; 4; 4; 77/19; 41/10; 18/5; 4; 4; 4; ; 4; 4; 21/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 06:20:50 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/11; 7/10; 7/10; 8/11; 7/10; 8/13; 7/10; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 4/6; 11/17; 4/6; 4/6; 11/17; 73/100; 4/6; 9/13; 4/6; 9/13; ; 4/6; 8/13; 4/6
Draw; 3; 11/4; 29/10; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 29/10; 11/4; 14/5; 11/4; 27/10; 27/10; 11/4; 74/25; 29/10; 27/10; 14/5; 27/10; ; 14/5; 14/5; 14/5
Hartlepool; 4; 19/5; 9/2; 4; 9/2; 19/5; 21/5; 4; 4; 17/4; 4; 4; 4; 24/5; 17/4; 4; 43/10; 4; 4; 43/10; 41/10; 18/5; 4; 17/4; 4; ; 22/5; 22/5; 23/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 10:21:26 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/11; 4/6; 7/10; 8/11; 7/10; 8/13; 7/10; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 4/6; 11/17; 4/6; 8/13; 11/17; 73/100; 4/6; 19/29; 7/10; 19/29; ; 8/13; 8/13; 4/6
Draw; 3; 14/5; 29/10; 13/5; 11/4; 13/5; 3; 11/4; 14/5; 11/4; 14/5; 13/5; 11/4; 29/10; 11/4; 14/5; 14/5; 27/10; 27/10; 14/5; 74/25; 29/10; 27/10; 11/4; 27/10; ; 14/5; 14/5; 14/5
Hartlepool; 4; 4; 17/4; 4; 9/2; 19/5; 21/5; 4; 4; 17/4; 4; 9/2; 4; 24/5; 17/4; 4; 17/4; 4; 4; 17/4; 41/10; 18/5; 41/10; 17/4; 41/10; ; 9/2; 21/5; 9/2
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 14:23:50 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 7/10; 4/6; 7/10; 8/11; 4/6; 8/13; 7/10; 8/13; 4/6; 13/20; 4/6; 4/6; 4/6; 7/10; 4/6; 7/10; 11/17; 4/6; 8/13; 11/17; 7/10; 11/17; 19/29; 4/6; 19/29; ; 4/6; 8/13; 4/6
Draw; 29/10; 14/5; 29/10; 13/5; 11/4; 13/5; 29/10; 11/4; 14/5; 11/4; 14/5; 13/5; 11/4; 29/10; 11/4; 14/5; 14/5; 27/10; 27/10; 14/5; 3; 56/19; 27/10; 11/4; 27/10; ; 14/5; 14/5; 14/5
Hartlepool; 9/2; 4; 9/2; 4; 9/2; 19/5; 17/4; 4; 17/4; 17/4; 17/4; 9/2; 17/4; 5; 17/4; 9/2; 74/17; 4; 4; 74/17; 22/5; 37/10; 41/10; 9/2; 41/10; ; 22/5; 22/5; 23/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 18:20:53 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Cambridge Utd; 8/13; 8/13; 13/20; 4/6; 8/13; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/18; 4/6; 8/13; 11/18; 63/100; 8/13; 19/29; 8/13; 19/29; ; 4/7; 4/7; 
Draw; 3; 29/10; 3; 14/5; 11/4; 27/10; 3; 11/4; 3; 14/5; 3; 14/5; 29/10; 29/10; 3; 3; 37/13; 27/10; 27/10; 37/13; 31/10; 56/19; 27/10; 14/5; 27/10; ; 14/5; 3; 3
Hartlepool; 11/2; 9/2; 5; 4; 5; 4; 19/4; 4; 9/2; 19/4; 9/2; 9/2; 19/4; 5; 17/4; 9/2; 23/5; 4; 4; 23/5; 5; 75/19; 41/10; 9/2; 41/10; ; 23/5; 23/5; 24/5
META; english/league-2/cambridge-utd-v-hartlepool; 2017-03-14 22:21:00 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Cambridge Utd; 10/11; 10/11; ; 5/6; ; 5/6; 20/23; 1; ; 3/4; ; 7/10; 17/20; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 5/6; 5/6
Draw; 11/4; 15/8; ; 12/5; ; 19/10; 21/10; 7/4; ; 7/4; ; 12/5; 39/20; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 23/10; 2
Hartlepool; 4; 7/2; ; 7/2; ; 19/5; 15/4; 7/2; ; 4; ; 16/5; 17/4; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 4; 
