META; spain/la-liga-primera/getafe-v-betis; 2018-03-13 12:20:06 GMT+2; 2018-04-02 20:00; e70300-dr003
Getafe; 1; 1; 27/25; 10/11; 1; 10/11; 21/20; 1; 1; 21/20; 1; 1; 30/29; 21/20; 1; 1; 5/6; 1; 21/20; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 129/50; 23/10; 12/5; 23/10; 27/11; 23/10; 12/5; 23/10; 47/20; 5/2; 23/10; 12/5; 9/4; 5/2; 12/5; 5/2; 47/20; 12/5; 2; 11/5; 5/2; 5/2
Betis; 13/5; 14/5; 27/10; 14/5; 73/25; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 14/5; 11/4; 11/4; 13/5; 27/10; 14/5; 14/5; 45/17; 14/5; 11/4; 27/10; 12/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-betis; 2018-03-28 08:16:55 GMT+3; 2018-04-02 20:00; e70300-dr003
Getafe; 19/20; 1; 1; 27/25; 10/11; 1; 10/11; 21/20; 1; 19/20; 1; 21/20; 21/20; 21/20; 1; 1; 30/29; 21/20; 1; 1; 10/11; 1; 21/20; ; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 13/5; 23/10; 12/5; 23/10; 27/11; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 9/4; 5/2; 12/5; 5/2; 12/5; 27/11; 21/10; 5/2; 5/2
Betis; 11/4; 11/4; 27/10; 14/5; 29/10; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 14/5; 11/4; 27/10; 13/5; 13/5; 27/10; 14/5; 14/5; 45/17; 14/5; 27/10; 27/10; 12/5; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-betis; 2018-03-29 08:16:36 GMT+3; 2018-04-02 20:00; e70300-dr003
Getafe; 19/20; 1; 1; 107/100; 1; 10/11; 21/20; 1; 19/20; 1; 21/20; 21/20; 21/20; 1; 1; 21/20; 21/20; 1; 1; 10/11; 20/21; 1; ; ; ; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 129/50; 5/2; 12/5; 12/5; 27/11; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 5/2; 12/5; 5/2; 12/5; 27/11; 23/10; 11/5; 5/2; 5/2
Betis; 11/4; 13/5; 27/10; 14/5; 74/25; 29/10; 11/4; 11/4; 27/10; 27/10; 11/4; 11/4; 13/5; 27/10; 13/5; 13/5; 27/10; 14/5; 11/4; 45/17; 27/10; 11/4; 14/5; 27/10; 5/2; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-betis; 2018-03-31 12:17:25 GMT+3; 2018-04-02 20:00; e70300-dr003
Getafe; 21/20; 1; 21/20; 1; 57/50; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 17/16; 13/12; 21/20; 1; 11/10; 20/21; 1; 11/10; 10/9
Draw; 5/2; 12/5; 23/10; 12/5; 63/25; 12/5; 23/10; 23/10; 40/17; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 49/20; 23/10; 23/10; 12/5; 12/5; 
Betis; 13/5; 11/4; 27/10; 14/5; 14/5; 14/5; 13/5; 13/5; 27/10; 27/10; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; 29/10; 11/4; 27/10; 13/5; 14/5; 45/17; 13/5; 13/5; 27/10; 27/10
