META; spain/la-liga-primera/alaves-v-girona; 2018-04-10 08:16:52 GMT+3; 2018-04-19 18:30; e70300-dr003
Alaves; 7/5; 6/4; 13/10; 7/5; 13/10; 16/11; 29/20; 6/4; 7/5; 7/5; 7/5; 15/11; 16/11; 7/5; 7/5; 1
Girona; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 2; 9/4; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 28/13; 2; 21/10; 11/5; 21/10; 28/13; 9/4; 9/5; 15/8; 9/4; 11/5
Draw; 21/10; 21/10; 21/10; 21/10; 109/0; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 40/17; 39/19; 9/4; 21/10; 21/10; 2; 21/10; 21/10; 
META; spain/la-liga-primera/alaves-v-girona; 2018-04-17 20:40:40 GMT+3; 2018-04-19 18:30; e70300-dr003
Alaves; 11/8; 11/8; 11/8; 7/5; 149/00; 7/5; 7/5; 13/10; 16/11; 7/5; 11/8; 11/8; 7/5; 29/20; 7/5; 7/5; 7/5; 23/17; 11/8; 10/7; 7/5; 7/5; 7/5; 13/10; 6/5; 7/5
Girona; 23/10; 11/5; 21/10; 21/10; 58/25; 23/10; 21/10; 21/10; 9/4; 11/5; 11/5; 21/10; 21/10; 43/20; 11/5; 11/5; 11/5; 23/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 9/5; 
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 40/17; 39/19; 23/10; 28/13; 21/10; 2; 9/5; 2
META; spain/la-liga-primera/alaves-v-girona; 2018-04-18 15:21:34 GMT+3; 2018-04-19 18:30; e70300-dr003
Alaves; 11/8; 7/5; 7/5; 7/5; 149/100; 7/5; 7/5; 13/10; 16/11; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 13/9; 10/7; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5
Draw; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 39/19; 11/5; 28/13; 21/10; 21/10; 11/5; 21/10; 11/5
Girona; 23/10; 21/10; 21/10; 21/10; 58/25; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 43/20; 11/5; 11/5; 28/13; 23/10; 21/10; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 23/10; 2
META; spain/la-liga-primera/alaves-v-girona; 2018-04-19 08:15:49 GMT+3; 2018-04-19 18:30; e70300-dr003
Alaves; 11/8; 11/8; 27/20; 7/5; 29/20; 7/5; 11/8; 13/10; 16/11; 11/8; 11/8; 7/5; 11/8; 27/20; 7/5; 7/5; 23/17; 23/17; 26/19; 10/7; 7/5; 23/17; 7/5; 11/8; 11/8; 7/5; 7/5
Draw; 21/10; 21/10; 2; 21/10; 9/4; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 28/13; 39/19; 11/5; 28/13; 11/5; 21/10; 21/10; 11/5; 9/4
Girona; 23/10; 11/5; 11/5; 21/10; 117/50; 23/10; 21/10; 11/5; 9/4; 9/4; 11/5; 11/5; 9/4; 23/10; 11/5; 11/5; 11/5; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 23/10
META; spain/la-liga-primera/alaves-v-girona; 2018-04-19 10:14:21 GMT+3; 2018-04-19 18:30; e70300-dr003
Alaves; 11/8; 11/8; 27/20; 7/5; 29/20; 7/5; 7/5; 13/10; 16/11; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 26/19; 10/7; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5
Draw; 21/10; 21/10; 2; 21/10; 9/4; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 39/19; 11/5; 28/13; 11/5; 21/10; 11/5; 11/5; 9/4
Girona; 23/10; 11/5; 11/5; 21/10; 117/50; 23/10; 21/10; 11/5; 9/4; 9/4; 11/5; 11/5; 9/4; 23/10; 11/5; 11/5; 11/5; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 12/5; 12/5; 23/10
