META; spain/la-liga-primera/eibar-v-alaves; 2018-04-03 18:18:03 GMT+3; 2018-04-15 11:00; e70300-dr003
Alaves; 19/5; 19/5; 15/4; 21/5; 18/5; 15/4; 7/2; 4; 15/4; 4; 15/4; 15/4; 15/4; 15/4; 38/11; 39/10; 4; 19/5; 2/5
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-06 08:17:44 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 4/5; 4/5; 4/5; 21/25; 7/10; 3/4; 4/6; 10/13; 4/5; 4/5; 5/6; 4/5; 4/5; 10/13; 4/5; 3/4; 10/13; 3/4; 10/13; 1/16
Draw; 12/5; 23/10; 12/5; 129/50; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 47/20; 5/2; 12/5; 40/17; 23/10; 5/2; 12/5; 5/2; 40/17; 19/10
Alaves; 19/5; 19/5; 15/4; 21/5; 18/5; 15/4; 7/2; 4; 15/4; 15/4; 19/5; 15/4; 15/4; 15/4; 15/4; 38/11; 39/10; 4; 19/5; 4/9
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-07 12:18:46 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 4/5; 4/5; 4/5; 21/25; 7/10; 3/4; 4/6; 10/13; 4/5; 3/4; 5/6; 4/5; 4/5; 10/13; 4/5; 3/4; 10/13; 3/4; 10/13; 1/14
Draw; 12/5; 23/10; 12/5; 129/50; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 47/20; 5/2; 12/5; 40/17; 23/10; 5/2; 12/5; 5/2; 40/17; 19/10
Alaves; 19/5; 19/5; 15/4; 21/5; 18/5; 15/4; 7/2; 4; 15/4; 4; 19/5; 15/4; 4; 15/4; 15/4; 38/11; 39/10; 4; 19/5; 4/9
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-10 08:16:09 GMT+3; 2018-04-14 15:00; e70300-dr003
Eibar; 3/4; 4/5; 4/5; 4/5; 43/50; 3/4; 4/5; 4/6; 4/5; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 11/13; 4/5; 4/5; 4/5; 8/15
Draw; 12/5; 12/5; 23/10; 12/5; 51/20; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 47/20; 12/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 19/10; 
Alaves; 4; 19/5; 15/4; 15/4; 41/10; 4; 15/4; 7/2; 39/10; 15/4; 4; 15/4; 19/5; 15/4; 4; 19/5; 15/4; 37/10; 39/10; 19/5; 19/5; 14/5
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-11 12:54:01 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 3/4; 4/5; 4/5; 4/5; 43/50; 3/4; 4/5; 4/6; 4/5; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 11/13; 4/5; 4/5; 4/5; 8/11; 8/11; 5/6; 5/6
Draw; 12/5; 12/5; 23/10; 12/5; 51/20; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 47/20; 12/5; 12/5; 12/5; 9/4; 5/2; 40/17; 5/2; 27/11; 21/10; 21/10; 12/5; 5/2
Alaves; 4; 19/5; 15/4; 15/4; 41/10; 4; 15/4; 7/2; 39/10; 15/4; 4; 15/4; 19/5; 15/4; 15/4; 50/13; 15/4; 37/10; 39/10; 19/5; 39/10; 7/2; 7/2; 4; 
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-11 20:17:57 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 3/4; 4/5; 4/5; 4/5; 22/25; 3/4; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 11/13; 4/5; 4/5; 4/5; 8/11; 8/11; 5/6; 5/6
Draw; 12/5; 12/5; 23/10; 12/5; 62/25; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 47/20; 12/5; 12/5; 12/5; 9/4; 5/2; 40/17; 5/2; 27/11; 21/10; 21/10; 12/5; 12/5
Alaves; 4; 19/5; 15/4; 15/4; 41/10; 4; 15/4; 7/2; 39/10; 15/4; 4; 15/4; 19/5; 15/4; 15/4; 50/13; 15/4; 37/10; 39/10; 19/5; 39/10; 7/2; 7/2; 4; 
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-12 10:45:15 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 5/6; 4/5; 4/5; 4/5; 22/25; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 11/13; 4/5; 4/5; 5/6; 8/11; 8/11; 5/6; 5/6
Draw; 12/5; 12/5; 23/10; 12/5; 62/25; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 9/4; 5/2; 40/17; 5/2; 12/5; 2; 21/10; 12/5; 12/5
Alaves; 15/4; 19/5; 15/4; 15/4; 41/10; 4; 15/4; 7/2; 39/10; 15/4; 19/5; 15/4; 19/5; 15/4; 15/4; 50/13; 15/4; 37/10; 39/10; 19/5; 39/10; 7/2; 7/2; 4; 
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-13 08:16:13 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 5/6; 4/5; 4/5; 4/5; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 89/100; 5/6; 5/6; 4/5; 4/5; 5/6; 11/13; 11/14; 4/5; 5/6; 4/5; 8/11; 5/6
Draw; 12/5; 12/5; 23/10; 12/5; 123/50; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 23/10; 5/2; 40/17; 5/2; 12/5; 12/5; 19/10; 12/5
Alaves; 15/4; 19/5; 19/5; 15/4; 43/10; 4; 15/4; 7/2; 21/5; 19/5; 19/5; 15/4; 16/5; 19/5; 15/4; 15/4; 39/10; 4; 37/10; 41/10; 19/5; 75/19; 4; 7/2; 21/5
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-13 16:16:34 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 5/6; 4/5; 4/5; 5/6; 43/50; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 89/00; 5/6; 5/6; 5/6; 5/6; 16/19; 11/14; 5/6; 13/15; 4/5; 4/5; 4/5; 5/6; 5/6; 
Draw; 12/5; 12/5; 23/10; 11/5; 123/0; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 12/5; 12/5; 21/10; 11/5; 12/5; 12/5
Alaves; 15/4; 19/5; 19/5; 19/5; 43/10; 4; 15/4; 7/2; 21/5; 19/5; 19/5; 15/4; 16/5; 4; 15/4; 15/4; 62/17; 4; 37/10; 41/10; 4; 37/10; 4; 7/2; 7/2; 4; 21/5
META; spain/la-liga-primera/eibar-v-alaves; 2018-04-14 12:18:31 GMT+3; 2018-04-15 11:00; e70300-dr003
Eibar; 5/6; 4/5; 4/5; 5/6; 43/50; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 89/00; 5/6; 5/6; 5/6; 5/6; 4/5; 16/19; 11/14; 5/6; 13/15; 4/5; 4/5; 5/6; 5/6; 5/6
Draw; 12/5; 12/5; 23/10; 11/5; 123/0; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 12/5; 23/10; 5/2; 40/17; 5/2; 12/5; 12/5; 21/10; 11/5; 12/5; 12/5
Alaves; 15/4; 19/5; 19/5; 19/5; 43/10; 4; 15/4; 7/2; 21/5; 19/5; 19/5; 15/4; 16/5; 4; 15/4; 15/4; 15/4; 17/4; 37/10; 41/10; 4; 37/10; 17/4; 7/2; 7/2; 21/5; 21/5
