META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-18 14:17:29 GMT+2; 2018-04-08 15:00; e70300-dr003
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-26 12:16:30 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 17/20; 17/20; 10/11; 23/25; 3/4; 20/23; 8/11; 11/13; 5/6; 20/23; 10/11; 10/11; 17/20; 5/6; 4/5; 7/8; 11/13; 17/20; 17/20; 13/15
Draw; 5/2; 5/2; 23/10; 129/50; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 12/5; 5/2; 49/20; 12/5
Malaga; 16/5; 10/3; 10/3; 73/20; 16/5; 16/5; 16/5; 7/2; 10/3; 7/2; 10/3; 16/5; 16/5; 13/4; 17/5; 37/13; 17/5; 7/2; 16/5; 13/4
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-27 08:16:14 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 17/20; 17/20; 10/11; 24/25; 3/4; 20/23; 8/11; 11/13; 17/20; 10/11; 10/11; 10/11; 17/20; 13/15; 4/5; 7/8; 11/13; 20/23; 9/10; 10/11
Draw; 5/2; 5/2; 23/10; 64/25; 23/10; 12/5; 23/10; 12/5; 5/2; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 27/11; 12/5; 5/2; 49/20; 40/17
Malaga; 16/5; 10/3; 10/3; 69/20; 16/5; 16/5; 16/5; 7/2; 10/3; 3; 16/5; 16/5; 16/5; 58/19; 17/5; 37/13; 17/5; 17/5; 16/5; 31/10
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-28 08:16:58 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 17/20; 17/20; 10/11; 24/25; 3/4; 20/23; 8/11; 11/13; 17/20; 10/11; 10/11; 10/11; 17/20; 13/15; 4/5; 7/8; 11/13; 20/23; 9/10; 10/11
Draw; 5/2; 5/2; 23/10; 64/25; 23/10; 12/5; 23/10; 12/5; 5/2; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 27/11; 12/5; 5/2; 49/20; 40/17
Malaga; 16/5; 10/3; 10/3; 69/20; 16/5; 16/5; 16/5; 7/2; 10/3; 3; 16/5; 16/5; 16/5; 58/19; 17/5; 37/13; 17/5; 17/5; 16/5; 31/10
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-29 08:16:39 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 17/20; 17/20; 10/11; 24/25; 17/20; 20/23; 8/11; 11/13; 17/20; 10/11; 10/11; 10/11; 17/20; 13/15; 4/5; 7/8; 11/13; 20/23; 9/10; 10/11
Draw; 5/2; 5/2; 23/10; 64/25; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 27/11; 12/5; 5/2; 49/20; 40/17
Malaga; 16/5; 10/3; 10/3; 69/20; 7/2; 16/5; 16/5; 7/2; 10/3; 3; 16/5; 16/5; 16/5; 58/19; 17/5; 37/13; 17/5; 10/3; 16/5; 31/10
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-03-31 12:17:28 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 17/20; 17/20; 17/20; 9/10; 17/20; 5/6; 8/11; 11/13; 5/6; 20/23; 17/20; 10/11; 17/20; 13/15; 4/5; 7/8; 11/13; 5/6; 17/20; 13/15; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 12/5; 5/2; 23/10; 5/2; 5/2; 27/11; 5/2; 27/11; 12/5; 5/2; 49/20; 27/11; 5/2; ; 
Malaga; 16/5; 10/3; 17/5; 37/10; 7/2; 10/3; 16/5; 7/2; 10/3; 10/3; 7/2; 16/5; 10/3; 33/10; 17/5; 37/13; 17/5; 18/5; 10/3; 57/17; 7/2
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-03 18:17:14 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 10/11; 10/11; 10/11; 17/20; 97/100; 17/20; 9/10; 8/11; 9/10; 10/11; 9/10; 10/11; 19/20; 19/20; 19/20; 10/11; 19/20; 4/5; 19/20; 9/10; 9/10; 10/11; 19/20; 5/6; 9/10; 10/11; 20/21
Draw; 12/5; 12/5; 9/4; 12/5; 64/25; 5/2; 12/5; 23/10; 5/2; 11/5; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 27/11; 12/5; 47/20; 12/5; 23/10; 11/5; 12/5; 12/5
Malaga; 3; 16/5; 16/5; 17/5; 17/5; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 17/5; 31/10; 31/10; 33/10; 16/5; 16/5; 3; 11/4; 10/3; 10/3
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-04 08:16:38 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 10/11; 10/11; 10/11; 17/20; 49/50; 17/20; 9/10; 8/11; 9/10; 10/11; 9/10; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 4/5; 19/20; 9/10; 9/10; 10/11; 19/20; 5/6; 10/11; 20/21; 20/21
Draw; 12/5; 12/5; 9/4; 12/5; 127/50; 5/2; 12/5; 23/10; 5/2; 11/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 27/11; 12/5; 47/20; 12/5; 23/10; 11/5; 12/5; 12/5
Malaga; 3; 16/5; 16/5; 17/5; 17/5; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 17/5; 31/10; 31/10; 33/10; 16/5; 13/4; 3; 14/5; 10/3; 10/3
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-04 18:17:53 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 10/11; 10/11; 19/20; 1; 103/00; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 1; 1; 19/20; 1; 10/11; 1; 19/20; 20/21; 19/20; 1; 20/21; 20/21; 1; 21/20; ; 
Draw; 12/5; 12/5; 11/5; 9/4; 129/0; 12/5; 23/10; 23/10; 40/17; 11/5; 12/5; 9/4; 12/5; 9/4; 5/2; 12/5; 12/5; 23/10; 5/2; 40/17; 12/5; 47/20; 12/5; 23/10; 12/5; 12/5; 12/5
Malaga; 3; 16/5; 3; 31/10; 10/3; 29/10; 3; 16/5; 3; 3; 31/10; 14/5; 3; 56/19; 31/10; 3; 31/10; 31/10; 3; 56/19; 3; 3; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-05 13:11:34 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 1; 19/20; 1; 26/25; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 1; 1; 10/11; 1; 19/20; 1; 1; 1; ; ; ; ; ; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 63/25; 12/5; 23/10; 23/10; 40/17; 9/4; 23/10; 9/4; 12/5; 9/4; 5/2; 23/10; 40/17; 23/10; 5/2; 40/17; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5
Malaga; 3; 29/10; 3; 63/20; 10/3; 29/10; 3; 16/5; 3; 3; 14/5; 3; 14/5; 3; 29/10; 31/10; 3; 31/10; 31/10; 56/19; 3; 3; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-05 14:48:49 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 1; 19/20; 1; 53/50; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 1; 1; 10/11; 1; 19/20; 1; 20/21; 1; 1; ; ; ; ; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 5/2; 12/5; 23/10; 23/10; 40/17; 9/4; 23/10; 9/4; 12/5; 9/4; 5/2; 23/10; 40/17; 23/10; 5/2; 40/17; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5
Malaga; 3; 29/10; 3; 31/10; 10/3; 29/10; 16/5; 16/5; 3; 3; 14/5; 3; 14/5; 3; 29/10; 31/10; 3; 31/10; 31/10; 56/19; 3; 3; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-06 08:16:56 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 21/20; 21/20; 21/20; 1; 107/100; 19/20; 21/20; 10/11; 21/20; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 24/23; 21/20; 21/20; 1; 21/20; 21/20; 21/20; ; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/50; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10
Malaga; 14/5; 11/4; 29/10; 3; 31/10; 10/3; 29/10; 16/5; 37/13; 29/10; 3; 14/5; 14/5; 31/10; 14/5; 14/5; 29/10; 16/5; 37/13; 14/5; 3; 29/10; 3; 3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-06 09:15:10 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 21/20; 21/20; 21/20; 1; 107/100; 19/20; 1; 10/11; 21/20; 21/20; 1; 21/20; 1; 1; 1; 21/20; 24/23; 21/20; 21/20; 1; 21/20; 21/20; 21/20; ; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 123/50; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 40/17; 9/4; 9/4; 12/5; 23/10
Malaga; 14/5; 11/4; 29/10; 3; 31/10; 10/3; 29/10; 16/5; 37/13; 29/10; 3; 14/5; 14/5; 31/10; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 3; 56/19; 3; 3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-malaga; 2018-04-06 16:25:53 GMT+3; 2018-04-06 20:00; e70300-dr003
Deportivo La Coruna; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 21/20; 1; 21/20; 21/20; 15/14; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 
Draw; 23/10; 23/10; 11/5; 9/4; 121/50; 23/10; 9/4; 9/4; 12/5; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 40/17; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10
Malaga; 14/5; 29/10; 29/10; 3; 61/20; 3; 14/5; 3; 37/13; 29/10; 3; 3; 31/10; 3; 37/13; 14/5; 29/10; 14/5; 3; 29/10; 3; 3; ; ; ; 
