META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-03 02:22:52 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 1; 5/4; ; ; 15/13; ; 21/20; ; 13/11; ; 11/10; 1; ; ; ; 21/20; 15/13; 1; 111/100; 21/20; 13/11; 21/20; 21/20; 21/20; 21/20; ; ; ; 
Draw; 5/2; 23/10; ; ; 9/4; ; 23/10; ; 9/4; ; 23/10; 11/5; ; ; ; 23/10; 9/4; 23/10; 13/5; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; ; ; ; 
Leyton Orient; 13/5; 2; ; ; 2; ; 23/10; ; 21/10; ; 23/10; 23/10; ; ; ; 9/4; 2; 23/10; 53/20; 28/13; 21/10; 5/2; 13/5; 49/20; 23/10; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-04 18:23:23 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; ; ; 15/13; ; 11/10; ; 13/11; ; 23/20; 11/10; ; ; ; ; 15/13; 11/10; 123/100; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; ; ; 2; ; 11/5; ; 21/10; ; 23/10; 21/10; ; ; ; ; 2; 11/5; 119/50; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; ; ; 9/4; ; 23/10; ; 9/4; ; 9/4; 9/4; ; ; ; 9/4; 9/4; 40/17; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-04 22:23:30 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; ; ; 15/13; ; 11/10; ; 13/11; ; 23/20; 11/10; ; 23/20; ; ; 15/13; 15/13; 121/100; 9/8; 13/11; 11/10; 11/10; 11/10; 15/13; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; ; ; 2; ; 11/5; ; 21/10; ; 23/10; 21/10; ; 11/5; ; ; 2; 28/13; 121/50; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; ; ; 9/4; ; 23/10; ; 9/4; ; 9/4; 9/4; ; 9/4; ; 9/4; 9/4; 23/10; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 23/10; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-05 02:23:16 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; ; ; 15/13; ; 11/10; ; 13/11; ; 11/10; 11/10; ; 23/20; ; ; 15/13; 15/13; 121/100; 9/8; 13/11; 11/10; 11/10; 11/10; 15/13; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; ; ; 2; ; 9/4; ; 21/10; ; 23/10; 21/10; ; 11/5; ; 9/4; 2; 28/13; 121/50; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; ; ; 9/4; ; 23/10; ; 9/4; ; 23/10; 9/4; ; 9/4; ; 9/4; 9/4; 23/10; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 23/10; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-05 10:23:20 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; ; ; 15/13; ; 11/10; ; 13/11; ; 11/10; 11/10; ; 11/10; ; ; 15/13; 15/13; 31/25; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; ; ; 2; ; 11/5; ; 21/10; ; 23/10; 21/10; ; 9/4; ; 9/4; 2; 28/13; 47/20; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; ; ; 9/4; ; 23/10; ; 9/4; ; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 23/10; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-05 14:23:27 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 13/11; 23/20; 11/10; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 21/10; 9/4; 23/10; 21/10; ; 9/4; ; 9/4; 2; 11/5; 47/20; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 40/17; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-05 18:23:19 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 13/11; 23/20; 11/10; 11/10; ; 11/10; ; ; 15/13; 11/10; 123/100; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 21/10; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 11/5; 59/25; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 9/4; 9/4; 12/5; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 129/50; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-05 22:23:24 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 13/11; 23/20; 11/10; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 21/10; 9/4; 23/10; 21/10; ; 9/4; ; 9/4; 2; 11/5; 47/20; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 40/17; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-06 02:22:57 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 13/11; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 121/100; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 21/10; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 11/5; 121/50; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; 2; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-06 10:23:04 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 13/11; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 13/11; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 21/10; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 11/5; 47/20; 79/40; 21/10; 12/5; 12/5; 12/5; 11/5; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 9/4; 23/10; 12/5; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-06 14:23:17 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 121/100; 9/8; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 11/5; 121/50; 79/40; 9/4; 12/5; 12/5; 12/5; 11/5; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-06 18:23:28 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; ; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 9/4; 47/20; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-06 22:23:36 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 9/4; 47/20; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-07 02:23:05 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 9/4; 47/20; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-07 10:23:11 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; ; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; 2; 9/4; 47/20; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-07 14:23:42 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 11/10; 11/10; ; 11/10; ; 21/20; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 21/20; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 11/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 9/4; 2; 9/4; 47/20; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; 2; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-07 18:23:14 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 11/10; 11/10; ; 11/10; ; 21/20; 15/13; 11/10; 123/100; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 10/9; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 9/4; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 9/4; 2; 9/4; 59/25; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; 11/5; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 40/17; 129/50; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-07 22:23:08 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; 21/20; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 10/9; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 9/4; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; ; 11/5; 2; 9/4; 59/25; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; 11/5; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 23/10; 9/4; 40/17; 51/20; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-08 02:21:57 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; 21/20; 15/13; 11/10; 123/100; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 10/9; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 9/4; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; ; 9/4; 2; 9/4; 119/50; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; 11/5; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-08 10:21:58 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; ; 15/13; ; 11/10; ; 11/10; 23/20; 11/10; 11/10; ; 11/10; ; 21/20; 15/13; 11/10; 31/25; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; ; 
Leyton Orient; 12/5; 12/5; 9/4; ; 2; ; 9/4; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 9/4; 2; 9/4; 59/25; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Draw; 5/2; 12/5; 9/4; ; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 9/4; 40/17; 51/20; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-08 14:22:13 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 11/10; 15/13; 6/5; 15/13; ; 11/10; ; 11/10; 23/20; 23/20; 11/10; ; 11/10; ; 11/10; 15/13; 11/10; 121/100; 9/8; 11/10; 11/10; 11/10; 11/10; 15/13; ; ; 10/9; 
Leyton Orient; 12/5; 12/5; 9/4; 23/10; 2; ; 9/4; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; ; 11/5; 2; 9/4; 121/50; 79/40; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; 11/5; 
Draw; 5/2; 12/5; 9/4; 23/10; 9/4; ; 23/10; ; 40/17; 9/4; 23/10; 9/4; ; 11/5; ; ; 9/4; 12/5; 64/25; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-08 18:22:08 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 5/4; 6/5; 6/5; 15/13; ; 6/5; ; 11/10; 6/5; 23/20; 23/20; ; 23/20; ; 11/10; 15/13; 15/13; 129/100; 15/13; 11/10; 11/10; 6/5; 23/20; 6/5; ; ; 6/5; 
Leyton Orient; 12/5; 11/5; 21/10; 23/10; 2; ; 11/5; ; 9/4; 21/10; 11/5; 2; ; 43/20; ; 21/10; 2; 28/13; 113/50; 11/5; 9/4; 23/10; 11/5; 9/4; 28/13; ; ; 21/10; 
Draw; 5/2; 23/10; 11/5; 23/10; 9/4; ; 12/5; ; 40/17; 11/5; 23/10; 11/5; ; 11/5; ; 9/4; 9/4; 40/17; 127/50; 12/5; 40/17; 23/10; 12/5; 47/20; 12/5; ; ; 21/10; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-08 22:22:22 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 21/20; 6/5; 1; 1; ; 21/20; ; 11/10; 1; 21/20; 21/20; ; 21/20; 1; 11/10; 1; 1; 129/100; 15/14; 11/10; 21/20; 21/20; 23/20; 21/20; ; ; 1; 
Draw; 5/2; 12/5; 11/5; 12/5; 23/10; ; 12/5; ; 40/17; 9/4; 9/4; 11/5; ; 9/4; 5/2; 9/4; 23/10; 12/5; 127/50; 28/11; 40/17; 12/5; 5/2; 47/20; 27/11; ; ; 11/5; 
Leyton Orient; 12/5; 13/5; 21/10; 5/2; 9/4; ; 12/5; ; 9/4; 5/2; 5/2; 9/4; ; 49/20; 5/2; 11/5; 9/4; 27/11; 113/50; 9/4; 9/4; 5/2; 5/2; 9/4; 5/2; ; ; 5/2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-09 02:22:08 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 21/20; 1; 1; 1; ; 21/20; ; 11/10; 1; 21/20; 21/20; ; 21/20; 1; 1; 1; 1; 107/100; 15/14; 11/10; 21/20; 1; 23/20; 1; ; ; 1; 
Draw; 5/2; 12/5; 9/4; 12/5; 23/10; ; 12/5; ; 40/17; 9/4; 23/10; 11/5; ; 9/4; 5/2; 9/4; 23/10; 12/5; 131/50; 28/11; 40/17; 12/5; 5/2; 47/20; 12/5; ; ; 11/5; 
Leyton Orient; 12/5; 13/5; 5/2; 5/2; 9/4; ; 5/2; ; 9/4; 5/2; 5/2; 9/4; ; 49/20; 5/2; 12/5; 9/4; 5/2; 69/25; 9/4; 9/4; 13/5; 13/5; 9/4; 28/11; ; ; 5/2; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-09 10:22:28 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 6/5; 6/5; 5/4; 1; ; 6/5; ; 8/7; 6/5; 23/20; 23/20; ; 6/5; 6/5; 11/10; 1; 6/5; 32/25; 7/6; 8/7; 6/5; 6/5; 23/20; 6/5; ; ; 23/20; 
Leyton Orient; 12/5; 9/4; 21/10; 11/5; 9/4; ; 21/10; ; 28/13; 21/10; 23/10; 2; ; 43/20; 11/5; 21/10; 9/4; 21/10; 113/50; 39/19; 28/13; 9/4; 11/5; 5/2; 28/13; ; ; 21/10; 
Draw; 5/2; 23/10; 11/5; 23/10; 23/10; ; 23/10; ; 23/10; 11/5; 9/4; 11/5; ; 11/5; 23/10; 11/5; 23/10; 40/17; 64/25; 28/11; 23/10; 23/10; 12/5; 47/20; 40/17; ; ; 11/5; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-09 14:23:45 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton; 21/20; 23/20; 5/4; 5/4; 1; ; 6/5; ; 8/7; 5/4; 6/5; 23/20; ; 5/4; 6/5; 6/5; 1; 6/5; 32/25; 21/17; 8/7; 5/4; 5/4; 6/5; 6/5; ; ; 6/5; 
Leyton Orient; 12/5; 23/10; 2; 11/5; 9/4; ; 11/5; ; 28/13; 2; 21/10; 2; ; 41/20; 11/5; 2; 9/4; 21/10; 23/10; 27/14; 28/13; 11/5; 21/10; 11/5; 21/10; ; ; 23/10; 
Draw; 5/2; 12/5; 11/5; 23/10; 23/10; ; 23/10; ; 23/10; 11/5; 9/4; 11/5; ; 11/5; 23/10; 11/5; 23/10; 40/17; 63/25; 28/11; 23/10; 23/10; 12/5; 47/20; 40/17; ; ; 23/10; 
META; english/non-league/national-league/leyton-orient-v-sutton; 2017-12-09 18:22:08 GMT+2; 2017-12-09 15:00; In Play; Xlenovo
Leyton Orient; ; 1/16; 1/11; 1/40; ; ; ; ; ; 1/12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 10; 9; 11; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 40; 33; 28; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
