META; english/non-league/national-league/ebbsfleet-united-v-wrexham; 2018-02-24 22:20:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 11/8; 7/5; 71/50; 5/4; 11/8; 4/3; 11/8; 7/5; 11/8; 11/8; 5/4; 13/10; 23/17; 6/5; 7/5; 4/3; 7/5; 23/17; 13/10; 27/20; 11/8
Wrexham; 21/10; 21/10; 2; 21/10; 9/4; 19/10; 21/10; 24/13; 2; 2; 9/5; 2; 2; 19/10; 24/13; 85/40; 39/19; 21/10; 17/10; 9/4; ; ; 
Draw; 12/5; 21/10; 2; 21/10; 57/25; 2; 21/10; 9/4; 2; 21/10; 15/8; 39/20; 21/10; 2; 11/5; 23/10; 9/4; 9/4; 85/40; 11/5; 21/10; 19/10; 23/10
META; english/non-league/national-league/ebbsfleet-united-v-wrexham; 2018-04-10 10:23:52 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Ebbsfleet United; 5/4; 13/10; 27/20; 7/5; 69/50; 5/4; 11/8; 4/3; 27/20; 7/5; 11/8; 13/10; 5/4; 13/10; 23/17; 6/5; 9/7; 4/3; 7/5; 23/17; 13/10; 11/8; 11/8
Wrexham; 21/10; 21/10; 2; 21/10; 54/25; 19/10; 21/10; 24/13; 2; 2; 21/10; 9/5; 2; 2; 21/10; 24/13; 21/10; 2; 21/10; 11/5; 11/5; ; 
Draw; 12/5; 21/10; 2; 21/10; 49/20; 2; 11/5; 9/4; 2; 21/10; 15/8; 2; 21/10; 2; 11/5; 23/10; 9/4; 9/4; 85/40; 11/5; 21/10; 21/10; 23/10
META; english/non-league/national-league/ebbsfleet-united-v-wrexham; 2018-04-10 14:24:21 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Ebbsfleet United; 11/8; 7/5; 11/8; 7/5; 141/100; 13/10; 11/8; 4/3; 11/8; 7/5; 13/10; 27/20; 5/4; 11/8; 23/17; 13/10; 15/11; 4/3; 7/5; 23/17; 13/10; 7/5; 27/20
Wrexham; 15/8; 19/10; 2; 21/10; 11/5; 19/10; 2; 24/13; 2; 19/10; 39/20; 19/10; 19/10; 19/10; 37/19; 19/10; 24/13; 2; 37/19; 21/10; 2; 21/10; 
Draw; 12/5; 21/10; 2; 21/10; 59/25; 21/10; 11/5; 9/4; 2; 21/10; 2; 41/20; 2; 9/4; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-wrexham; 2018-04-10 18:24:13 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Ebbsfleet United; 11/8; 7/5; 7/5; 6/4; 147/100; 13/10; 7/5; 4/3; 7/5; 7/5; 11/8; 11/8; 5/4; 11/8; 7/5; 13/10; 25/18; 4/3; 7/5; 7/5; 7/5; 7/5; 7/5
Wrexham; 15/8; 19/10; 2; 19/10; 109/50; 19/10; 2; 24/13; 2; 19/10; 2; 19/10; 15/8; 19/10; 37/19; 57/29; 24/13; 21/10; 37/19; 21/10; 11/5; 21/10; 
Draw; 12/5; 21/10; 2; 11/5; 113/50; 21/10; 21/10; 9/4; 2; 21/10; 19/10; 39/20; 2; 28/13; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 
META; english/non-league/national-league/ebbsfleet-united-v-wrexham; 2018-04-10 22:24:05 GMT+3; 2018-04-10 19:45; In Play; Xlenovo
Ebbsfleet United; 13/10; 11/8; 27/20; 33/25; 5/4; 13/10; 27/20; 11/8; 7/5; 13/10; 11/8; 6/5; 5/4; 23/17; 13/10; 6/5; 27/20
Draw; 13/8; 6/4; 31/20; 15/8; 2; 6/4; 6/4; 13/8; 6/4; 6/4; 8/5; 9/5; 23/17; 6/4; 31/20; 9/5; 6/4
Wrexham; 3; 5/2; 14/5; 68/25; 21/10; 13/5; 14/5; 11/4; 3; 11/4; 13/5; 45/17; 31/10; 13/5; 3; 45/17; 3
