META; english/non-league/national-league/halifax-v-dover; 2017-08-12 22:23:12 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-13 02:22:28 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 5/4; 6/5; ; 11/8; 13/10; ; 5/4; ; ; ; ; ; 5/4; ; ; 13/10; ; ; 6/5; ; ; ; ; ; 11/8; ; ; ; 
Dover; 11/5; 21/10; 21/10; 21/10; 21/10; 19/10; 85/40; 2; 15/8; 21/10; 21/10; 21/10; 21/10; ; 21/10; 21/10; ; ; 28/13; 111/50; 13/7; 15/8; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 27/11; 23/10; 23/10; 21/10; 49/20; ; 23/10; 12/5; ; ; 40/17; 123/50; 12/5; 27/11; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-14 10:22:12 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; ; 6/5; 27/20; 19/16; 5/4; ; 5/4; 5/4; ; ; 6/5; 
Dover; 11/5; 2; 41/20; 21/10; 21/10; 19/10; 2; 2; 15/8; 2; 2; 2; 21/10; ; 21/10; 39/19; 37/19; ; 39/19; 111/50; 13/7; 15/8; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 27/11; 9/4; 9/4; 11/5; 49/20; ; 23/10; 12/5; 11/5; ; 23/10; 123/50; 12/5; 27/11; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-14 14:22:47 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 13/10; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; ; 5/4; 5/4; 6/5; ; 5/4; 33/25; 19/16; 5/4; ; 5/4; 5/4; ; ; 6/5; 
Dover; 11/5; 2; 2; 21/10; 21/10; 19/10; 21/10; 2; 15/8; 2; 2; 2; 21/10; ; 21/10; 21/10; 37/19; ; 39/19; 9/4; 13/7; 15/8; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 49/20; ; 23/10; 23/10; 11/5; ; 23/10; 62/25; 12/5; 27/11; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-14 18:22:51 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 11/10; 6/5; 13/10; 5/4; 11/10; ; 5/4; 6/5; ; ; 6/5; 
Dover; 11/5; 2; 2; 21/10; 21/10; 19/10; 2; 2; 28/13; 2; 2; 2; 21/10; 2; 21/10; 39/19; 37/19; 28/13; 21/10; 56/25; 37/19; 28/13; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 21/10; 23/10; 12/5; 11/5; 12/5; 23/10; 127/50; 27/11; 12/5; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-14 22:22:58 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 6/5; 13/10; ; 6/5; 6/5; 11/10; ; 13/10; 5/4; 11/10; ; 5/4; 6/5; ; ; 6/5; 
Dover; 11/5; 2; 2; 21/10; 21/10; 19/10; 2; 2; 28/13; 2; 2; 2; 21/10; 21/10; ; 39/19; 37/19; 28/13; ; 56/25; 37/19; 28/13; ; 2; 2; ; ; 2; 
Draw; 5/2; 12/5; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 9/4; ; 23/10; 11/5; 12/5; ; 51/20; 27/11; 12/5; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-15 02:22:43 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 6/5; 13/10; 5/4; 6/5; 6/5; 11/10; 6/5; 13/10; 5/4; 11/10; ; 5/4; 6/5; ; ; 23/20; 
Dover; 11/5; 2; 2; 21/10; 21/10; 19/10; 2; 2; 28/13; 2; 2; 2; 21/10; 21/10; 21/10; 39/19; 37/19; 28/13; 21/10; 56/25; 37/19; 28/13; ; 2; 2; ; ; 2; 
Draw; 5/2; 12/5; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 51/20; 27/11; 12/5; ; 12/5; 12/5; ; ; 21/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-15 10:22:53 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4; 6/5; 6/5; 11/10; 6/5; 13/10; 5/4; 11/10; ; 5/4; 6/5; ; ; 6/5; 
Dover; 11/5; 2; 2; 21/10; 2; 19/10; 2; 2; 28/13; 2; 2; 2; 21/10; 21/10; 21/10; 39/19; 37/19; 28/13; 21/10; 56/25; 37/19; 28/13; ; 2; 2; ; ; 21/10; 
Draw; 5/2; 23/10; 23/10; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 11/5; 23/10; 23/10; 11/5; 12/5; 23/10; 51/20; 5/2; 12/5; ; 12/5; 12/5; ; ; 23/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-15 14:22:56 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 23/20; 5/4; 5/4; 6/5; 5/4; 11/10; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 6/5; 13/10; 5/4; 6/5; 6/5; 11/10; 6/5; 133/100; 5/4; 11/10; ; 5/4; 5/4; ; ; 5/4; 
Dover; 11/5; 2; 2; 21/10; 2; 19/10; 2; 2; 28/13; 2; 2; 19/10; 21/10; 21/10; 21/10; 2; 37/19; 28/13; 21/10; 109/50; 37/19; 28/13; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 11/5; 23/10; 23/10; 11/5; 12/5; 40/17; 51/20; 5/2; 12/5; ; 12/5; 12/5; ; ; 12/5; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-15 18:22:53 GMT+3; 2017-08-15 19:45; Nothing; Xlenovo
Halifax; 5/4; 5/4; 13/10; 6/5; 5/4; 11/10; 13/10; 5/4; 15/13; 5/4; 5/4; 6/5; 5/4; 13/10; 13/10; 6/5; 6/5; 15/13; 5/4; 69/50; 9/7; 11/10; ; 5/4; 5/4; ; ; 13/10; 
Dover; 2; 19/10; 39/20; 21/10; 2; 19/10; 19/10; 2; 39/19; 2; 19/10; 15/8; 2; 21/10; 2; 2; 37/19; 39/19; 2; 21/10; 17/9; 28/13; ; 2; 2; ; ; 2; 
Draw; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 9/4; 11/5; 49/20; 11/5; 23/10; 23/10; 11/5; 12/5; 23/10; 127/50; 5/2; 12/5; ; 12/5; 12/5; ; ; 23/10; 
META; english/non-league/national-league/halifax-v-dover; 2017-08-15 22:22:54 GMT+3; 2017-08-15 19:45; In Play; Xlenovo
Dover; 13/8; 7/4; ; 15/8; 2; ; 31/20; 15/8; 17/10; ; ; 7/4; 7/4; ; ; ; 9/5; 9/5; ; ; ; 7/4; ; ; 15/8; ; ; 19/10; 
Draw; 13/8; 13/8; ; 19/10; 12/5; ; 6/4; 7/5; 23/10; ; ; 9/4; 31/20; ; ; ; 16/11; 39/19; ; ; ; 9/4; ; ; 21/10; ; ; 21/10; 
Halifax; 9/4; 15/8; ; 6/4; 11/8; ; 5/2; 15/8; 10/7; ; ; 13/10; 9/4; ; ; ; 19/10; 8/5; ; ; ; 16/11; ; ; 11/8; ; ; 6/4; 
