META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-27 18:24:49 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Draw; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 11/5; 23/10; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-28 14:25:06 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; ; ; ; 31/21; ; ; ; ; ; ; ; ; 16/11; ; ; 31/21; 6/4; ; 6/4; 16/11; ; ; ; 
Ebbsfleet United; 7/4; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; 17/10; 7/4; ; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-28 18:25:01 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; ; ; ; 31/21; ; ; ; ; ; ; ; ; 16/11; ; ; 31/21; 6/4; ; 6/4; 16/11; ; ; ; 
Ebbsfleet United; 7/4; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; 17/10; 7/4; ; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; ; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-28 22:24:59 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; ; ; ; 31/21; ; ; ; ; ; ; ; ; 16/11; ; ; 31/21; 6/4; 6/4; 6/4; 16/11; ; ; ; 
Ebbsfleet United; 7/4; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; 17/10; 7/4; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; 23/10; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-29 02:24:52 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; ; ; ; 31/21; ; ; ; ; ; ; ; ; 16/11; ; ; 31/21; 6/4; 6/4; 6/4; 16/11; ; ; ; 
Ebbsfleet United; 7/4; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 17/10; ; ; 17/10; 7/4; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; 23/10; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-29 10:24:53 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; ; 6/4; ; 31/21; ; 6/4; 29/20; ; 6/4; ; ; 7/5; 16/11; 7/5; ; 31/21; 6/4; 31/20; 6/4; 6/4; ; ; ; 
Ebbsfleet United; 7/4; ; ; ; ; ; 17/10; ; 17/10; ; 17/10; 17/10; ; 17/10; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; 11/5; ; 11/5; 2; ; 43/20; ; ; 11/5; 11/5; 11/5; ; 11/5; 23/10; 11/5; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-29 18:25:01 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; 7/5; 6/4; ; 31/21; ; 6/4; 29/20; ; 6/4; ; ; 7/5; 16/11; 7/5; ; 31/21; 6/4; 31/20; 6/4; 6/4; ; 27/20; ; 
Ebbsfleet United; 7/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 17/10; 17/10; ; 17/10; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 17/10; ; 13/8; ; 
Draw; 23/10; ; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 2; ; 43/20; ; ; 11/5; 11/5; 11/5; ; 11/5; 23/10; 11/5; 9/4; 9/4; ; 2; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-29 22:25:04 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; 7/5; 6/4; ; 31/21; ; 6/4; 29/20; ; 6/4; ; ; 7/5; 6/4; 7/5; ; 31/21; 6/4; 6/4; 6/4; 6/4; ; 5/4; ; 
Ebbsfleet United; 7/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 17/10; 17/10; ; 17/10; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 7/4; ; 8/5; ; 
Draw; 23/10; ; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 2; ; 43/20; ; ; 11/5; 9/4; 11/5; ; 11/5; 23/10; 23/10; 9/4; 11/5; ; 19/10; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-30 02:24:56 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; 7/5; 6/4; ; 31/21; ; 6/4; 29/20; ; 6/4; ; ; 7/5; 6/4; 7/5; ; 31/21; 6/4; 6/4; 6/4; 6/4; ; 5/4; ; 
Ebbsfleet United; 7/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 17/10; 17/10; ; 17/10; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 7/4; ; 8/5; ; 
Draw; 23/10; ; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 2; ; 43/20; ; ; 11/5; 9/4; 11/5; ; 11/5; 23/10; 23/10; 9/4; 9/4; ; 21/10; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-30 10:24:54 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; ; ; 7/5; 6/4; ; 31/21; ; 6/4; 29/20; ; 6/4; ; ; 7/5; 6/4; 7/5; ; 31/21; 6/4; 6/4; 6/4; 6/4; ; 5/4; ; 
Ebbsfleet United; 7/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 7/4; 17/10; ; 17/10; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 7/4; ; 8/5; ; 
Draw; 23/10; ; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 2; ; 43/20; ; ; 11/5; 9/4; 11/5; ; 11/5; 23/10; 23/10; 9/4; 9/4; ; 21/10; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-30 14:25:35 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 6/4; ; ; 29/20; ; 7/5; 6/4; ; 31/21; ; 6/4; 7/5; ; 29/20; ; ; 7/5; 6/4; 7/5; ; 31/21; 6/4; 6/4; 6/4; 6/4; ; 5/4; ; 
Ebbsfleet United; 7/4; ; ; 17/10; ; 17/10; 17/10; ; 17/10; ; 17/10; 17/10; ; 7/4; ; ; 8/5; 17/10; 8/5; ; 17/10; 7/4; 9/5; 7/4; 7/4; ; 8/5; ; 
Draw; 23/10; ; ; 11/5; ; 11/5; 9/4; ; 11/5; ; 9/4; 21/10; ; 43/20; ; ; 11/5; 9/4; 11/5; ; 11/5; 23/10; 23/10; 9/4; 9/4; ; 21/10; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-30 18:24:51 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; ; 13/10; 29/20; 6/4; 13/10; 7/5; ; 31/21; 13/10; 7/5; 5/4; ; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 21/17; 31/21; 13/10; 11/8; 27/20; 23/17; ; 5/4; ; 
Ebbsfleet United; 21/10; ; 2; 17/10; 2; 15/8; 15/8; ; 17/10; 2; 19/10; 19/10; ; 39/20; 2; 15/8; 9/5; 19/10; 9/5; 20/11; 17/10; 2; 2; 2; 19/10; ; 7/4; ; 
Draw; 12/5; ; 11/5; 11/5; 121/ 50; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 23/10; 21/10; 11/5; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 23/10; ; 21/10; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-30 22:23:07 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 3/2; 13/10; 29/20; 151/ 100; 13/10; 7/5; ; 31/21; 13/10; 7/5; 5/4; ; 13/10; 13/10; 11/8; 5/4; 23/17; 5/4; 13/10; 31/21; 13/10; 13/10; 27/20; 23/17; ; 5/4; ; 
Ebbsfleet United; 21/10; 13/8; 2; 17/10; 103/ 50; 15/8; 9/5; ; 17/10; 2; 19/10; 19/10; ; 39/20; 2; 9/5; 9/5; 19/10; 9/5; 57/29; 17/10; 2; 21/10; 2; 19/10; ; 7/4; ; 
Draw; 12/5; 23/10; 11/5; 11/5; 58/25; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 23/10; 21/10; 11/5; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 23/10; ; 9/4; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-31 02:23:08 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 3/2; 13/10; 29/20; 151/ 100; 13/10; 7/5; ; 31/21; 13/10; 7/5; 5/4; ; 13/10; 13/10; 11/8; 5/4; 23/17; 5/4; 13/10; 31/21; 13/10; 13/10; 27/20; 23/17; ; 5/4; ; 
Ebbsfleet United; 21/10; 13/8; 2; 17/10; 103/ 50; 15/8; 9/5; ; 17/10; 2; 19/10; 19/10; ; 39/20; 2; 9/5; 9/5; 19/10; 9/5; 57/29; 17/10; 2; 21/10; 2; 19/10; ; 17/10; ; 
Draw; 12/5; 23/10; 11/5; 11/5; 58/25; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 43/20; 23/10; 21/10; 11/5; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 23/10; ; 9/4; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-31 10:23:11 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 3/2; 13/10; 5/4; 147/ 100; 5/4; 13/10; ; 16/13; 13/10; 13/10; 5/4; ; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 14/11; 16/13; 13/10; 13/10; 5/4; 13/10; ; 6/5; ; 
Ebbsfleet United; 21/10; 13/8; 2; 2; 85/40; 19/10; 19/10; ; 39/19; 2; 2; 2; ; 41/20; 2; 19/10; 9/5; 37/19; 9/5; 2; 39/19; 2; 21/10; 21/10; 2; ; 9/5; ; 
Draw; 12/5; 23/10; 11/5; 11/5; 58/25; 11/5; 9/4; ; 9/4; 11/5; 11/5; 2; ; 43/20; 23/10; 21/10; 11/5; 23/10; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 9/4; ; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-31 14:23:44 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 13/10; 13/10; 5/4; 143/ 100; 5/4; 13/10; ; 16/13; 13/10; 13/10; 13/10; ; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 14/11; 16/13; 13/10; 11/8; 27/20; 13/10; ; 5/4; 5/4; 
Ebbsfleet United; 21/10; 21/10; 19/10; 11/5; 21/10; 19/10; 2; ; 39/19; 19/10; 2; 19/10; ; 39/20; 21/10; 19/10; 9/5; 37/19; 9/5; 2; 39/19; 2; 2; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 11/5; 23/10; 121/ 50; 11/5; 9/4; ; 9/4; 11/5; 11/5; 9/4; ; 43/20; 23/10; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 9/4; 2; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-31 18:23:23 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 13/10; 13/10; 5/4; 71/50; 5/4; 13/10; ; 16/13; 13/10; 13/10; 13/10; ; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 14/11; 16/13; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 
Ebbsfleet United; 21/10; 21/10; 19/10; 11/5; 85/40; 19/10; 2; ; 39/19; 19/10; 2; 19/10; ; 39/20; 21/10; 19/10; 9/5; 37/19; 9/5; 2; 39/19; 2; 2; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 11/5; 23/10; 121/ 50; 11/5; 9/4; ; 9/4; 11/5; 11/5; 9/4; ; 43/20; 23/10; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 23/10; 2; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2017-12-31 22:23:20 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 7/5; 13/10; 5/4; 71/50; 5/4; 13/10; ; 16/13; 13/10; 7/5; 13/10; ; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 17/13; 16/13; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 
Ebbsfleet United; 21/10; 2; 19/10; 11/5; 85/40; 19/10; 2; ; 39/19; 19/10; 19/10; 19/10; ; 39/20; 21/10; 19/10; 9/5; 37/19; 9/5; 37/19; 39/19; 2; 2; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 121/ 50; 11/5; 9/4; ; 9/4; 11/5; 11/5; 9/4; ; 43/20; 23/10; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 23/10; 2; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2018-01-01 02:23:19 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 5/4; 7/5; 13/10; 5/4; 71/50; 5/4; 13/10; ; 16/13; 13/10; 7/5; 13/10; ; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 17/13; 16/13; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 
Ebbsfleet United; 21/10; 2; 19/10; 11/5; 85/40; 19/10; 2; ; 39/19; 19/10; 19/10; 19/10; ; 39/20; 21/10; 19/10; 9/5; 37/19; 9/5; 37/19; 39/19; 2; 2; 2; 2; ; 19/10; 19/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 121/ 50; 11/5; 9/4; ; 9/4; 11/5; 11/5; 9/4; ; 43/20; 23/10; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 23/10; 2; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2018-01-01 10:23:29 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 7/5; 8/5; 6/4; 11/8; 159/ 100; 6/4; 6/4; ; 10/7; 6/4; 29/20; 6/4; ; 29/20; 7/5; 5/4; 5/4; 16/11; 5/4; 31/21; 10/7; 6/4; 6/4; 6/4; 6/4; ; 6/4; 6/4; 
Ebbsfleet United; 9/5; 17/10; 17/10; 2; 19/10; 9/5; 9/5; ; 7/4; 17/10; 9/5; 9/5; ; 7/4; 15/8; 19/10; 9/5; 7/4; 9/5; 12/7; 7/4; 9/5; 9/5; 7/4; 7/4; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 21/10; 9/4; 12/5; 21/10; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 11/5; 11/5; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 23/10; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2018-01-01 14:24:28 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 7/5; 6/4; 23/17; 29/20; 73/50; 13/10; 7/5; ; 10/7; 27/20; 7/5; 11/8; ; 27/20; 11/8; 5/4; 5/4; 23/17; 5/4; 4/3; 10/7; 7/5; 11/8; 11/8; 7/5; ; 7/5; 7/5; 
Ebbsfleet United; 19/10; 7/4; 19/10; 9/5; 103/ 50; 15/8; 19/10; ; 7/4; 19/10; 19/10; 19/10; ; 19/10; 19/10; 19/10; 9/5; 19/10; 9/5; 19/10; 7/4; 15/8; 2; 39/20; 19/10; ; 19/10; 19/10; 
Draw; 23/10; 23/10; 11/5; 21/10; 121/ 50; 21/10; 9/4; ; 11/5; 11/5; 21/10; 11/5; ; 43/20; 9/4; 11/5; 11/5; 9/4; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/4; 11/5; 
META; english/non-league/national-league/bromley-v-ebbsfleet-united; 2018-01-01 18:22:58 GMT+2; 2018-01-01 19:45; Nothing; Xlenovo
Bromley; 29/20; 6/4; 16/11; 29/20; 157/ 100; 7/5; 6/4; ; 10/7; 29/20; 29/20; 6/4; ; 7/5; 7/5; 7/5; 5/4; 16/11; 5/4; 7/5; 10/7; 6/4; 29/20; 29/20; 16/11; ; 7/5; 7/5; 
Ebbsfleet United; 19/10; 7/4; 9/5; 9/5; 48/25; 9/5; 9/5; ; 7/4; 9/5; 9/5; 9/5; ; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; ; 9/5; 9/5; 
Draw; 11/5; 23/10; 21/10; 21/10; 12/5; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 9/4; 21/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 23/10; 9/4; 9/4; ; 9/4; 9/4; 
