META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-15 02:24:40 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Maidstone; 15/8; 9/5; 7/4; 17/10; 9/5; 39/20; 9/5; 9/5; 9/5; 7/4; 17/10; ; ; ; 9/5; 7/4; 37/19; 9/5; 101/50; 31/18; 9/5; ; 9/5; 9/5; 24/13; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; ; ; 12/5; 12/5; 12/5; 27/11; 137/50; 45/17; 12/5; ; 13/5; 5/2; 27/11; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-19 02:23:14 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 13/10; 11/10; 13/10; 6/5; 23/18; 13/10; 13/10; ; ; ; 11/8; 13/10; 11/10; 13/10; 67/50; 39/29; 23/18; ; 11/8; 27/20; 13/10; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 9/5; 39/20; 9/5; 9/5; 9/5; 7/4; 17/10; ; ; ; 9/5; 7/4; 37/19; 9/5; 101/50; 31/18; 9/5; ; 9/5; 9/5; 24/13; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; ; ; 12/5; 12/5; 12/5; 27/11; 137/50; 45/17; 12/5; ; 13/5; 5/2; 27/11; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-19 10:23:24 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 13/10; 11/10; 13/10; 6/5; 23/18; 13/10; 13/10; ; ; ; 11/8; 13/10; 11/10; 13/10; 67/50; 39/29; 23/18; ; 11/8; 27/20; 13/10; ; ; ; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 9/5; 39/20; 9/5; 9/5; 9/5; 7/4; 17/10; ; ; ; 9/5; 7/4; 37/19; 9/5; 101/50; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; ; ; 12/5; 12/5; 12/5; 27/11; 137/50; 45/17; 12/5; ; 13/5; 5/2; 27/11; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-19 14:24:17 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 11/10; ; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 13/10; 67/50; 39/29; 23/18; ; 11/8; 27/20; 13/10; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 39/20; ; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 7/4; 37/19; 9/5; 101/50; 31/18; 9/5; ; 9/5; 9/5; 24/13; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 27/11; 137/50; 45/17; 12/5; ; 13/5; 5/2; 27/11; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-19 18:24:13 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 11/10; 6/5; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 13/10; 67/50; 39/29; ; ; 11/8; 27/20; 13/10; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 9/5; 101/50; 31/18; ; ; 9/5; 9/5; 24/13; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 27/11; 137/50; 45/17; ; ; 13/5; 5/2; 27/11; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-19 22:23:20 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 11/10; 6/5; 13/10; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 11/8; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 28/13; 49/25; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-20 02:23:23 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 13/10; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 11/8; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 17/10; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 28/13; 49/25; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-20 10:24:24 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 69/50; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 5/4; 
Maidstone; 15/8; 9/5; 7/4; 2; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 28/13; 39/20; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-20 14:24:49 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 69/50; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 2; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 28/13; 39/20; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-20 18:24:25 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 69/50; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 2; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 7/4; 9/5; 9/5; 37/19; 28/13; 39/20; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-20 22:25:25 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 5/4; ; 13/10; 11/8; 13/10; 11/10; 23/17; 69/50; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 2; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 13/8; ; 7/4; 9/5; 9/5; 37/19; 7/4; 39/20; 31/18; 9/5; ; 9/5; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 12/5; 12/5; 9/4; 11/4; 45/17; 12/5; ; 13/5; 5/2; 9/4; ; ; 9/4; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-21 02:24:55 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 23/18; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 139/100; 39/29; 23/18; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 9/5; 39/20; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 17/10; ; 17/10; 7/4; 9/5; 37/19; 7/4; 39/20; 31/18; 9/5; ; 7/4; 9/5; 9/5; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; ; 49/20; 5/2; 12/5; 12/5; 5/2; 68/25; 45/17; 12/5; ; 13/5; 5/2; 5/2; ; ; 2; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-21 10:25:43 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 11/8; 13/10; 7/5; 11/10; 6/5; 11/8; 6/5; 11/8; 13/10; 13/10; 13/10; ; 13/10; 11/8; 13/10; 11/10; 23/17; 69/50; 39/29; 11/8; ; 11/8; 27/20; 23/17; ; ; 13/10; 
Maidstone; 15/8; 9/5; 7/4; 9/5; 39/20; 9/5; 7/4; 7/4; 28/17; 7/4; 9/5; 17/10; ; 17/10; 7/4; 9/5; 37/19; 7/4; 39/20; 31/18; 28/17; ; 7/4; 9/5; 7/4; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; ; 49/20; 5/2; 12/5; 12/5; 5/2; 69/25; 45/17; 12/5; ; 13/5; 5/2; 28/11; ; ; 23/10; 
META; english/non-league/national-league/afc-fylde-v-maidstone; 2017-10-21 14:27:10 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
AFC Fylde; 5/4; 5/4; 23/17; 6/5; 11/10; 6/5; 13/10; 6/5; 11/8; 27/20; 13/10; 13/10; ; 13/10; 5/4; 13/10; 11/10; 23/17; 69/50; 11/9; 11/8; ; 13/10; 27/20; 23/17; ; ; 13/10; 
Maidstone; 2; 2; 17/10; 15/8; 39/20; 9/5; 15/8; 7/4; 28/17; 17/10; 15/8; 17/10; ; 17/10; 15/8; 9/5; 37/19; 7/4; 39/20; 28/15; 28/17; ; 19/10; 7/4; 7/4; ; ; 7/4; 
Draw; 5/2; 13/5; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; ; 49/20; 13/5; 12/5; 12/5; 5/2; 69/25; 27/10; 12/5; ; 27/10; 5/2; 5/2; ; ; 23/10; 
