META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-18 18:22:50 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-21 10:21:49 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 2/5; 1/3; 7/20; ; 6/17; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 6/17; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 4/11; ; 1/100; ; 
Draw; 15/4; 7/2; 7/2; 7/2; 77/20; 7/2; 7/2; ; 7/2; 7/2; 18/5; 16/5; ; 17/5; 7/2; 10/3; 18/5; 17/5; 37/10; 7/2; 7/2; 15/4; 15/4; 62/17; ; 27/10; ; 
Guiseley; 15/2; 7; 7; 7; 17/2; 7; 7; ; 13/2; 7; 7; 6; ; 13/2; 13/2; 13/2; 13/2; 27/4; 7; 13/2; 13/2; 15/2; 7; 27/4; ; 8/11; ; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-21 14:21:56 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 2/5; 1/3; 1/3; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/4; ; 
Draw; 15/4; 18/5; 7/2; 7/2; 79/20; 7/2; 7/2; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 37/10; 17/5; 37/10; 7/2; 7/2; 15/4; 15/4; 37/10; ; 14/5; ; 
Guiseley; 15/2; 7; 15/2; 7; 81/10; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 29/4; 27/4; 7; 13/2; 7; 15/2; 7; 29/4; ; 8/11; ; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-21 18:21:52 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 2/5; 1/3; 1/3; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/4; ; 
Draw; 15/4; 18/5; 7/2; 7/2; 79/20; 7/2; 7/2; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 37/10; 17/5; 37/10; 7/2; 7/2; 15/4; 15/4; 15/4; ; 8/11; ; 
Guiseley; 15/2; 7; 15/2; 7; 81/10; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 29/4; 27/4; 7; 13/2; 7; 15/2; 7; 29/4; ; 8/11; ; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-21 22:21:54 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 19/50; 1/3; 1/3; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/4; 1/3; 
Draw; 15/4; 18/5; 7/2; 7/2; 41/10; 7/2; 15/4; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 19/5; 17/5; 37/10; 7/2; 7/2; 19/5; 15/4; 50/13; ; 14/5; 3; 
Guiseley; 15/2; 7; 15/2; 7; 17/2; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 31/4; 27/4; 7; 13/2; 7; 15/2; 7; 31/4; ; 4/5; 28/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-22 02:21:36 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 19/50; 1/3; 1/3; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 7/2; 7/2; 41/10; 7/2; 15/4; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 19/5; 17/5; 37/10; 7/2; 7/2; 19/5; 15/4; 50/13; ; 10/3; 3; 
Guiseley; 15/2; 7; 15/2; 7; 17/2; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 31/4; 27/4; 7; 13/2; 7; 15/2; 7; 31/4; ; 37/5; 28/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-22 10:21:40 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 39/100; 3/10; 7/20; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/4; 1/3; 
Draw; 15/4; 18/5; 7/2; 7/2; 4; 18/5; 7/2; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 19/5; 17/5; 37/10; 7/2; 7/2; 19/5; 15/4; 50/13; ; 3; 3; 
Guiseley; 15/2; 7; 15/2; 7; 44/5; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 31/4; 27/4; 7; 13/2; 7; 15/2; 7; 31/4; ; 21/20; 28/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-22 14:22:12 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; ; 2/5; 39/100; 3/10; 7/20; ; 6/17; 4/11; 1/3; 1/3; ; 4/11; 4/11; 1/3; 1/3; 4/11; 7/19; 6/17; 2/5; 4/11; 4/11; 1/3; ; 1/4; 1/3; 
Draw; 15/4; 18/5; 7/2; 7/2; 4; 18/5; 7/2; ; 7/2; 7/2; 18/5; 10/3; ; 10/3; 15/4; 10/3; 19/5; 17/5; 37/10; 7/2; 7/2; 19/5; 15/4; 50/13; ; 3; 3; 
Guiseley; 15/2; 7; 15/2; 7; 44/5; 7; 15/2; ; 13/2; 15/2; 15/2; 13/2; ; 13/2; 7; 7; 31/4; 27/4; 7; 13/2; 7; 15/2; 7; 31/4; ; 21/20; 28/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-22 18:22:01 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 7/20; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 2/5; 6/17; 2/5; 2/5; 4/11; 10/29; ; 4/11; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 7/2; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 15/4; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 7/2; 3; 
Guiseley; 15/2; 7; 7; 7; 79/10; ; 7; ; 13/2; 7; 15/2; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 33/5; 34/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-22 22:21:34 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 7/20; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 2/5; 6/17; 2/5; 2/5; 4/11; 10/29; ; 4/11; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 7/2; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 15/4; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 7/2; 3; 
Guiseley; 15/2; 7; 7; 7; 79/10; ; 7; ; 13/2; 7; 15/2; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 33/5; 34/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-23 02:21:15 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 7/20; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 2/5; 6/17; 2/5; 2/5; 4/11; 10/29; ; 4/11; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 7/2; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 15/4; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 7/2; 3; 
Guiseley; 15/2; 13/2; 7; 7; 79/10; ; 7; ; 13/2; 7; 15/2; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 33/5; 26/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-23 10:21:01 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 7/20; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 2/5; 6/17; 2/5; 2/5; 4/11; 10/29; ; 4/11; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 7/2; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 15/4; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 3; 3; 
Guiseley; 15/2; 13/2; 7; 7; 79/10; ; 7; ; 13/2; 7; 15/2; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 34/5; 34/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-23 14:21:20 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 7/20; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 2/5; 6/17; 2/5; 2/5; 4/11; 6/17; ; 4/11; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 7/2; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 37/10; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 10/3; 3; 
Guiseley; 15/2; 13/2; 7; 7; 79/10; ; 7; ; 13/2; 7; 15/2; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 34/5; 34/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-23 18:21:39 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 2/5; 2/5; 41/100; ; 4/11; ; 6/17; 2/5; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 7/17; 6/17; 2/5; 2/5; 4/11; 6/17; ; 2/5; 4/11; 
Draw; 15/4; 7/2; 10/3; 7/2; 39/10; ; 15/4; ; 7/2; 10/3; 7/2; 16/5; ; 16/5; 15/4; 10/3; 37/10; 17/5; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; ; 10/3; 3; 
Guiseley; 15/2; 13/2; 7; 7; 79/10; ; 7; ; 13/2; 7; 7; 13/2; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 7; 7; 29/4; ; 36/5; 36/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-23 22:21:42 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 4/11; 2/5; 41/100; ; 4/11; ; 6/17; 4/11; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 7/17; 6/17; 2/5; 4/11; 4/11; 6/17; ; 4/11; 4/11; 
Draw; 15/4; 18/5; 17/5; 7/2; 39/10; ; 15/4; ; 7/2; 17/5; 7/2; 3; ; 16/5; 15/4; 10/3; 37/10; 17/5; 7/2; 7/2; 7/2; 15/4; 15/4; 15/4; ; 10/3; 10/3; 
Guiseley; 15/2; 7; 7; 7; 79/10; ; 15/2; ; 13/2; 7; 7; 7; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 15/2; 7; 29/4; ; 37/5; 39/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-24 02:21:36 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 4/11; 2/5; 41/100; ; 4/11; ; 6/17; 4/11; 4/11; 4/11; ; 2/5; 4/11; 4/11; 10/29; 4/11; 7/17; 6/17; 2/5; 4/11; 4/11; 6/17; ; 4/11; 4/11; 
Draw; 15/4; 18/5; 17/5; 7/2; 39/10; ; 15/4; ; 7/2; 17/5; 7/2; 3; ; 16/5; 15/4; 10/3; 37/10; 17/5; 7/2; 7/2; 7/2; 15/4; 15/4; 15/4; ; 10/3; 3; 
Guiseley; 15/2; 7; 7; 7; 79/10; ; 15/2; ; 13/2; 7; 15/2; 7; ; 6; 7; 13/2; 29/4; 27/4; 32/5; 13/2; 13/2; 15/2; 7; 29/4; ; 37/5; 33/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-24 10:21:32 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 4/11; 2/5; 4/11; 2/5; 37/100; ; 1/3; ; 6/17; 4/11; 1/3; 1/3; ; 2/5; 4/11; 1/3; 6/19; 4/11; 7/19; 6/17; 1/3; 1/3; 1/3; 6/19; ; 4/11; 4/11; 
Draw; 15/4; 18/5; 17/5; 7/2; 4; ; 15/4; ; 7/2; 17/5; 18/5; 16/5; ; 16/5; 15/4; 10/3; 15/4; 17/5; 62/17; 7/2; 7/2; 15/4; 15/4; 19/5; ; 7/2; 7/2; 
Guiseley; 15/2; 7; 8; 7; 19/2; ; 8; ; 13/2; 8; 15/2; 15/2; ; 6; 7; 7; 33/4; 27/4; 71/10; 13/2; 15/2; 17/2; 8; 33/4; ; 17/2; 39/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-24 14:21:52 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Sutton Utd; 2/5; 4/11; 2/5; 4/11; 11/25; ; 2/5; ; 6/17; 2/5; 4/11; 2/5; ; 2/5; 4/11; 4/11; 4/11; 4/11; 7/17; 6/17; 4/9; 2/5; 21/50; 7/19; ; 2/5; 2/5; 
Draw; 7/2; 7/2; 16/5; 18/5; 37/10; ; 7/2; ; 7/2; 16/5; 10/3; 3; ; 31/10; 15/4; 16/5; 39/11; 17/5; 57/17; 7/2; 7/2; 7/2; 10/3; 18/5; ; 10/3; 10/3; 
Guiseley; 7; 15/2; 13/2; 8; 15/2; ; 7; ; 13/2; 13/2; 7; 13/2; ; 6; 7; 7; 7; 27/4; 32/5; 13/2; 6; 7; 13/2; 29/4; ; 38/5; 38/5; 
META; english/non-league/national-league/sutton-utd-v-guiseley; 2018-02-24 18:21:44 GMT+2; 2018-02-24 15:00; In Play; Xlenovo
Sutton Utd; ; 1/5000; 1/41; ; 7/50; ; ; ; ; 1/9; 1/80; 1/5000; ; 1/100; ; ; 1/9; ; ; ; ; 1/9; ; 1; ; ; ; 
Draw; ; 250; 33; ; 69/10; ; ; ; ; 7; 25; 150; ; 16; 100; 100; 57/10; ; ; ; ; 13/2; ; 29/2; ; ; ; 
Guiseley; ; 500; 150; ; 22; ; ; ; ; 33; 100; 250; ; 66; 500; 750; 47/2; ; ; ; ; 22; ; 83/2; ; ; ; 
