META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-17 22:21:12 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 19/20; ; ; 5/6; 26/25; ; 20/21; ; ; ; 10/11; ; ; ; ; 10/11; ; ; ; ; ; 37/40; 19/20; ; ; 8/15; ; 
Draw; 13/5; 5/2; ; 12/5; 137/50; ; 5/2; ; 12/5; ; 5/2; 9/4; ; ; ; 12/5; 5/2; ; ; 12/5; 13/5; 5/2; 13/5; 28/11; ; 12/5; ; 
Hartlepool; 13/5; 13/5; ; 5/2; 137/50; ; 13/5; ; 5/2; ; 11/4; 5/2; ; ; ; 5/2; 28/11; ; ; 5/2; 13/5; 14/5; 53/20; 13/5; ; 12/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-18 18:22:22 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 19/20; 1; ; 5/6; 26/25; ; 20/21; ; 19/20; ; 10/11; 20/21; ; ; 1; 10/11; 19/20; ; ; 19/20; 10/11; 20/21; 19/20; 19/20; ; 4/5; ; 
Draw; 13/5; 5/2; ; 12/5; 137/50; ; 5/2; ; 12/5; ; 5/2; 9/4; ; ; 5/2; 12/5; 5/2; ; ; 12/5; 13/5; 13/5; 13/5; 28/11; ; 12/5; ; 
Hartlepool; 13/5; 13/5; ; 5/2; 137/50; ; 13/5; ; 5/2; ; 11/4; 5/2; ; ; 5/2; 5/2; 28/11; ; ; 5/2; 13/5; 27/10; 53/20; 13/5; ; 12/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-18 22:22:02 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 19/20; 1; ; 5/6; 26/25; ; 20/21; ; 19/20; ; 10/11; 20/21; ; 19/20; 1; 10/11; 19/20; ; ; 19/20; 10/11; 20/21; 19/20; 19/20; ; 4/5; ; 
Draw; 13/5; 5/2; ; 12/5; 137/50; ; 5/2; ; 12/5; ; 5/2; 9/4; ; 23/10; 5/2; 12/5; 5/2; ; ; 12/5; 13/5; 13/5; 13/5; 28/11; ; 23/10; ; 
Hartlepool; 13/5; 13/5; ; 5/2; 137/50; ; 13/5; ; 5/2; ; 11/4; 5/2; ; 13/5; 5/2; 5/2; 28/11; ; ; 5/2; 13/5; 27/10; 53/20; 13/5; ; 12/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-19 02:22:00 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 19/20; 1; ; 5/6; 26/25; ; 20/21; ; 19/20; ; 10/11; 20/21; ; 19/20; 1; 10/11; 19/20; 10/11; ; 19/20; 10/11; 19/20; 19/20; 19/20; ; 5/6; ; 
Draw; 13/5; 5/2; ; 12/5; 137/50; ; 5/2; ; 12/5; ; 5/2; 9/4; ; 23/10; 5/2; 12/5; 5/2; 5/2; ; 12/5; 13/5; 13/5; 13/5; 28/11; ; 12/5; ; 
Hartlepool; 13/5; 13/5; ; 5/2; 137/50; ; 13/5; ; 5/2; ; 11/4; 5/2; ; 13/5; 5/2; 5/2; 28/11; 5/2; ; 5/2; 13/5; 27/10; 53/20; 13/5; ; 12/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-19 10:21:59 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 19/20; 1; ; 5/6; 26/25; ; 20/21; ; 19/20; ; 10/11; 20/21; ; 19/20; 1; 10/11; 19/20; 10/11; ; 19/20; 10/11; 19/20; 19/20; 19/20; ; 4/5; ; 
Draw; 13/5; 5/2; ; 12/5; 137/50; ; 5/2; ; 12/5; ; 5/2; 9/4; ; 23/10; 5/2; 12/5; 5/2; 5/2; ; 12/5; 13/5; 13/5; 13/5; 28/11; ; 23/10; ; 
Hartlepool; 13/5; 13/5; ; 5/2; 137/50; ; 13/5; ; 5/2; ; 11/4; 5/2; ; 13/5; 5/2; 5/2; 28/11; 5/2; ; 5/2; 13/5; 27/10; 53/20; 13/5; ; 12/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-19 14:22:33 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 17/20; 10/11; 10/11; 19/20; 49/50; ; 9/10; ; 11/13; 10/11; 10/11; 10/11; ; 10/11; 19/20; 17/20; 5/6; 11/13; 11/12; 11/13; 10/11; 37/40; 17/20; 13/15; ; 5/6; ; 
Draw; 13/5; 13/5; 23/10; 13/5; 131/50; ; 5/2; ; 27/11; 23/10; 23/10; 11/5; ; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 27/11; 5/2; 13/5; 51/20; 28/11; ; 23/10; ; 
Hartlepool; 3; 11/4; 29/10; 11/4; 31/10; ; 14/5; ; 37/13; 29/10; 29/10; 13/5; ; 14/5; 13/5; 11/4; 3; 11/4; 5/2; 37/13; 14/5; 14/5; 3; 58/19; ; 27/10; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-19 18:22:34 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 1; 11/10; 21/20; 19/20; 28/25; ; 21/20; ; 19/20; 21/20; 1; 1; ; 11/10; 1; 1; 1; 1; 12/11; 19/20; 21/20; 11/10; 1; 1; ; 1; ; 
Draw; 5/2; 12/5; 11/5; 13/5; 5/2; ; 12/5; ; 12/5; 11/5; 12/5; 11/5; ; 11/5; 12/5; 23/10; 40/17; 5/2; 28/11; 12/5; 12/5; 12/5; 12/5; 12/5; ; 11/5; ; 
Hartlepool; 13/5; 5/2; 12/5; 11/4; 68/25; ; 5/2; ; 28/11; 12/5; 5/2; 23/10; ; 47/20; 13/5; 12/5; 28/11; 23/10; 11/5; 28/11; 13/5; 5/2; 13/5; 13/5; ; 13/5; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-19 22:22:35 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 11/10; 11/10; 11/10; 19/20; 61/50; ; 11/10; ; 19/20; 11/10; ; 21/20; ; 11/10; 23/20; 21/20; 11/10; 1; 10/9; 19/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; 
Draw; 5/2; 12/5; 11/5; 13/5; 62/25; ; 23/10; ; 12/5; 11/5; 12/5; 21/10; ; 11/5; 23/10; 9/4; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; 12/5; 40/17; ; 11/5; ; 
Hartlepool; 12/5; 5/2; 23/10; 11/4; 62/25; ; 12/5; ; 28/11; 23/10; 23/10; 23/10; ; 47/20; 23/10; 23/10; 40/17; 23/10; 9/4; 28/11; 23/10; 5/2; 47/20; 12/5; ; 23/10; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-20 02:22:17 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 11/10; 11/10; 11/10; 21/20; 61/50; ; 11/10; ; 19/20; 11/10; ; 21/20; ; 11/10; 23/20; 21/20; 11/10; 1; 10/9; 19/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; 
Draw; 5/2; 12/5; 11/5; 5/2; 62/25; ; 23/10; ; 12/5; 11/5; 23/10; 21/10; ; 11/5; 23/10; 9/4; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; 12/5; 40/17; ; 11/5; ; 
Hartlepool; 12/5; 5/2; 23/10; 5/2; 62/25; ; 12/5; ; 28/11; 23/10; 12/5; 23/10; ; 47/20; 23/10; 23/10; 40/17; 23/10; 9/4; 28/11; 23/10; 5/2; 47/20; 12/5; ; 5/2; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-20 10:22:28 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 21/20; 11/10; 15/13; 21/20; 121/100; ; 11/10; ; 21/20; 23/20; 21/20; 11/10; ; 11/10; 23/20; 21/20; 11/10; 1; 15/13; 21/20; 11/10; 11/10; 11/10; 11/10; ; 10/9; ; 
Draw; 12/5; 12/5; 11/5; 5/2; 62/25; ; 23/10; ; 11/5; 11/5; 23/10; 21/10; ; 11/5; 23/10; 9/4; 23/10; 5/2; 5/2; 11/5; 23/10; 12/5; 12/5; 40/17; ; 11/5; ; 
Hartlepool; 5/2; 5/2; 23/10; 5/2; 5/2; ; 12/5; ; 5/2; 23/10; 12/5; 11/5; ; 47/20; 23/10; 23/10; 12/5; 23/10; 21/10; 5/2; 23/10; 5/2; 47/20; 12/5; ; 5/2; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-20 14:22:45 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 21/20; 23/20; 15/13; 6/5; 5/4; 1; 6/5; ; 21/20; 23/20; 11/10; 11/10; ; 11/10; 23/20; 11/10; 11/10; 1; 19/16; 21/20; 11/10; 23/20; 11/10; 15/13; ; 6/5; ; 
Draw; 12/5; 23/10; 21/10; 21/10; 121/50; 9/4; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 11/5; 21/10; 9/4; 5/2; 27/11; 11/5; 23/10; 23/10; 12/5; 23/10; ; 9/4; ; 
Hartlepool; 5/2; 12/5; 9/4; 23/10; 123/50; 12/5; 23/10; ; 5/2; 9/4; 12/5; 9/4; ; 47/20; 12/5; 9/4; 40/17; 23/10; 21/10; 5/2; 23/10; 12/5; 47/20; 40/17; ; 23/10; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-20 18:22:43 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Halifax; 23/20; 23/20; ; 6/5; 127/100; 11/10; 6/5; ; 8/7; 6/5; 23/20; 23/20; ; 6/5; 23/20; 11/10; 15/13; 1; 17/14; 8/7; 6/5; 6/5; 6/5; 15/13; ; 6/5; ; 
Hartlepool; 23/10; 12/5; ; 23/10; 59/25; 9/4; 9/4; ; 9/4; 11/5; 9/4; 21/10; ; 9/4; 12/5; 11/5; 9/4; 23/10; 39/19; 9/4; 23/10; 23/10; 23/10; 23/10; ; 23/10; ; 
Draw; 12/5; 23/10; ; 21/10; 62/25; 11/5; 9/4; ; 9/4; 21/10; 9/4; 21/10; ; 21/10; 11/5; 21/10; 9/4; 5/2; 27/11; 9/4; 23/10; 23/10; 9/4; 23/10; ; 9/4; ; 
META; english/non-league/national-league/halifax-v-hartlepool; 2018-02-20 22:22:32 GMT+2; 2018-02-20 19:45; In Play; Xlenovo
Halifax; 13/8; ; 8/5; 7/4; 159/100; 6/5; ; ; ; ; 7/4; 13/8; ; 17/10; 8/5; 7/4; 6/4; 17/10; 29/18; ; ; ; 7/4; 17/11; ; ; ; 
Draw; 13/8; ; 17/10; 6/4; 93/50; 2; ; ; ; ; 13/8; 13/8; ; 31/20; 8/5; 6/4; 9/5; 7/5; 17/11; ; ; ; 8/5; 17/10; ; ; ; 
Hartlepool; 9/4; ; 21/10; 2; 111/50; 9/4; ; ; ; ; 11/5; 15/8; ; 43/20; 2; 2; 2; 21/10; 21/10; ; ; ; 11/5; 28/13; ; ; ; 
