META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-13 22:21:23 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Draw; 12/5; 23/10; ; 23/10; ; 23/10; 23/10; ; 40/17; ; 23/10; 21/10; ; ; ; 9/4; 9/4; 23/10; 9/4; ; 40/17; ; 12/5; ; 23/10; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-15 14:21:38 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; ; 5/4; 73/50; 13/10; 13/10; ; 23/18; ; 13/10; 13/10; ; ; ; 13/10; 13/10; 5/4; 13/10; 9/7; 23/18; ; 11/8; 11/8; 13/10; ; ; ; 
Macclesfield; 15/8; 19/10; ; 15/8; 99/50; 9/5; 9/5; ; 24/13; ; 19/10; 9/5; ; ; ; 9/5; 24/13; 9/5; 24/13; 17/10; 24/13; ; 19/10; 19/10; 9/5; ; ; ; 
Draw; 12/5; 23/10; ; 23/10; 63/25; 9/4; 23/10; ; 40/17; ; 9/4; 11/5; ; ; ; 9/4; 9/4; 23/10; 9/4; 12/5; 40/17; ; 12/5; 23/10; 23/10; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-15 18:24:54 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; ; 5/4; 37/25; 13/10; 11/8; ; 23/18; ; 7/5; 13/10; ; ; 11/8; 13/10; 13/10; 23/17; 13/10; 9/7; 23/18; ; 7/5; 11/8; 23/17; ; ; ; 
Macclesfield; 15/8; 19/10; ; 15/8; 99/50; 9/5; 9/5; ; 24/13; ; 9/5; 7/4; ; ; 9/5; 9/5; 24/13; 9/5; 24/13; 17/10; 24/13; ; 15/8; 19/10; 9/5; ; ; ; 
Draw; 12/5; 23/10; ; 23/10; 62/25; 9/4; 9/4; ; 40/17; ; 9/4; 11/5; ; ; 12/5; 9/4; 9/4; 23/10; 9/4; 12/5; 40/17; ; 12/5; 23/10; 23/10; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-15 22:22:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; ; 5/4; 37/25; 13/10; 11/8; ; 23/18; ; 13/10; 13/10; ; ; 11/8; 13/10; 13/10; 23/17; 13/10; 9/7; 23/18; ; 11/8; 11/8; 23/17; ; 23/20; ; 
Macclesfield; 15/8; 19/10; ; 15/8; 99/50; 9/5; 9/5; ; 24/13; ; 19/10; 9/5; ; ; 9/5; 9/5; 24/13; 9/5; 24/13; 17/10; 24/13; ; 19/10; 19/10; 24/13; ; 13/8; ; 
Draw; 12/5; 23/10; ; 23/10; 62/25; 9/4; 9/4; ; 40/17; ; 9/4; 21/10; ; ; 12/5; 11/5; 9/4; 23/10; 9/4; 12/5; 40/17; ; 12/5; 23/10; 23/10; ; 19/10; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-16 02:22:24 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; 23/17; 5/4; 37/25; 5/4; 11/8; ; 23/18; 27/20; 13/10; 13/10; ; ; 11/8; 13/10; 13/10; 23/17; 13/10; 9/7; 23/18; ; 11/8; 11/8; 23/17; ; 10/9; ; 
Macclesfield; 15/8; 19/10; 9/5; 15/8; 99/50; 15/8; 9/5; ; 24/13; 9/5; 2; 9/5; ; ; 9/5; 9/5; 24/13; 9/5; 24/13; 17/10; 24/13; ; 19/10; 19/10; 24/13; ; 17/10; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 62/25; 9/4; 9/4; ; 40/17; 11/5; 9/4; 21/10; ; ; 12/5; 11/5; 9/4; 23/10; 9/4; 12/5; 40/17; ; 12/5; 23/10; 23/10; ; 2; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-16 10:23:13 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/8; 11/8; 23/17; 5/4; 37/25; 5/4; 11/8; ; 11/8; 27/20; 13/10; 13/10; ; ; 11/8; 13/10; 13/10; 23/17; 13/10; 9/7; 11/8; ; 11/8; 11/8; 23/17; ; 10/9; ; 
Macclesfield; 15/8; 19/10; 9/5; 15/8; 99/50; 15/8; 9/5; ; 7/4; 9/5; 2; 9/5; ; ; 9/5; 9/5; 24/13; 9/5; 24/13; 17/10; 7/4; ; 19/10; 19/10; 9/5; ; 7/4; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 62/25; 9/4; 9/4; ; 23/10; 11/5; 9/4; 21/10; ; ; 12/5; 11/5; 9/4; 23/10; 9/4; 12/5; 23/10; ; 12/5; 23/10; 23/10; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-16 18:25:31 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 23/20; 15/13; 23/20; 123/100; 6/5; 11/10; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 15/13; 11/10; 15/13; 7/6; 7/6; ; 6/5; 23/20; 15/13; ; 21/20; 21/20; 
Macclesfield; 11/5; 23/10; 11/5; 21/10; 121/50; 19/10; 11/5; ; 21/10; 11/5; 21/10; 2; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 23/12; 21/10; ; 9/4; 23/10; 11/5; ; 7/4; 7/4; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 40/17; 9/4; ; 12/5; 47/20; 40/17; ; 21/10; 9/5; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-16 22:24:05 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 23/20; 15/13; 23/20; 123/100; 6/5; 11/10; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 15/13; 15/13; 15/13; 7/6; 7/6; ; 6/5; 23/20; 15/13; ; 21/20; 10/9; 
Macclesfield; 11/5; 23/10; 11/5; 21/10; 121/50; 19/10; 21/10; ; 21/10; 11/5; 21/10; 2; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 23/12; 21/10; ; 9/4; 23/10; 28/13; ; 7/4; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 40/17; 9/4; ; 12/5; 47/20; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-17 02:22:51 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 23/20; 15/13; 23/20; 123/100; 6/5; 11/10; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 15/13; 15/13; 15/13; 7/6; 7/6; ; 6/5; 23/20; 15/13; ; 21/20; 10/9; 
Macclesfield; 11/5; 23/10; 11/5; 21/10; 121/50; 19/10; 21/10; ; 21/10; 11/5; 21/10; 2; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 23/12; 21/10; ; 9/4; 23/10; 28/13; ; 7/4; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 40/17; 9/4; ; 12/5; 47/20; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-17 10:22:47 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 23/20; 15/13; 23/20; 123/100; 6/5; 11/10; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 15/13; 15/13; 15/13; 7/6; 7/6; ; 6/5; 23/20; 15/13; ; 21/20; 10/9; 
Macclesfield; 11/5; 23/10; 11/5; 21/10; 121/50; 19/10; 11/5; ; 21/10; 11/5; 21/10; 2; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 23/12; 21/10; ; 9/4; 23/10; 28/13; ; 7/4; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 40/17; 9/4; ; 12/5; 47/20; 40/17; ; 2; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-17 14:25:53 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 6/5; 11/10; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 15/13; 11/10; 15/13; 8/7; 7/6; ; 23/20; 23/20; 11/10; ; 21/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 19/10; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 79/40; 21/10; ; 23/10; 23/10; 11/5; ; 7/4; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 40/17; 9/4; ; 12/5; 47/20; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-17 18:21:46 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 6/5; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 8/7; 7/6; ; 23/20; 23/20; 15/13; ; 21/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 19/10; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 79/40; 21/10; ; 23/10; 23/10; 9/4; ; 7/4; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 23/10; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; ; 12/5; 47/20; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-17 22:21:32 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 8/7; 7/6; ; 23/20; 23/20; 15/13; ; 20/21; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 79/40; 21/10; ; 23/10; 23/10; 9/4; ; 19/10; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; ; 12/5; 47/20; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-18 02:21:26 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 8/7; 7/6; ; 23/20; 23/20; 15/13; ; 20/21; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 79/40; 21/10; ; 23/10; 23/10; 9/4; ; 19/10; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; ; 12/5; 47/20; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-18 10:21:27 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 8/7; 7/6; ; 23/20; 23/20; 15/13; ; 1; ; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 79/40; 21/10; ; 23/10; 23/10; 9/4; ; 19/10; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; ; 12/5; 47/20; 12/5; ; 2; ; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-18 14:21:25 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 8/7; 7/6; ; 23/20; 23/20; 15/13; ; 1; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 2; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 79/40; 21/10; ; 23/10; 23/10; 9/4; ; 19/10; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; ; 12/5; 47/20; 12/5; ; 2; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-18 18:21:30 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 10/9; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 43/20; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 21/10; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 11/5; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-18 22:22:52 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 23/20; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 10/9; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 43/20; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 11/5; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-19 02:22:49 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 23/20; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 23/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 43/20; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 11/5; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-19 10:22:34 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 23/20; 123/100; 11/10; 6/5; ; 7/6; 23/20; 23/20; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 23/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 21/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 43/20; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 11/5; 19/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 23/10; 2; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-19 14:22:42 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 6/5; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 23/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 23/10; 121/50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 21/10; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-19 18:23:09 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 6/5; 123/100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 11/10; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 23/20; 23/20; 15/13; ; 23/20; 10/9; 
Macclesfield; 12/5; 23/10; 11/5; 23/10; 121/50; 11/5; 9/4; ; 21/10; 11/5; 11/5; 21/10; ; 11/5; 21/10; 21/10; 2; 9/4; 2; 21/10; 21/10; ; 23/10; 23/10; 9/4; ; 21/10; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 12/5; ; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-19 22:23:28 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 23/20; 15/13; 6/5; 123/ 100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 6/5; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 6/5; 23/20; 15/13; 23/20; 23/20; 
Macclesfield; 12/5; 23/10; 11/5; 23/10; 121/ 50; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; ; 21/10; 21/10; 21/10; 2; 11/5; 2; 21/10; 21/10; ; 11/5; 23/10; 9/4; 21/10; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 40/17; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-20 02:22:59 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 6/5; 15/13; 6/5; 123/ 100; 11/10; 6/5; ; 7/6; 23/20; 6/5; 23/20; ; 6/5; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 7/6; ; 6/5; 23/20; 15/13; 23/20; 23/20; 
Macclesfield; 12/5; 21/10; 11/5; 23/10; 121/ 50; 11/5; 11/5; ; 21/10; 11/5; 21/10; 21/10; ; 21/10; 21/10; 21/10; 2; 11/5; 2; 21/10; 21/10; ; 11/5; 23/10; 9/4; 11/5; 21/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 40/17; 23/10; 21/10; 
META; english/non-league/national-league/afc-fylde-v-macclesfield; 2018-01-20 10:22:53 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
AFC Fylde; 11/10; 6/5; 15/13; 6/5; 123/ 100; 11/10; 6/5; ; 13/11; 23/20; 6/5; 23/20; ; 23/20; 5/4; 11/10; 6/5; 15/13; 6/5; 6/5; 13/11; ; 6/5; 23/20; 15/13; 6/5; 23/20; 
Macclesfield; 12/5; 9/4; 11/5; 23/10; 121/ 50; 11/5; 11/5; ; 28/13; 11/5; 21/10; 21/10; ; 21/10; 21/10; 21/10; 2; 11/5; 2; 21/10; 28/13; ; 9/4; 23/10; 11/5; 9/4; 23/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 63/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 21/10; ; 9/4; 23/10; 11/5; 23/10; 40/17; 23/10; 12/5; 9/4; ; 12/5; 47/20; 40/17; 23/10; 9/4; 
